t,plant,axis,metamer,organ,element,Ag,Nstruct,Tr,Ts,green_area,is_growing,mstruct,amino_acids,cytokinins,fructan,nitrates,proteins,starch,sucrose,triosesP,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,R_maintenance,Transpiration,sum_respi,Amino_Acids_import,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,Nitrates_import,Regul_S_Fructan,S_Fructan,S_Starch,S_Sucrose,S_Amino_Acids,S_Proteins,cytokinins_import,k_proteins,Total_Organic_Nitrogen,nb_replications
4,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,1.9378999065000009,1.7806646024247039,0.16303603756015511,0.0,0.53155583492163194,0.0,20.464696580212589,0.0,0.0,0.0,0,0.049338559949018514,0.045454543200000003,0.0,0.049338559949018514,0.0,0.16303603756015511,0.036845879531090385,0.0,1.6025981421822335,-0.95179991497613559,-0.17205195327727549,0.0,0.015,13.733894021831658,0.0,0.0,0,3.3349245695896772,0.0,2.3105681542386878e-07,28.183741455707349,1.0
4,1,MS,3,blade,LeafElement1,0.0,0.00066,0.18921264500000001,18.843290840000002,0.00022900700000000001,False,0.022000000000000002,3.2442827563561538,3.2662814134709484,0.22375902421580648,0.00061863408518318219,1.2559787858090148,0.0,27.278128274647461,0.0,0.0,0.0,0,0.28409713608608966,0.30765098393683016,4.3331020193515008e-05,0.28409713608608966,0.064277848703313004,0.22375902421580648,0.047439756367290038,0.0,1.6034472393402837,-1.5523528411627558,-2.5697315374333822,0.00066409825043928022,0.015,10.730179274326542,0.0,0.0,0,3.2178943799107049,0.0017361236081294784,2.3082366160970664e-07,51.643118685022316,1.0
4,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,2.1915204518370777,2.0774420361621551,0.12425681593901206,0.0,0.63629110710437198,0.0,15.355739057034318,0.0,0.0,0.0,0,0.045200550335289261,0.053030300399999994,0.0,0.045200550335289261,0.0,0.12425681593901206,0.037804987771730719,0.0,1.602598142182234,-1.0879094500808011,-2.426957174688753,0.0,0.015,9.7147528477936209,0.0,0.0,0,3.2950419184908086,0.0,2.3105681542386862e-07,32.827811558941448,1.0
4,1,MS,4,blade,LeafElement1,0.0,5.2600000000000001e-08,0.0,18.0,5.9200000000000001e-08,True,1.6300000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,NA,0.0,0.0,0.0,0,0.0,0.0,0.0,-157.96240150691909,-869.03341960310956,0.0,0.015,0.0,0.0,0.0,0,0.0,0.0,2.5000000000000002e-06,0.0037571428571428569,1.0
8,1,MS,1,blade,LeafElement1,0.22835203199999998,0.00054000000000000001,0.065656899000000005,16.443020449999999,0.00029428400000000002,False,0.018000000000000002,3.5753257200259614,2.6450892996256812,0.33944967985834945,2.5395069338657141e-05,0.90741464964788754,0.0078760420903884049,21.695935700724455,1.0360134459709196e-05,0.24192125778631676,0.00034612782251744668,0,0.20381493724372376,0.21313402871501522,1.9321774865316002e-05,0.20416106506624121,0.033182217106519821,0.33944967985834945,0.042718373226657502,0.63008336723107239,1.5870535797754086,-0.54621103286964245,-1.5067078655587867,0.00035402162806063431,0.015,10.489016636900976,0.82878690582178349,12.546797114029658,0.019423559063829778,3.5917374860117208,0.00061074633063314706,2.3538507584836715e-07,43.054168941102418,1.0
8,1,MS,1,sheath,StemElement,0.075132541999999997,0.00029999999999999997,0.059634000999999999,16.37150248,0.000174251,False,0.01,2.1792158728040261,1.469515560957273,0.18546586533174342,4.1853268684759805e-05,0.46240099343114494,0.0015012165104843576,12.027849432459265,1.998394212690774e-06,0.047130914073751196,0.00019825209533925309,0,0.11322652685980511,0.11782226943423585,1.0391284308251e-05,0.11342477895514436,0.017845454381673238,0.18546586533174342,0.039182134637877862,0.21617517750974749,1.5870768058338547,-0.27948748817432295,-1.0249898286024683,0.00019039345060642166,0.015,10.471165376449662,0.2877658912790127,4.3588130357579216,0.020025464175682132,3.7014679669307036,0.00032846044455379816,2.353785230333876e-07,24.070188294806599,1.0
8,1,MS,2,blade,LeafElement1,0.24207144999999999,0.00059999999999999995,0.065969374999999997,16.448801629999998,0.00028853,False,0.02,3.9151207018948955,2.9386385655034206,0.28282280815437055,2.6712059146843643e-05,1.1188821228236547,0.0081895518104385546,19.19455881272809,1.0770015152637017e-05,0.25144155168659998,0.00034070542529745905,0,0.19753244137203926,0.23691050342353973,1.9034143768749999e-05,0.19787314679733672,0.032688254333463597,0.28282280815437055,0.047416994762614711,0.58964773035157603,1.5868648253718474,-0.60714872449373358,-2.6514196091665614,0.00034875153099155249,0.015,8.6959185571198603,0.77542021277126216,11.739529037299734,0.017207344711992881,3.574170816744239,0.00060165453456222735,2.3543833913120022e-07,47.891145681861403,1.0
8,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,2.5033874406574022,1.7615368980460637,0.22314425259997359,0.0,0.57341851246787678,0.0,20.251082486712562,0.0,0.0,0.0,2.2637485633626571e-05,0.052271422543145693,0.045454543200000003,0.0,0.052294060028779323,0.0,0.22314425259997359,0.040573434820245988,0.0,1.5853832082414576,-0.36443803353833915,0.31440952268925793,0.0,3.8808811190434037e-05,0.03525576832352259,0.0,0.0,0,3.6502505871085118,0.0,2.3585702204152292e-07,28.791091667410996,1.0
8,1,MS,3,blade,LeafElement1,0.27355807199999999,0.00066,0.065969879999999995,16.453926129999999,0.00022900700000000001,False,0.022000000000000002,4.2367724828361899,3.2316706173093728,0.4583893426934067,2.5891486318499624e-05,1.3301173356994411,0.0073516593253932219,28.828886489138153,9.6639030220159675e-06,0.2255281682202144,0.00026953188550628596,0,0.26210868895831624,0.2606941367325693,1.5107564309159999e-05,0.26237822084382251,0.025944949796363262,0.4583893426934067,0.051269557004092726,0.48119951948028361,1.5864564848609648,-0.6719373640691787,-1.2505012025883506,0.00027680710235167543,0.015,11.213515499422085,0.63253248704874254,9.5776615650473556,0.012375201354742238,3.5543545260177654,0.00047753840063558065,2.3555362452644051e-07,52.709746961392774,1.0
8,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,2.8486370776494558,2.0551263810537419,0.26391354523464261,0.0,0.68463322791824621,0.0,16.938662299589957,0.0,0.0,0.0,0,0.05089103612936699,0.053030300399999994,0.0,0.05089103612936699,0.0,0.26391354523464261,0.041522285398492953,0.0,1.5853832082414583,-0.4337800858052433,-1.2590838940533131,0.0,0.015,10.521070142830709,0.0,0.0,0,3.6206058409247457,0.0,2.3585702204152266e-07,33.533270305567704,1.0
8,1,MS,4,blade,LeafElement1,0.059989445000000002,1.3799999999999999e-06,0.063276225000000005,16.449080169999998,1.55e-06,True,4.2700000000000008e-05,0.011874243780778162,3.0852627915478509e-06,2.102605225600993e-06,2.2148562653309961e-07,0.00017159091562296748,1.0833582170326972e-05,0.067846722483824895,1.414850648910415e-08,0.0003347411031,1.7378230089857381e-06,1.4062997478876143e-09,0.00055458979310579943,0.00050581369042023371,9.807814875000001e-08,0.00055632902241453306,0.00016843434145742076,2.102605225600993e-06,0.036166664254779164,0.36534797014685799,0.00078034749762802779,0.0012829254807852181,0.0054890700542061435,1.7970287998736707e-06,3.2944015041990841e-07,0.0002860000050744315,0.47713142410907411,7.2257561487949689,0.041109526387664415,3.9717510022083804,3.1001742791176456e-06,2.4999972853269611e-06,0.1106172632678297,1.0
12,1,MS,1,blade,LeafElement1,3.4118892889999999,0.00054000000000000001,0.35118719399999998,16.746177209999999,0.00029428400000000002,False,0.018000000000000002,4.040131627178277,2.6189943571684782,0.53435138755760847,1.1292013968231799e-05,0.9727496467325466,0.12143899509039643,25.571444738207589,0.00015701567161937674,3.6146319390866739,0.0022421105737170225,0,0.2331238297036157,0.21766004868857547,0.00010334877219909599,0.23536594027733271,0.19205774304992729,0.53435138755760847,0.046665154074585498,9.7151196072317134,1.5713966143010869,-0.18901397778582008,-0.21298156847772262,0.0022667283884509181,0.015,11.948089936844946,12.555777468905738,187.83938918099307,0.12581989751498443,3.7356539508859803,0.0023240390135375022,2.3986209725869934e-07,43.584309845339391,1.0
12,1,MS,1,sheath,StemElement,1.160077781,0.00029999999999999997,0.228567047,16.455131770000001,0.000174251,False,0.01,2.3739584358951289,1.4546236109122876,0.29212497868047033,1.1786930881631083e-05,0.49958683607186388,0.024202319474276989,13.178866274428309,3.1303331464446624e-05,0.72772096830131161,0.00086282426097938642,0,0.1225656054903394,0.1185072379482134,3.9828036506797001e-05,0.12342842975131879,0.074014259084467876,0.29212497868047033,0.043160518210983836,3.4851340042958863,1.5709934997852706,-0.072691550966696605,-0.39784353279338386,0.00087354052772197312,0.015,11.264190397591433,4.5069743143259977,67.97577347264621,0.08715396575549357,3.7995060690285736,0.00089562661176154535,2.3997895802562374e-07,24.30211670053842,1.0
12,1,MS,2,blade,LeafElement1,3.6261299839999999,0.00059999999999999995,0.35404676299999999,16.735022430000001,0.00028853,False,0.02,4.418745029675943,2.9093635305921772,0.46870462014170872,1.1877342961456431e-05,1.1910200149235199,0.12645673836723151,24.207686518676191,0.00016350383242194375,3.7664902234206723,0.0022160458125560188,0,0.23688023097838501,0.24165757896240397,0.00010215311252839,0.23909627679094103,0.1898357940811555,0.46870462014170872,0.051443649095061994,9.1048851624406684,1.5710563065197756,-0.22649191023779436,-1.0532402954386129,0.0022405042189630213,0.015,10.524429756703968,11.767465869960869,176.18546875137005,0.11192150568464743,3.7174281031466294,0.0022971518075987516,2.3996074536704943e-07,48.466907901742317,1.0
12,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,2.6956085605928384,1.7426146758418815,0.22065146029188801,0.0,0.61733480181275879,0.0,19.760543936057694,0.0,0.0,0.0,3.7547382075387657e-05,0.052746589718462265,0.045454543200000003,0.0,0.052784137100537656,0.0,0.22065146029188801,0.044586333399906017,0.0,1.5683532082576934,-0.14336929662353501,0.52149141771371743,0.0,8.5222483966001696e-06,0.0076009430231077082,0.0,0.0,0,3.7365885203276519,0.0,2.4074636792969546e-07,29.027229076691313,1.0
12,1,MS,3,blade,LeafElement1,4.0975752860000005,0.00066,0.347523631,16.72337048,0.00022900700000000001,False,0.022000000000000002,4.7497510342517355,3.1987416316007478,0.70405480173159407,1.1284445627301975e-05,1.4088611178222101,0.11321636862054764,32.171127177588268,0.00014636987412308146,3.378144324675608,0.0017261134895171085,0,0.28941286707245523,0.26560873088268905,7.9585344164417009e-05,0.29113898056197235,0.1478970795185057,0.70405480173159407,0.055371938681293704,7.4105259460722088,1.570291346422185,-0.27760019616215709,-0.069208559329958022,0.001745529773441262,0.015,12.219364804076925,9.5773875766607315,143.71151180982989,0.079252226332282294,3.690586246694362,0.0017896627198202184,2.4018270178545675e-07,53.301469294931096,1.0
12,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.0856532023083325,2.0330504551488628,0.40937172213789352,0.0,0.73549717074426324,0.0,17.668109796977031,0.0,0.0,0.0,0,0.053259759627315967,0.053030300399999994,0.0,0.053259759627315967,0.0,0.40937172213789352,0.04553184149466382,0.0,1.5683532082576945,-0.18139914362547405,-0.67069687539575495,0.0,0.015,10.882839053405235,0.0,0.0,0,3.7146267312618821,0.0,2.4074636792969509e-07,33.821150373052596,1.0
12,1,MS,4,blade,LeafElement1,0.97470886400000001,4.8400000000000002e-06,0.24765079700000001,16.412072569999999,5.4399999999999996e-06,True,0.00015023600000000002,0.038237103463738424,3.3272656045266102e-05,1.3644351386272945e-05,2.3073714248864658e-07,0.00075630390544938956,0.00062941070426365277,0.2222028822703889,8.2288585334608847e-07,0.019088698392575997,2.921281600437403e-05,2.6711237750134502e-08,0.0019340620329069136,0.0017750993997083244,1.3472203356799999e-06,0.0019633015601490376,0.0025036010738783547,1.3644351386272945e-05,0.045306434401305218,6.0328510752393569,0.0023918680295593191,0.0046423256268563013,0.029632531206606604,2.954831988232312e-05,9.1203584139674039e-08,7.4951510549520569e-05,7.8851353903202073,118.52087200265967,0.19641028085088236,3.8767861720933867,3.0295402193261826e-05,2.4999714729865664e-06,0.38470769308347358,1.0
16,1,MS,1,blade,LeafElement1,27.499209159999999,0.00054000000000000001,2.7666914349999998,26.679168390000001,0.00029428400000000002,False,0.018000000000000002,5.33458031827137,2.5952525999120852,0.53444248350894408,1.5738080313959348e-05,1.0422484154668623,1.0824446310568867,49.256162648035087,0.0013857257289370782,29.133278166389189,0.020780238665272854,0.00093953143251096223,0.63471449141236602,0.43330285558959408,0.00081419302225753994,0.65643426151014983,1.4101177758619297,0.53444248350894408,0.050870315970449734,86.595570484550933,1.557151559947251,0.3969537220289362,8.6993651158422409,0.020992562998717931,6.1994537013055711e-09,7.8940899887076165e-06,110.43297549422894,1504.210994892383,1.1661188925517874,4.037621336309372,0.0043083278788568413,2.4404122479602431e-07,44.948257305166806,1.0
16,1,MS,1,sheath,StemElement,13.13302554,0.00029999999999999997,1.828340321,22.334726379999999,0.000174251,False,0.01,2.8405466794332379,1.4407164743287433,0.31210933546063807,1.0921743434025959e-05,0.53824991641458175,0.28892216511545005,20.170945842467656,0.00037167306360949733,8.2383942001339445,0.0081304875450192386,0.00011453684424517925,0.23070378059620653,0.17813050950827539,0.00031859012927457097,0.23894880498547094,0.55177285020027977,0.31210933546063807,0.047355707812514185,41.604791776624808,1.555973792275043,0.19868455265268037,1.9089474040863208,0.0082142970729741898,1.0060370158997846e-07,0.00010410830937299982,53.421644228899559,767.69120799904249,0.82126136818376139,3.9939501714904568,0.0016858296477122974,2.4439136691146125e-07,24.807368024419247,1.0
16,1,MS,2,blade,LeafElement1,30.220154709999999,0.00059999999999999995,2.9465084889999997,25.885194240000001,0.00028853,False,0.02,5.8023636731163322,2.882696626052327,0.50305584295826744,1.6842684394804564e-05,1.267721467702938,1.161775488547415,51.126536507644303,0.0014883098452703144,31.389916458514676,0.02169804379072264,0.00089960423127602202,0.65064930408881161,0.45566748336069018,0.00085015609433116996,0.67324695211081031,1.4724029660064215,0.50305584295826744,0.05572132046772018,83.647835175413874,1.5566561780682564,0.36878565500079497,7.4967019273001831,0.021919808793627614,1.3288551178436995e-08,1.6183996573793615e-05,106.76107496206842,1459.0965194537746,1.0958607975112444,4.0158040752173267,0.0044986276011444986,2.4418841155088288e-07,49.92722799796212,1.0
16,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,2.744701123178801,1.7238957663977779,0.21811194872965656,0.0,0.6617711467120192,0.0,19.190970203546996,0.0,0.0,0.0,3.2269470898182175e-05,0.052396204559062798,0.045454543200000003,0.0,0.052428474029960981,0.0,0.21811194872965656,0.048784324201498044,0.0,1.5515061897580003,-0.061559561265857717,0.4481870958080858,0.0,1.3420716780346943e-05,0.011708451994558881,0.0,0.0,0,3.7572899954513788,0.0,2.4572605622492918e-07,29.120757984176535,1.0
16,1,MS,3,blade,LeafElement1,37.032234610000003,0.00066,3.1485165149999998,24.863300859999999,0.00022900700000000001,False,0.022000000000000002,5.982884314894207,3.1682698819007262,0.69515466799164294,1.5786102600344058e-05,1.4919994644538146,1.1153021952493967,57.182999789383196,0.0014306820359077149,30.530307424796174,0.018402263915799522,0.00111378229300586,0.67099681930660771,0.4669589109342146,0.00072103232155060497,0.69051286551541313,1.2487708268124833,0.69515466799164294,0.059713640810519872,73.001598234505963,1.5553324874785384,0.22870966876122636,8.4377446439837875,0.018590574987112949,1.2404729854203131e-08,1.527441663280333e-05,93.341138962312812,1291.5950095859766,0.84491569861338467,3.9481891784323002,0.0038153651131521645,2.4458232227023839e-07,54.617740922205165,1.0
16,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.1569828262299393,2.0112117274640764,0.55622954854840345,0.0,0.78706060756003071,0.0,18.007429461897601,0.0,0.0,0.0,0,0.05429977251970515,0.053030300399999994,0.0,0.05429977251970515,0.0,0.55622954854840345,0.049731762627185809,0.0,1.551506189758002,-0.084562691635083995,-0.49898958658636422,0.0,0.015,11.049080707026752,0.0,0.0,0,3.7410075727113288,0.0,2.457260562249286e-07,33.944043433789972,1.0
16,1,MS,4,blade,LeafElement1,9.3132151920000013,9.5100000000000004e-06,2.1167535759999998,18.453217479999999,1.0699999999999999e-05,True,0.00029528200000000001,0.071565120103264129,0.00015506690404129954,4.2371396432601913e-05,5.5577637824712166e-07,0.0018796647306030918,0.012757094952656318,0.4287685044222655,1.6560735881664585e-05,0.35874504919584005,0.00057804750926115423,5.9266981566833784e-07,0.0044295625715605963,0.0040191130583500552,2.2649263263199997e-05,0.0050082027506374192,0.039226728631325022,4.2371396432601913e-05,0.057286930470078837,62.212450240194457,0.0056716039705977175,0.040768172222592103,0.3345219234880204,0.00058397219446677774,4.8132222185075346e-10,3.8996498828052558e-07,80.535803270257503,1127.8228550696983,1.9773855940797775,3.8227218985673459,0.00011984928596151326,2.4998251502067918e-06,0.75273049911958156,1.0
20,1,MS,1,blade,LeafElement1,21.255757070000001,0.00054000000000000001,3.0276401599999998,22.148582080000001,0.00029428400000000002,False,0.018000000000000002,6.117788895494555,2.5679457685432618,0.52490988232105695,2.4645900521689646e-05,1.1153653989706931,1.0505792744712061,59.376082023418206,0.0010436687662583218,22.518825168916372,0.026310215585249916,0.0015612507106151992,0.51118341217498842,0.31652448689469082,0.00089098605684544,0.53905487847085354,1.4242963655063043,0.52490988232105695,0.055540030747568969,84.046341957696484,1.540767461125957,0.85476879102736192,14.456025098288878,0.026579408349895191,1.3510441983193146e-09,1.9333145988307589e-06,83.252146675085882,1162.8919392732935,1.4764430743686821,4.172384547214822,0.00055926868486040897,2.4897684112678985e-07,45.804582865893821,1.0
20,1,MS,1,sheath,StemElement,9.2098840539999998,0.00029999999999999997,1.884668131,19.573040880000001,0.000174251,False,0.01,3.0688767394084424,1.4254513604466346,0.30900453712776133,1.799304151111938e-05,0.57814886499684193,0.26347872347283624,23.188797476988803,0.00025599130367180006,5.777393422656794,0.0096963527558716189,0.0001842685880618643,0.20665293635043527,0.14709682292704648,0.000328405306494881,0.21653355769436874,0.52497621131099614,0.30900453712776133,0.051901936017604115,37.940936180088421,1.5394874692823652,0.35241390700096098,3.0711431343644051,0.0097968073445554756,2.416005333238621e-08,2.7557131296804687e-05,36.815625329121737,537.67203159952908,0.97942957130016339,4.0728523998529669,0.00020613880818163289,2.4936837763078941e-07,25.075597032976709,1.0
20,1,MS,2,blade,LeafElement1,23.11968761,0.00059999999999999995,3.1431614649999999,21.891148950000002,0.00028853,False,0.02,6.635680318359519,2.8523125042765884,0.49309623066928393,2.5962913236062486e-05,1.3484050285684548,1.119565185126145,63.59596313126854,0.001109559857612733,24.014604478007879,0.026779916204063347,0.0016735742736124746,0.55084442321289495,0.3454739412904767,0.00090689637749645003,0.57929791369057082,1.4497299979443978,0.49309623066928393,0.060468377616717063,80.608693329082442,1.5402487523093578,0.82390772506594478,13.946452280103953,0.027054036326743903,2.0639418304843365e-09,2.8883972303428871e-06,79.667320595874912,1116.572564677675,1.3525210204072398,4.1493747334487221,0.00056925553486533709,2.4913540374484681e-07,50.841228204070831,1.0
20,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,2.7476087609003517,1.7053793250464822,0.21672207168611815,0.0,0.70626026336269676,0.0,18.840707133766784,0.0,0.0,0.0,9.3378586353927861e-06,0.052070540416677399,0.045454543200000003,0.0,0.05207987827531279,0.0,0.21672207168611815,0.053138370752120176,0.0,1.534841392541834,-0.041330942994676524,0.12969248104712203,0.0,0.00053460989794022783,0.45992411766341279,0.0,0.0,0,3.7584999445279186,0.0,2.5079692529169524e-07,29.168154738548765,1.0
20,1,MS,3,blade,LeafElement1,27.29145827,0.00066,3.2124103470000001,21.52057379,0.00022900700000000001,False,0.022000000000000002,6.7180420672547818,3.1347090738405723,0.68003080673255878,2.414273064649992e-05,1.5789794388943903,1.0468075778932502,67.878628542992999,0.0010281915531710224,22.499765942536406,0.021723152573186501,0.0017947831832071407,0.58118976713727033,0.37038428851312227,0.0007356644563354291,0.60470770289366393,1.1760051724047194,0.68003080673255878,0.064481313709587068,68.518314189376369,1.5388571817035537,0.58002710122007151,13.596842297023791,0.021945939381669777,2.9645073862383253e-09,4.0725302999806908e-06,67.14291126615062,952.26241039222805,0.99738992530700177,4.0678690333138352,0.000461773885048164,2.4956149710576122e-07,55.439878649006317,1.0
20,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.1718115752474563,1.9896092125542313,0.7032613796938989,0.0,0.83875436493969202,0.0,18.37627013760077,0.0,0.0,0.0,0,0.055122081464525463,0.053030300399999994,0.0,0.055122081464525463,0.0,0.7032613796938989,0.054091804063336135,0.0,1.5348413925418358,-0.05780424627799878,-0.68204048772206327,0.0,0.015,11.228337492467308,0.0,0.0,0,3.746388543016276,0.0,2.5079692529169465e-07,34.010565940187149,1.0
20,1,MS,4,blade,LeafElement1,10.429975539999999,1.5299999999999999e-05,2.7302212180000001,19.689801939999999,1.7199999999999998e-05,True,0.00047561199999999999,0.11341838014373641,0.00018338505439892346,0.00010539743443048737,1.2170802223056406e-06,0.0036665028722104647,0.025944200863490363,0.72700558741285515,3.0033790627248609e-05,0.64582408543679992,0.0013867020511347875,1.6382404716270337e-06,0.0080517212108594249,0.0070529524267037768,4.6959804949599992e-05,0.0094400615024658394,0.075068155108293413,0.00010539743443048737,0.069378652126421886,78.550686785501895,0.004164231742488359,0.075151626976546093,0.57408155934775751,0.0014008791969270596,3.979572037624296e-10,3.3543304292620449e-07,90.646442246749046,1257.4561371698449,2.9450668666063753,3.8045772776231641,2.9476497587907815e-05,2.4999086054065031e-06,1.2099420258730895,1.0
24,1,MS,1,blade,LeafElement1,0.0,0.00054000000000000001,0.16219914099999999,11.33106151,0.00029428400000000002,False,0.018000000000000002,5.4578259498531727,2.5403689305298567,0.51554625475103977,0.0015514339367354926,1.1883618463246814,0.24746295921521713,49.260269000786948,-4.8743799149780216e-06,0.0,0.0,0.00084446969129089652,0.23022200882242133,0.14954348468164561,4.7732612010043999e-05,0.23106647851371223,0.081636672797006316,0.51554625475103977,0.060394017610072549,19.797036737217368,1.5242213583179138,0.51732585483108484,7.8191638082490407,0.0016334376796715876,8.537586069362976e-09,1.087194245625458e-05,0.0,0.0,0,4.0607559802124165,7.8073235678062358e-06,2.5410617900960382e-07,45.217616367606425,1.0
