t,plant,axis,organ,mstruct,Nstruct,age_from_flowering,amino_acids,cytokinins,nitrates,proteins,starch,structure,sucrose,C_exudation,HATS_LATS,N_exudation,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,regul_transpiration,sum_respi,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,S_Amino_Acids,S_cytokinins,S_grain_starch,S_grain_structure,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,Total_Organic_Nitrogen
0,1,MS,phloem,NA,NA,NA,100,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,MS,roots,0.150009736,0.0045001950000000002,NA,20,2.233310479,7.5,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.44250000000005
4,1,MS,phloem,NA,NA,NA,84.460025018269107,NA,NA,NA,NA,NA,465.52873550530899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,MS,roots,0.150009736,0.0045001950000000002,NA,20.014442879055697,1.9950709707183805,8.4930717252517898,NA,NA,NA,27.003364828625266,14.128976159486493,NA,10.472161083562954,NA,0.34488758209451365,0.5196220756668144,NA,NA,0.34674732782247847,0.15667413949039791,1.2112569855838065,0.33866052646922351,0.0047903209350625914,0.22505473984289409,1.1611622829766304,1.8175384517614332e-09,NA,NA,NA,12.816971208205342,70.644880797432464,1.3088717271204393,341.45694287905576
8,1,MS,phloem,NA,NA,NA,76.868683881102697,NA,NA,NA,NA,NA,440.1780847304384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,MS,roots,0.15012436000000001,0.0045024870000000003,NA,20.524126778179063,1.6831374791432101,9.750087380215982,NA,NA,NA,33.478389483046527,13.849883521242948,NA,8.4907538756292649,NA,0.39807329144233072,0.62647171725591977,NA,NA,0.42002704383924716,0.060510130859810579,1.4445720525374974,0.13412710049014342,0.0021239246277772444,0.073329745764965287,1.3392038233506274,1.654766976707762e-08,NA,NA,NA,12.093086356587742,69.249417606214735,1.5780144011484125,342.13034106389335
12,1,MS,phloem,NA,NA,NA,72.413773215704552,NA,NA,NA,NA,NA,421.30077812664268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,MS,roots,0.15031046300000001,0.0045062090000000006,NA,20.803154364755411,1.0522084301044781,11.224327840239978,NA,NA,NA,39.516638069422989,13.624750846285295,NA,7.1726191519293785,NA,0.44182652809467937,0.71752408761028019,NA,NA,0.48605079549576086,0.24659046595095505,1.6454014112007205,0.55402482902990569,0.0099641240355997918,0.18681448828103006,1.4845587373310729,9.166845651109625e-08,NA,NA,NA,11.709207164184312,68.123754231426474,1.8073654599755169,342.67522579332689
16,1,MS,phloem,NA,NA,NA,70.697156710902192,NA,NA,NA,NA,NA,416.23689219231829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,MS,roots,0.150537845,0.0045107569999999998,NA,20.431355574627215,0.23117989133317249,12.105659519021708,NA,NA,NA,42.680264029946429,13.556206255304614,NA,6.4894554084946199,NA,0.46294415329867289,0.76184645125275652,NA,NA,0.51955252405363062,0.73124988554883341,1.7443431286050601,1.6135660539597965,0.031868143695999974,0.12171619373657337,1.5531654411133173,2.0183257297171333e-07,NA,NA,NA,11.512497522609914,67.781031276523066,1.9190086933318804,342.62828414605576
20,1,MS,phloem,NA,NA,NA,68.660917425769881,NA,NA,NA,NA,NA,426.11100311775397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,MS,roots,0.15079676,0.0045159349999999996,NA,19.851332768495862,0.02140276058315475,13.840608544323937,NA,NA,NA,48.282992650076935,13.66528928523436,NA,5.6184215204919781,NA,0.49727706368818048,0.83402849918458166,NA,NA,0.57593259282079579,0.74254219026866952,1.907238155693558,1.5919688282764815,0.036998048819352813,0.011442565959272406,1.6654869253540177,7.2288801058455387e-07,NA,NA,NA,11.009705127861332,68.326446426171799,2.100827453865445,342.41811848278155
24,1,MS,phloem,NA,NA,NA,67.111977640649741,NA,NA,NA,NA,NA,437.26243352490025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,MS,roots,0.15109033599999999,0.0045218070000000001,NA,20.611389083768113,0.0077740401486529427,15.756734011402603,NA,NA,NA,53.783551620468202,13.784099976437497,NA,5.2824597711354881,NA,0.52785456702692657,0.89705589418708342,NA,NA,0.62869444943921726,0.13870163395378929,2.0536049106532275,0.30875400114940083,0.0078677451113644287,0.00077635589114917599,1.7644623920233056,2.2046929937759319e-06,NA,NA,NA,10.578066379471798,68.920499882187485,2.259586635231948,343.59760336948239
28,1,MS,phloem,NA,NA,NA,65.677752317065085,NA,NA,NA,NA,NA,439.55451868613397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,MS,roots,0.15141278699999999,0.0045282559999999996,NA,21.459849110025477,0.005923401186293766,17.807345374881468,NA,NA,NA,59.150343377440549,13.798533047772976,NA,5.0061321750136045,NA,0.55509720916267136,0.95116138567362774,NA,NA,0.68075761546782365,0.099525154894868822,2.1870162103041229,0.23066583912314623,0.0063802037041254134,0.00042445974281064245,1.8515749653279483,5.8771135241340738e-06,NA,NA,NA,10.308808092331176,68.992665238864873,2.3958725079940244,344.90670625288254
32,1,MS,phloem,NA,NA,NA,64.313285228021982,NA,NA,NA,NA,NA,439.26191657525112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,MS,roots,0.15174368400000002,0.0045348740000000004,NA,22.292196818729174,0.0053065392637209859,19.968943750601618,NA,NA,NA,64.363924823803217,13.782757802371382,NA,4.7736049421540381,NA,0.5794138333267268,0.99666603981145552,NA,NA,0.73011186971787279,0.10989026678449193,2.306191742856055,0.26456710920723553,0.0078998132021692487,0.00041985865108273011,1.9284707042891651,1.4009612093407155e-05,NA,NA,NA,10.089816580090458,68.913789011856906,2.5104938030515251,346.2117682473006
36,1,MS,phloem,NA,NA,NA,63.436070289805144,NA,NA,NA,NA,NA,457.71120714710486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,MS,roots,0.152066438,0.0045413290000000002,NA,21.658538405111159,0.0014185088108469056,22.1765085844692,NA,NA,NA,69.482474470349374,13.973801048396766,NA,4.355804956273345,NA,0.60140655818803324,1.0356568477110342,NA,NA,0.77728726633102185,0.7359654149236099,2.4143506722300891,1.7215130020273102,0.058756116030933142,0.00075166086639437239,1.9974209296173042,3.0699238913435387e-05,NA,NA,NA,9.6834315140218319,69.869005241983828,2.6087074249648214,346.03918126225403
40,1,MS,phloem,NA,NA,NA,63.067168400037914,NA,NA,NA,NA,NA,503.70297975501126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,MS,roots,0.15240585100000001,0.004548117,NA,20.88237302810645,0.0002921879549816914,24.453404775815986,NA,NA,NA,74.686605263431503,14.425849294116475,NA,4.0334671142763021,NA,0.62209918713900414,1.0705584140397235,NA,NA,0.82050616111470298,0.81588984347980142,2.5131637622934306,1.8400733346299687,0.071824624542319443,0.00017164309309682072,2.0615449249127757,6.4117409530070984e-05,NA,NA,NA,9.0310907748462679,72.129246470582373,2.6966206902763816,345.74787302810643
44,1,MS,phloem,NA,NA,NA,62.993078246814555,NA,NA,NA,NA,NA,555.99745773724749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,MS,roots,0.15277434400000001,0.0045554870000000004,NA,20.200724303703549,0.00055110191557126748,26.800858681270128,NA,NA,NA,80.071423526961723,14.876789713427664,NA,3.7531732831493017,NA,0.64196631761546763,1.1026118348365501,NA,NA,0.86329500860250852,0.78303925722950474,2.6078731610545263,1.7083396966611633,0.075550048109620849,0.00031070479293121144,2.1222504017893531,0.00012977771302190812,NA,NA,NA,8.4275095635619319,74.383948567138319,2.7773597854824938,345.59265287513216
48,1,MS,phloem,NA,NA,NA,62.610048741368857,NA,NA,NA,NA,NA,580.89270978346917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,MS,roots,0.15317045199999998,0.004563409,NA,20.658601723607873,0.003201272151040593,29.260500691338795,NA,NA,NA,85.558628703420467,15.062891883376683,NA,3.6370181352848663,NA,0.66084406060109768,1.1301630625660593,NA,NA,0.90553679739936643,0.2571665337950127,2.6965439205665236,0.57377170781768638,0.027089357543633411,0.00059274724522868189,2.1790079105218738,0.00025299160482050611,NA,NA,NA,8.1175781613417435,75.314459416883409,2.8467583439951114,346.61638743789359
