t,plant,axis,metamer,organ,element,Ag,Nstruct,Tr,Ts,green_area,is_growing,mstruct,amino_acids,cytokinins,fructan,nitrates,proteins,starch,sucrose,triosesP,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Transpiration,sum_respi,Amino_Acids_import,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,Nitrates_import,Regul_S_Fructan,S_Fructan,S_Starch,S_Sucrose,S_Amino_Acids,S_Proteins,cytokinins_import,k_proteins,Total_Organic_Nitrogen
0,1,MS,1,blade,LeafElement1,0.0,0.00054000000000000001,0.18726384300000001,18.789502330000001,0.00029428400000000002,False,0.018000000000000002,0.40000000000000002,2.7000000000000002,0,0,0.80000000000000004,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.771428571428572
0,1,MS,1,sheath,StemElement,0.0,0.00029999999999999997,0.1803941,18.599999069999999,0.000174251,False,0.01,0.20000000000000001,1.5,0,0,0.40000000000000002,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.028571428571428
0,1,MS,2,blade,LeafElement1,0.0,0.00059999999999999995,0.188262663,18.817068819999999,0.00028853,False,0.02,0.5,3.0,0,0,1.0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.357142857142854
0,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,0.25,1.8,0,0,0.5,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.464285714285715
0,1,MS,3,blade,LeafElement1,0.0,0.00066,0.18921264500000001,18.843290840000002,0.00022900700000000001,False,0.022000000000000002,0.59999999999999998,3.2999999999999998,0,0,1.2,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.942857142857143
0,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,0.29999999999999999,2.1000000000000001,0,0,0.59999999999999998,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.899999999999999
0,1,MS,4,blade,LeafElement1,0.0,5.2600000000000001e-08,0.0,18.0,5.9200000000000001e-08,True,1.6300000000000001e-06,0.0,0.0,0,0,0.0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037571428571428569
4,1,MS,1,blade,LeafElement1,0.0,0.00054000000000000001,0.18726384300000001,18.789502330000001,0.00029428400000000002,False,0.018000000000000002,2.9271740713923462,2.7418851005635427,0.16258231578424942,0.0013454830736913202,0.84650762330672003,0.0,20.199099382600075,0.0,NA,0.0,0,0.2169378049836711,5.5108752773412007e-05,0.2169378049836711,0.10132390489899579,0.16258231578424942,0.037208653276355891,0,1.6451310603381255,-1.5312320383323139,-3.5958909435662405,0.001433216997328622,0.015,9.8980061794645522,0.0,0.0,0,3.3438032420208588,0.067334168805120428,2.1977742581341093e-07,42.345110266127634
4,1,MS,1,sheath,StemElement,0.0,0.00029999999999999997,0.1803941,18.599999069999999,0.000174251,False,0.01,1.8275914687631492,1.5243215644100112,0.08699035348534212,0.00076745914410654014,0.42718870264937714,0.0,11.051114460276345,0.0,NA,0.0,0,0.1175043953830853,3.1433852319099998e-05,0.1175043953830853,0.05779482391998926,0.08699035348534212,0.033754445824614572,0,1.6462672895628123,-0.91934772007887489,-2.4840174123251719,0.00081750228716821163,0.015,9.7747631002413851,0.0,0.0,0,3.4902474563052492,0.038407189633779482,2.1948695958323459e-07,23.683351599983954
4,1,MS,2,blade,LeafElement1,0.0,0.00059999999999999995,0.188262663,18.817068819999999,0.00028853,False,0.02,3.2037363836696122,3.0376471969480776,0.12651858791267909,0.001326211623137371,1.0516605163552406,0.0,16.385420993774716,0.0,NA,0.0,0,0.1985160227277015,5.4319426155390002e-05,0.1985160227277015,0.099872635342822966,0.12651858791267909,0.041837132555830242,0,1.640329486351962,-1.6648052378641556,-5.3770026071130088,0.0014126889274946981,0.015,7.6024361651891255,0.0,0.0,0,3.324568194135928,0.066369736676547372,2.2101097320320511e-07,47.11253975716771
