t,air_temperature,humidity,ambient_CO2,Wind,PAR_incident
745,16.6,0.89,360,1.7,0
746,16.3,0.89,360,1.7,0
747,15.5,0.91,360,1.7,0
748,16.7,0.9,360,1.7,222200
749,19.4,0.8,360,1.7,1191800
750,22,0.71,360,1.7,2444200
751,25.1,0.6,360,1.7,3454200
752,26.8,0.55,360,1.7,4868200
753,27.1,0.56,360,1.7,5514600
754,28.3,0.48,360,1.7,6423600
755,28.9,0.46,360,1.7,6787200
756,29.1,0.46,360,1.7,6706400
757,29.5,0.46,360,1.7,6241800
758,29.4,0.47,360,1.7,5171200
759,28.9,0.47,360,1.7,3959200
760,28.3,0.48,360,1.7,2383600
761,27.4,0.5,360,1.7,1232200
762,25.7,0.6,360,1.7,686800
763,24.3,0.66,360,1.7,60600
764,23.7,0.65,360,1.7,0
765,20.5,0.79,360,1.7,0
766,20.3,0.79,360,1.7,0
767,19,0.84,360,1.7,0
768,15.6,0.88,360,1.9,0
769,15.1,0.9,360,1.9,0
770,14.9,0.9,360,1.9,0
771,14.7,0.9,360,1.9,0
772,16.1,0.89,360,1.9,181800
773,17.9,0.83,360,1.9,1030200
774,20.3,0.76,360,1.9,2262400
775,23.1,0.68,360,1.9,3494600
776,25.3,0.65,360,1.9,4686400
777,27.2,0.55,360,1.9,5716600
778,29.1,0.47,360,1.9,6383200
779,30.2,0.46,360,1.9,6686200
780,30.6,0.42,360,1.9,4423800
781,31.7,0.34,360,1.9,6363000
782,32.4,0.41,360,1.9,5555000
783,32.5,0.35,360,1.9,4989400
784,31.9,0.28,360,1.9,3676400
785,30.8,0.31,360,1.9,1636200
786,29.8,0.36,360,1.9,1050400
787,26.8,0.52,360,1.9,181800
788,23.4,0.66,360,1.9,0
789,24.1,0.61,360,1.9,0
790,24.1,0.59,360,1.9,0
791,20.3,0.86,360,1.9,0
792,15.9,0.86,360,1.6,0
793,16,0.76,360,1.6,0
794,15.1,0.79,360,1.6,0
795,14.5,0.82,360,1.6,0
796,14.7,0.82,360,1.6,202000
797,16.4,0.81,360,1.6,1131200
798,17.1,0.7,360,1.6,868600
799,17.5,0.67,360,1.6,1151400
800,17.8,0.65,360,1.6,1616000
801,18.6,0.59,360,1.6,3393600
802,19.4,0.56,360,1.6,2545200
803,19.2,0.56,360,1.6,2181600
804,19.6,0.52,360,1.6,6140800
805,19.9,0.53,360,1.6,1131200
806,20.9,0.48,360,1.6,3292600
807,20.7,0.47,360,1.6,2929000
808,20,0.47,360,1.6,3151200
809,19.8,0.49,360,1.6,1979600
810,18.8,0.54,360,1.6,565600
811,17.7,0.58,360,1.6,101000
812,15.9,0.66,360,1.6,0
813,15.6,0.69,360,1.6,0
814,14,0.77,360,1.6,0
815,15.7,0.95,360,1.6,0
816,14.9,0.92,360,1.6,0
817,14.6,0.92,360,1.6,0
818,14.1,0.91,360,1.6,0
819,14,0.92,360,1.6,0
820,14.6,0.91,360,1.6,161600
821,17.1,0.85,360,1.6,949400
822,19.3,0.77,360,1.6,2080600
823,21.7,0.74,360,1.6,3252200
824,23.8,0.64,360,1.6,4363200
825,25.4,0.54,360,1.6,5272200
826,27,0.52,360,1.6,5918600
827,28.1,0.49,360,1.6,6282200
828,29,0.46,360,1.6,6241800
829,29.8,0.48,360,1.6,5858000
830,30.2,0.42,360,1.6,5312600
831,29.9,0.43,360,1.6,4484400
832,29.8,0.46,360,1.6,3292600
833,28.2,0.51,360,1.6,1878600
834,26.9,0.57,360,1.6,828200
835,24.2,0.69,360,1.6,161600
836,21.9,0.77,360,1.6,0
837,20.9,0.78,360,1.6,0
838,20,0.82,360,1.6,0
839,19.1,0.82,360,1.6,0
840,19.6,0.95,360,1.5,0
841,20.3,0.91,360,1.5,0
842,20.5,0.91,360,1.5,0
843,20,0.93,360,1.5,0
844,20.1,0.95,360,1.5,60600
845,20.4,0.95,360,1.5,404000
846,21.5,0.9,360,1.5,1070600
847,22.1,0.85,360,1.5,1757400
848,22.5,0.82,360,1.5,2605800
849,24,0.74,360,1.5,3413800
850,25.7,0.68,360,1.5,5736800
851,26.4,0.66,360,1.5,7090200
852,26.3,0.64,360,1.5,5736800
853,26.8,0.62,360,1.5,5858000
854,27.2,0.62,360,1.5,4928800
855,26.2,0.63,360,1.5,3474400
856,26.4,0.6,360,1.5,2747200
857,25.2,0.66,360,1.5,1878600
858,23.7,0.68,360,1.5,848400
859,22.2,0.72,360,1.5,60600
860,20.3,0.79,360,1.5,0
861,18.2,0.88,360,1.5,0
862,17.2,0.9,360,1.5,0
863,16.8,0.89,360,1.5,0
864,13.1,0.67,360,1.8,0
865,12.8,0.66,360,1.8,0
866,12.8,0.66,360,1.8,0
867,12,0.71,360,1.8,0
868,11.5,0.73,360,1.8,121200
869,13.4,0.65,360,1.8,626200
870,14.4,0.59,360,1.8,2080600
871,15.4,0.54,360,1.8,2282600
872,16.2,0.52,360,1.8,2626000
873,18.4,0.46,360,1.8,4040000
874,18.2,0.45,360,1.8,3757200
875,19.6,0.45,360,1.8,3716800
876,20.4,0.38,360,1.8,5110600
877,20.4,0.41,360,1.8,4322800
878,21.7,0.38,360,1.8,4868200
879,20.9,0.4,360,1.8,3171400
880,20.3,0.41,360,1.8,1434200
881,19.5,0.49,360,1.8,787800
882,17.6,0.62,360,1.8,323200
883,17.1,0.64,360,1.8,80800
884,16.2,0.66,360,1.8,0
885,17,0.62,360,1.8,0
886,16.7,0.69,360,1.8,0
887,13.3,0.67,360,1.8,0
888,13.1,0.96,360,2.1,0
889,12.5,0.97,360,2.1,0
890,11.8,0.95,360,2.1,0
891,11.5,0.94,360,2.1,0
892,12.9,0.92,360,2.1,222200
893,14.4,0.86,360,2.1,1373600
894,17,0.75,360,2.1,2868400
895,18.2,0.64,360,2.1,3393600
896,18.9,0.54,360,2.1,4262200
897,19.2,0.55,360,2.1,4363200
898,20,0.53,360,2.1,4080400
899,20.1,0.55,360,2.1,3636000
900,21.1,0.52,360,2.1,4969200
901,22.2,0.44,360,2.1,3514800
902,22.4,0.44,360,2.1,3474400
903,20.9,0.46,360,2.1,2504800
904,20,0.53,360,2.1,626200
905,21.6,0.45,360,2.1,1535200
906,19.9,0.53,360,2.1,1010000
907,17.2,0.63,360,2.1,60600
908,14.5,0.78,360,2.1,0
909,14,0.82,360,2.1,0
910,13.4,0.82,360,2.1,0
911,11.8,0.89,360,2.1,0
912,12.2,0.89,360,3.3,0
913,11.1,0.91,360,3.3,0
914,11,0.9,360,3.3,0
915,11,0.92,360,3.3,0
916,11.9,0.9,360,3.3,222200
917,14.7,0.81,360,3.3,1373600
918,16.5,0.73,360,3.3,1878600
919,19.1,0.63,360,3.3,4060200
920,19.4,0.62,360,3.3,2343200
921,22,0.56,360,3.3,4524800
922,24,0.51,360,3.3,6908400
923,24.9,0.43,360,3.3,5999400
924,23.3,0.62,360,3.3,2343200
925,24.9,0.54,360,3.3,5656000
926,25.2,0.52,360,3.3,5211600
927,24.2,0.54,360,3.3,3070400
928,23.4,0.61,360,3.3,1858400
929,21.4,0.75,360,3.3,1050400
930,20.5,0.8,360,3.3,828200
931,18.8,0.82,360,3.3,20200
932,19.1,0.86,360,3.3,0
933,18.5,0.82,360,3.3,0
934,17.5,0.93,360,3.3,0
935,17.9,0.89,360,3.3,0
936,14.3,0.75,360,2.8,0
937,14.6,0.7,360,2.8,0
938,14.6,0.69,360,2.8,0
939,14.4,0.71,360,2.8,0
940,14.5,0.71,360,2.8,0
941,15,0.68,360,2.8,323200
942,16.8,0.58,360,2.8,2343200
943,17.2,0.58,360,2.8,3070400
944,16.9,0.58,360,2.8,2908800
945,15.8,0.71,360,2.8,1313000
946,16.5,0.66,360,2.8,1737200
947,18.3,0.56,360,2.8,3393600
948,19.2,0.55,360,2.8,4201600
949,19.8,0.51,360,2.8,5171200
950,20.1,0.5,360,2.8,4201600
951,20,0.57,360,2.8,4524800
952,17.4,0.67,360,2.8,1535200
953,19.2,0.56,360,2.8,2060400
954,17.6,0.57,360,2.8,747400
955,17,0.62,360,2.8,0
956,16.6,0.62,360,2.8,0
957,14.6,0.76,360,2.8,0
958,14.8,0.78,360,2.8,0
959,14.3,0.85,360,2.8,0
960,11,0.95,360,2.6,6
961,10.7,0.95,360,2.6,0
