t,air_temperature,humidity,ambient_CO2,Wind,PARi
744,13.3,0.89,360,0.788,0
745,12.2,0.91,360,2.482,0
746,11.6,0.94,360,1.819,0
747,12.9,0.92,360,1.017,0
748,13.4,0.91,360,1.497,161600
749,13.7,0.86,360,1.215,484800
750,15,0.76,360,2.208,1494800
751,15.8,0.7,360,3.259,2989600
752,15.7,0.69,360,3.441,3030000
753,17.4,0.6,360,3.574,5171200
754,17.8,0.58,360,3.634,5494400
755,18.8,0.55,360,3.432,5534800
756,19.1,0.56,360,3.29,6585200
757,18.8,0.53,360,3.33,6181200
758,19.2,0.51,360,3.358,4888400
759,19.5,0.53,360,3.346,4888400
760,19,0.53,360,3.76,3353200
761,18.3,0.54,360,3.834,2262400
762,17,0.6,360,3.673,1090800
763,14.4,0.69,360,3.149,242400
764,12.1,0.8,360,2.491,0
765,12,0.79,360,1.331,0
766,11.3,0.82,360,0.922,0
767,10.2,0.87,360,1.167,0
768,9.8,0.91,360,1.158,0
769,10,0.92,360,1.438,0
770,9.2,0.94,360,1.908,0
771,8.9,0.93,360,1.302,0
772,11,0.88,360,0.818,444400
773,13.3,0.8,360,0.382,1454400
774,15.1,0.73,360,0.603,2666400
775,16.8,0.65,360,1.884,3878400
776,18.9,0.54,360,2.122,5009600
777,19.4,0.46,360,2.454,5858000
778,20.8,0.43,360,3.114,6423600
779,21.5,0.43,360,3.382,6706400
780,22,0.44,360,3.171,6666000
781,22.8,0.42,360,2.974,6302400
782,23.1,0.38,360,2.551,5575200
783,23.1,0.38,360,2.75,4565200
784,22.9,0.43,360,3.067,3110800
785,22.3,0.46,360,2.655,2020000
786,20.1,0.53,360,2.931,1090800
787,17.4,0.64,360,2.488,161600
788,16.4,0.68,360,1.766,0
789,15.5,0.71,360,1.697,0
790,14.5,0.76,360,1.254,0
791,14,0.77,360,1.423,0
792,13.3,0.79,360,1.49,0
793,12.9,0.81,360,0.994,0
794,12.6,0.84,360,1,0
795,12.3,0.84,360,1.285,40400
796,12.8,0.84,360,0.457,323200
797,15.7,0.78,360,0.155,1414000
798,18.3,0.65,360,0.903,2504800
799,19.8,0.55,360,1.614,3838000
800,21.8,0.48,360,2.89,4969200
801,22.8,0.44,360,3.634,5494400
802,22.9,0.44,360,3.843,6019600
803,23.9,0.41,360,3.679,6423600
804,24,0.42,360,3.308,6544800
805,24.7,0.38,360,3.64,6060000
806,25,0.41,360,3.35,4767200
807,24.6,0.42,360,2.777,4524800
808,24.4,0.4,360,3.278,3434000
809,22.7,0.51,360,3.441,2181600
810,21,0.55,360,3.803,848400
811,18.5,0.6,360,3.799,121200
812,16.1,0.69,360,2.891,0
813,16.5,0.64,360,1.258,0
814,15,0.72,360,1.818,0
815,14.9,0.74,360,2.246,0
816,13.8,0.79,360,2.292,0
817,13.6,0.8,360,1.946,0
818,12.7,0.84,360,2.006,0
819,12.7,0.84,360,1.99,40400
820,13.9,0.81,360,1.988,404000
821,15.8,0.73,360,1.932,1373600
822,18.2,0.61,360,2.53,2424000
823,19.7,0.56,360,2.856,3757200
824,21,0.5,360,3.805,4928800
825,21.5,0.45,360,4.724,5332800
826,22.2,0.42,360,4.887,5211600
827,22.4,0.42,360,4.362,5090400
828,22,0.43,360,3.855,4120800
829,22.5,0.44,360,3.725,4040000
830,23.5,0.4,360,3.412,4444000
831,22.7,0.43,360,3.054,3636000
832,22.5,0.45,360,3.144,3151200
833,21.6,0.5,360,3.142,1737200
834,20,0.55,360,2.744,888800
835,17.4,0.66,360,2.441,202000
836,15.7,0.72,360,1.665,0
837,14.6,0.77,360,1.022,0
838,14.6,0.76,360,0.968,0
839,14.1,0.79,360,0.494,0
840,12.9,0.84,360,0.743,0
841,12.6,0.86,360,0.886,0
842,11.7,0.9,360,0.606,0
843,11.2,0.92,360,0.76,40400
844,12.1,0.91,360,0.493,363600
845,14.9,0.85,360,0.506,1373600
846,17.6,0.7,360,0.799,2504800
847,19.7,0.59,360,2.096,3757200
848,21.1,0.56,360,2.617,4807600
849,22.1,0.49,360,3.696,5736800
850,22.8,0.47,360,3.688,6302400
851,23.5,0.45,360,3.185,6585200
852,24.1,0.39,360,2.853,6625600
853,24.1,0.41,360,2.643,6019600
854,25,0.36,360,2.421,5454000
855,25.2,0.38,360,3.099,4524800
856,24.3,0.47,360,2.523,3312800
857,22.3,0.55,360,2.979,1616000
858,20.8,0.63,360,3.207,808000
859,19.6,0.63,360,2.366,202000
860,17.1,0.75,360,2.671,0
861,17.3,0.76,360,1.54,0
862,15.7,0.79,360,0.448,0
863,15.1,0.81,360,1.053,0
864,14.2,0.86,360,0.669,0
865,13.6,0.88,360,0.967,0
866,13.6,0.88,360,1.196,0
867,13.3,0.88,360,1.71,0
868,13.5,0.89,360,2.661,282800
869,13.9,0.9,360,2.506,686800
870,15,0.86,360,3.327,1939200
871,16.3,0.81,360,3.549,1979600
872,16.7,0.76,360,3.417,2302800
873,17.4,0.73,360,3.97,2383600
874,18.4,0.63,360,3.69,3393600
875,19.3,0.58,360,3.347,5292400
876,19.8,0.52,360,3.277,5211600
877,20.5,0.49,360,2.989,3676400
878,21.5,0.47,360,2.704,3555200
879,20.3,0.47,360,2.95,4242000
880,20.5,0.47,360,3.119,2868400
881,20.1,0.46,360,2.637,2181600
882,18.4,0.52,360,2.633,1050400
883,15.1,0.63,360,2.29,202000
884,13.8,0.67,360,1.409,0
885,13.7,0.65,360,1.233,0
886,12.2,0.72,360,1.487,0
887,12.5,0.7,360,1.16,0
888,11.5,0.74,360,1.209,0
889,11.7,0.73,360,1.051,0
890,11.2,0.79,360,0.691,0
891,11.7,0.77,360,0.955,0
892,13.8,0.71,360,0.59,484800
893,16,0.59,360,0.665,1414000
894,16.8,0.59,360,0.879,2545200
895,19.3,0.47,360,1.136,3716800
896,20.2,0.42,360,1.129,4807600
897,20.7,0.44,360,2.079,5656000
898,21,0.4,360,1.725,5252000
899,22.8,0.41,360,1.544,5656000
900,21.9,0.41,360,1.252,5615600
901,23.2,0.39,360,1.871,4524800
902,23.3,0.42,360,1.353,4848000
903,23.4,0.4,360,1.677,2868400
904,21.8,0.55,360,1.758,1656400
905,16.1,0.96,360,1.079,161600
906,16.3,0.97,360,3.61,242400
907,16.2,0.98,360,0.709,121200
908,15.8,1,360,0.485,0
909,15,1,360,0.603,0
910,15.3,1,360,0.955,0
911,15.4,0.99,360,1.119,0
912,14.9,1,360,1.028,0
913,14.2,1,360,0.672,0
914,13.6,1,360,0.728,0
915,12.2,1,360,0.298,0
916,14.5,1,360,0.247,242400
917,14.6,1,360,0.405,484800
918,15.3,1,360,0.853,1010000
919,16.5,1,360,0.896,1454400
920,16.9,0.93,360,0.963,2060400
921,18.4,0.85,360,2.095,2949200
922,20.3,0.65,360,1.757,4444000
923,21.9,0.63,360,2.622,3959200
924,22.9,0.5,360,3.098,6302400
925,21.7,0.54,360,3.755,4080400
926,19.5,0.71,360,4.275,2666400
927,18.8,0.71,360,5.302,1252400
928,20,0.68,360,3.935,2181600
929,19.3,0.72,360,3.03,808000
930,19.2,0.77,360,2.493,646400
931,17.7,0.82,360,2.169,242400
932,17,0.84,360,1.841,0
933,16.6,0.88,360,1.334,0
934,16.7,0.86,360,0.65,0
935,15.2,0.92,360,0.889,0
936,14.4,0.96,360,0.776,0
937,13.8,0.99,360,0.723,0
938,13.5,1,360,0.888,0
939,13.5,1,360,0.713,0
940,13.6,1,360,1.125,80800
941,14.4,0.98,360,1.135,444400
942,15.2,0.94,360,0.408,727200
943,15.6,0.91,360,0.433,969600
944,16.5,0.87,360,0.584,1414000
945,16.3,0.89,360,0.501,1252400
946,18.4,0.76,360,1.362,2666400
947,19.1,0.61,360,2.227,3595600
948,16.6,0.82,360,2.153,1737200
949,16.1,0.86,360,2.656,1373600
950,15.2,0.93,360,2.075,1010000
951,15.1,0.97,360,2.24,767600
952,14.4,0.94,360,1.408,565600
953,13.9,0.97,360,1.63,242400
954,13.6,0.97,360,1.373,161600
955,13,0.96,360,0.862,40400
956,12.9,0.99,360,0.697,0
957,13,1,360,0.23,0
958,13,1,360,0.504,0
959,12.8,1,360,0.873,0
960,13,1,360,1.255,0
961,13.1,1,360,1.439,0
