t,plant,axis,phytomer
193.000000,1,MS,2
193.000000,1,MS,3
193.000000,1,MS,4
193.000000,1,MS,5
193.000000,1,MS,6
194.000000,1,MS,1
194.000000,1,MS,2
194.000000,1,MS,3
194.000000,1,MS,4
194.000000,1,MS,5
194.000000,1,MS,6
195.000000,1,MS,1
195.000000,1,MS,2
195.000000,1,MS,3
195.000000,1,MS,4
195.000000,1,MS,5
195.000000,1,MS,6
196.000000,1,MS,1
196.000000,1,MS,2
196.000000,1,MS,3
196.000000,1,MS,4
196.000000,1,MS,5
196.000000,1,MS,6
197.000000,1,MS,1
197.000000,1,MS,2
197.000000,1,MS,3
197.000000,1,MS,4
197.000000,1,MS,5
197.000000,1,MS,6
198.000000,1,MS,1
198.000000,1,MS,2
198.000000,1,MS,3
198.000000,1,MS,4
198.000000,1,MS,5
198.000000,1,MS,6
199.000000,1,MS,1
199.000000,1,MS,2
199.000000,1,MS,3
199.000000,1,MS,4
199.000000,1,MS,5
199.000000,1,MS,6
200.000000,1,MS,1
200.000000,1,MS,2
200.000000,1,MS,3
200.000000,1,MS,4
200.000000,1,MS,5
200.000000,1,MS,6
201.000000,1,MS,1
201.000000,1,MS,2
201.000000,1,MS,3
201.000000,1,MS,4
201.000000,1,MS,5
201.000000,1,MS,6
202.000000,1,MS,1
202.000000,1,MS,2
202.000000,1,MS,3
202.000000,1,MS,4
202.000000,1,MS,5
202.000000,1,MS,6
203.000000,1,MS,1
203.000000,1,MS,2
203.000000,1,MS,3
203.000000,1,MS,4
203.000000,1,MS,5
203.000000,1,MS,6
204.000000,1,MS,1
204.000000,1,MS,2
204.000000,1,MS,3
204.000000,1,MS,4
204.000000,1,MS,5
204.000000,1,MS,6
205.000000,1,MS,1
205.000000,1,MS,2
205.000000,1,MS,3
205.000000,1,MS,4
205.000000,1,MS,5
205.000000,1,MS,6
206.000000,1,MS,1
206.000000,1,MS,2
206.000000,1,MS,3
206.000000,1,MS,4
206.000000,1,MS,5
206.000000,1,MS,6
207.000000,1,MS,1
207.000000,1,MS,2
207.000000,1,MS,3
207.000000,1,MS,4
207.000000,1,MS,5
207.000000,1,MS,6
208.000000,1,MS,1
208.000000,1,MS,2
208.000000,1,MS,3
208.000000,1,MS,4
208.000000,1,MS,5
208.000000,1,MS,6
209.000000,1,MS,1
209.000000,1,MS,2
209.000000,1,MS,3
209.000000,1,MS,4
209.000000,1,MS,5
209.000000,1,MS,6
210.000000,1,MS,1
210.000000,1,MS,2
210.000000,1,MS,3
210.000000,1,MS,4
210.000000,1,MS,5
210.000000,1,MS,6
211.000000,1,MS,1
211.000000,1,MS,2
211.000000,1,MS,3
211.000000,1,MS,4
211.000000,1,MS,5
211.000000,1,MS,6
212.000000,1,MS,1
212.000000,1,MS,2
212.000000,1,MS,3
212.000000,1,MS,4
212.000000,1,MS,5
212.000000,1,MS,6
213.000000,1,MS,1
213.000000,1,MS,2
213.000000,1,MS,3
213.000000,1,MS,4
213.000000,1,MS,5
213.000000,1,MS,6
214.000000,1,MS,1
214.000000,1,MS,2
214.000000,1,MS,3
214.000000,1,MS,4
214.000000,1,MS,5
214.000000,1,MS,6
215.000000,1,MS,1
215.000000,1,MS,2
215.000000,1,MS,3
215.000000,1,MS,4
215.000000,1,MS,5
215.000000,1,MS,6
216.000000,1,MS,1
216.000000,1,MS,2
216.000000,1,MS,3
216.000000,1,MS,4
216.000000,1,MS,5
216.000000,1,MS,6
217.000000,1,MS,1
217.000000,1,MS,2
217.000000,1,MS,3
217.000000,1,MS,4
217.000000,1,MS,5
217.000000,1,MS,6
218.000000,1,MS,1
218.000000,1,MS,2
218.000000,1,MS,3
218.000000,1,MS,4
218.000000,1,MS,5
218.000000,1,MS,6
219.000000,1,MS,1
219.000000,1,MS,2
219.000000,1,MS,3
219.000000,1,MS,4
219.000000,1,MS,5
219.000000,1,MS,6
220.000000,1,MS,1
220.000000,1,MS,2
220.000000,1,MS,3
220.000000,1,MS,4
220.000000,1,MS,5
220.000000,1,MS,6
221.000000,1,MS,1
221.000000,1,MS,2
221.000000,1,MS,3
221.000000,1,MS,4
221.000000,1,MS,5
221.000000,1,MS,6
222.000000,1,MS,1
222.000000,1,MS,2
222.000000,1,MS,3
222.000000,1,MS,4
222.000000,1,MS,5
222.000000,1,MS,6
223.000000,1,MS,1
223.000000,1,MS,2
223.000000,1,MS,3
223.000000,1,MS,4
223.000000,1,MS,5
223.000000,1,MS,6
224.000000,1,MS,1
224.000000,1,MS,2
224.000000,1,MS,3
224.000000,1,MS,4
224.000000,1,MS,5
224.000000,1,MS,6
225.000000,1,MS,1
225.000000,1,MS,2
225.000000,1,MS,3
225.000000,1,MS,4
225.000000,1,MS,5
225.000000,1,MS,6
226.000000,1,MS,1
226.000000,1,MS,2
226.000000,1,MS,3
226.000000,1,MS,4
226.000000,1,MS,5
226.000000,1,MS,6
227.000000,1,MS,1
227.000000,1,MS,2
227.000000,1,MS,3
227.000000,1,MS,4
227.000000,1,MS,5
227.000000,1,MS,6
228.000000,1,MS,1
228.000000,1,MS,2
228.000000,1,MS,3
228.000000,1,MS,4
228.000000,1,MS,5
228.000000,1,MS,6
229.000000,1,MS,1
229.000000,1,MS,2
229.000000,1,MS,3
229.000000,1,MS,4
229.000000,1,MS,5
229.000000,1,MS,6
230.000000,1,MS,1
230.000000,1,MS,2
230.000000,1,MS,3
230.000000,1,MS,4
230.000000,1,MS,5
230.000000,1,MS,6
231.000000,1,MS,1
231.000000,1,MS,2
231.000000,1,MS,3
231.000000,1,MS,4
231.000000,1,MS,5
231.000000,1,MS,6
232.000000,1,MS,1
232.000000,1,MS,2
232.000000,1,MS,3
232.000000,1,MS,4
232.000000,1,MS,5
232.000000,1,MS,6
233.000000,1,MS,1
233.000000,1,MS,2
233.000000,1,MS,3
233.000000,1,MS,4
233.000000,1,MS,5
233.000000,1,MS,6
234.000000,1,MS,1
234.000000,1,MS,2
234.000000,1,MS,3
234.000000,1,MS,4
234.000000,1,MS,5
234.000000,1,MS,6
235.000000,1,MS,1
235.000000,1,MS,2
235.000000,1,MS,3
235.000000,1,MS,4
235.000000,1,MS,5
235.000000,1,MS,6
236.000000,1,MS,1
236.000000,1,MS,2
236.000000,1,MS,3
236.000000,1,MS,4
236.000000,1,MS,5
236.000000,1,MS,6
237.000000,1,MS,1
237.000000,1,MS,2
237.000000,1,MS,3
237.000000,1,MS,4
237.000000,1,MS,5
237.000000,1,MS,6
238.000000,1,MS,1
238.000000,1,MS,2
238.000000,1,MS,3
238.000000,1,MS,4
238.000000,1,MS,5
238.000000,1,MS,6
239.000000,1,MS,1
239.000000,1,MS,2
239.000000,1,MS,3
239.000000,1,MS,4
239.000000,1,MS,5
239.000000,1,MS,6
240.000000,1,MS,1
240.000000,1,MS,2
240.000000,1,MS,3
240.000000,1,MS,4
240.000000,1,MS,5
240.000000,1,MS,6
241.000000,1,MS,1
241.000000,1,MS,2
241.000000,1,MS,3
241.000000,1,MS,4
241.000000,1,MS,5
241.000000,1,MS,6
242.000000,1,MS,1
242.000000,1,MS,2
242.000000,1,MS,3
242.000000,1,MS,4
242.000000,1,MS,5
242.000000,1,MS,6
243.000000,1,MS,1
243.000000,1,MS,2
243.000000,1,MS,3
243.000000,1,MS,4
243.000000,1,MS,5
243.000000,1,MS,6
244.000000,1,MS,1
244.000000,1,MS,2
244.000000,1,MS,3
244.000000,1,MS,4
244.000000,1,MS,5
244.000000,1,MS,6
245.000000,1,MS,1
245.000000,1,MS,2
245.000000,1,MS,3
245.000000,1,MS,4
245.000000,1,MS,5
245.000000,1,MS,6
246.000000,1,MS,1
246.000000,1,MS,2
246.000000,1,MS,3
246.000000,1,MS,4
246.000000,1,MS,5
246.000000,1,MS,6
247.000000,1,MS,1
247.000000,1,MS,2
247.000000,1,MS,3
247.000000,1,MS,4
247.000000,1,MS,5
247.000000,1,MS,6
248.000000,1,MS,1
248.000000,1,MS,2
248.000000,1,MS,3
248.000000,1,MS,4
248.000000,1,MS,5
248.000000,1,MS,6
249.000000,1,MS,1
249.000000,1,MS,2
249.000000,1,MS,3
249.000000,1,MS,4
249.000000,1,MS,5
249.000000,1,MS,6
250.000000,1,MS,1
250.000000,1,MS,2
250.000000,1,MS,3
250.000000,1,MS,4
250.000000,1,MS,5
250.000000,1,MS,6
251.000000,1,MS,1
251.000000,1,MS,2
251.000000,1,MS,3
251.000000,1,MS,4
251.000000,1,MS,5
251.000000,1,MS,6
252.000000,1,MS,1
252.000000,1,MS,2
252.000000,1,MS,3
252.000000,1,MS,4
252.000000,1,MS,5
252.000000,1,MS,6
253.000000,1,MS,1
253.000000,1,MS,2
253.000000,1,MS,3
253.000000,1,MS,4
253.000000,1,MS,5
253.000000,1,MS,6
254.000000,1,MS,1
254.000000,1,MS,2
254.000000,1,MS,3
254.000000,1,MS,4
254.000000,1,MS,5
254.000000,1,MS,6
255.000000,1,MS,1
255.000000,1,MS,2
255.000000,1,MS,3
255.000000,1,MS,4
255.000000,1,MS,5
255.000000,1,MS,6
256.000000,1,MS,1
256.000000,1,MS,2
256.000000,1,MS,3
256.000000,1,MS,4
256.000000,1,MS,5
256.000000,1,MS,6
257.000000,1,MS,1
257.000000,1,MS,2
257.000000,1,MS,3
257.000000,1,MS,4
257.000000,1,MS,5
257.000000,1,MS,6
258.000000,1,MS,1
258.000000,1,MS,2
258.000000,1,MS,3
258.000000,1,MS,4
258.000000,1,MS,5
258.000000,1,MS,6
259.000000,1,MS,1
259.000000,1,MS,2
259.000000,1,MS,3
259.000000,1,MS,4
259.000000,1,MS,5
259.000000,1,MS,6
260.000000,1,MS,1
260.000000,1,MS,2
260.000000,1,MS,3
260.000000,1,MS,4
260.000000,1,MS,5
260.000000,1,MS,6
261.000000,1,MS,1
261.000000,1,MS,2
261.000000,1,MS,3
261.000000,1,MS,4
261.000000,1,MS,5
261.000000,1,MS,6
262.000000,1,MS,1
262.000000,1,MS,2
262.000000,1,MS,3
262.000000,1,MS,4
262.000000,1,MS,5
262.000000,1,MS,6
263.000000,1,MS,1
263.000000,1,MS,2
263.000000,1,MS,3
263.000000,1,MS,4
263.000000,1,MS,5
263.000000,1,MS,6
264.000000,1,MS,1
264.000000,1,MS,2
264.000000,1,MS,3
264.000000,1,MS,4
264.000000,1,MS,5
264.000000,1,MS,6
265.000000,1,MS,1
265.000000,1,MS,2
265.000000,1,MS,3
265.000000,1,MS,4
265.000000,1,MS,5
265.000000,1,MS,6
266.000000,1,MS,1
266.000000,1,MS,2
266.000000,1,MS,3
266.000000,1,MS,4
266.000000,1,MS,5
266.000000,1,MS,6
267.000000,1,MS,1
267.000000,1,MS,2
267.000000,1,MS,3
267.000000,1,MS,4
267.000000,1,MS,5
267.000000,1,MS,6
268.000000,1,MS,1
268.000000,1,MS,2
268.000000,1,MS,3
268.000000,1,MS,4
268.000000,1,MS,5
268.000000,1,MS,6
269.000000,1,MS,1
269.000000,1,MS,2
269.000000,1,MS,3
269.000000,1,MS,4
269.000000,1,MS,5
269.000000,1,MS,6
270.000000,1,MS,1
270.000000,1,MS,2
270.000000,1,MS,3
270.000000,1,MS,4
270.000000,1,MS,5
270.000000,1,MS,6
271.000000,1,MS,1
271.000000,1,MS,2
271.000000,1,MS,3
271.000000,1,MS,4
271.000000,1,MS,5
271.000000,1,MS,6
272.000000,1,MS,1
272.000000,1,MS,2
272.000000,1,MS,3
272.000000,1,MS,4
272.000000,1,MS,5
272.000000,1,MS,6
273.000000,1,MS,1
273.000000,1,MS,2
273.000000,1,MS,3
273.000000,1,MS,4
273.000000,1,MS,5
273.000000,1,MS,6
274.000000,1,MS,1
274.000000,1,MS,2
274.000000,1,MS,3
274.000000,1,MS,4
274.000000,1,MS,5
274.000000,1,MS,6
275.000000,1,MS,1
275.000000,1,MS,2
275.000000,1,MS,3
275.000000,1,MS,4
275.000000,1,MS,5
275.000000,1,MS,6
276.000000,1,MS,1
276.000000,1,MS,2
276.000000,1,MS,3
276.000000,1,MS,4
276.000000,1,MS,5
276.000000,1,MS,6
277.000000,1,MS,1
277.000000,1,MS,2
277.000000,1,MS,3
277.000000,1,MS,4
277.000000,1,MS,5
277.000000,1,MS,6
278.000000,1,MS,1
278.000000,1,MS,2
278.000000,1,MS,3
278.000000,1,MS,4
278.000000,1,MS,5
278.000000,1,MS,6
279.000000,1,MS,1
279.000000,1,MS,2
279.000000,1,MS,3
279.000000,1,MS,4
279.000000,1,MS,5
279.000000,1,MS,6
280.000000,1,MS,1
280.000000,1,MS,2
280.000000,1,MS,3
280.000000,1,MS,4
280.000000,1,MS,5
280.000000,1,MS,6
281.000000,1,MS,1
281.000000,1,MS,2
281.000000,1,MS,3
281.000000,1,MS,4
281.000000,1,MS,5
281.000000,1,MS,6
282.000000,1,MS,1
282.000000,1,MS,2
282.000000,1,MS,3
282.000000,1,MS,4
282.000000,1,MS,5
282.000000,1,MS,6
283.000000,1,MS,1
283.000000,1,MS,2
283.000000,1,MS,3
283.000000,1,MS,4
283.000000,1,MS,5
283.000000,1,MS,6
284.000000,1,MS,1
284.000000,1,MS,2
284.000000,1,MS,3
284.000000,1,MS,4
284.000000,1,MS,5
284.000000,1,MS,6
285.000000,1,MS,1
285.000000,1,MS,2
285.000000,1,MS,3
285.000000,1,MS,4
285.000000,1,MS,5
285.000000,1,MS,6
286.000000,1,MS,1
286.000000,1,MS,2
286.000000,1,MS,3
286.000000,1,MS,4
286.000000,1,MS,5
286.000000,1,MS,6
287.000000,1,MS,1
287.000000,1,MS,2
287.000000,1,MS,3
287.000000,1,MS,4
287.000000,1,MS,5
287.000000,1,MS,6
288.000000,1,MS,1
288.000000,1,MS,2
288.000000,1,MS,3
288.000000,1,MS,4
288.000000,1,MS,5
288.000000,1,MS,6
289.000000,1,MS,1
289.000000,1,MS,2
289.000000,1,MS,3
289.000000,1,MS,4
289.000000,1,MS,5
289.000000,1,MS,6
290.000000,1,MS,1
290.000000,1,MS,2
290.000000,1,MS,3
290.000000,1,MS,4
290.000000,1,MS,5
290.000000,1,MS,6
291.000000,1,MS,1
291.000000,1,MS,2
291.000000,1,MS,3
291.000000,1,MS,4
291.000000,1,MS,5
291.000000,1,MS,6
292.000000,1,MS,1
292.000000,1,MS,2
292.000000,1,MS,3
292.000000,1,MS,4
292.000000,1,MS,5
292.000000,1,MS,6
293.000000,1,MS,1
293.000000,1,MS,2
293.000000,1,MS,3
293.000000,1,MS,4
293.000000,1,MS,5
293.000000,1,MS,6
294.000000,1,MS,1
294.000000,1,MS,2
294.000000,1,MS,3
294.000000,1,MS,4
294.000000,1,MS,5
294.000000,1,MS,6
295.000000,1,MS,1
295.000000,1,MS,2
295.000000,1,MS,3
295.000000,1,MS,4
295.000000,1,MS,5
295.000000,1,MS,6
296.000000,1,MS,1
296.000000,1,MS,2
296.000000,1,MS,3
296.000000,1,MS,4
296.000000,1,MS,5
296.000000,1,MS,6
297.000000,1,MS,1
297.000000,1,MS,2
297.000000,1,MS,3
297.000000,1,MS,4
297.000000,1,MS,5
297.000000,1,MS,6
298.000000,1,MS,1
298.000000,1,MS,2
298.000000,1,MS,3
298.000000,1,MS,4
298.000000,1,MS,5
298.000000,1,MS,6
299.000000,1,MS,1
299.000000,1,MS,2
299.000000,1,MS,3
299.000000,1,MS,4
299.000000,1,MS,5
299.000000,1,MS,6
300.000000,1,MS,1
300.000000,1,MS,2
300.000000,1,MS,3
300.000000,1,MS,4
300.000000,1,MS,5
300.000000,1,MS,6
301.000000,1,MS,1
301.000000,1,MS,2
301.000000,1,MS,3
301.000000,1,MS,4
301.000000,1,MS,5
301.000000,1,MS,6
302.000000,1,MS,1
302.000000,1,MS,2
302.000000,1,MS,3
302.000000,1,MS,4
302.000000,1,MS,5
302.000000,1,MS,6
303.000000,1,MS,1
303.000000,1,MS,2
303.000000,1,MS,3
303.000000,1,MS,4
303.000000,1,MS,5
303.000000,1,MS,6
304.000000,1,MS,1
304.000000,1,MS,2
304.000000,1,MS,3
304.000000,1,MS,4
304.000000,1,MS,5
304.000000,1,MS,6
305.000000,1,MS,1
305.000000,1,MS,2
305.000000,1,MS,3
305.000000,1,MS,4
305.000000,1,MS,5
305.000000,1,MS,6
306.000000,1,MS,1
306.000000,1,MS,2
306.000000,1,MS,3
306.000000,1,MS,4
306.000000,1,MS,5
306.000000,1,MS,6
307.000000,1,MS,1
307.000000,1,MS,2
307.000000,1,MS,3
307.000000,1,MS,4
307.000000,1,MS,5
307.000000,1,MS,6
308.000000,1,MS,1
308.000000,1,MS,2
308.000000,1,MS,3
308.000000,1,MS,4
308.000000,1,MS,5
308.000000,1,MS,6
309.000000,1,MS,1
309.000000,1,MS,2
309.000000,1,MS,3
309.000000,1,MS,4
309.000000,1,MS,5
309.000000,1,MS,6
310.000000,1,MS,1
310.000000,1,MS,2
310.000000,1,MS,3
310.000000,1,MS,4
310.000000,1,MS,5
310.000000,1,MS,6
311.000000,1,MS,1
311.000000,1,MS,2
311.000000,1,MS,3
311.000000,1,MS,4
311.000000,1,MS,5
311.000000,1,MS,6
312.000000,1,MS,1
312.000000,1,MS,2
312.000000,1,MS,3
312.000000,1,MS,4
312.000000,1,MS,5
312.000000,1,MS,6
313.000000,1,MS,1
313.000000,1,MS,2
313.000000,1,MS,3
313.000000,1,MS,4
313.000000,1,MS,5
313.000000,1,MS,6
314.000000,1,MS,1
314.000000,1,MS,2
314.000000,1,MS,3
314.000000,1,MS,4
314.000000,1,MS,5
314.000000,1,MS,6
315.000000,1,MS,1
315.000000,1,MS,2
315.000000,1,MS,3
315.000000,1,MS,4
315.000000,1,MS,5
315.000000,1,MS,6
316.000000,1,MS,1
316.000000,1,MS,2
316.000000,1,MS,3
316.000000,1,MS,4
316.000000,1,MS,5
316.000000,1,MS,6
317.000000,1,MS,1
317.000000,1,MS,2
317.000000,1,MS,3
317.000000,1,MS,4
317.000000,1,MS,5
317.000000,1,MS,6
318.000000,1,MS,1
318.000000,1,MS,2
318.000000,1,MS,3
318.000000,1,MS,4
318.000000,1,MS,5
318.000000,1,MS,6
319.000000,1,MS,1
319.000000,1,MS,2
319.000000,1,MS,3
319.000000,1,MS,4
319.000000,1,MS,5
319.000000,1,MS,6
320.000000,1,MS,1
320.000000,1,MS,2
320.000000,1,MS,3
320.000000,1,MS,4
320.000000,1,MS,5
320.000000,1,MS,6
321.000000,1,MS,1
321.000000,1,MS,2
321.000000,1,MS,3
321.000000,1,MS,4
321.000000,1,MS,5
321.000000,1,MS,6
322.000000,1,MS,1
322.000000,1,MS,2
322.000000,1,MS,3
322.000000,1,MS,4
322.000000,1,MS,5
322.000000,1,MS,6
323.000000,1,MS,1
323.000000,1,MS,2
323.000000,1,MS,3
323.000000,1,MS,4
323.000000,1,MS,5
323.000000,1,MS,6
324.000000,1,MS,1
324.000000,1,MS,2
324.000000,1,MS,3
324.000000,1,MS,4
324.000000,1,MS,5
324.000000,1,MS,6
325.000000,1,MS,1
325.000000,1,MS,2
325.000000,1,MS,3
325.000000,1,MS,4
325.000000,1,MS,5
325.000000,1,MS,6
326.000000,1,MS,1
326.000000,1,MS,2
326.000000,1,MS,3
326.000000,1,MS,4
326.000000,1,MS,5
326.000000,1,MS,6
327.000000,1,MS,1
327.000000,1,MS,2
327.000000,1,MS,3
327.000000,1,MS,4
327.000000,1,MS,5
327.000000,1,MS,6
328.000000,1,MS,1
328.000000,1,MS,2
328.000000,1,MS,3
328.000000,1,MS,4
328.000000,1,MS,5
328.000000,1,MS,6
329.000000,1,MS,1
329.000000,1,MS,2
329.000000,1,MS,3
329.000000,1,MS,4
329.000000,1,MS,5
329.000000,1,MS,6
330.000000,1,MS,1
330.000000,1,MS,2
330.000000,1,MS,3
330.000000,1,MS,4
330.000000,1,MS,5
330.000000,1,MS,6
331.000000,1,MS,1
331.000000,1,MS,2
331.000000,1,MS,3
331.000000,1,MS,4
331.000000,1,MS,5
331.000000,1,MS,6
332.000000,1,MS,1
332.000000,1,MS,2
332.000000,1,MS,3
332.000000,1,MS,4
332.000000,1,MS,5
332.000000,1,MS,6
333.000000,1,MS,1
333.000000,1,MS,2
333.000000,1,MS,3
333.000000,1,MS,4
333.000000,1,MS,5
333.000000,1,MS,6
334.000000,1,MS,1
334.000000,1,MS,2
334.000000,1,MS,3
334.000000,1,MS,4
334.000000,1,MS,5
334.000000,1,MS,6
335.000000,1,MS,1
335.000000,1,MS,2
335.000000,1,MS,3
335.000000,1,MS,4
335.000000,1,MS,5
335.000000,1,MS,6
336.000000,1,MS,1
336.000000,1,MS,2
336.000000,1,MS,3
336.000000,1,MS,4
336.000000,1,MS,5
336.000000,1,MS,6
337.000000,1,MS,1
337.000000,1,MS,2
337.000000,1,MS,3
337.000000,1,MS,4
337.000000,1,MS,5
337.000000,1,MS,6
338.000000,1,MS,1
338.000000,1,MS,2
338.000000,1,MS,3
338.000000,1,MS,4
338.000000,1,MS,5
338.000000,1,MS,6
339.000000,1,MS,1
339.000000,1,MS,2
339.000000,1,MS,3
339.000000,1,MS,4
339.000000,1,MS,5
339.000000,1,MS,6
340.000000,1,MS,1
340.000000,1,MS,2
340.000000,1,MS,3
340.000000,1,MS,4
340.000000,1,MS,5
340.000000,1,MS,6
341.000000,1,MS,1
341.000000,1,MS,2
341.000000,1,MS,3
341.000000,1,MS,4
341.000000,1,MS,5
341.000000,1,MS,6
342.000000,1,MS,1
342.000000,1,MS,2
342.000000,1,MS,3
342.000000,1,MS,4
342.000000,1,MS,5
342.000000,1,MS,6
343.000000,1,MS,1
343.000000,1,MS,2
343.000000,1,MS,3
343.000000,1,MS,4
343.000000,1,MS,5
343.000000,1,MS,6
344.000000,1,MS,1
344.000000,1,MS,2
344.000000,1,MS,3
344.000000,1,MS,4
344.000000,1,MS,5
344.000000,1,MS,6
345.000000,1,MS,1
345.000000,1,MS,2
345.000000,1,MS,3
345.000000,1,MS,4
345.000000,1,MS,5
345.000000,1,MS,6
346.000000,1,MS,1
346.000000,1,MS,2
346.000000,1,MS,3
346.000000,1,MS,4
346.000000,1,MS,5
346.000000,1,MS,6
347.000000,1,MS,1
347.000000,1,MS,2
347.000000,1,MS,3
347.000000,1,MS,4
347.000000,1,MS,5
347.000000,1,MS,6
348.000000,1,MS,1
348.000000,1,MS,2
348.000000,1,MS,3
348.000000,1,MS,4
348.000000,1,MS,5
348.000000,1,MS,6
349.000000,1,MS,1
349.000000,1,MS,2
349.000000,1,MS,3
349.000000,1,MS,4
349.000000,1,MS,5
349.000000,1,MS,6
350.000000,1,MS,1
350.000000,1,MS,2
350.000000,1,MS,3
350.000000,1,MS,4
350.000000,1,MS,5
350.000000,1,MS,6
351.000000,1,MS,1
351.000000,1,MS,2
351.000000,1,MS,3
351.000000,1,MS,4
351.000000,1,MS,5
351.000000,1,MS,6
352.000000,1,MS,1
352.000000,1,MS,2
352.000000,1,MS,3
352.000000,1,MS,4
352.000000,1,MS,5
352.000000,1,MS,6
353.000000,1,MS,1
353.000000,1,MS,2
353.000000,1,MS,3
353.000000,1,MS,4
353.000000,1,MS,5
353.000000,1,MS,6
354.000000,1,MS,1
354.000000,1,MS,2
354.000000,1,MS,3
354.000000,1,MS,4
354.000000,1,MS,5
354.000000,1,MS,6
355.000000,1,MS,1
355.000000,1,MS,2
355.000000,1,MS,3
355.000000,1,MS,4
355.000000,1,MS,5
355.000000,1,MS,6
356.000000,1,MS,1
356.000000,1,MS,2
356.000000,1,MS,3
356.000000,1,MS,4
356.000000,1,MS,5
356.000000,1,MS,6
357.000000,1,MS,1
357.000000,1,MS,2
357.000000,1,MS,3
357.000000,1,MS,4
357.000000,1,MS,5
357.000000,1,MS,6
358.000000,1,MS,1
358.000000,1,MS,2
358.000000,1,MS,3
358.000000,1,MS,4
358.000000,1,MS,5
358.000000,1,MS,6
359.000000,1,MS,1
359.000000,1,MS,2
359.000000,1,MS,3
359.000000,1,MS,4
359.000000,1,MS,5
359.000000,1,MS,6
360.000000,1,MS,1
360.000000,1,MS,2
360.000000,1,MS,3
360.000000,1,MS,4
360.000000,1,MS,5
360.000000,1,MS,6
361.000000,1,MS,1
361.000000,1,MS,2
361.000000,1,MS,3
361.000000,1,MS,4
361.000000,1,MS,5
361.000000,1,MS,6
362.000000,1,MS,1
362.000000,1,MS,2
362.000000,1,MS,3
362.000000,1,MS,4
362.000000,1,MS,5
362.000000,1,MS,6
363.000000,1,MS,1
363.000000,1,MS,2
363.000000,1,MS,3
363.000000,1,MS,4
363.000000,1,MS,5
363.000000,1,MS,6
364.000000,1,MS,1
364.000000,1,MS,2
364.000000,1,MS,3
364.000000,1,MS,4
364.000000,1,MS,5
364.000000,1,MS,6
365.000000,1,MS,1
365.000000,1,MS,2
365.000000,1,MS,3
365.000000,1,MS,4
365.000000,1,MS,5
365.000000,1,MS,6
366.000000,1,MS,1
366.000000,1,MS,2
366.000000,1,MS,3
366.000000,1,MS,4
366.000000,1,MS,5
366.000000,1,MS,6
367.000000,1,MS,1
367.000000,1,MS,2
367.000000,1,MS,3
367.000000,1,MS,4
367.000000,1,MS,5
367.000000,1,MS,6
368.000000,1,MS,1
368.000000,1,MS,2
368.000000,1,MS,3
368.000000,1,MS,4
368.000000,1,MS,5
368.000000,1,MS,6
369.000000,1,MS,1
369.000000,1,MS,2
369.000000,1,MS,3
369.000000,1,MS,4
369.000000,1,MS,5
369.000000,1,MS,6
370.000000,1,MS,1
370.000000,1,MS,2
370.000000,1,MS,3
370.000000,1,MS,4
370.000000,1,MS,5
370.000000,1,MS,6
371.000000,1,MS,1
371.000000,1,MS,2
371.000000,1,MS,3
371.000000,1,MS,4
371.000000,1,MS,5
371.000000,1,MS,6
372.000000,1,MS,1
372.000000,1,MS,2
372.000000,1,MS,3
372.000000,1,MS,4
372.000000,1,MS,5
372.000000,1,MS,6
373.000000,1,MS,1
373.000000,1,MS,2
373.000000,1,MS,3
373.000000,1,MS,4
373.000000,1,MS,5
373.000000,1,MS,6
374.000000,1,MS,1
374.000000,1,MS,2
374.000000,1,MS,3
374.000000,1,MS,4
374.000000,1,MS,5
374.000000,1,MS,6
375.000000,1,MS,1
375.000000,1,MS,2
375.000000,1,MS,3
375.000000,1,MS,4
375.000000,1,MS,5
375.000000,1,MS,6
376.000000,1,MS,1
376.000000,1,MS,2
376.000000,1,MS,3
376.000000,1,MS,4
376.000000,1,MS,5
376.000000,1,MS,6
377.000000,1,MS,1
377.000000,1,MS,2
377.000000,1,MS,3
377.000000,1,MS,4
377.000000,1,MS,5
377.000000,1,MS,6
378.000000,1,MS,1
378.000000,1,MS,2
378.000000,1,MS,3
378.000000,1,MS,4
378.000000,1,MS,5
378.000000,1,MS,6
379.000000,1,MS,1
379.000000,1,MS,2
379.000000,1,MS,3
379.000000,1,MS,4
379.000000,1,MS,5
379.000000,1,MS,6
380.000000,1,MS,1
380.000000,1,MS,2
380.000000,1,MS,3
380.000000,1,MS,4
380.000000,1,MS,5
380.000000,1,MS,6
381.000000,1,MS,1
381.000000,1,MS,2
381.000000,1,MS,3
381.000000,1,MS,4
381.000000,1,MS,5
381.000000,1,MS,6
382.000000,1,MS,1
382.000000,1,MS,2
382.000000,1,MS,3
382.000000,1,MS,4
382.000000,1,MS,5
382.000000,1,MS,6
383.000000,1,MS,1
383.000000,1,MS,2
383.000000,1,MS,3
383.000000,1,MS,4
383.000000,1,MS,5
383.000000,1,MS,6
384.000000,1,MS,1
384.000000,1,MS,2
384.000000,1,MS,3
384.000000,1,MS,4
384.000000,1,MS,5
384.000000,1,MS,6
385.000000,1,MS,1
385.000000,1,MS,2
385.000000,1,MS,3
385.000000,1,MS,4
385.000000,1,MS,5
385.000000,1,MS,6
386.000000,1,MS,1
386.000000,1,MS,2
386.000000,1,MS,3
386.000000,1,MS,4
386.000000,1,MS,5
386.000000,1,MS,6
387.000000,1,MS,1
387.000000,1,MS,2
