t,plant,axis,metamer,Nstruct,mstruct,amino_acids,fructan,proteins,sucrose,D_Fructan,D_Proteins,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose
0,1,MS,4,4.64e-06,0.000144,0.016848,0.0,0.479,0.1728,NA,NA,NA,NA,NA,NA
0,1,MS,5,1e-07,3.11e-06,0.000364,0.0,0.002,0.003732,NA,NA,NA,NA,NA,NA
0,1,MS,6,2.06e-08,6.4e-07,7.5e-05,0.0,0.0,0.000768,NA,NA,NA,NA,NA,NA
4,1,MS,4,4.64e-06,0.000144,0.049448130936650271,0.0032730725695847844,0.48162781029739721,0.27233416553467554,0.0032730725695847844,3.0101738143587324,22.229474883012987,20.910550014600034,-0.0033411516040115674,-0.013773256869802637
4,1,MS,5,1e-07,3.11e-06,0.0010679265015460359,7.0742236769309042e-05,0.0020642631741016734,0.005881598991624889,7.0742236769309042e-05,0.59737519507765469,22.229303492837317,20.910480369631461,-6.4637718780660329e-05,-0.00029743145106086809
4,1,MS,6,2.06e-08,6.4e-07,0.00021976576582167934,1.4563286794120869e-05,1.3594910807599137e-05,0.001210359174152879,1.4563286794120869e-05,0.019117843323186286,22.229276400195698,20.910470507263771,-1.2930985428246998e-05,-6.1207001326580391e-05
8,1,MS,4,4.64e-06,0.000144,0.045036428394163788,0.0063958163442415089,0.48416896359672135,0.25741526063411729,0.0063958163442415089,3.0260560224795081,21.332423332367696,20.458557142404317,-0.0018670690975953203,-0.013251525950048842
8,1,MS,5,1e-07,3.11e-06,0.00097265066792836879,0.00013840266561824835,0.002126646547965546,0.005559388295493772,0.00013840266561824835,0.61542826146912899,21.332235952622248,20.458500657697183,-8.1110637644236245e-06,-0.00021021219478558942
8,1,MS,6,2.06e-08,6.4e-07,0.00020015954982510427,2.8487014536773153e-05,2.6802561585517738e-05,0.0011440527460668678,2.8487014536773153e-05,0.037691102229634316,21.332216215679871,20.458498846079646,-1.2991666035951549e-06,-4.3258586217786036e-05
12,1,MS,4,4.64e-06,0.000144,0.042462054674848329,0.0093947080509889126,0.48665490883462198,0.24623369915059529,0.0093947080509889126,3.0415931802163874,20.641931293362642,20.162399736990562,-0.0044706576515026776,-0.031469757896568674
12,1,MS,5,1e-07,3.11e-06,0.0009170327503312196,0.00020358745848399318,0.0021878328096648185,0.0053177766000551173,0.00020358745848399318,0.63313489668756806,20.641389490595124,20.162234478082773,1.9294739798407456e-05,-0.00013063195275978893
12,1,MS,6,2.06e-08,6.4e-07,0.00018871424931302298,4.1901324744060369e-05,3.9763532028059336e-05,0.0010943325552839765,4.1901324744060369e-05,0.055917466914458445,20.64137693969079,20.162237567935385,4.340166084082937e-06,-2.6881935843692815e-05
16,1,MS,4,4.64e-06,0.000144,0.040990140154649336,0.012318699168633512,0.4891036071732508,0.24490078843098162,0.012318699168633512,3.0568975448328168,20.558552859269874,19.980700194755421,-0.017615806004827511,-0.31047998325773529
16,1,MS,5,1e-07,3.11e-06,0.00088515926885068819,0.00024081206595616349,0.0022482074208978221,0.0052872109766715688,0.00024081206595616349,0.65060664913441801,0.0067252175866056932,19.980031824634747,3.8372272672759925e-05,0.0001624566235838026
16,1,MS,6,2.06e-08,6.4e-07,0.00018215520669687363,5.012399341543724e-05,5.2557140719389949e-05,0.0010880445267574563,5.012399341543724e-05,0.073908479136642113,0.0067235242172073596,19.980038800772007,8.2657278392227614e-06,3.3434403970451558e-05
20,1,MS,4,4.64e-06,0.000144,0.040173008077100246,0.015286388476197297,0.49153011175016109,0.25752853504833939,0.015286388476197297,3.0720631984385065,21.339337513951918,19.875598877549375,-0.028538211485005693,-0.52953446867108733
20,1,MS,5,1e-07,3.11e-06,0.00086744194828966862,0.00024115689915682028,0.0023080958049264081,0.0055585394796957548,0.00024115689915682028,0.66793769274397663,0.00052088167210726042,19.874489904074629,4.8814806546762439e-05,0.00038590064563916518
20,1,MS,6,2.06e-08,6.4e-07,0.00017850927000496252,5.0195087926184443e-05,6.5250363400430747e-05,0.0011438821448315254,5.0195087926184443e-05,0.091758323531855729,0.00052085572794012222,19.874499189393298,1.0414298803107732e-05,7.9415001216115856e-05
24,1,MS,4,4.64e-06,0.000144,0.039511562995297296,0.015284249781999937,0.49394054598628656,0.26757437500306497,0.015284249781999937,3.087128412414291,3.973820355061475e-05,19.788189056327028,-0.0068862335444471968,0.042531943608009742
24,1,MS,5,1e-07,3.11e-06,0.00085329286770449014,0.00024141462564357283,0.0023676345777895514,0.0057791194974052178,0.00024141462564357283,0.68516756270437185,0.011614209408161692,19.787897072189875,4.7246421835165399e-05,0.00013839305571053078
24,1,MS,6,2.06e-08,6.4e-07,0.00017559755140108483,5.0248392141257512e-05,7.7871298119493732e-05,0.0011892731254493634,5.0248392141257512e-05,0.10950651298053805,0.0116125375117242,19.787906262416939,1.009115635124745e-05,2.8480972823207049e-05
28,1,MS,4,4.64e-06,0.000144,0.038803024689940374,0.015282065012354816,0.49633584726794616,0.27036583476821818,0.015282065012354816,3.1020990454246631,0.00017915803765838835,19.692144811956258,-0.0068577035419802469,0.025810640438338521
28,1,MS,5,1e-07,3.11e-06,0.00083799068780118584,0.00024261468263531971,0.0024268410958246979,0.0058393106152225581,0.00024261468263531971,0.70230128174991258,0.79128044742677961,19.691846775477988,4.601442083651214e-05,3.3565585575371214e-05
28,1,MS,6,2.06e-08,6.4e-07,0.00017244854134347136,5.0487861111663074e-05,9.042353712679573e-05,0.001201659005939484,5.0487861111663074e-05,0.1271580990845565,0.79391077204896132,19.691855952328073,9.8372945867347218e-06,6.8994671975381066e-06
32,1,MS,4,4.64e-06,0.000144,0.038065917865885618,0.018363225737041258,0.49871453125316023,0.27052635852571622,0.018363225737041258,3.1169658203322514,22.122212954733918,19.589474923628366,-0.010289804186683913,-0.20521794510186464
32,1,MS,5,1e-07,3.11e-06,0.00082204968881946982,0.000248265097140837,0.0024856826588222211,0.0058413255364646813,0.000248265097140837,0.71932938679742731,2.7681253118797855,19.589027574996404,4.5456064567465794e-05,2.1407466188401583e-05
32,1,MS,6,2.06e-08,6.4e-07,0.00016916807472958643,5.1658054393320406e-05,0.00010290034215902942,0.001202073568353224,5.1658054393320406e-05,0.14470360616113509,2.7587641305170636,19.589036891075143,9.7220634879500888e-06,4.4110834510395058e-06
36,1,MS,4,4.64e-06,0.000144,0.037509194498025186,0.021483150855390942,0.5010775055725164,0.2803133327103926,0.021483150855390942,3.1317344098282276,22.698267839758348,19.50999743379198,-0.070184241642938391,-1.9452385392702995
36,1,MS,5,1e-07,3.11e-06,0.00080964885659706612,0.00024953115327794111,0.0025441711895110098,0.0060417240762732621,0.00024953115327794111,0.73625532815431149,0.00053175441072054325,19.507019526617718,5.1370068012624989e-05,0.00039108874816186801
36,1,MS,6,2.06e-08,6.4e-07,0.00016661617541919812,5.1915124160492922e-05,0.00011530416545177024,0.0012433156663679355,5.1915124160492922e-05,0.16214648266655188,0.00053171196365090758,19.507030363941467,1.0938791719550336e-05,8.0483468962884512e-05
40,1,MS,4,4.64e-06,0.000144,0.037143406321246693,0.024713302001513858,0.50342871282291435,0.30517939114349207,0.024713302001513858,3.1464294551432146,24.112395251186744,19.456843120208514,-0.083137126156327776,-2.6828461081158408
40,1,MS,5,1e-07,3.11e-06,0.00080166710707450805,0.00024991210381015278,0.002602397778094262,0.0065740996044650899,0.00024991210381015278,0.75310546632952913,0.00010718941925876732,19.453268415494097,5.4831226113760762e-05,0.00068050319772727753
40,1,MS,6,2.06e-08,6.4e-07,0.00016497365256867705,5.1987819385011368e-05,0.00012765375518737092,0.0013528740234861336,5.1987819385011368e-05,0.17951309323224032,0.00010718638582499791,19.45328018916188,1.1650715314867994e-05,0.00014004067712525977
44,1,MS,4,4.64e-06,0.000144,0.036868574329494593,0.028177453173666524,0.50577070122909495,0.33307552697294596,0.028177453173666524,3.1610668826818431,25.619356820834874,19.416407027407335,-0.085435566268959581,-2.3565845766478697
44,1,MS,5,1e-07,3.11e-06,0.00079571695750940686,0.0002502283812400305,0.0026604194297914592,0.0071786363158917533,0.0002502283812400305,0.76989629801039017,0.00015914607540596292,19.412694191569191,5.5905843294194099e-05,0.00060876247659003534
44,1,MS,6,2.06e-08,6.4e-07,0.00016374919185287108,5.2054475875399389e-05,0.00013996082075942295,0.0014772798017712602,5.2054475875399389e-05,0.19681990419293852,0.00015914719913098801,19.412706337433196,1.1871516654160684e-05,0.00012527566504529341
48,1,MS,4,4.64e-06,0.000144,0.036476259262280049,0.028173490369403309,0.50810344801013907,0.34654608105390011,0.028173490369403309,3.175646550063369,6.6094168094177898e-07,19.357928714930924,-0.030947858128071215,0.17702423972384626
48,1,MS,5,1e-07,3.11e-06,0.00078758702536747079,0.00025088616040294274,0.0027182439896699861,0.0074855309383513226,0.00025088616040294274,0.78663009347362944,0.0057377620521692086,19.356545447829902,5.2058904739742199e-05,0.00018601742090578054
48,1,MS,6,2.06e-08,6.4e-07,0.0001620761248758827,5.2189973862942441e-05,0.00015222700943424999,0.0015404320756255462,5.2189973862942441e-05,0.21406923201691405,0.0057384325666414611,19.356556885656619,1.1079513800399123e-05,3.8278628106304227e-05
