t,plant,axis,phytomer,organ,element,green_area
39.0,1.0,MS,2,Internode,enclosed,0.0004
39.0,1.0,MS,2,Lamina,exposed,0.0034
39.0,1.0,MS,2,Sheath,exposed,0.0005
39.0,1.0,MS,3,Internode,enclosed,0.00025
39.0,1.0,MS,3,Lamina,exposed,0.00228
39.0,1.0,MS,3,Sheath,exposed,0.0003232
39.0,1.0,MS,4,Peduncle,exposed,0.000810959
39.0,1.0,MS,4,Peduncle,enclosed,0.00159
39.0,1.0,MS,5,Chaff,exposed,0.00075
40.0,1.0,MS,1,Internode,exposed,0.000371
40.0,1.0,MS,1,Internode,enclosed,0.001129
40.0,1.0,MS,1,Lamina,exposed,0.00346
40.0,1.0,MS,1,Sheath,exposed,0.0006
40.0,1.0,MS,2,Internode,enclosed,0.0004
40.0,1.0,MS,2,Lamina,exposed,0.0034
40.0,1.0,MS,2,Sheath,exposed,0.0005
40.0,1.0,MS,3,Internode,enclosed,0.00025
40.0,1.0,MS,3,Lamina,exposed,0.00228
40.0,1.0,MS,3,Sheath,exposed,0.0003232
40.0,1.0,MS,4,Peduncle,exposed,0.000810959
40.0,1.0,MS,4,Peduncle,enclosed,0.00159
40.0,1.0,MS,5,Chaff,exposed,0.00075
41.0,1.0,MS,1,Internode,exposed,0.000371
41.0,1.0,MS,1,Internode,enclosed,0.001129
41.0,1.0,MS,1,Lamina,exposed,0.00346
41.0,1.0,MS,1,Sheath,exposed,0.0006
41.0,1.0,MS,2,Internode,enclosed,0.0004
41.0,1.0,MS,2,Lamina,exposed,0.0034
41.0,1.0,MS,2,Sheath,exposed,0.0005
41.0,1.0,MS,3,Internode,enclosed,0.00025
41.0,1.0,MS,3,Lamina,exposed,0.00228
41.0,1.0,MS,3,Sheath,exposed,0.0003232
41.0,1.0,MS,4,Peduncle,exposed,0.000810959
41.0,1.0,MS,4,Peduncle,enclosed,0.00159
41.0,1.0,MS,5,Chaff,exposed,0.00075
42.0,1.0,MS,1,Internode,exposed,0.000371
42.0,1.0,MS,1,Internode,enclosed,0.001129
42.0,1.0,MS,1,Lamina,exposed,0.00346
42.0,1.0,MS,1,Sheath,exposed,0.0006
42.0,1.0,MS,2,Internode,enclosed,0.0004
42.0,1.0,MS,2,Lamina,exposed,0.0034
42.0,1.0,MS,2,Sheath,exposed,0.0005
42.0,1.0,MS,3,Internode,enclosed,0.00025
42.0,1.0,MS,3,Lamina,exposed,0.00228
42.0,1.0,MS,3,Sheath,exposed,0.0003232
42.0,1.0,MS,4,Peduncle,exposed,0.000810959
42.0,1.0,MS,4,Peduncle,enclosed,0.00159
42.0,1.0,MS,5,Chaff,exposed,0.00075
43.0,1.0,MS,1,Internode,exposed,0.000371
43.0,1.0,MS,1,Internode,enclosed,0.001129
43.0,1.0,MS,1,Lamina,exposed,0.00346
43.0,1.0,MS,1,Sheath,exposed,0.0006
43.0,1.0,MS,2,Internode,enclosed,0.0004
43.0,1.0,MS,2,Lamina,exposed,0.0034
43.0,1.0,MS,2,Sheath,exposed,0.0005
43.0,1.0,MS,3,Internode,enclosed,0.00025
43.0,1.0,MS,3,Lamina,exposed,0.00228
43.0,1.0,MS,3,Sheath,exposed,0.0003232
43.0,1.0,MS,4,Peduncle,exposed,0.000810959
43.0,1.0,MS,4,Peduncle,enclosed,0.00159
43.0,1.0,MS,5,Chaff,exposed,0.00075
44.0,1.0,MS,1,Internode,exposed,0.000371
44.0,1.0,MS,1,Internode,enclosed,0.001129
44.0,1.0,MS,1,Lamina,exposed,0.00346
44.0,1.0,MS,1,Sheath,exposed,0.0006
44.0,1.0,MS,2,Internode,enclosed,0.0004
44.0,1.0,MS,2,Lamina,exposed,0.0034
44.0,1.0,MS,2,Sheath,exposed,0.0005
44.0,1.0,MS,3,Internode,enclosed,0.00025
44.0,1.0,MS,3,Lamina,exposed,0.00228
44.0,1.0,MS,3,Sheath,exposed,0.0003232
44.0,1.0,MS,4,Peduncle,exposed,0.000810959
44.0,1.0,MS,4,Peduncle,enclosed,0.00159
44.0,1.0,MS,5,Chaff,exposed,0.00075
45.0,1.0,MS,1,Internode,exposed,0.000371
45.0,1.0,MS,1,Internode,enclosed,0.001129
45.0,1.0,MS,1,Lamina,exposed,0.00346
45.0,1.0,MS,1,Sheath,exposed,0.0006
45.0,1.0,MS,2,Internode,enclosed,0.0004
45.0,1.0,MS,2,Lamina,exposed,0.0034
45.0,1.0,MS,2,Sheath,exposed,0.0005
45.0,1.0,MS,3,Internode,enclosed,0.00025
45.0,1.0,MS,3,Lamina,exposed,0.00228
45.0,1.0,MS,3,Sheath,exposed,0.0003232
45.0,1.0,MS,4,Peduncle,exposed,0.000810959
45.0,1.0,MS,4,Peduncle,enclosed,0.00159
45.0,1.0,MS,5,Chaff,exposed,0.00075
46.0,1.0,MS,1,Internode,exposed,0.000371
46.0,1.0,MS,1,Internode,enclosed,0.001129
46.0,1.0,MS,1,Lamina,exposed,0.00346
46.0,1.0,MS,1,Sheath,exposed,0.0006
46.0,1.0,MS,2,Internode,enclosed,0.0004
46.0,1.0,MS,2,Lamina,exposed,0.0034
46.0,1.0,MS,2,Sheath,exposed,0.0005
46.0,1.0,MS,3,Internode,enclosed,0.00025
46.0,1.0,MS,3,Lamina,exposed,0.00228
46.0,1.0,MS,3,Sheath,exposed,0.0003232
46.0,1.0,MS,4,Peduncle,exposed,0.000810959
46.0,1.0,MS,4,Peduncle,enclosed,0.00159
46.0,1.0,MS,5,Chaff,exposed,0.00075
47.0,1.0,MS,1,Internode,exposed,0.000371
47.0,1.0,MS,1,Internode,enclosed,0.001129
47.0,1.0,MS,1,Lamina,exposed,0.00346
47.0,1.0,MS,1,Sheath,exposed,0.0006
47.0,1.0,MS,2,Internode,enclosed,0.0004
47.0,1.0,MS,2,Lamina,exposed,0.0034
47.0,1.0,MS,2,Sheath,exposed,0.0005
47.0,1.0,MS,3,Internode,enclosed,0.00025
47.0,1.0,MS,3,Lamina,exposed,0.00228
47.0,1.0,MS,3,Sheath,exposed,0.0003232
47.0,1.0,MS,4,Peduncle,exposed,0.000810959
47.0,1.0,MS,4,Peduncle,enclosed,0.00159
47.0,1.0,MS,5,Chaff,exposed,0.00075
48.0,1.0,MS,1,Internode,exposed,0.000371
48.0,1.0,MS,1,Internode,enclosed,0.001129
48.0,1.0,MS,1,Lamina,exposed,0.00346
48.0,1.0,MS,1,Sheath,exposed,0.0006
48.0,1.0,MS,2,Internode,enclosed,0.0004
48.0,1.0,MS,2,Lamina,exposed,0.0034
48.0,1.0,MS,2,Sheath,exposed,0.0005
48.0,1.0,MS,3,Internode,enclosed,0.00025
48.0,1.0,MS,3,Lamina,exposed,0.00228
48.0,1.0,MS,3,Sheath,exposed,0.0003232
48.0,1.0,MS,4,Peduncle,exposed,0.000810959
48.0,1.0,MS,4,Peduncle,enclosed,0.00159
48.0,1.0,MS,5,Chaff,exposed,0.00075
49.0,1.0,MS,1,Internode,exposed,0.000371
49.0,1.0,MS,1,Internode,enclosed,0.001129
49.0,1.0,MS,1,Lamina,exposed,0.00346
49.0,1.0,MS,1,Sheath,exposed,0.0006
49.0,1.0,MS,2,Internode,enclosed,0.0004
49.0,1.0,MS,2,Lamina,exposed,0.0034
49.0,1.0,MS,2,Sheath,exposed,0.0005
49.0,1.0,MS,3,Internode,enclosed,0.00025
49.0,1.0,MS,3,Lamina,exposed,0.00228
49.0,1.0,MS,3,Sheath,exposed,0.0003232
49.0,1.0,MS,4,Peduncle,exposed,0.000810959
49.0,1.0,MS,4,Peduncle,enclosed,0.00159
49.0,1.0,MS,5,Chaff,exposed,0.00075
50.0,1.0,MS,1,Internode,exposed,0.000371
50.0,1.0,MS,1,Internode,enclosed,0.001129
50.0,1.0,MS,1,Lamina,exposed,0.00346
50.0,1.0,MS,1,Sheath,exposed,0.0006
50.0,1.0,MS,2,Internode,enclosed,0.0004
50.0,1.0,MS,2,Lamina,exposed,0.0034
50.0,1.0,MS,2,Sheath,exposed,0.0005
50.0,1.0,MS,3,Internode,enclosed,0.00025
50.0,1.0,MS,3,Lamina,exposed,0.00228
50.0,1.0,MS,3,Sheath,exposed,0.0003232
50.0,1.0,MS,4,Peduncle,exposed,0.000810959
50.0,1.0,MS,4,Peduncle,enclosed,0.00159
50.0,1.0,MS,5,Chaff,exposed,0.00075
51.0,1.0,MS,1,Internode,exposed,0.000371
51.0,1.0,MS,1,Internode,enclosed,0.001129
51.0,1.0,MS,1,Lamina,exposed,0.00346
51.0,1.0,MS,1,Sheath,exposed,0.0006
51.0,1.0,MS,2,Internode,enclosed,0.0004
51.0,1.0,MS,2,Lamina,exposed,0.0034
51.0,1.0,MS,2,Sheath,exposed,0.0005
51.0,1.0,MS,3,Internode,enclosed,0.00025
51.0,1.0,MS,3,Lamina,exposed,0.00228
51.0,1.0,MS,3,Sheath,exposed,0.0003232
51.0,1.0,MS,4,Peduncle,exposed,0.000810959
51.0,1.0,MS,4,Peduncle,enclosed,0.00159
51.0,1.0,MS,5,Chaff,exposed,0.00075
52.0,1.0,MS,1,Internode,exposed,0.000371
52.0,1.0,MS,1,Internode,enclosed,0.001129
52.0,1.0,MS,1,Lamina,exposed,0.00346
52.0,1.0,MS,1,Sheath,exposed,0.0006
52.0,1.0,MS,2,Internode,enclosed,0.0004
52.0,1.0,MS,2,Lamina,exposed,0.0034
52.0,1.0,MS,2,Sheath,exposed,0.0005
52.0,1.0,MS,3,Internode,enclosed,0.00025
52.0,1.0,MS,3,Lamina,exposed,0.00228
52.0,1.0,MS,3,Sheath,exposed,0.0003232
52.0,1.0,MS,4,Peduncle,exposed,0.000810959
52.0,1.0,MS,4,Peduncle,enclosed,0.00159
52.0,1.0,MS,5,Chaff,exposed,0.00075
53.0,1.0,MS,1,Internode,exposed,0.000371
53.0,1.0,MS,1,Internode,enclosed,0.001129
53.0,1.0,MS,1,Lamina,exposed,0.00346
53.0,1.0,MS,1,Sheath,exposed,0.0006
53.0,1.0,MS,2,Internode,enclosed,0.0004
53.0,1.0,MS,2,Lamina,exposed,0.0034
53.0,1.0,MS,2,Sheath,exposed,0.0005
53.0,1.0,MS,3,Internode,enclosed,0.00025
53.0,1.0,MS,3,Lamina,exposed,0.00228
53.0,1.0,MS,3,Sheath,exposed,0.0003232
53.0,1.0,MS,4,Peduncle,exposed,0.000810959
53.0,1.0,MS,4,Peduncle,enclosed,0.00159
53.0,1.0,MS,5,Chaff,exposed,0.00075
54.0,1.0,MS,1,Internode,exposed,0.000371
54.0,1.0,MS,1,Internode,enclosed,0.001129
54.0,1.0,MS,1,Lamina,exposed,0.00346
54.0,1.0,MS,1,Sheath,exposed,0.0006
54.0,1.0,MS,2,Internode,enclosed,0.0004
54.0,1.0,MS,2,Lamina,exposed,0.0034
54.0,1.0,MS,2,Sheath,exposed,0.0005
54.0,1.0,MS,3,Internode,enclosed,0.00025
54.0,1.0,MS,3,Lamina,exposed,0.00228
54.0,1.0,MS,3,Sheath,exposed,0.0003232
54.0,1.0,MS,4,Peduncle,exposed,0.000810959
54.0,1.0,MS,4,Peduncle,enclosed,0.00159
54.0,1.0,MS,5,Chaff,exposed,0.00075
55.0,1.0,MS,1,Internode,exposed,0.000371
55.0,1.0,MS,1,Internode,enclosed,0.001129
55.0,1.0,MS,1,Lamina,exposed,0.00346
55.0,1.0,MS,1,Sheath,exposed,0.0006
55.0,1.0,MS,2,Internode,enclosed,0.0004
55.0,1.0,MS,2,Lamina,exposed,0.0034
55.0,1.0,MS,2,Sheath,exposed,0.0005
55.0,1.0,MS,3,Internode,enclosed,0.00025
55.0,1.0,MS,3,Lamina,exposed,0.00228
55.0,1.0,MS,3,Sheath,exposed,0.0003232
55.0,1.0,MS,4,Peduncle,exposed,0.000810959
55.0,1.0,MS,4,Peduncle,enclosed,0.00159
55.0,1.0,MS,5,Chaff,exposed,0.00075
56.0,1.0,MS,1,Internode,exposed,0.000371
56.0,1.0,MS,1,Internode,enclosed,0.001129
56.0,1.0,MS,1,Lamina,exposed,0.00346
56.0,1.0,MS,1,Sheath,exposed,0.0006
56.0,1.0,MS,2,Internode,enclosed,0.0004
56.0,1.0,MS,2,Lamina,exposed,0.0034
56.0,1.0,MS,2,Sheath,exposed,0.0005
56.0,1.0,MS,3,Internode,enclosed,0.00025
56.0,1.0,MS,3,Lamina,exposed,0.00228
56.0,1.0,MS,3,Sheath,exposed,0.0003232
56.0,1.0,MS,4,Peduncle,exposed,0.000810959
56.0,1.0,MS,4,Peduncle,enclosed,0.00159
56.0,1.0,MS,5,Chaff,exposed,0.00075
57.0,1.0,MS,1,Internode,exposed,0.000371
57.0,1.0,MS,1,Internode,enclosed,0.001129
57.0,1.0,MS,1,Lamina,exposed,0.00346
57.0,1.0,MS,1,Sheath,exposed,0.0006
57.0,1.0,MS,2,Internode,enclosed,0.0004
57.0,1.0,MS,2,Lamina,exposed,0.0034
57.0,1.0,MS,2,Sheath,exposed,0.0005
57.0,1.0,MS,3,Internode,enclosed,0.00025
57.0,1.0,MS,3,Lamina,exposed,0.00228
57.0,1.0,MS,3,Sheath,exposed,0.0003232
57.0,1.0,MS,4,Peduncle,exposed,0.000810959
57.0,1.0,MS,4,Peduncle,enclosed,0.00159
57.0,1.0,MS,5,Chaff,exposed,0.00075
58.0,1.0,MS,1,Internode,exposed,0.000371
58.0,1.0,MS,1,Internode,enclosed,0.001129
58.0,1.0,MS,1,Lamina,exposed,0.00346
58.0,1.0,MS,1,Sheath,exposed,0.0006
58.0,1.0,MS,2,Internode,enclosed,0.0004
58.0,1.0,MS,2,Lamina,exposed,0.0034
58.0,1.0,MS,2,Sheath,exposed,0.0005
58.0,1.0,MS,3,Internode,enclosed,0.00025
58.0,1.0,MS,3,Lamina,exposed,0.00228
58.0,1.0,MS,3,Sheath,exposed,0.0003232
58.0,1.0,MS,4,Peduncle,exposed,0.000810959
58.0,1.0,MS,4,Peduncle,enclosed,0.00159
58.0,1.0,MS,5,Chaff,exposed,0.00075
59.0,1.0,MS,1,Internode,exposed,0.000371
59.0,1.0,MS,1,Internode,enclosed,0.001129
59.0,1.0,MS,1,Lamina,exposed,0.00346
59.0,1.0,MS,1,Sheath,exposed,0.0006
59.0,1.0,MS,2,Internode,enclosed,0.0004
59.0,1.0,MS,2,Lamina,exposed,0.0034
59.0,1.0,MS,2,Sheath,exposed,0.0005
59.0,1.0,MS,3,Internode,enclosed,0.00025
59.0,1.0,MS,3,Lamina,exposed,0.00228
59.0,1.0,MS,3,Sheath,exposed,0.0003232
59.0,1.0,MS,4,Peduncle,exposed,0.000810959
59.0,1.0,MS,4,Peduncle,enclosed,0.00159
59.0,1.0,MS,5,Chaff,exposed,0.00075
60.0,1.0,MS,1,Internode,exposed,0.000371
60.0,1.0,MS,1,Internode,enclosed,0.001129
60.0,1.0,MS,1,Lamina,exposed,0.00346
60.0,1.0,MS,1,Sheath,exposed,0.0006
60.0,1.0,MS,2,Internode,enclosed,0.0004
60.0,1.0,MS,2,Lamina,exposed,0.0034
60.0,1.0,MS,2,Sheath,exposed,0.0005
60.0,1.0,MS,3,Internode,enclosed,0.00025
60.0,1.0,MS,3,Lamina,exposed,0.00228
60.0,1.0,MS,3,Sheath,exposed,0.0003232
60.0,1.0,MS,4,Peduncle,exposed,0.000810959
60.0,1.0,MS,4,Peduncle,enclosed,0.00159
60.0,1.0,MS,5,Chaff,exposed,0.00075
61.0,1.0,MS,1,Internode,exposed,0.000371
61.0,1.0,MS,1,Internode,enclosed,0.001129
61.0,1.0,MS,1,Lamina,exposed,0.00346
61.0,1.0,MS,1,Sheath,exposed,0.0006
61.0,1.0,MS,2,Internode,enclosed,0.0004
61.0,1.0,MS,2,Lamina,exposed,0.0034
61.0,1.0,MS,2,Sheath,exposed,0.0005
61.0,1.0,MS,3,Internode,enclosed,0.00025
61.0,1.0,MS,3,Lamina,exposed,0.00228
61.0,1.0,MS,3,Sheath,exposed,0.0003232
61.0,1.0,MS,4,Peduncle,exposed,0.000810959
61.0,1.0,MS,4,Peduncle,enclosed,0.00159
61.0,1.0,MS,5,Chaff,exposed,0.00075
62.0,1.0,MS,1,Internode,exposed,0.000371
62.0,1.0,MS,1,Internode,enclosed,0.001129
62.0,1.0,MS,1,Lamina,exposed,0.00346
62.0,1.0,MS,1,Sheath,exposed,0.0006
62.0,1.0,MS,2,Internode,enclosed,0.0004
62.0,1.0,MS,2,Lamina,exposed,0.0034
62.0,1.0,MS,2,Sheath,exposed,0.0005
62.0,1.0,MS,3,Internode,enclosed,0.00025
62.0,1.0,MS,3,Lamina,exposed,0.00228
62.0,1.0,MS,3,Sheath,exposed,0.0003232
62.0,1.0,MS,4,Peduncle,exposed,0.000810959
62.0,1.0,MS,4,Peduncle,enclosed,0.00159
62.0,1.0,MS,5,Chaff,exposed,0.00075
63.0,1.0,MS,1,Internode,exposed,0.000371
63.0,1.0,MS,1,Internode,enclosed,0.001129
63.0,1.0,MS,1,Lamina,exposed,0.00346
63.0,1.0,MS,1,Sheath,exposed,0.0006
63.0,1.0,MS,2,Internode,enclosed,0.0004
63.0,1.0,MS,2,Lamina,exposed,0.0034
63.0,1.0,MS,2,Sheath,exposed,0.0005
63.0,1.0,MS,3,Internode,enclosed,0.00025
63.0,1.0,MS,3,Lamina,exposed,0.00228
63.0,1.0,MS,3,Sheath,exposed,0.0003232
63.0,1.0,MS,4,Peduncle,exposed,0.000810959
63.0,1.0,MS,4,Peduncle,enclosed,0.00159
63.0,1.0,MS,5,Chaff,exposed,0.00075
64.0,1.0,MS,1,Internode,exposed,0.000371
64.0,1.0,MS,1,Internode,enclosed,0.001129
64.0,1.0,MS,1,Lamina,exposed,0.00346
64.0,1.0,MS,1,Sheath,exposed,0.0006
64.0,1.0,MS,2,Internode,enclosed,0.0004
64.0,1.0,MS,2,Lamina,exposed,0.0034
64.0,1.0,MS,2,Sheath,exposed,0.0005
64.0,1.0,MS,3,Internode,enclosed,0.00025
64.0,1.0,MS,3,Lamina,exposed,0.00228
64.0,1.0,MS,3,Sheath,exposed,0.0003232
64.0,1.0,MS,4,Peduncle,exposed,0.000810959
64.0,1.0,MS,4,Peduncle,enclosed,0.00159
64.0,1.0,MS,5,Chaff,exposed,0.00075
65.0,1.0,MS,1,Internode,exposed,0.000371
65.0,1.0,MS,1,Internode,enclosed,0.001129
65.0,1.0,MS,1,Lamina,exposed,0.00346
65.0,1.0,MS,1,Sheath,exposed,0.0006
65.0,1.0,MS,2,Internode,enclosed,0.0004
65.0,1.0,MS,2,Lamina,exposed,0.0034
65.0,1.0,MS,2,Sheath,exposed,0.0005
65.0,1.0,MS,3,Internode,enclosed,0.00025
65.0,1.0,MS,3,Lamina,exposed,0.00228
65.0,1.0,MS,3,Sheath,exposed,0.0003232
65.0,1.0,MS,4,Peduncle,exposed,0.000810959
65.0,1.0,MS,4,Peduncle,enclosed,0.00159
65.0,1.0,MS,5,Chaff,exposed,0.00075
66.0,1.0,MS,1,Internode,exposed,0.000371
66.0,1.0,MS,1,Internode,enclosed,0.001129
66.0,1.0,MS,1,Lamina,exposed,0.00346
66.0,1.0,MS,1,Sheath,exposed,0.0006
66.0,1.0,MS,2,Internode,enclosed,0.0004
66.0,1.0,MS,2,Lamina,exposed,0.0034
66.0,1.0,MS,2,Sheath,exposed,0.0005
66.0,1.0,MS,3,Internode,enclosed,0.00025
66.0,1.0,MS,3,Lamina,exposed,0.00228
66.0,1.0,MS,3,Sheath,exposed,0.0003232
66.0,1.0,MS,4,Peduncle,exposed,0.000810959
66.0,1.0,MS,4,Peduncle,enclosed,0.00159
66.0,1.0,MS,5,Chaff,exposed,0.00075
67.0,1.0,MS,1,Internode,exposed,0.000371
67.0,1.0,MS,1,Internode,enclosed,0.001129
67.0,1.0,MS,1,Lamina,exposed,0.00346
67.0,1.0,MS,1,Sheath,exposed,0.0006
67.0,1.0,MS,2,Internode,enclosed,0.0004
67.0,1.0,MS,2,Lamina,exposed,0.0034
67.0,1.0,MS,2,Sheath,exposed,0.0005
67.0,1.0,MS,3,Internode,enclosed,0.00025
67.0,1.0,MS,3,Lamina,exposed,0.00228
67.0,1.0,MS,3,Sheath,exposed,0.0003232
67.0,1.0,MS,4,Peduncle,exposed,0.000810959
67.0,1.0,MS,4,Peduncle,enclosed,0.00159
67.0,1.0,MS,5,Chaff,exposed,0.00075
68.0,1.0,MS,1,Internode,exposed,0.000371
68.0,1.0,MS,1,Internode,enclosed,0.001129
68.0,1.0,MS,1,Lamina,exposed,0.00346
68.0,1.0,MS,1,Sheath,exposed,0.0006
68.0,1.0,MS,2,Internode,enclosed,0.0004
68.0,1.0,MS,2,Lamina,exposed,0.0034
68.0,1.0,MS,2,Sheath,exposed,0.0005
68.0,1.0,MS,3,Internode,enclosed,0.00025
68.0,1.0,MS,3,Lamina,exposed,0.00228
68.0,1.0,MS,3,Sheath,exposed,0.0003232
68.0,1.0,MS,4,Peduncle,exposed,0.000810959
68.0,1.0,MS,4,Peduncle,enclosed,0.00159
68.0,1.0,MS,5,Chaff,exposed,0.00075
69.0,1.0,MS,1,Internode,exposed,0.000371
69.0,1.0,MS,1,Internode,enclosed,0.001129
69.0,1.0,MS,1,Lamina,exposed,0.00346
69.0,1.0,MS,1,Sheath,exposed,0.0006
69.0,1.0,MS,2,Internode,enclosed,0.0004
69.0,1.0,MS,2,Lamina,exposed,0.0034
69.0,1.0,MS,2,Sheath,exposed,0.0005
69.0,1.0,MS,3,Internode,enclosed,0.00025
69.0,1.0,MS,3,Lamina,exposed,0.00228
69.0,1.0,MS,3,Sheath,exposed,0.0003232
69.0,1.0,MS,4,Peduncle,exposed,0.000810959
69.0,1.0,MS,4,Peduncle,enclosed,0.00159
69.0,1.0,MS,5,Chaff,exposed,0.00075
70.0,1.0,MS,1,Internode,exposed,0.000371
70.0,1.0,MS,1,Internode,enclosed,0.001129
70.0,1.0,MS,1,Lamina,exposed,0.00346
70.0,1.0,MS,1,Sheath,exposed,0.0006
70.0,1.0,MS,2,Internode,enclosed,0.0004
70.0,1.0,MS,2,Lamina,exposed,0.0034
70.0,1.0,MS,2,Sheath,exposed,0.0005
70.0,1.0,MS,3,Internode,enclosed,0.00025
70.0,1.0,MS,3,Lamina,exposed,0.00228
70.0,1.0,MS,3,Sheath,exposed,0.0003232
70.0,1.0,MS,4,Peduncle,exposed,0.000810959
70.0,1.0,MS,4,Peduncle,enclosed,0.00159
70.0,1.0,MS,5,Chaff,exposed,0.00075
71.0,1.0,MS,1,Internode,exposed,0.000371
71.0,1.0,MS,1,Internode,enclosed,0.001129
71.0,1.0,MS,1,Lamina,exposed,0.00346
71.0,1.0,MS,1,Sheath,exposed,0.0006
71.0,1.0,MS,2,Internode,enclosed,0.0004
71.0,1.0,MS,2,Lamina,exposed,0.0034
71.0,1.0,MS,2,Sheath,exposed,0.0005
71.0,1.0,MS,3,Internode,enclosed,0.00025
71.0,1.0,MS,3,Lamina,exposed,0.00228
71.0,1.0,MS,3,Sheath,exposed,0.0003232
71.0,1.0,MS,4,Peduncle,exposed,0.000810959
71.0,1.0,MS,4,Peduncle,enclosed,0.00159
71.0,1.0,MS,5,Chaff,exposed,0.00075
72.0,1.0,MS,1,Internode,exposed,0.000371
72.0,1.0,MS,1,Internode,enclosed,0.001129
72.0,1.0,MS,1,Lamina,exposed,0.00346
72.0,1.0,MS,1,Sheath,exposed,0.0006
72.0,1.0,MS,2,Internode,enclosed,0.0004
72.0,1.0,MS,2,Lamina,exposed,0.0034
72.0,1.0,MS,2,Sheath,exposed,0.0005
72.0,1.0,MS,3,Internode,enclosed,0.00025
72.0,1.0,MS,3,Lamina,exposed,0.00228
72.0,1.0,MS,3,Sheath,exposed,0.0003232
72.0,1.0,MS,4,Peduncle,exposed,0.000810959
72.0,1.0,MS,4,Peduncle,enclosed,0.00159
72.0,1.0,MS,5,Chaff,exposed,0.00075
73.0,1.0,MS,1,Internode,exposed,0.000371
73.0,1.0,MS,1,Internode,enclosed,0.001129
73.0,1.0,MS,1,Lamina,exposed,0.00346
73.0,1.0,MS,1,Sheath,exposed,0.0006
73.0,1.0,MS,2,Internode,enclosed,0.0004
73.0,1.0,MS,2,Lamina,exposed,0.0034
73.0,1.0,MS,2,Sheath,exposed,0.0005
73.0,1.0,MS,3,Internode,enclosed,0.00025
73.0,1.0,MS,3,Lamina,exposed,0.00228
73.0,1.0,MS,3,Sheath,exposed,0.0003232
73.0,1.0,MS,4,Peduncle,exposed,0.000810959
73.0,1.0,MS,4,Peduncle,enclosed,0.00159
73.0,1.0,MS,5,Chaff,exposed,0.00075
74.0,1.0,MS,1,Internode,exposed,0.000371
74.0,1.0,MS,1,Internode,enclosed,0.001129
74.0,1.0,MS,1,Lamina,exposed,0.00346
74.0,1.0,MS,1,Sheath,exposed,0.0006
74.0,1.0,MS,2,Internode,enclosed,0.0004
74.0,1.0,MS,2,Lamina,exposed,0.0034
74.0,1.0,MS,2,Sheath,exposed,0.0005
74.0,1.0,MS,3,Internode,enclosed,0.00025
74.0,1.0,MS,3,Lamina,exposed,0.00228
74.0,1.0,MS,3,Sheath,exposed,0.0003232
74.0,1.0,MS,4,Peduncle,exposed,0.000810959
74.0,1.0,MS,4,Peduncle,enclosed,0.00159
74.0,1.0,MS,5,Chaff,exposed,0.00075
75.0,1.0,MS,1,Internode,exposed,0.000371
75.0,1.0,MS,1,Internode,enclosed,0.001129
75.0,1.0,MS,1,Lamina,exposed,0.00346
75.0,1.0,MS,1,Sheath,exposed,0.0006
75.0,1.0,MS,2,Internode,enclosed,0.0004
75.0,1.0,MS,2,Lamina,exposed,0.0034
75.0,1.0,MS,2,Sheath,exposed,0.0005
75.0,1.0,MS,3,Internode,enclosed,0.00025
75.0,1.0,MS,3,Lamina,exposed,0.00228
75.0,1.0,MS,3,Sheath,exposed,0.0003232
75.0,1.0,MS,4,Peduncle,exposed,0.000810959
75.0,1.0,MS,4,Peduncle,enclosed,0.00159
75.0,1.0,MS,5,Chaff,exposed,0.00075
76.0,1.0,MS,1,Internode,exposed,0.000371
76.0,1.0,MS,1,Internode,enclosed,0.001129
76.0,1.0,MS,1,Lamina,exposed,0.00346
76.0,1.0,MS,1,Sheath,exposed,0.0006
76.0,1.0,MS,2,Internode,enclosed,0.0004
76.0,1.0,MS,2,Lamina,exposed,0.0034
76.0,1.0,MS,2,Sheath,exposed,0.0005
76.0,1.0,MS,3,Internode,enclosed,0.00025
76.0,1.0,MS,3,Lamina,exposed,0.00228
76.0,1.0,MS,3,Sheath,exposed,0.0003232
76.0,1.0,MS,4,Peduncle,exposed,0.000810959
76.0,1.0,MS,4,Peduncle,enclosed,0.00159
76.0,1.0,MS,5,Chaff,exposed,0.00075
77.0,1.0,MS,1,Internode,exposed,0.000371
77.0,1.0,MS,1,Internode,enclosed,0.001129
77.0,1.0,MS,1,Lamina,exposed,0.00346
77.0,1.0,MS,1,Sheath,exposed,0.0006
77.0,1.0,MS,2,Internode,enclosed,0.0004
77.0,1.0,MS,2,Lamina,exposed,0.0034
77.0,1.0,MS,2,Sheath,exposed,0.0005
77.0,1.0,MS,3,Internode,enclosed,0.00025
77.0,1.0,MS,3,Lamina,exposed,0.00228
77.0,1.0,MS,3,Sheath,exposed,0.0003232
77.0,1.0,MS,4,Peduncle,exposed,0.000810959
77.0,1.0,MS,4,Peduncle,enclosed,0.00159
77.0,1.0,MS,5,Chaff,exposed,0.00075
78.0,1.0,MS,1,Internode,exposed,0.000371
78.0,1.0,MS,1,Internode,enclosed,0.001129
78.0,1.0,MS,1,Lamina,exposed,0.00346
78.0,1.0,MS,1,Sheath,exposed,0.0006
78.0,1.0,MS,2,Internode,enclosed,0.0004
78.0,1.0,MS,2,Lamina,exposed,0.0034
78.0,1.0,MS,2,Sheath,exposed,0.0005
78.0,1.0,MS,3,Internode,enclosed,0.00025
