t,plant,axis,phytomer,organ,element,PAR
0,1,MS,1,Internode,enclosed,0
0,1,MS,1,Internode,exposed,0
0,1,MS,1,Lamina,exposed,0
0,1,MS,1,Sheath,exposed,0
0,1,MS,2,Internode,enclosed,0
0,1,MS,2,Lamina,exposed,0
0,1,MS,2,Sheath,exposed,0
0,1,MS,3,Internode,enclosed,0
0,1,MS,3,Lamina,exposed,0
0,1,MS,3,Sheath,exposed,0
0,1,MS,4,Peduncle,enclosed,0
0,1,MS,4,Peduncle,exposed,0
0,1,MS,5,Chaff,exposed,0
1,1,MS,1,Internode,enclosed,0
1,1,MS,1,Internode,exposed,0
1,1,MS,1,Lamina,exposed,0
1,1,MS,1,Sheath,exposed,0
1,1,MS,2,Internode,enclosed,0
1,1,MS,2,Lamina,exposed,0
1,1,MS,2,Sheath,exposed,0
1,1,MS,3,Internode,enclosed,0
1,1,MS,3,Lamina,exposed,0
1,1,MS,3,Sheath,exposed,0
1,1,MS,4,Peduncle,enclosed,0
1,1,MS,4,Peduncle,exposed,0
1,1,MS,5,Chaff,exposed,0
2,1,MS,1,Internode,enclosed,0
2,1,MS,1,Internode,exposed,0
2,1,MS,1,Lamina,exposed,0
2,1,MS,1,Sheath,exposed,0
2,1,MS,2,Internode,enclosed,0
2,1,MS,2,Lamina,exposed,0
2,1,MS,2,Sheath,exposed,0
2,1,MS,3,Internode,enclosed,0
2,1,MS,3,Lamina,exposed,0
2,1,MS,3,Sheath,exposed,0
2,1,MS,4,Peduncle,enclosed,0
2,1,MS,4,Peduncle,exposed,0
2,1,MS,5,Chaff,exposed,0
3,1,MS,1,Internode,enclosed,0
3,1,MS,1,Internode,exposed,0
3,1,MS,1,Lamina,exposed,0
3,1,MS,1,Sheath,exposed,0
3,1,MS,2,Internode,enclosed,0
3,1,MS,2,Lamina,exposed,0
3,1,MS,2,Sheath,exposed,0
3,1,MS,3,Internode,enclosed,0
3,1,MS,3,Lamina,exposed,0
3,1,MS,3,Sheath,exposed,0
3,1,MS,4,Peduncle,enclosed,0
3,1,MS,4,Peduncle,exposed,0
3,1,MS,5,Chaff,exposed,0
4,1,MS,1,Internode,enclosed,0
4,1,MS,1,Internode,exposed,0.20402
4,1,MS,1,Lamina,exposed,2.416593333
4,1,MS,1,Sheath,exposed,0.614528889
4,1,MS,2,Internode,enclosed,0
4,1,MS,2,Lamina,exposed,0.586697778
4,1,MS,2,Sheath,exposed,0.113568889
4,1,MS,3,Internode,enclosed,0
4,1,MS,3,Lamina,exposed,0.183146667
4,1,MS,3,Sheath,exposed,0.043991111
4,1,MS,4,Peduncle,enclosed,0.030726444
4,1,MS,4,Peduncle,exposed,1.234444444
4,1,MS,5,Chaff,exposed,2.805555556
5,1,MS,1,Internode,enclosed,0
5,1,MS,1,Internode,exposed,0.61206
5,1,MS,1,Lamina,exposed,7.24978
5,1,MS,1,Sheath,exposed,1.843586667
5,1,MS,2,Internode,enclosed,0
5,1,MS,2,Lamina,exposed,1.760093333
5,1,MS,2,Sheath,exposed,0.340706667
5,1,MS,3,Internode,enclosed,0
5,1,MS,3,Lamina,exposed,0.54944
5,1,MS,3,Sheath,exposed,0.131973333
5,1,MS,4,Peduncle,enclosed,0.092179333
5,1,MS,4,Peduncle,exposed,3.703333333
5,1,MS,5,Chaff,exposed,8.416666667
6,1,MS,1,Internode,enclosed,0
6,1,MS,1,Internode,exposed,1.0201
6,1,MS,1,Lamina,exposed,12.08296667
6,1,MS,1,Sheath,exposed,3.072644444
6,1,MS,2,Internode,enclosed,0
6,1,MS,2,Lamina,exposed,2.933488889
6,1,MS,2,Sheath,exposed,0.567844444
6,1,MS,3,Internode,enclosed,0
6,1,MS,3,Lamina,exposed,0.915733333
6,1,MS,3,Sheath,exposed,0.219955556
6,1,MS,4,Peduncle,enclosed,0.153632222
6,1,MS,4,Peduncle,exposed,6.172222222
6,1,MS,5,Chaff,exposed,14.02777778
7,1,MS,1,Internode,enclosed,0
7,1,MS,1,Internode,exposed,2.24422
7,1,MS,1,Lamina,exposed,26.58252667
7,1,MS,1,Sheath,exposed,6.759817778
7,1,MS,2,Internode,enclosed,0
7,1,MS,2,Lamina,exposed,6.453675556
7,1,MS,2,Sheath,exposed,1.249257778
7,1,MS,3,Internode,enclosed,0
7,1,MS,3,Lamina,exposed,2.014613333
7,1,MS,3,Sheath,exposed,0.483902222
7,1,MS,4,Peduncle,enclosed,0.337990889
7,1,MS,4,Peduncle,exposed,13.57888889
7,1,MS,5,Chaff,exposed,30.86111111
8,1,MS,1,Internode,enclosed,0
8,1,MS,1,Internode,exposed,3.26432
8,1,MS,1,Lamina,exposed,38.66549333
8,1,MS,1,Sheath,exposed,9.832462222
8,1,MS,2,Internode,enclosed,0
8,1,MS,2,Lamina,exposed,9.387164444
8,1,MS,2,Sheath,exposed,1.817102222
8,1,MS,3,Internode,enclosed,0
8,1,MS,3,Lamina,exposed,2.930346667
8,1,MS,3,Sheath,exposed,0.703857778
8,1,MS,4,Peduncle,enclosed,0.491623111
8,1,MS,4,Peduncle,exposed,19.75111111
8,1,MS,5,Chaff,exposed,44.88888889
9,1,MS,1,Internode,enclosed,0
9,1,MS,1,Internode,exposed,4.89648
9,1,MS,1,Lamina,exposed,57.99824
9,1,MS,1,Sheath,exposed,14.74869333
9,1,MS,2,Internode,enclosed,0
9,1,MS,2,Lamina,exposed,14.08074667
9,1,MS,2,Sheath,exposed,2.725653333
9,1,MS,3,Internode,enclosed,0
9,1,MS,3,Lamina,exposed,4.39552
9,1,MS,3,Sheath,exposed,1.055786667
9,1,MS,4,Peduncle,enclosed,0.737434667
9,1,MS,4,Peduncle,exposed,29.62666667
9,1,MS,5,Chaff,exposed,67.33333333
10,1,MS,1,Internode,enclosed,0
10,1,MS,1,Internode,exposed,12.44522
10,1,MS,1,Lamina,exposed,147.4121933
10,1,MS,1,Sheath,exposed,37.48626222
10,1,MS,2,Internode,enclosed,0
10,1,MS,2,Lamina,exposed,35.78856444
10,1,MS,2,Sheath,exposed,6.927702222
10,1,MS,3,Internode,enclosed,0
10,1,MS,3,Lamina,exposed,11.17194667
10,1,MS,3,Sheath,exposed,2.683457778
10,1,MS,4,Peduncle,enclosed,1.874313111
10,1,MS,4,Peduncle,exposed,75.30111111
10,1,MS,5,Chaff,exposed,171.1388889
11,1,MS,1,Internode,enclosed,0
11,1,MS,1,Internode,exposed,37.13164
11,1,MS,1,Lamina,exposed,439.8199867
11,1,MS,1,Sheath,exposed,111.8442578
11,1,MS,2,Internode,enclosed,0
11,1,MS,2,Lamina,exposed,106.7789956
11,1,MS,2,Sheath,exposed,20.66953778
11,1,MS,3,Internode,enclosed,0
11,1,MS,3,Lamina,exposed,33.33269333
11,1,MS,3,Sheath,exposed,8.006382222
11,1,MS,4,Peduncle,enclosed,5.592212889
11,1,MS,4,Peduncle,exposed,224.6688889
11,1,MS,5,Chaff,exposed,510.6111111
12,1,MS,1,Internode,enclosed,0
12,1,MS,1,Internode,exposed,53.24922
12,1,MS,1,Lamina,exposed,630.73086
12,1,MS,1,Sheath,exposed,160.39204
12,1,MS,2,Internode,enclosed,0
12,1,MS,2,Lamina,exposed,153.12812
12,1,MS,2,Sheath,exposed,29.64148
12,1,MS,3,Internode,enclosed,0
12,1,MS,3,Lamina,exposed,47.80128
12,1,MS,3,Sheath,exposed,11.48168
12,1,MS,4,Peduncle,enclosed,8.019602
12,1,MS,4,Peduncle,exposed,322.19
12,1,MS,5,Chaff,exposed,732.25
13,1,MS,1,Internode,enclosed,0
13,1,MS,1,Internode,exposed,43.45626
13,1,MS,1,Lamina,exposed,514.73438
13,1,MS,1,Sheath,exposed,130.8946533
13,1,MS,2,Internode,enclosed,0
13,1,MS,2,Lamina,exposed,124.9666267
13,1,MS,2,Sheath,exposed,24.19017333
13,1,MS,3,Internode,enclosed,0
13,1,MS,3,Lamina,exposed,39.01024
13,1,MS,3,Sheath,exposed,9.370106667
13,1,MS,4,Peduncle,enclosed,6.544732667
13,1,MS,4,Peduncle,exposed,262.9366667
13,1,MS,5,Chaff,exposed,597.5833333
14,1,MS,1,Internode,enclosed,0
14,1,MS,1,Internode,exposed,38.7638
14,1,MS,1,Lamina,exposed,459.1527333
14,1,MS,1,Sheath,exposed,116.7604889
14,1,MS,2,Internode,enclosed,0
14,1,MS,2,Lamina,exposed,111.4725778
14,1,MS,2,Sheath,exposed,21.57808889
14,1,MS,3,Internode,enclosed,0
14,1,MS,3,Lamina,exposed,34.79786667
14,1,MS,3,Sheath,exposed,8.358311111
14,1,MS,4,Peduncle,enclosed,5.838024444
14,1,MS,4,Peduncle,exposed,234.5444444
14,1,MS,5,Chaff,exposed,533.0555556
15,1,MS,1,Internode,enclosed,0
15,1,MS,1,Internode,exposed,34.07134
15,1,MS,1,Lamina,exposed,403.5710867
15,1,MS,1,Sheath,exposed,102.6263244
15,1,MS,2,Internode,enclosed,0
15,1,MS,2,Lamina,exposed,97.97852889
15,1,MS,2,Sheath,exposed,18.96600444
15,1,MS,3,Internode,enclosed,0
15,1,MS,3,Lamina,exposed,30.58549333
15,1,MS,3,Sheath,exposed,7.346515556
15,1,MS,4,Peduncle,enclosed,5.131316222
15,1,MS,4,Peduncle,exposed,206.1522222
15,1,MS,5,Chaff,exposed,468.5277778
16,1,MS,1,Internode,enclosed,0
16,1,MS,1,Internode,exposed,33.25526
16,1,MS,1,Lamina,exposed,393.9047133
16,1,MS,1,Sheath,exposed,100.1682089
16,1,MS,2,Internode,enclosed,0
16,1,MS,2,Lamina,exposed,95.63173778
16,1,MS,2,Sheath,exposed,18.51172889
16,1,MS,3,Internode,enclosed,0
16,1,MS,3,Lamina,exposed,29.85290667
16,1,MS,3,Sheath,exposed,7.170551111
16,1,MS,4,Peduncle,enclosed,5.008410444
16,1,MS,4,Peduncle,exposed,201.2144444
16,1,MS,5,Chaff,exposed,457.3055556
17,1,MS,1,Internode,enclosed,0
17,1,MS,1,Internode,exposed,15.91356
17,1,MS,1,Lamina,exposed,188.49428
17,1,MS,1,Sheath,exposed,47.93325333
17,1,MS,2,Internode,enclosed,0
17,1,MS,2,Lamina,exposed,45.76242667
17,1,MS,2,Sheath,exposed,8.858373333
17,1,MS,3,Internode,enclosed,0
17,1,MS,3,Lamina,exposed,14.28544
17,1,MS,3,Sheath,exposed,3.431306667
17,1,MS,4,Peduncle,enclosed,2.396662667
17,1,MS,4,Peduncle,exposed,96.28666667
17,1,MS,5,Chaff,exposed,218.8333333
18,1,MS,1,Internode,enclosed,0
18,1,MS,1,Internode,exposed,9.58894
18,1,MS,1,Lamina,exposed,113.5798867
18,1,MS,1,Sheath,exposed,28.88285778
18,1,MS,2,Internode,enclosed,0
18,1,MS,2,Lamina,exposed,27.57479556
18,1,MS,2,Sheath,exposed,5.337737778
18,1,MS,3,Internode,enclosed,0
18,1,MS,3,Lamina,exposed,8.607893333
18,1,MS,3,Sheath,exposed,2.067582222
18,1,MS,4,Peduncle,enclosed,1.444142889
18,1,MS,4,Peduncle,exposed,58.01888889
18,1,MS,5,Chaff,exposed,131.8611111
19,1,MS,1,Internode,enclosed,0
19,1,MS,1,Internode,exposed,1.63216
19,1,MS,1,Lamina,exposed,19.33274667
19,1,MS,1,Sheath,exposed,4.916231111
19,1,MS,2,Internode,enclosed,0
19,1,MS,2,Lamina,exposed,4.693582222
19,1,MS,2,Sheath,exposed,0.908551111
19,1,MS,3,Internode,enclosed,0
19,1,MS,3,Lamina,exposed,1.465173333
19,1,MS,3,Sheath,exposed,0.351928889
19,1,MS,4,Peduncle,enclosed,0.245811556
19,1,MS,4,Peduncle,exposed,9.875555556
19,1,MS,5,Chaff,exposed,22.44444444
20,1,MS,1,Internode,enclosed,0
20,1,MS,1,Internode,exposed,0
20,1,MS,1,Lamina,exposed,0
20,1,MS,1,Sheath,exposed,0
20,1,MS,2,Internode,enclosed,0
20,1,MS,2,Lamina,exposed,0
20,1,MS,2,Sheath,exposed,0
20,1,MS,3,Internode,enclosed,0
20,1,MS,3,Lamina,exposed,0
20,1,MS,3,Sheath,exposed,0
20,1,MS,4,Peduncle,enclosed,0
20,1,MS,4,Peduncle,exposed,0
20,1,MS,5,Chaff,exposed,0
21,1,MS,1,Internode,enclosed,0
21,1,MS,1,Internode,exposed,0
21,1,MS,1,Lamina,exposed,0
21,1,MS,1,Sheath,exposed,0
21,1,MS,2,Internode,enclosed,0
21,1,MS,2,Lamina,exposed,0
21,1,MS,2,Sheath,exposed,0
21,1,MS,3,Internode,enclosed,0
21,1,MS,3,Lamina,exposed,0
21,1,MS,3,Sheath,exposed,0
21,1,MS,4,Peduncle,enclosed,0
21,1,MS,4,Peduncle,exposed,0
21,1,MS,5,Chaff,exposed,0
22,1,MS,1,Internode,enclosed,0
22,1,MS,1,Internode,exposed,0
22,1,MS,1,Lamina,exposed,0
22,1,MS,1,Sheath,exposed,0
22,1,MS,2,Internode,enclosed,0
22,1,MS,2,Lamina,exposed,0
22,1,MS,2,Sheath,exposed,0
22,1,MS,3,Internode,enclosed,0
22,1,MS,3,Lamina,exposed,0
22,1,MS,3,Sheath,exposed,0
22,1,MS,4,Peduncle,enclosed,0
22,1,MS,4,Peduncle,exposed,0
22,1,MS,5,Chaff,exposed,0
23,1,MS,1,Internode,enclosed,0
23,1,MS,1,Internode,exposed,0
23,1,MS,1,Lamina,exposed,0
23,1,MS,1,Sheath,exposed,0
23,1,MS,2,Internode,enclosed,0
23,1,MS,2,Lamina,exposed,0
23,1,MS,2,Sheath,exposed,0
23,1,MS,3,Internode,enclosed,0
23,1,MS,3,Lamina,exposed,0
23,1,MS,3,Sheath,exposed,0
23,1,MS,4,Peduncle,enclosed,0
23,1,MS,4,Peduncle,exposed,0
23,1,MS,5,Chaff,exposed,0
24,1,MS,1,Internode,enclosed,0
24,1,MS,1,Internode,exposed,0
24,1,MS,1,Lamina,exposed,0
24,1,MS,1,Sheath,exposed,0
24,1,MS,2,Internode,enclosed,0
24,1,MS,2,Lamina,exposed,0
24,1,MS,2,Sheath,exposed,0
24,1,MS,3,Internode,enclosed,0
24,1,MS,3,Lamina,exposed,0
24,1,MS,3,Sheath,exposed,0
24,1,MS,4,Peduncle,enclosed,0
24,1,MS,4,Peduncle,exposed,0
24,1,MS,5,Chaff,exposed,0
25,1,MS,1,Internode,enclosed,0
25,1,MS,1,Internode,exposed,0
25,1,MS,1,Lamina,exposed,0
25,1,MS,1,Sheath,exposed,0
25,1,MS,2,Internode,enclosed,0
25,1,MS,2,Lamina,exposed,0
25,1,MS,2,Sheath,exposed,0
25,1,MS,3,Internode,enclosed,0
25,1,MS,3,Lamina,exposed,0
25,1,MS,3,Sheath,exposed,0
25,1,MS,4,Peduncle,enclosed,0
25,1,MS,4,Peduncle,exposed,0
25,1,MS,5,Chaff,exposed,0
26,1,MS,1,Internode,enclosed,0
26,1,MS,1,Internode,exposed,0
26,1,MS,1,Lamina,exposed,0
26,1,MS,1,Sheath,exposed,0
26,1,MS,2,Internode,enclosed,0
26,1,MS,2,Lamina,exposed,0
26,1,MS,2,Sheath,exposed,0
26,1,MS,3,Internode,enclosed,0
26,1,MS,3,Lamina,exposed,0
26,1,MS,3,Sheath,exposed,0
26,1,MS,4,Peduncle,enclosed,0
26,1,MS,4,Peduncle,exposed,0
26,1,MS,5,Chaff,exposed,0
27,1,MS,1,Internode,enclosed,0
27,1,MS,1,Internode,exposed,0
27,1,MS,1,Lamina,exposed,0
27,1,MS,1,Sheath,exposed,0
27,1,MS,2,Internode,enclosed,0
27,1,MS,2,Lamina,exposed,0
27,1,MS,2,Sheath,exposed,0
27,1,MS,3,Internode,enclosed,0
27,1,MS,3,Lamina,exposed,0
27,1,MS,3,Sheath,exposed,0
27,1,MS,4,Peduncle,enclosed,0
27,1,MS,4,Peduncle,exposed,0
27,1,MS,5,Chaff,exposed,0
28,1,MS,1,Internode,enclosed,0
28,1,MS,1,Internode,exposed,2.44824
28,1,MS,1,Lamina,exposed,28.99912
28,1,MS,1,Sheath,exposed,7.374346667
28,1,MS,2,Internode,enclosed,0
28,1,MS,2,Lamina,exposed,7.040373333
28,1,MS,2,Sheath,exposed,1.362826667
28,1,MS,3,Internode,enclosed,0
28,1,MS,3,Lamina,exposed,2.19776
28,1,MS,3,Sheath,exposed,0.527893333
28,1,MS,4,Peduncle,enclosed,0.368717333
28,1,MS,4,Peduncle,exposed,14.81333333
28,1,MS,5,Chaff,exposed,33.66666667
29,1,MS,1,Internode,enclosed,0
29,1,MS,1,Internode,exposed,12.2412
29,1,MS,1,Lamina,exposed,144.9956
29,1,MS,1,Sheath,exposed,36.87173333
29,1,MS,2,Internode,enclosed,0
29,1,MS,2,Lamina,exposed,35.20186667
29,1,MS,2,Sheath,exposed,6.814133333
29,1,MS,3,Internode,enclosed,0
29,1,MS,3,Lamina,exposed,10.9888
29,1,MS,3,Sheath,exposed,2.639466667
29,1,MS,4,Peduncle,enclosed,1.843586667
29,1,MS,4,Peduncle,exposed,74.06666667
29,1,MS,5,Chaff,exposed,168.3333333
30,1,MS,1,Internode,enclosed,0
30,1,MS,1,Internode,exposed,24.27838
30,1,MS,1,Lamina,exposed,287.5746067
30,1,MS,1,Sheath,exposed,73.12893778
30,1,MS,2,Internode,enclosed,0
30,1,MS,2,Lamina,exposed,69.81703556
30,1,MS,2,Sheath,exposed,13.51469778
30,1,MS,3,Internode,enclosed,0
30,1,MS,3,Lamina,exposed,21.79445333
30,1,MS,3,Sheath,exposed,5.234942222
30,1,MS,4,Peduncle,enclosed,3.656446889
30,1,MS,4,Peduncle,exposed,146.8988889
30,1,MS,5,Chaff,exposed,333.8611111
31,1,MS,1,Internode,enclosed,0
31,1,MS,1,Internode,exposed,37.33566
31,1,MS,1,Lamina,exposed,442.23658
31,1,MS,1,Sheath,exposed,112.4587867
31,1,MS,2,Internode,enclosed,0
31,1,MS,2,Lamina,exposed,107.3656933
31,1,MS,2,Sheath,exposed,20.78310667
31,1,MS,3,Internode,enclosed,0
31,1,MS,3,Lamina,exposed,33.51584
31,1,MS,3,Sheath,exposed,8.050373333
31,1,MS,4,Peduncle,enclosed,5.622939333
31,1,MS,4,Peduncle,exposed,225.9033333
31,1,MS,5,Chaff,exposed,513.4166667
32,1,MS,1,Internode,enclosed,0
32,1,MS,1,Internode,exposed,46.9246
32,1,MS,1,Lamina,exposed,555.8164667
32,1,MS,1,Sheath,exposed,141.3416444
32,1,MS,2,Internode,enclosed,0
32,1,MS,2,Lamina,exposed,134.9404889
32,1,MS,2,Sheath,exposed,26.12084444
32,1,MS,3,Internode,enclosed,0
32,1,MS,3,Lamina,exposed,42.12373333
32,1,MS,3,Sheath,exposed,10.11795556
32,1,MS,4,Peduncle,enclosed,7.067082222
32,1,MS,4,Peduncle,exposed,283.9222222
32,1,MS,5,Chaff,exposed,645.2777778
33,1,MS,1,Internode,enclosed,0
33,1,MS,1,Internode,exposed,56.30952
33,1,MS,1,Lamina,exposed,666.97976
33,1,MS,1,Sheath,exposed,169.6099733
33,1,MS,2,Internode,enclosed,0
33,1,MS,2,Lamina,exposed,161.9285867
33,1,MS,2,Sheath,exposed,31.34501333
33,1,MS,3,Internode,enclosed,0
33,1,MS,3,Lamina,exposed,50.54848
33,1,MS,3,Sheath,exposed,12.14154667
33,1,MS,4,Peduncle,enclosed,8.480498667
33,1,MS,4,Peduncle,exposed,340.7066667
33,1,MS,5,Chaff,exposed,774.3333333
34,1,MS,1,Internode,enclosed,0
34,1,MS,1,Internode,exposed,63.2462
34,1,MS,1,Lamina,exposed,749.1439333
34,1,MS,1,Sheath,exposed,190.5039556
34,1,MS,2,Internode,enclosed,0
34,1,MS,2,Lamina,exposed,181.8763111
34,1,MS,2,Sheath,exposed,35.20635556
34,1,MS,3,Internode,enclosed,0
34,1,MS,3,Lamina,exposed,56.77546667
34,1,MS,3,Sheath,exposed,13.63724444
34,1,MS,4,Peduncle,enclosed,9.525197778
34,1,MS,4,Peduncle,exposed,382.6777778
34,1,MS,5,Chaff,exposed,869.7222222
35,1,MS,1,Internode,enclosed,0
35,1,MS,1,Internode,exposed,56.30952
35,1,MS,1,Lamina,exposed,666.97976
35,1,MS,1,Sheath,exposed,169.6099733
35,1,MS,2,Internode,enclosed,0
35,1,MS,2,Lamina,exposed,161.9285867
35,1,MS,2,Sheath,exposed,31.34501333
35,1,MS,3,Internode,enclosed,0
35,1,MS,3,Lamina,exposed,50.54848
35,1,MS,3,Sheath,exposed,12.14154667
35,1,MS,4,Peduncle,enclosed,8.480498667
35,1,MS,4,Peduncle,exposed,340.7066667
35,1,MS,5,Chaff,exposed,774.3333333
36,1,MS,1,Internode,enclosed,0
36,1,MS,1,Internode,exposed,65.2864
36,1,MS,1,Lamina,exposed,773.3098667
36,1,MS,1,Sheath,exposed,196.6492444
36,1,MS,2,Internode,enclosed,0
36,1,MS,2,Lamina,exposed,187.7432889
36,1,MS,2,Sheath,exposed,36.34204444
36,1,MS,3,Internode,enclosed,0
36,1,MS,3,Lamina,exposed,58.60693333
36,1,MS,3,Sheath,exposed,14.07715556
36,1,MS,4,Peduncle,enclosed,9.832462222
36,1,MS,4,Peduncle,exposed,395.0222222
36,1,MS,5,Chaff,exposed,897.7777778
37,1,MS,1,Internode,enclosed,0
37,1,MS,1,Internode,exposed,57.53364
37,1,MS,1,Lamina,exposed,681.47932
37,1,MS,1,Sheath,exposed,173.2971467
37,1,MS,2,Internode,enclosed,0
37,1,MS,2,Lamina,exposed,165.4487733
37,1,MS,2,Sheath,exposed,32.02642667
37,1,MS,3,Internode,enclosed,0
37,1,MS,3,Lamina,exposed,51.64736
37,1,MS,3,Sheath,exposed,12.40549333
37,1,MS,4,Peduncle,enclosed,8.664857333
37,1,MS,4,Peduncle,exposed,348.1133333
37,1,MS,5,Chaff,exposed,791.1666667
38,1,MS,1,Internode,enclosed,0
38,1,MS,1,Internode,exposed,53.24922
38,1,MS,1,Lamina,exposed,630.73086
38,1,MS,1,Sheath,exposed,160.39204
38,1,MS,2,Internode,enclosed,0
38,1,MS,2,Lamina,exposed,153.12812
38,1,MS,2,Sheath,exposed,29.64148
38,1,MS,3,Internode,enclosed,0
38,1,MS,3,Lamina,exposed,47.80128
38,1,MS,3,Sheath,exposed,11.48168
38,1,MS,4,Peduncle,enclosed,8.019602
38,1,MS,4,Peduncle,exposed,322.19
38,1,MS,5,Chaff,exposed,732.25
39,1,MS,1,Internode,enclosed,0
39,1,MS,1,Internode,exposed,43.25224
39,1,MS,1,Lamina,exposed,512.3177867
39,1,MS,1,Sheath,exposed,130.2801244
39,1,MS,2,Internode,enclosed,0
39,1,MS,2,Lamina,exposed,124.3799289
39,1,MS,2,Sheath,exposed,24.07660444
39,1,MS,3,Internode,enclosed,0
39,1,MS,3,Lamina,exposed,38.82709333
39,1,MS,3,Sheath,exposed,9.326115556
39,1,MS,4,Peduncle,enclosed,6.514006222
39,1,MS,4,Peduncle,exposed,261.7022222
39,1,MS,5,Chaff,exposed,594.7777778
40,1,MS,1,Internode,enclosed,0
40,1,MS,1,Internode,exposed,32.43918
40,1,MS,1,Lamina,exposed,384.23834
40,1,MS,1,Sheath,exposed,97.71009333
40,1,MS,2,Internode,enclosed,0
40,1,MS,2,Lamina,exposed,93.28494667
40,1,MS,2,Sheath,exposed,18.05745333
40,1,MS,3,Internode,enclosed,0
40,1,MS,3,Lamina,exposed,29.12032
40,1,MS,3,Sheath,exposed,6.994586667
40,1,MS,4,Peduncle,enclosed,4.885504667
40,1,MS,4,Peduncle,exposed,196.2766667
40,1,MS,5,Chaff,exposed,446.0833333
41,1,MS,1,Internode,enclosed,0
41,1,MS,1,Internode,exposed,19.58592
41,1,MS,1,Lamina,exposed,231.99296
41,1,MS,1,Sheath,exposed,58.99477333
41,1,MS,2,Internode,enclosed,0
41,1,MS,2,Lamina,exposed,56.32298667
41,1,MS,2,Sheath,exposed,10.90261333
41,1,MS,3,Internode,enclosed,0
41,1,MS,3,Lamina,exposed,17.58208
41,1,MS,3,Sheath,exposed,4.223146667
41,1,MS,4,Peduncle,enclosed,2.949738667
41,1,MS,4,Peduncle,exposed,118.5066667
41,1,MS,5,Chaff,exposed,269.3333333
42,1,MS,1,Internode,enclosed,0
42,1,MS,1,Internode,exposed,7.54874
42,1,MS,1,Lamina,exposed,89.41395333
42,1,MS,1,Sheath,exposed,22.73756889
42,1,MS,2,Internode,enclosed,0
42,1,MS,2,Lamina,exposed,21.70781778
42,1,MS,2,Sheath,exposed,4.202048889
42,1,MS,3,Internode,enclosed,0
42,1,MS,3,Lamina,exposed,6.776426667
42,1,MS,3,Sheath,exposed,1.627671111
42,1,MS,4,Peduncle,enclosed,1.136878444
42,1,MS,4,Peduncle,exposed,45.67444444
42,1,MS,5,Chaff,exposed,103.8055556
43,1,MS,1,Internode,enclosed,0
43,1,MS,1,Internode,exposed,0.40804
43,1,MS,1,Lamina,exposed,4.833186667
43,1,MS,1,Sheath,exposed,1.229057778
43,1,MS,2,Internode,enclosed,0
43,1,MS,2,Lamina,exposed,1.173395556
43,1,MS,2,Sheath,exposed,0.227137778
43,1,MS,3,Internode,enclosed,0
43,1,MS,3,Lamina,exposed,0.366293333
43,1,MS,3,Sheath,exposed,0.087982222
43,1,MS,4,Peduncle,enclosed,0.061452889
43,1,MS,4,Peduncle,exposed,2.468888889
43,1,MS,5,Chaff,exposed,5.611111111
44,1,MS,1,Internode,enclosed,0
44,1,MS,1,Internode,exposed,0
44,1,MS,1,Lamina,exposed,0
44,1,MS,1,Sheath,exposed,0
44,1,MS,2,Internode,enclosed,0
44,1,MS,2,Lamina,exposed,0
44,1,MS,2,Sheath,exposed,0
44,1,MS,3,Internode,enclosed,0
44,1,MS,3,Lamina,exposed,0
44,1,MS,3,Sheath,exposed,0
44,1,MS,4,Peduncle,enclosed,0
44,1,MS,4,Peduncle,exposed,0
44,1,MS,5,Chaff,exposed,0
45,1,MS,1,Internode,enclosed,0
45,1,MS,1,Internode,exposed,0
45,1,MS,1,Lamina,exposed,0
45,1,MS,1,Sheath,exposed,0
45,1,MS,2,Internode,enclosed,0
45,1,MS,2,Lamina,exposed,0
45,1,MS,2,Sheath,exposed,0
45,1,MS,3,Internode,enclosed,0
45,1,MS,3,Lamina,exposed,0
45,1,MS,3,Sheath,exposed,0
45,1,MS,4,Peduncle,enclosed,0
45,1,MS,4,Peduncle,exposed,0
45,1,MS,5,Chaff,exposed,0
46,1,MS,1,Internode,enclosed,0
46,1,MS,1,Internode,exposed,0
46,1,MS,1,Lamina,exposed,0
46,1,MS,1,Sheath,exposed,0
46,1,MS,2,Internode,enclosed,0
46,1,MS,2,Lamina,exposed,0
46,1,MS,2,Sheath,exposed,0
46,1,MS,3,Internode,enclosed,0
46,1,MS,3,Lamina,exposed,0
46,1,MS,3,Sheath,exposed,0
46,1,MS,4,Peduncle,enclosed,0
46,1,MS,4,Peduncle,exposed,0
46,1,MS,5,Chaff,exposed,0
47,1,MS,1,Internode,enclosed,0
47,1,MS,1,Internode,exposed,0
47,1,MS,1,Lamina,exposed,0
47,1,MS,1,Sheath,exposed,0
47,1,MS,2,Internode,enclosed,0
47,1,MS,2,Lamina,exposed,0
47,1,MS,2,Sheath,exposed,0
47,1,MS,3,Internode,enclosed,0
47,1,MS,3,Lamina,exposed,0
47,1,MS,3,Sheath,exposed,0
47,1,MS,4,Peduncle,enclosed,0
47,1,MS,4,Peduncle,exposed,0
47,1,MS,5,Chaff,exposed,0
48,1,MS,1,Internode,enclosed,0
48,1,MS,1,Internode,exposed,0
48,1,MS,1,Lamina,exposed,0
48,1,MS,1,Sheath,exposed,0
48,1,MS,2,Internode,enclosed,0
48,1,MS,2,Lamina,exposed,0
48,1,MS,2,Sheath,exposed,0
48,1,MS,3,Internode,enclosed,0
48,1,MS,3,Lamina,exposed,0
48,1,MS,3,Sheath,exposed,0
