t,plant,axis,phytomer,organ,element,exposed,nitrates,starch,amino_acids,proteins,sucrose,triosesP,fructan,Loading_Sucrose,Regul_S_Fructan,An,Tr,Photosynthesis,Transpiration,Conc_TriosesP,Conc_Starch,Conc_Sucrose,Conc_Fructan,Conc_Nitrates,Conc_Amino_Acids,Conc_Proteins,S_Starch,D_Starch,S_Sucrose,S_Fructan,D_Fructan,Nitrates_import,Amino_Acids_import,S_Amino_Acids,S_Proteins,D_Proteins,Loading_Amino_Acids
1.000000,1,MS,1,Lamina,1,True,0.386802,0.000000,2.429119,377.556965,0.000000,0.000000,0.000000,0.000000,1.000000,-0.598313,0.000005,-7.452587,0.000062,0.000000,0.000000,0.000000,0.000000,2.762869,14.829784,0.260384,0.000000,0.000000,0.000000,0.000000,0.000000,0.374888,0.000022,0.000000,1.064552,17.960924,0.291947
1.000000,1,MS,1,Sheath,1,True,0.067075,0.000000,0.832372,129.165822,0.000000,0.000000,0.000000,0.000000,1.000000,-0.589802,0.000005,-1.273972,0.000011,0.000000,0.000000,0.000000,0.000000,0.651218,6.907075,0.121079,0.000000,0.000000,0.000000,0.000000,0.000000,0.065009,0.000004,0.000000,0.538347,8.351887,0.051560
1.000000,1,MS,2,Internode,1,True,0.044717,0.000000,0.128084,19.871882,0.000000,0.000000,0.000000,0.000000,1.000000,-0.577660,0.000005,-0.831830,0.000007,0.000000,0.000000,0.000000,0.000000,0.248427,0.608185,0.010659,0.000000,0.000000,0.000000,0.000000,0.000000,0.043340,0.000003,0.000000,0.050872,0.735260,0.000568
1.000000,1,MS,2,Lamina,1,True,0.380094,0.000000,1.344500,208.650569,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595627,0.000005,-7.290474,0.000061,0.000000,0.000000,0.000000,0.000000,4.223267,12.768286,0.223840,0.000000,0.000000,0.000000,0.000000,0.000000,0.368387,0.000021,0.000000,0.935802,15.440142,0.161181
1.000000,1,MS,2,Sheath,1,True,0.055896,0.000000,0.301066,46.698665,0.000000,0.000000,0.000000,0.000000,1.000000,-0.582734,0.000005,-1.048921,0.000009,0.000000,0.000000,0.000000,0.000000,0.810090,3.729299,0.065345,0.000000,0.000000,0.000000,0.000000,0.000000,0.054175,0.000003,0.000000,0.301022,4.507436,0.011489
1.000000,1,MS,3,Internode,1,True,0.027948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.573972,0.000005,-0.516575,0.000005,0.000000,0.000000,0.000000,0.000000,0.181481,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027087,0.000002,0.000000,0.000000,0.000000,-0.000000
1.000000,1,MS,3,Lamina,1,True,0.254887,0.000000,0.544760,84.454259,0.000000,0.000000,0.000000,0.000000,1.000000,-0.593251,0.000005,-4.869404,0.000041,0.000000,0.000000,0.000000,0.000000,5.097732,9.312131,0.163084,0.000000,0.000000,0.000000,0.000000,0.000000,0.247036,0.000014,0.000000,0.707383,11.249307,0.057916
1.000000,1,MS,3,Sheath,1,True,0.044717,0.000000,0.083277,12.916699,0.000000,0.000000,0.000000,0.000000,1.000000,-0.578701,0.000005,-0.833329,0.000007,0.000000,0.000000,0.000000,0.000000,1.039929,1.655284,0.029003,0.000000,0.000000,0.000000,0.000000,0.000000,0.043340,0.000003,0.000000,0.136792,2.000586,0.001644
1.000000,1,MS,4,Peduncle,1,False,0.173278,0.000000,0.192119,29.807802,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595955,0.000005,-3.325429,0.000028,0.000000,0.000000,0.000000,0.000000,1.031418,0.977404,0.017131,0.000000,0.000000,0.000000,0.000000,0.000000,0.167941,0.000010,0.000000,0.081406,1.181666,0.001414
1.000000,1,MS,4,Peduncle,2,True,0.095024,0.000000,1.152555,178.843807,0.000000,0.000000,0.000000,0.000000,1.000000,-0.592480,0.000005,-1.812989,0.000015,0.000000,0.000000,0.000000,0.000000,1.067680,11.068427,0.194019,0.000000,0.000000,0.000000,0.000000,0.000000,0.092097,0.000005,0.000000,0.825501,13.383143,0.120203
1.000000,1,MS,5,Chaff,1,True,0.083844,0.000000,1.662643,258.331666,0.000000,0.000000,0.000000,0.000000,1.000000,-0.599410,0.000005,-1.618407,0.000014,0.000000,0.000000,0.000000,0.000000,0.399258,6.766965,0.118773,0.000000,0.000000,0.000000,0.000000,0.000000,0.081262,0.000005,0.000000,0.528228,8.192804,0.079570
2.000000,1,MS,1,Internode,1,False,0.260364,0.000000,0.246469,19.753295,0.000000,0.000000,0.000000,0.000000,1.000000,-0.583026,0.000005,-2.518672,0.000022,0.000000,0.000000,0.000000,0.000000,1.759219,1.423362,0.012887,0.000000,0.000000,0.000000,0.000000,0.000000,0.122557,0.000086,0.000000,0.117940,0.888898,0.002597
2.000000,1,MS,1,Internode,2,True,0.065091,0.000000,1.112847,88.878170,0.000000,0.000000,0.000000,0.000000,1.000000,-0.586644,0.000005,-0.633576,0.000005,0.000000,0.000000,0.000000,0.000000,1.627278,23.778773,0.214534,0.000000,0.000000,0.000000,0.000000,0.000000,0.030639,0.000022,0.000000,1.567130,14.798215,0.324535
2.000000,1,MS,1,Lamina,1,True,0.750718,0.000000,4.642749,375.253215,0.000000,0.000000,0.000000,0.000000,1.000000,-0.598313,0.000005,-7.452587,0.000062,0.000000,0.000000,0.000000,0.000000,5.362268,28.344008,0.258795,0.000000,0.000000,0.000000,0.000000,0.000000,0.353373,0.000249,0.000000,1.793072,17.851332,1.063685
2.000000,1,MS,1,Sheath,1,True,0.130182,0.000000,1.599864,128.386574,0.000000,0.000000,0.000000,0.000000,1.000000,-0.589802,0.000005,-1.273972,0.000011,0.000000,0.000000,0.000000,0.000000,1.263905,13.275774,0.120349,0.000000,0.000000,0.000000,0.000000,0.000000,0.061279,0.000043,0.000000,0.967996,8.301501,0.189409
2.000000,1,MS,2,Internode,1,True,0.086788,0.000000,0.246429,19.753329,0.000000,0.000000,0.000000,0.000000,1.000000,-0.577660,0.000005,-0.831830,0.000007,0.000000,0.000000,0.000000,0.000000,0.482156,1.170129,0.010596,0.000000,0.000000,0.000000,0.000000,0.000000,0.040852,0.000029,0.000000,0.097240,0.730873,0.001967
2.000000,1,MS,2,Lamina,1,True,0.737699,0.000000,2.581866,207.381128,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595627,0.000005,-7.290474,0.000061,0.000000,0.000000,0.000000,0.000000,8.196659,24.519146,0.222478,0.000000,0.000000,0.000000,0.000000,0.000000,0.347246,0.000244,0.000000,1.605047,15.346203,0.592567
2.000000,1,MS,2,Sheath,1,True,0.108485,0.000000,0.579536,46.418454,0.000000,0.000000,0.000000,0.000000,1.000000,-0.582734,0.000005,-1.048921,0.000009,0.000000,0.000000,0.000000,0.000000,1.572249,7.178695,0.064953,0.000000,0.000000,0.000000,0.000000,0.000000,0.051066,0.000036,0.000000,0.557877,4.480390,0.042128
2.000000,1,MS,3,Internode,1,True,0.054243,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.573972,0.000005,-0.516575,0.000005,0.000000,0.000000,0.000000,0.000000,0.352225,0.000047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025533,0.000018,0.000000,0.000004,0.000000,-0.000014
2.000000,1,MS,3,Lamina,1,True,0.494692,0.000000,1.049653,83.942992,0.000000,0.000000,0.000000,0.000000,1.000000,-0.593251,0.000005,-4.869404,0.000041,0.000000,0.000000,0.000000,0.000000,9.893850,17.942785,0.162097,0.000000,0.000000,0.000000,0.000000,0.000000,0.232859,0.000164,0.000000,1.249245,11.181207,0.214127
2.000000,1,MS,3,Sheath,1,True,0.086788,0.000000,0.160344,12.839489,0.000000,0.000000,0.000000,0.000000,1.000000,-0.578701,0.000005,-0.833329,0.000007,0.000000,0.000000,0.000000,0.000000,2.018329,3.187128,0.028830,0.000000,0.000000,0.000000,0.000000,0.000000,0.040852,0.000029,0.000000,0.258832,1.988628,0.005951
2.000000,1,MS,4,Peduncle,1,False,0.336304,0.000000,0.369609,29.629843,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595955,0.000005,-3.325429,0.000028,0.000000,0.000000,0.000000,0.000000,2.001810,1.880385,0.017029,0.000000,0.000000,0.000000,0.000000,0.000000,0.158303,0.000111,0.000000,0.154994,1.174612,0.005023
2.000000,1,MS,4,Peduncle,2,True,0.184425,0.000000,2.214433,177.758216,0.000000,0.000000,0.000000,0.000000,1.000000,-0.592480,0.000005,-1.812989,0.000015,0.000000,0.000000,0.000000,0.000000,2.072189,21.266038,0.192841,0.000000,0.000000,0.000000,0.000000,0.000000,0.086811,0.000061,0.000000,1.434523,13.301907,0.442173
2.000000,1,MS,5,Chaff,1,True,0.162728,0.000000,3.184359,256.773072,0.000000,0.000000,0.000000,0.000000,1.000000,-0.599410,0.000005,-1.618407,0.000014,0.000000,0.000000,0.000000,0.000000,0.774894,12.960355,0.118057,0.000000,0.000000,0.000000,0.000000,0.000000,0.076598,0.000054,0.000000,0.948025,8.143375,0.290194
3.000000,1,MS,1,Internode,1,False,0.379538,0.000000,0.355990,19.643408,0.000000,0.000000,0.000000,0.000000,1.000000,-0.583026,0.000005,-2.518672,0.000022,0.000000,0.000000,0.000000,0.000000,2.564446,2.055844,0.012815,0.000000,0.000000,0.000000,0.000000,0.000000,0.115915,0.000326,0.000000,0.169117,0.883953,0.004937
3.000000,1,MS,1,Internode,2,True,0.094884,0.000000,1.610294,88.361084,0.000000,0.000000,0.000000,0.000000,1.000000,-0.586644,0.000005,-0.633576,0.000005,0.000000,0.000000,0.000000,0.000000,2.372112,34.407981,0.213285,0.000000,0.000000,0.000000,0.000000,0.000000,0.028979,0.000082,0.000000,2.066579,14.712120,0.676155
3.000000,1,MS,1,Lamina,1,True,1.094334,0.000000,6.623238,373.050742,0.000000,0.000000,0.000000,0.000000,1.000000,-0.598313,0.000005,-7.452587,0.000062,0.000000,0.000000,0.000000,0.000000,7.816675,40.434906,0.257276,0.000000,0.000000,0.000000,0.000000,0.000000,0.334221,0.000941,0.000000,2.312310,17.746557,2.155507
3.000000,1,MS,1,Sheath,1,True,0.189769,0.000000,2.304904,127.652247,0.000000,0.000000,0.000000,0.000000,1.000000,-0.589802,0.000005,-1.273972,0.000011,0.000000,0.000000,0.000000,0.000000,1.842417,19.126247,0.119661,0.000000,0.000000,0.000000,0.000000,0.000000,0.057957,0.000163,0.000000,1.316576,8.254019,0.389608
3.000000,1,MS,2,Internode,1,True,0.126513,0.000000,0.355804,19.643512,0.000000,0.000000,0.000000,0.000000,1.000000,-0.577660,0.000005,-0.831830,0.000007,0.000000,0.000000,0.000000,0.000000,0.702848,1.689478,0.010537,0.000000,0.000000,0.000000,0.000000,0.000000,0.038638,0.000109,0.000000,0.139563,0.726810,0.003650
3.000000,1,MS,2,Lamina,1,True,1.075358,0.000000,3.711318,206.171902,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595627,0.000005,-7.290474,0.000061,0.000000,0.000000,0.000000,0.000000,11.948418,35.245181,0.221181,0.000000,0.000000,0.000000,0.000000,0.000000,0.328425,0.000925,0.000000,2.102181,15.256721,1.218459
3.000000,1,MS,2,Sheath,1,True,0.158141,0.000000,0.837199,46.156499,0.000000,0.000000,0.000000,0.000000,1.000000,-0.582734,0.000005,-1.048921,0.000009,0.000000,0.000000,0.000000,0.000000,2.291896,10.370353,0.064587,0.000000,0.000000,0.000000,0.000000,0.000000,0.048298,0.000136,0.000000,0.779071,4.455106,0.086455
3.000000,1,MS,3,Internode,1,True,0.079070,0.000000,0.000055,0.000002,0.000000,0.000000,0.000000,0.000000,1.000000,-0.573972,0.000005,-0.516575,0.000005,0.000000,0.000000,0.000000,0.000000,0.513444,0.000306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024149,0.000068,0.000000,0.000026,0.000000,-0.000140
3.000000,1,MS,3,Lamina,1,True,0.721122,0.000000,1.517695,83.459103,0.000000,0.000000,0.000000,0.000000,1.000000,-0.593251,0.000005,-4.869404,0.000041,0.000000,0.000000,0.000000,0.000000,14.422443,25.943503,0.161162,0.000000,0.000000,0.000000,0.000000,0.000000,0.220238,0.000620,0.000000,1.676575,11.116753,0.444717
3.000000,1,MS,3,Sheath,1,True,0.126513,0.000000,0.231772,12.767744,0.000000,0.000000,0.000000,0.000000,1.000000,-0.578701,0.000005,-0.833329,0.000007,0.000000,0.000000,0.000000,0.000000,2.942155,4.606883,0.028669,0.000000,0.000000,0.000000,0.000000,0.000000,0.038638,0.000109,0.000000,0.368236,1.977516,0.011961
3.000000,1,MS,4,Peduncle,1,False,0.490237,0.000000,0.533666,29.464795,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595955,0.000005,-3.325429,0.000028,0.000000,0.000000,0.000000,0.000000,2.918075,2.715030,0.016934,0.000000,0.000000,0.000000,0.000000,0.000000,0.149723,0.000422,0.000000,0.221673,1.168069,0.009780
3.000000,1,MS,4,Peduncle,2,True,0.268839,0.000000,3.186473,176.727007,0.000000,0.000000,0.000000,0.000000,1.000000,-0.592480,0.000005,-1.812989,0.000015,0.000000,0.000000,0.000000,0.000000,3.020667,30.600910,0.191722,0.000000,0.000000,0.000000,0.000000,0.000000,0.082106,0.000231,0.000000,1.898205,13.224740,0.910441
3.000000,1,MS,5,Chaff,1,True,0.237211,0.000000,4.562668,255.303649,0.000000,0.000000,0.000000,0.000000,1.000000,-0.599410,0.000005,-1.618407,0.000014,0.000000,0.000000,0.000000,0.000000,1.129577,18.570078,0.117381,0.000000,0.000000,0.000000,0.000000,0.000000,0.072447,0.000204,0.000000,1.285125,8.096773,0.590246
4.000000,1,MS,1,Internode,1,False,0.402899,0.000000,0.457333,19.541463,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435644,0.000001,-1.881982,0.000004,0.000000,0.000000,0.000000,0.000000,2.722290,2.641103,0.012748,0.000000,0.000000,0.000000,0.000000,0.000000,0.023125,0.000435,0.000000,0.215818,0.879366,0.007102
4.000000,1,MS,1,Internode,2,True,0.106565,0.000000,2.070987,87.865022,0.000000,0.000000,0.000000,0.000000,1.000000,-0.442436,0.000002,-0.477831,0.000002,0.000000,0.000000,0.000000,0.000000,2.664125,44.251860,0.212088,0.000000,0.000000,0.000000,0.000000,0.000000,0.011562,0.000217,0.000000,2.456126,14.629526,1.111077
4.000000,1,MS,1,Lamina,1,True,1.229050,0.000000,8.361849,370.925000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.454420,0.000002,-5.660256,0.000025,0.000000,0.000000,0.000000,0.000000,8.778926,51.049138,0.255810,0.000000,0.000000,0.000000,0.000000,0.000000,0.133352,0.002507,0.000000,2.692323,17.645432,3.415749
4.000000,1,MS,1,Sheath,1,True,0.213130,0.000000,2.949924,126.955249,0.000000,0.000000,0.000000,0.000000,1.000000,-0.445677,0.000002,-0.962662,0.000004,0.000000,0.000000,0.000000,0.000000,2.069223,24.478665,0.119007,0.000000,0.000000,0.000000,0.000000,0.000000,0.023125,0.000435,0.000000,1.602987,8.208951,0.630534
4.000000,1,MS,2,Internode,1,True,0.134300,0.000000,0.456940,19.541684,0.000000,0.000000,0.000000,0.000000,1.000000,-0.429628,0.000001,-0.618664,0.000001,0.000000,0.000000,0.000000,0.000000,0.746109,2.169704,0.010482,0.000000,0.000000,0.000000,0.000000,0.000000,0.007708,0.000145,0.000000,0.178251,0.723042,0.005041
4.000000,1,MS,2,Lamina,1,True,1.207737,0.000000,4.732485,205.009685,0.000000,0.000000,0.000000,0.000000,1.000000,-0.451658,0.000002,-5.528294,0.000024,0.000000,0.000000,0.000000,0.000000,13.419296,44.942880,0.219934,0.000000,0.000000,0.000000,0.000000,0.000000,0.131040,0.002464,0.000000,2.481262,15.170717,1.968326
4.000000,1,MS,2,Sheath,1,True,0.167875,0.000000,1.075607,45.910454,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435317,0.000001,-0.783571,0.000002,0.000000,0.000000,0.000000,0.000000,2.432965,13.323511,0.064243,0.000000,0.000000,0.000000,0.000000,0.000000,0.009635,0.000181,0.000000,0.971007,4.431357,0.139537
4.000000,1,MS,3,Internode,1,True,0.083937,0.000000,0.000164,0.000009,0.000000,0.000000,0.000000,0.000000,1.000000,-0.425479,0.000001,-0.382931,0.000001,0.000000,0.000000,0.000000,0.000000,0.545047,0.000911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004818,0.000091,0.000000,0.000077,0.000000,-0.000675
4.000000,1,MS,3,Lamina,1,True,0.809894,0.000000,1.951217,82.997550,0.000000,0.000000,0.000000,0.000000,1.000000,-0.449218,0.000002,-3.687181,0.000016,0.000000,0.000000,0.000000,0.000000,16.197879,33.354141,0.160271,0.000000,0.000000,0.000000,0.000000,0.000000,0.087874,0.001652,0.000000,2.021051,11.055274,0.728670
4.000000,1,MS,3,Sheath,1,True,0.134300,0.000000,0.298033,12.700923,0.000000,0.000000,0.000000,0.000000,1.000000,-0.430797,0.000001,-0.620348,0.000001,0.000000,0.000000,0.000000,0.000000,3.123248,5.923924,0.028519,0.000000,0.000000,0.000000,0.000000,0.000000,0.007708,0.000145,0.000000,0.466685,1.967166,0.018751
4.000000,1,MS,4,Peduncle,1,False,0.550586,0.000000,0.685676,29.311492,0.000000,0.000000,0.000000,0.000000,1.000000,-0.451996,0.000002,-2.522138,0.000011,0.000000,0.000000,0.000000,0.000000,3.277296,3.488379,0.016846,0.000000,0.000000,0.000000,0.000000,0.000000,0.059739,0.001123,0.000000,0.282338,1.161991,0.014643
4.000000,1,MS,4,Peduncle,2,True,0.301934,0.000000,4.069366,175.738963,0.000000,0.000000,0.000000,0.000000,1.000000,-0.448425,0.000002,-1.372181,0.000006,0.000000,0.000000,0.000000,0.000000,3.392519,39.079671,0.190651,0.000000,0.000000,0.000000,0.000000,0.000000,0.032760,0.000616,0.000000,2.259126,13.150803,1.473749
4.000000,1,MS,5,Chaff,1,True,0.266412,0.000000,5.798917,253.907531,0.000000,0.000000,0.000000,0.000000,1.000000,-0.455549,0.000002,-1.229982,0.000005,0.000000,0.000000,0.000000,0.000000,1.268631,23.601616,0.116739,0.000000,0.000000,0.000000,0.000000,0.000000,0.028906,0.000543,0.000000,1.557981,8.052496,0.941461
5.000000,1,MS,1,Internode,1,False,0.425793,0.000000,0.551461,19.446790,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435644,0.000001,-1.881982,0.000004,0.000000,0.000000,0.000000,0.000000,2.876983,3.184688,0.012687,0.000000,0.000000,0.000000,0.000000,0.000000,0.022667,0.000835,0.000000,0.258641,0.875106,0.008512
5.000000,1,MS,1,Internode,2,True,0.118012,0.000000,2.496091,87.386124,0.000000,0.000000,0.000000,0.000000,1.000000,-0.442436,0.000002,-0.477831,0.000002,0.000000,0.000000,0.000000,0.000000,2.950306,53.335272,0.210932,0.000000,0.000000,0.000000,0.000000,0.000000,0.011334,0.000417,0.000000,2.766564,14.549790,1.601309
5.000000,1,MS,1,Lamina,1,True,1.361075,0.000000,9.861773,368.859250,0.000000,0.000000,0.000000,0.000000,1.000000,-0.454420,0.000002,-5.660256,0.000025,0.000000,0.000000,0.000000,0.000000,9.721962,60.206182,0.254386,0.000000,0.000000,0.000000,0.000000,0.000000,0.130716,0.004815,0.000000,2.975670,17.547161,4.716551
5.000000,1,MS,1,Sheath,1,True,0.236025,0.000000,3.537741,126.289682,0.000000,0.000000,0.000000,0.000000,1.000000,-0.445677,0.000002,-0.962662,0.000004,0.000000,0.000000,0.000000,0.000000,2.291500,29.356411,0.118383,0.000000,0.000000,0.000000,0.000000,0.000000,0.022667,0.000835,0.000000,1.840744,8.165915,0.893578
5.000000,1,MS,2,Internode,1,True,0.141931,0.000000,0.550677,19.447178,0.000000,0.000000,0.000000,0.000000,1.000000,-0.429628,0.000001,-0.618664,0.000001,0.000000,0.000000,0.000000,0.000000,0.788506,2.614803,0.010431,0.000000,0.000000,0.000000,0.000000,0.000000,0.007556,0.000278,0.000000,0.213732,0.719546,0.005622
5.000000,1,MS,2,Lamina,1,True,1.337472,0.000000,5.647077,203.885194,0.000000,0.000000,0.000000,0.000000,1.000000,-0.451658,0.000002,-5.528294,0.000024,0.000000,0.000000,0.000000,0.000000,14.860802,53.628462,0.218727,0.000000,0.000000,0.000000,0.000000,0.000000,0.128449,0.004731,0.000000,2.775909,15.087504,2.780238
5.000000,1,MS,2,Sheath,1,True,0.177414,0.000000,1.296336,45.678384,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435317,0.000001,-0.783571,0.000002,0.000000,0.000000,0.000000,0.000000,2.571217,16.057668,0.063918,0.000000,0.000000,0.000000,0.000000,0.000000,0.009445,0.000348,0.000000,1.138755,4.408957,0.197176
5.000000,1,MS,3,Internode,1,True,0.088707,0.000000,0.000476,0.000030,0.000000,0.000000,0.000000,0.000000,1.000000,-0.425479,0.000001,-0.382931,0.000001,0.000000,0.000000,0.000000,0.000000,0.576019,0.002642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004722,0.000174,0.000000,0.000223,0.000001,-0.002194
5.000000,1,MS,3,Lamina,1,True,0.896893,0.000000,2.352223,82.554610,0.000000,0.000000,0.000000,0.000000,1.000000,-0.449218,0.000002,-3.687181,0.000016,0.000000,0.000000,0.000000,0.000000,17.937862,40.208947,0.159416,0.000000,0.000000,0.000000,0.000000,0.000000,0.086136,0.003173,0.000000,2.303522,10.996274,1.047835
5.000000,1,MS,3,Sheath,1,True,0.141931,0.000000,0.359652,12.638558,0.000000,0.000000,0.000000,0.000000,1.000000,-0.430797,0.000001,-0.620348,0.000001,0.000000,0.000000,0.000000,0.000000,3.300725,7.148716,0.028378,0.000000,0.000000,0.000000,0.000000,0.000000,0.007556,0.000278,0.000000,0.555727,1.957507,0.025522
