t,plant,axis,organ,sucrose,amino_acids,nitrates,structure,starch,proteins,Conc_C_Sucrose,Unloading_Sucrose,Export_Amino_Acids,Conc_Nitrates_Soil,Potential_Uptake_Nitrates,S_Proteins,Conc_Nitrates,S_Amino_Acids,Conc_Amino_Acids,Dry_Mass,Unloading_Amino_Acids,S_grain_starch,Conc_Sucrose,Uptake_Nitrates,S_grain_structure,Proteins_N_Mass,RGR_Structure
556.000000,1,MS,Roots,0.069264,0.227768,580.943018,NA,NA,NA,NA,2.440435,0.451877,21041852.000000,0.451877,NA,1152.664718,0.786407,0.386258,NA,0.023891,NA,0.011452,0.396434,NA,NA,NA
557.000000,1,MS,Grains,NA,NA,NA,38749.137484,28441.687429,14708.666305,NA,2.980015,NA,NA,NA,7.681851,NA,NA,NA,0.806290,NA,76.905332,NA,NA,0.000000,0.205921,0.000000
557.000000,1,MS,Phloem,6.098258,1.310002,NA,NA,NA,NA,2.931855,NA,NA,NA,NA,NA,NA,NA,0.538298,NA,NA,NA,0.244321,NA,NA,NA,NA
557.000000,1,MS,Roots,0.057719,0.189964,580.936223,NA,NA,NA,NA,2.050809,0.376876,20989769.000000,0.376876,NA,1152.651236,0.660143,0.322148,NA,0.022531,NA,0.009543,0.395392,NA,NA,NA
558.000000,1,MS,Grains,NA,NA,NA,38749.137484,28466.449301,14716.160309,NA,2.540335,NA,NA,NA,7.314454,NA,NA,NA,0.806587,NA,65.558501,NA,NA,0.000000,0.206026,0.000000
558.000000,1,MS,Phloem,5.176114,1.241977,NA,NA,NA,NA,2.488516,NA,NA,NA,NA,NA,NA,NA,0.510345,NA,NA,NA,0.207376,NA,NA,NA,NA
558.000000,1,MS,Roots,0.048883,0.161065,581.159391,NA,NA,NA,NA,1.748227,0.319553,20937686.000000,0.319553,NA,1153.094029,0.562253,0.273140,NA,0.021368,NA,0.008083,0.588080,NA,NA,NA
559.000000,1,MS,Grains,NA,NA,NA,38749.137484,28487.686417,14723.310527,NA,2.192009,NA,NA,NA,6.993042,NA,NA,NA,0.806842,NA,56.569239,NA,NA,0.000000,0.206126,0.000000
559.000000,1,MS,Phloem,4.451186,1.183364,NA,NA,NA,NA,2.139993,NA,NA,NA,NA,NA,NA,NA,0.486261,NA,NA,NA,0.178333,NA,NA,NA,NA
559.000000,1,MS,Roots,0.041963,0.138456,581.424568,NA,NA,NA,NA,1.508513,0.274697,20885603.000000,0.274697,NA,1153.620175,0.484807,0.234799,NA,0.020365,NA,0.006938,0.585919,NA,NA,NA
560.000000,1,MS,Grains,NA,NA,NA,38749.137484,28514.170261,14730.195018,NA,4.085174,NA,NA,NA,6.763074,NA,NA,NA,0.807160,NA,105.426184,NA,NA,0.000000,0.206223,0.000000
560.000000,1,MS,Phloem,8.451733,1.165999,NA,NA,NA,NA,4.063333,NA,NA,NA,NA,NA,NA,NA,0.479125,NA,NA,NA,0.338611,NA,NA,NA,NA
560.000000,1,MS,Roots,0.076349,0.174638,583.596119,NA,NA,NA,NA,2.811365,0.346500,20833520.000000,0.346500,NA,1157.928808,0.862991,0.296158,NA,0.020068,NA,0.012624,2.747587,NA,NA,NA
561.000000,1,MS,Grains,NA,NA,NA,38749.137484,28562.866738,14736.857549,NA,6.712196,NA,NA,NA,6.577461,NA,NA,NA,0.807744,NA,173.221828,NA,NA,0.000000,0.206316,0.000000
561.000000,1,MS,Phloem,14.259321,1.164424,NA,NA,NA,NA,6.855443,NA,NA,NA,NA,NA,NA,NA,0.478478,NA,NA,NA,0.571287,NA,NA,NA,NA
561.000000,1,MS,Roots,0.131648,0.300486,585.476178,NA,NA,NA,NA,4.619249,0.596195,20781437.000000,0.596195,NA,1161.659084,1.437996,0.509575,NA,0.020041,NA,0.021767,2.721273,NA,NA,NA
562.000000,1,MS,Grains,NA,NA,NA,38749.137484,28655.077339,14743.326587,NA,14.419196,NA,NA,NA,6.398008,NA,NA,NA,0.808851,NA,372.116559,NA,NA,0.000000,0.206407,0.000000
562.000000,1,MS,Phloem,33.249192,1.229429,NA,NA,NA,NA,15.985189,NA,NA,NA,NA,NA,NA,NA,0.505190,NA,NA,NA,1.332099,NA,NA,NA,NA
562.000000,1,MS,Roots,0.306365,0.572404,589.950391,NA,NA,NA,NA,9.923108,1.135716,20729354.000000,1.135716,NA,1170.536491,3.024957,0.970703,NA,0.021154,NA,0.050656,6.110234,NA,NA,NA
563.000000,1,MS,Grains,NA,NA,NA,38749.137484,28817.761490,14749.757926,NA,21.263675,NA,NA,NA,6.505706,NA,NA,NA,0.810803,NA,548.752207,NA,NA,0.000000,0.206497,0.000000
563.000000,1,MS,Phloem,53.057792,1.352770,NA,NA,NA,NA,25.508554,NA,NA,NA,NA,NA,NA,NA,0.555872,NA,NA,NA,2.125713,NA,NA,NA,NA
563.000000,1,MS,Roots,0.512916,0.975142,593.471943,NA,NA,NA,NA,14.633392,1.934795,20677271.000000,1.934795,NA,1177.523696,4.547859,1.653680,NA,0.023262,NA,0.084808,6.014358,NA,NA,NA
564.000000,1,MS,Grains,NA,NA,NA,38749.137484,29044.928065,14756.334867,NA,29.273162,NA,NA,NA,6.693448,NA,NA,NA,0.813529,NA,755.453243,NA,NA,0.000000,0.206589,0.000000
564.000000,1,MS,Phloem,80.807661,1.539755,NA,NA,NA,NA,38.849837,NA,NA,NA,NA,NA,NA,NA,0.632707,NA,NA,NA,3.237486,NA,NA,NA,NA
564.000000,1,MS,Roots,0.801744,1.372235,598.261384,NA,NA,NA,NA,20.145420,2.722679,20625188.000000,2.722679,NA,1187.026556,6.221521,2.327084,NA,0.026454,NA,0.132563,8.237493,NA,NA,NA
565.000000,1,MS,Grains,NA,NA,NA,38749.137484,29335.996632,14763.252496,NA,34.925786,NA,NA,NA,7.178387,NA,NA,NA,0.817022,NA,901.330670,NA,NA,0.000000,0.206686,0.000000
565.000000,1,MS,Phloem,104.230820,1.785236,NA,NA,NA,NA,50.110971,NA,NA,NA,NA,NA,NA,NA,0.733578,NA,NA,NA,4.175914,NA,NA,NA,NA
565.000000,1,MS,Roots,1.086172,1.753124,602.124889,NA,NA,NA,NA,24.035485,3.478409,20573105.000000,3.478409,NA,1194.692240,7.506093,2.973009,NA,0.030635,NA,0.179592,8.097893,NA,NA,NA
566.000000,1,MS,Grains,NA,NA,NA,38749.137484,29671.510823,14770.707975,NA,39.513333,NA,NA,NA,7.752310,NA,NA,NA,0.821048,NA,1019.721621,NA,NA,0.000000,0.206790,0.000000
566.000000,1,MS,Phloem,126.230332,2.063811,NA,NA,NA,NA,60.687660,NA,NA,NA,NA,NA,NA,NA,0.848049,NA,NA,NA,5.057305,NA,NA,NA,NA
566.000000,1,MS,Roots,1.358140,2.036707,605.951285,NA,NA,NA,NA,27.192577,4.041073,20521022.000000,4.041073,NA,1202.284297,8.496335,3.453919,NA,0.035369,NA,0.224560,8.663336,NA,NA,NA
567.000000,1,MS,Grains,NA,NA,NA,38749.137484,30042.420539,14778.809444,NA,42.660304,NA,NA,NA,8.468290,NA,NA,NA,0.825499,NA,1100.935572,NA,NA,0.000000,0.206903,0.000000
567.000000,1,MS,Phloem,143.205361,2.368917,NA,NA,NA,NA,68.848731,NA,NA,NA,NA,NA,NA,NA,0.973421,NA,NA,NA,5.737394,NA,NA,NA,NA
567.000000,1,MS,Roots,1.598964,2.260642,609.209527,NA,NA,NA,NA,29.358282,4.485387,20468939.000000,4.485387,NA,1208.749061,9.228681,3.833676,NA,0.040539,NA,0.264379,8.536307,NA,NA,NA
568.000000,1,MS,Grains,NA,NA,NA,38749.137484,30433.428438,14787.690960,NA,43.981922,NA,NA,NA,9.299554,NA,NA,NA,0.830191,NA,1135.042604,NA,NA,0.000000,0.207028,0.000000
568.000000,1,MS,Phloem,150.859609,2.658151,NA,NA,NA,NA,72.528658,NA,NA,NA,NA,NA,NA,NA,1.092271,NA,NA,NA,6.044055,NA,NA,NA,NA
568.000000,1,MS,Roots,1.735972,2.401606,612.318437,NA,NA,NA,NA,30.267803,4.765078,20416856.000000,4.765078,NA,1214.917533,9.596919,4.072728,NA,0.045426,NA,0.287032,8.682480,NA,NA,NA
569.000000,1,MS,Grains,NA,NA,NA,38749.137484,30832.415292,14797.385040,NA,44.643005,NA,NA,NA,10.074331,NA,NA,NA,0.834979,NA,1152.103203,NA,NA,0.000000,0.207163,0.000000
569.000000,1,MS,Phloem,154.814886,2.911349,NA,NA,NA,NA,74.430234,NA,NA,NA,NA,NA,NA,NA,1.196314,NA,NA,NA,6.202519,NA,NA,NA,NA
569.000000,1,MS,Roots,1.800801,2.468146,615.199082,NA,NA,NA,NA,30.722752,4.897101,20364773.000000,4.897101,NA,1220.633100,9.760607,4.185569,NA,0.049693,NA,0.297752,8.567625,NA,NA,NA
570.000000,1,MS,Grains,NA,NA,NA,38749.137484,31225.641647,14807.944505,NA,42.250064,NA,NA,NA,11.026555,NA,NA,NA,0.839697,NA,1090.348491,NA,NA,0.000000,0.207311,0.000000
570.000000,1,MS,Phloem,140.895396,3.064277,NA,NA,NA,NA,67.738171,NA,NA,NA,NA,NA,NA,NA,1.259154,NA,NA,NA,5.644848,NA,NA,NA,NA
570.000000,1,MS,Roots,1.670467,2.455751,617.349960,NA,NA,NA,NA,29.075960,4.872506,20312690.000000,4.872506,NA,1224.900714,9.425060,4.164549,NA,0.052266,NA,0.276202,7.762796,NA,NA,NA
571.000000,1,MS,Grains,NA,NA,NA,38749.137484,31594.448709,14819.276370,NA,39.941086,NA,NA,NA,11.570716,NA,NA,NA,0.844123,NA,1030.760644,NA,NA,0.000000,0.207470,0.000000
571.000000,1,MS,Phloem,128.440666,3.100714,NA,NA,NA,NA,61.750320,NA,NA,NA,NA,NA,NA,NA,1.274126,NA,NA,NA,5.145860,NA,NA,NA,NA
571.000000,1,MS,Roots,1.470081,2.327303,619.702525,NA,NA,NA,NA,27.486951,4.617649,20260607.000000,4.617649,NA,1229.568502,8.851889,3.946722,NA,0.052878,NA,0.243069,7.675542,NA,NA,NA
572.000000,1,MS,Grains,NA,NA,NA,38749.137484,31927.620011,14831.234419,NA,33.446344,NA,NA,NA,12.266427,NA,NA,NA,0.848121,NA,863.150666,NA,NA,0.000000,0.207637,0.000000
572.000000,1,MS,Phloem,97.740917,2.987202,NA,NA,NA,NA,46.990826,NA,NA,NA,NA,NA,NA,NA,1.227483,NA,NA,NA,3.915902,NA,NA,NA,NA
572.000000,1,MS,Roots,1.110282,2.114567,619.659064,NA,NA,NA,NA,23.017351,4.195543,20208524.000000,4.195543,NA,1229.482269,7.602701,3.585957,NA,0.050970,NA,0.183578,4.621372,NA,NA,NA
573.000000,1,MS,Grains,NA,NA,NA,38749.137484,32203.638387,14843.489661,NA,28.459382,NA,NA,NA,12.154486,NA,NA,NA,0.851433,NA,734.452006,NA,NA,0.000000,0.207809,0.000000
573.000000,1,MS,Phloem,77.721845,2.766133,NA,NA,NA,NA,37.366272,NA,NA,NA,NA,NA,NA,NA,1.136642,NA,NA,NA,3.113856,NA,NA,NA,NA
573.000000,1,MS,Roots,0.827763,1.773120,620.327652,NA,NA,NA,NA,19.585387,3.518074,20156441.000000,3.518074,NA,1230.808834,6.352567,3.006920,NA,0.047247,NA,0.136866,4.598734,NA,NA,NA
574.000000,1,MS,Grains,NA,NA,NA,38749.137484,32419.932588,14855.680366,NA,19.175903,NA,NA,NA,12.076469,NA,NA,NA,0.854029,NA,494.873028,NA,NA,0.000000,0.207980,0.000000
574.000000,1,MS,Phloem,46.679212,2.449776,NA,NA,NA,NA,22.441929,NA,NA,NA,NA,NA,NA,NA,1.006647,NA,NA,NA,1.870161,NA,NA,NA,NA
574.000000,1,MS,Roots,0.490388,1.383017,618.474197,NA,NA,NA,NA,13.196614,2.743994,20104358.000000,2.743994,NA,1227.131344,4.397476,2.345369,NA,0.041906,NA,0.081083,1.014741,NA,NA,NA
575.000000,1,MS,Grains,NA,NA,NA,38749.137484,32562.269680,14867.350104,NA,13.157565,NA,NA,NA,11.233484,NA,NA,NA,0.855737,NA,339.557628,NA,NA,0.000000,0.208143,0.000000
575.000000,1,MS,Phloem,29.921504,2.128831,NA,NA,NA,NA,14.385339,NA,NA,NA,NA,NA,NA,NA,0.874766,NA,NA,NA,1.198778,NA,NA,NA,NA
575.000000,1,MS,Roots,0.298639,0.938109,617.578157,NA,NA,NA,NA,9.054870,1.861268,20052275.000000,1.861268,NA,1225.353486,2.961595,1.590878,NA,0.036472,NA,0.049378,1.015591,NA,NA,NA
576.000000,1,MS,Grains,NA,NA,NA,38749.137484,32662.632672,14878.169483,NA,9.394650,NA,NA,NA,10.409987,NA,NA,NA,0.856941,NA,242.447970,NA,NA,0.000000,0.208294,0.000000
576.000000,1,MS,Phloem,20.520086,1.894818,NA,NA,NA,NA,9.865426,NA,NA,NA,NA,NA,NA,NA,0.778607,NA,NA,NA,0.822119,NA,NA,NA,NA
576.000000,1,MS,Roots,0.201058,0.657020,616.742450,NA,NA,NA,NA,6.465279,1.303522,20000192.000000,1.303522,NA,1223.695338,2.107459,1.114198,NA,0.032499,NA,0.033244,0.476116,NA,NA,NA
577.000000,1,MS,Grains,NA,NA,NA,38749.137484,32735.793251,14888.190019,NA,7.045010,NA,NA,NA,9.646833,NA,NA,NA,0.857819,NA,181.810752,NA,NA,0.000000,0.208435,0.000000
577.000000,1,MS,Phloem,15.017393,1.713628,NA,NA,NA,NA,7.219900,NA,NA,NA,NA,NA,NA,NA,0.704153,NA,NA,NA,0.601658,NA,NA,NA,NA
577.000000,1,MS,Roots,0.145131,0.477681,616.254108,NA,NA,NA,NA,4.848287,0.947714,19948109.000000,0.947714,NA,1222.726404,1.572578,0.810068,NA,0.029417,NA,0.023997,0.475682,NA,NA,NA
578.000000,1,MS,Grains,NA,NA,NA,38749.137484,32791.847454,14897.494978,NA,5.510141,NA,NA,NA,8.978531,NA,NA,NA,0.858492,NA,142.200364,NA,NA,0.000000,0.208565,0.000000
578.000000,1,MS,Phloem,11.563719,1.570214,NA,NA,NA,NA,5.559480,NA,NA,NA,NA,NA,NA,NA,0.645223,NA,NA,NA,0.463290,NA,NA,NA,NA
578.000000,1,MS,Roots,0.110835,0.364328,615.848547,NA,NA,NA,NA,3.792010,0.722799,19896026.000000,0.722799,NA,1221.921720,1.226338,0.617840,NA,0.026973,NA,0.018326,0.326518,NA,NA,NA
579.000000,1,MS,Grains,NA,NA,NA,38749.137484,32836.351308,14906.176730,NA,4.439059,NA,NA,NA,8.398921,NA,NA,NA,0.859026,NA,114.558921,NA,NA,0.000000,0.208686,0.000000
579.000000,1,MS,Phloem,9.216321,1.453145,NA,NA,NA,NA,4.430924,NA,NA,NA,NA,NA,NA,NA,0.597117,NA,NA,NA,0.369244,NA,NA,NA,NA
579.000000,1,MS,Roots,0.087852,0.288535,615.588058,NA,NA,NA,NA,3.054905,0.572432,19843943.000000,0.572432,NA,1221.404876,0.986002,0.489308,NA,0.024976,NA,0.014526,0.325939,NA,NA,NA
580.000000,1,MS,Grains,NA,NA,NA,38749.137484,32872.610825,14914.318776,NA,3.657129,NA,NA,NA,7.897191,NA,NA,NA,0.859461,NA,94.379631,NA,NA,0.000000,0.208800,0.000000
580.000000,1,MS,Phloem,7.534084,1.355756,NA,NA,NA,NA,3.622156,NA,NA,NA,NA,NA,NA,NA,0.557099,NA,NA,NA,0.301846,NA,NA,NA,NA
580.000000,1,MS,Roots,0.071535,0.234976,615.284642,NA,NA,NA,NA,2.516790,0.466127,19791860.000000,0.466127,NA,1220.802862,0.811146,0.398480,NA,0.023313,NA,0.011828,0.163502,NA,NA,NA
581.000000,1,MS,Grains,NA,NA,NA,38749.137484,32902.751796,14921.993331,NA,3.067133,NA,NA,NA,7.462161,NA,NA,NA,0.859823,NA,79.153584,NA,NA,0.000000,0.208908,0.000000
581.000000,1,MS,Phloem,6.281919,1.273629,NA,NA,NA,NA,3.020153,NA,NA,NA,NA,NA,NA,NA,0.523352,NA,NA,NA,0.251679,NA,NA,NA,NA
581.000000,1,MS,Roots,0.059471,0.195460,615.057495,NA,NA,NA,NA,2.110762,0.387739,19739777.000000,0.387739,NA,1220.352172,0.679526,0.331468,NA,0.021909,NA,0.009833,0.163189,NA,NA,NA
582.000000,1,MS,Grains,NA,NA,NA,38749.137484,32928.217097,14929.261981,NA,2.610437,NA,NA,NA,7.083827,NA,NA,NA,0.860128,NA,67.367610,NA,NA,0.000000,0.209010,0.000000
582.000000,1,MS,Phloem,5.322605,1.203643,NA,NA,NA,NA,2.558945,NA,NA,NA,NA,NA,NA,NA,0.494594,NA,NA,NA,0.213245,NA,NA,NA,NA
582.000000,1,MS,Roots,0.050275,0.165364,615.033619,NA,NA,NA,NA,1.796470,0.328070,19687694.000000,0.328070,NA,1220.304799,0.577826,0.280430,NA,0.020712,NA,0.008313,0.323919,NA,NA,NA
583.000000,1,MS,Grains,NA,NA,NA,38749.137484,32950.025894,14936.177003,NA,2.249552,NA,NA,NA,6.753591,NA,NA,NA,0.860390,NA,58.054255,NA,NA,0.000000,0.209106,0.000000
583.000000,1,MS,Phloem,4.570603,1.143486,NA,NA,NA,NA,2.197405,NA,NA,NA,NA,NA,NA,NA,0.469874,NA,NA,NA,0.183117,NA,NA,NA,NA
583.000000,1,MS,Roots,0.043093,0.141900,615.054496,NA,NA,NA,NA,1.548113,0.281518,19635611.000000,0.281518,NA,1220.346222,0.497573,0.240638,NA,0.019683,NA,0.007125,0.322989,NA,NA,NA
584.000000,1,MS,Grains,NA,NA,NA,38749.137484,32977.919465,14942.792897,NA,4.387719,NA,NA,NA,6.475119,NA,NA,NA,0.860725,NA,113.233969,NA,NA,0.000000,0.209199,0.000000
584.000000,1,MS,Phloem,9.105062,1.119723,NA,NA,NA,NA,4.377434,NA,NA,NA,NA,NA,NA,NA,0.460110,NA,NA,NA,0.364786,NA,NA,NA,NA
584.000000,1,MS,Roots,0.082105,0.183675,616.308348,NA,NA,NA,NA,3.019573,0.364427,19583528.000000,0.364427,NA,1222.834024,0.924832,0.311482,NA,0.019276,NA,0.013576,1.753830,NA,NA,NA
585.000000,1,MS,Grains,NA,NA,NA,38749.137484,33030.844643,14949.158537,NA,7.340165,NA,NA,NA,6.274358,NA,NA,NA,0.861360,NA,189.427818,NA,NA,0.000000,0.209288,0.000000
585.000000,1,MS,Phloem,15.694026,1.117935,NA,NA,NA,NA,7.545205,NA,NA,NA,NA,NA,NA,NA,0.459375,NA,NA,NA,0.628767,NA,NA,NA,NA
585.000000,1,MS,Roots,0.144984,0.325526,617.251596,NA,NA,NA,NA,5.051408,0.645874,19531445.000000,0.645874,NA,1224.705548,1.571127,0.552039,NA,0.019245,NA,0.023972,1.743108,NA,NA,NA
586.000000,1,MS,Grains,NA,NA,NA,38749.137484,33130.262504,14955.318204,NA,15.364978,NA,NA,NA,6.085716,NA,NA,NA,0.862553,NA,396.524393,NA,NA,0.000000,0.209374,0.000000
586.000000,1,MS,Phloem,35.805490,1.181811,NA,NA,NA,NA,17.214178,NA,NA,NA,NA,NA,NA,NA,0.485623,NA,NA,NA,1.434515,NA,NA,NA,NA
586.000000,1,MS,Roots,0.331022,0.614945,620.855953,NA,NA,NA,NA,10.573984,1.220122,19479362.000000,1.220122,NA,1231.857050,3.225098,1.042845,NA,0.020339,NA,0.054733,5.254794,NA,NA,NA
587.000000,1,MS,Grains,NA,NA,NA,38749.137484,33302.000913,14961.437949,NA,22.301689,NA,NA,NA,6.195224,NA,NA,NA,0.864614,NA,575.540272,NA,NA,0.000000,0.209460,0.000000
587.000000,1,MS,Phloem,56.349563,1.304453,NA,NA,NA,NA,27.091136,NA,NA,NA,NA,NA,NA,NA,0.536018,NA,NA,NA,2.257595,NA,NA,NA,NA
587.000000,1,MS,Roots,0.547078,1.028564,623.513178,NA,NA,NA,NA,15.347741,2.040791,19427279.000000,2.040791,NA,1237.129322,4.770867,1.744275,NA,0.022436,NA,0.090456,5.188915,NA,NA,NA
588.000000,1,MS,Grains,NA,NA,NA,38749.137484,33537.079496,14967.714123,NA,29.952266,NA,NA,NA,6.399039,NA,NA,NA,0.867435,NA,772.978911,NA,NA,0.000000,0.209548,0.000000
588.000000,1,MS,Phloem,83.434278,1.485417,NA,NA,NA,NA,40.112634,NA,NA,NA,NA,NA,NA,NA,0.610378,NA,NA,NA,3.342719,NA,NA,NA,NA
588.000000,1,MS,Roots,0.832381,1.419462,627.335401,NA,NA,NA,NA,20.612771,2.816384,19375196.000000,2.816384,NA,1244.713098,6.375597,2.407174,NA,0.025527,NA,0.137629,7.294618,NA,NA,NA
589.000000,1,MS,Grains,NA,NA,NA,38749.137484,33832.826573,14974.334472,NA,35.314136,NA,NA,NA,6.875654,NA,NA,NA,0.870984,NA,911.352833,NA,NA,0.000000,0.209641,0.000000
589.000000,1,MS,Phloem,105.980315,1.719529,NA,NA,NA,NA,50.952074,NA,NA,NA,NA,NA,NA,NA,0.706578,NA,NA,NA,4.246006,NA,NA,NA,NA
589.000000,1,MS,Roots,1.108566,1.783382,630.308473,NA,NA,NA,NA,24.302742,3.538444,19323113.000000,3.538444,NA,1250.612049,7.596235,3.024321,NA,0.029517,NA,0.183295,7.194665,NA,NA,NA
590.000000,1,MS,Grains,NA,NA,NA,38749.137484,34171.212060,14981.477445,NA,39.781029,NA,NA,NA,7.428715,NA,NA,NA,0.875044,NA,1026.630059,NA,NA,0.000000,0.209741,0.000000
590.000000,1,MS,Phloem,127.610188,1.985829,NA,NA,NA,NA,61.351052,NA,NA,NA,NA,NA,NA,NA,0.816005,NA,NA,NA,5.112588,NA,NA,NA,NA
590.000000,1,MS,Roots,1.376261,2.055564,632.839182,NA,NA,NA,NA,27.376802,4.078487,19271030.000000,4.078487,NA,1255.633298,8.556586,3.485898,NA,0.034045,NA,0.227556,7.293512,NA,NA,NA
591.000000,1,MS,Grains,NA,NA,NA,38749.137484,34544.165208,14989.243341,NA,42.849437,NA,NA,NA,8.120613,NA,NA,NA,0.879520,NA,1105.816548,NA,NA,0.000000,0.209849,0.000000
591.000000,1,MS,Phloem,144.280661,2.278613,NA,NA,NA,NA,69.365702,NA,NA,NA,NA,NA,NA,NA,0.936314,NA,NA,NA,5.780475,NA,NA,NA,NA
591.000000,1,MS,Roots,1.614251,2.273661,634.862985,NA,NA,NA,NA,29.488441,4.511217,19218947.000000,4.511217,NA,1259.648780,9.272282,3.855754,NA,0.039010,NA,0.266907,7.219870,NA,NA,NA
592.000000,1,MS,Grains,NA,NA,NA,38749.137484,34936.478284,14997.765764,NA,44.082172,NA,NA,NA,8.929422,NA,NA,NA,0.884227,NA,1137.629767,NA,NA,0.000000,0.209969,0.000000
592.000000,1,MS,Phloem,151.453853,2.556580,NA,NA,NA,NA,72.814352,NA,NA,NA,NA,NA,NA,NA,1.050534,NA,NA,NA,6.067863,NA,NA,NA,NA
592.000000,1,MS,Roots,1.745819,2.410153,636.925550,NA,NA,NA,NA,30.336794,4.782035,19166864.000000,4.782035,NA,1263.741171,9.623099,4.087222,NA,0.043711,NA,0.288660,7.562255,NA,NA,NA
593.000000,1,MS,Grains,NA,NA,NA,38749.137484,35336.051609,15007.079029,NA,44.678473,NA,NA,NA,9.683038,NA,NA,NA,0.889022,NA,1153.018523,NA,NA,0.000000,0.210099,0.000000
593.000000,1,MS,Phloem,155.029557,2.799926,NA,NA,NA,NA,74.533441,NA,NA,NA,NA,NA,NA,NA,1.150529,NA,NA,NA,6.211120,NA,NA,NA,NA
593.000000,1,MS,Roots,1.804823,2.472345,638.808324,NA,NA,NA,NA,30.747161,4.905432,19114781.000000,4.905432,NA,1267.476833,9.771430,4.192689,NA,0.047817,NA,0.298417,7.490004,NA,NA,NA
594.000000,1,MS,Grains,NA,NA,NA,38749.137484,35728.979696,15017.236556,NA,42.131540,NA,NA,NA,10.613830,NA,NA,NA,0.893737,NA,1087.289740,NA,NA,0.000000,0.210241,0.000000
594.000000,1,MS,Phloem,140.233662,2.943986,NA,NA,NA,NA,67.420030,NA,NA,NA,NA,NA,NA,NA,1.209725,NA,NA,NA,5.618336,NA,NA,NA,NA
594.000000,1,MS,Roots,1.663743,2.454780,639.563040,NA,NA,NA,NA,28.994393,4.870576,19062698.000000,4.870576,NA,1268.974286,9.407796,4.162901,NA,0.050242,NA,0.275090,6.235661,NA,NA,NA
595.000000,1,MS,Grains,NA,NA,NA,38749.137484,36096.053997,15028.144465,NA,39.686316,NA,NA,NA,11.135325,NA,NA,NA,0.898142,NA,1024.185786,NA,NA,0.000000,0.210394,0.000000
595.000000,1,MS,Phloem,127.120681,2.972330,NA,NA,NA,NA,61.115712,NA,NA,NA,NA,NA,NA,NA,1.221372,NA,NA,NA,5.092976,NA,NA,NA,NA
595.000000,1,MS,Roots,1.453049,2.317722,640.580893,NA,NA,NA,NA,27.311621,4.598638,19010615.000000,4.598638,NA,1270.993835,8.800290,3.930474,NA,0.050719,NA,0.240253,6.196479,NA,NA,NA
596.000000,1,MS,Grains,NA,NA,NA,38749.137484,36419.253315,15039.721153,NA,31.230416,NA,NA,NA,11.913274,NA,NA,NA,0.902021,NA,805.964157,NA,NA,0.000000,0.210556,0.000000
596.000000,1,MS,Phloem,88.509700,2.813604,NA,NA,NA,NA,42.552740,NA,NA,NA,NA,NA,NA,NA,1.156149,NA,NA,NA,3.546062,NA,NA,NA,NA
596.000000,1,MS,Roots,1.006199,2.057181,639.266747,NA,NA,NA,NA,21.492378,4.081673,18958532.000000,4.081673,NA,1268.386403,7.175304,3.488639,NA,0.048047,NA,0.166369,3.113337,NA,NA,NA
597.000000,1,MS,Grains,NA,NA,NA,38749.137484,36668.109756,15051.557173,NA,24.840712,NA,NA,NA,11.653258,NA,NA,NA,0.905007,NA,641.064908,NA,NA,0.000000,0.210722,0.000000
597.000000,1,MS,Phloem,64.762363,2.531773,NA,NA,NA,NA,31.135751,NA,NA,NA,NA,NA,NA,NA,1.040341,NA,NA,NA,2.594646,NA,NA,NA,NA
597.000000,1,MS,Roots,0.679648,1.613859,638.906353,NA,NA,NA,NA,17.095064,3.202075,18906449.000000,3.202075,NA,1267.671336,5.568768,2.736839,NA,0.043292,NA,0.112376,3.109923,NA,NA,NA
598.000000,1,MS,Grains,NA,NA,NA,38749.137484,36855.519147,15063.089195,NA,16.680956,NA,NA,NA,11.302017,NA,NA,NA,0.907256,NA,430.485859,NA,NA,0.000000,0.210883,0.000000
598.000000,1,MS,Phloem,39.453845,2.227630,NA,NA,NA,NA,18.968195,NA,NA,NA,NA,NA,NA,NA,0.915364,NA,NA,NA,1.580683,NA,NA,NA,NA
598.000000,1,MS,Roots,0.406347,1.205378,637.036349,NA,NA,NA,NA,11.479623,2.391503,18854366.000000,2.391503,NA,1263.961010,3.803754,2.044123,NA,0.038147,NA,0.067187,0.578483,NA,NA,NA
599.000000,1,MS,Grains,NA,NA,NA,38749.137484,36980.079593,15073.982979,NA,11.559128,NA,NA,NA,10.474705,NA,NA,NA,0.908751,NA,298.306723,NA,NA,0.000000,0.211036,0.000000
599.000000,1,MS,Phloem,25.835022,1.950942,NA,NA,NA,NA,12.420684,NA,NA,NA,NA,NA,NA,NA,0.801669,NA,NA,NA,1.035057,NA,NA,NA,NA
599.000000,1,MS,Roots,0.255731,0.819803,635.979025,NA,NA,NA,NA,7.954846,1.626511,18802283.000000,1.626511,NA,1261.863144,2.597814,1.390251,NA,0.033453,NA,0.042284,0.579196,NA,NA,NA
600.000000,1,MS,Grains,NA,NA,NA,38749.137484,37068.976731,15084.060813,NA,8.415921,NA,NA,NA,9.690016,NA,NA,NA,0.909817,NA,217.189899,NA,NA,0.000000,0.211177,0.000000
600.000000,1,MS,Phloem,18.195310,1.745826,NA,NA,NA,NA,8.747745,NA,NA,NA,NA,NA,NA,NA,0.717384,NA,NA,NA,0.728979,NA,NA,NA,NA
