plant,axis,metamer,organ,element,nitrates,starch,amino_acids,proteins,Nstruct,mstruct,fructan,sucrose,green_area,cytokinins,triosesP,Ag,Tr,Ts,is_growing
1,MS,9,blade,LeafElement1,0,0,1,10,0.00034,0.04,0,0,0.0016,2.5,0,0,0,18,False
1,MS,9,internode,HiddenElement,0,0,3,32,0.000308,0.074,0,406,0.0001,0.1,0,0,0,18,False
1,MS,9,sheath,StemElement,0,0,3,25,0.000425,0.058,0,319,0.0002,0.15,0,0,0,18,False
1,MS,10,blade,LeafElement1,0,0,8,80,0.000471,0.05,0,120,0.00228,3.5,0,0,0,18,False
1,MS,10,internode,HiddenElement,0,0,5,47,0.000259,0.109,0,594,0.00025,0.1,0,0,0,18,False
1,MS,10,sheath,StemElement,0,0,3,32,0.000278,0.073,0,398,0.0004,0.15,0,0,0,18,False
1,MS,11,blade,LeafElement1,0,0,19,193,0.000771,0.09,0,481,0.0034,8,0,0,0,18,True
