t,plant,axis,organ,C_exudation,Conc_Amino_Acids,Conc_Nitrates,Conc_Sucrose,Conc_cytokinins,Dry_Mass,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,Nstruct_N_growth,Proteins_N_Mass,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_growth,R_maintenance,R_residual,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,amino_acids,cytokinins,mstruct,mstruct_C_growth,mstruct_death,nitrates,proteins,regul_transpiration,starch,structure,sucrose,total_organic_nitrogen
3,1,MS,roots,13.33099933,107.90879,549.0340156,118.1710642,6.10858784,NA,0.006581553,0.000954034,0.002122928,61.27085631,1.186896908,0.009986116,0.647247,NA,NA,2.861625716,3.819837336,NA,NA,1.8242,5.392070991,3.72312897,2.871660426,NA,0.845456934,NA,NA,2.783381299,66.65499667,9.621756513,63.54146753,3.074364663,0.50328566,14.498326,0.000635,276.3209469,NA,0.000959064,NA,NA,713.6856247,776.8354598
4,1,MS,grains,NA,NA,NA,NA,NA,0.085511399,NA,NA,NA,NA,NA,NA,NA,0.001531036,1.28E-06,NA,NA,0,4.65078171,NA,NA,NA,NA,0.447566224,NA,0,11.3863966,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3597144,NA,0,2475.126049,NA,NA
4,1,MS,phloem,NA,57.98084895,NA,143.8196367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.5939832,NA,NA,NA,NA,NA,NA,NA,NA,NA,4314.589102,NA
4,1,MS,roots,13.6758245,109.9664642,565.1866729,117.6017086,6.6771579,NA,0.006574624,0.00096271,0.002274706,58.93110549,1.246822883,0.00997896,0.647247,NA,NA,2.857240038,3.660884197,NA,NA,1.8242,5.388130015,3.716528769,2.869356535,NA,0.84190948,NA,NA,2.687784973,68.3791225,9.221370774,64.70579008,3.358061674,0.502917817,14.498326,0.000635,284.2424476,NA,0.000940815,NA,NA,709.7279344,777.4886196
5,1,MS,grains,NA,NA,NA,NA,NA,0.08575981,NA,NA,NA,NA,NA,NA,NA,0.001537213,1.29E-06,NA,NA,0,4.690731695,NA,NA,NA,NA,0.436106556,NA,0,11.48420518,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.8009611,NA,0,2481.892316,NA,NA
5,1,MS,phloem,NA,58.30105164,NA,149.6888088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.530576,NA,NA,NA,NA,NA,NA,NA,NA,NA,4490.664263,NA
5,1,MS,roots,13.87541218,111.8415009,580.1841765,117.0756919,7.236885003,NA,0.006686728,0.000988256,0.002465388,56.87496263,1.292369686,0.00997896,0.643168,NA,NA,2.855080851,3.52145814,NA,NA,1.811379,5.388130015,3.712761573,2.867188192,NA,0.838116543,NA,NA,2.63455682,69.37706091,8.870171637,65.80908765,3.639558406,0.502917817,14.406959,0.000634,291.7849594,NA,0.000940815,NA,NA,706.5534164,778.5919172
6,1,MS,grains,NA,NA,NA,NA,NA,0.086008819,NA,NA,NA,NA,NA,NA,NA,0.001543272,1.29E-06,NA,NA,0,4.719794899,NA,NA,NA,NA,0.429989719,NA,0,11.55535992,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.2336808,NA,0,2488.707813,NA,NA
6,1,MS,phloem,NA,58.53160407,NA,153.3629478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.2049419,NA,NA,NA,NA,NA,NA,NA,NA,NA,4600.888435,NA
6,1,MS,roots,13.99531778,113.7176293,594.9523311,116.7112316,7.757262261,NA,0.007405089,0.001103767,0.002878285,54.87888615,1.32954342,0.009971744,0.643168,NA,NA,2.851564237,3.390034953,NA,NA,1.811379,5.384157454,3.709042281,2.86576954,NA,0.836563584,NA,NA,2.603918354,69.97658892,8.539130865,66.8636939,3.898389075,0.502547025,14.406959,0.000634,298.9915243,NA,0.001025454,NA,NA,703.8345873,779.1311129
7,1,MS,grains,NA,NA,NA,NA,NA,0.086258486,NA,NA,NA,NA,NA,NA,NA,0.001549267,1.29E-06,NA,NA,0,4.742547455,NA,NA,NA,NA,0.426962517,NA,0,11.61106446,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.6619621,NA,0,2495.560437,NA,NA
7,1,MS,phloem,NA,58.70230833,NA,155.6474755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.7042519,NA,NA,NA,NA,NA,NA,NA,NA,NA,4669.424266,NA
7,1,MS,roots,14.06801445,115.3935172,608.6516673,116.3230725,8.242721102,NA,0.00751422,0.001129183,0.003058412,53.12435114,1.360670493,0.009971744,0.6404,NA,NA,2.849984838,3.273561286,NA,NA,1.802253,5.384157454,3.707005464,2.864182273,NA,0.833929748,NA,NA,2.586547889,70.34007223,8.245746313,67.8490825,4.142354971,0.502547025,14.344951,0.000634,305.8760849,NA,0.001025454,NA,NA,701.4937692,780.1165015
8,1,MS,grains,NA,NA,NA,NA,NA,0.086508842,NA,NA,NA,NA,NA,NA,NA,0.001555235,1.29E-06,NA,NA,0,4.761369555,NA,NA,NA,NA,0.425833479,NA,0,11.65714615,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.0882334,NA,0,2502.442964,NA,NA
8,1,MS,phloem,NA,58.82832647,NA,157.0158693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.0728549,NA,NA,NA,NA,NA,NA,NA,NA,NA,4710.47608,NA
8,1,MS,roots,14.11089673,117.1080839,622.2502869,116.0594453,8.689466559,NA,0.022087649,0.003343648,0.009338532,51.3994132,1.388243388,0.009964486,0.6404,NA,NA,2.846879071,3.161945058,NA,NA,1.802253,5.380162435,3.704506074,2.863185505,NA,0.833213338,NA,NA,2.577342761,70.55448364,7.964597123,68.80612177,4.363625379,0.502174138,14.344951,0.000634,312.4780014,NA,0.002972341,NA,NA,699.3846231,780.5550998
9,1,MS,grains,NA,NA,NA,NA,NA,0.086759913,NA,NA,NA,NA,NA,NA,NA,0.001561197,1.29E-06,NA,NA,0,4.777836819,NA,NA,NA,NA,0.425958374,NA,0,11.69746256,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.5140462,NA,0,2509.350869,NA,NA
9,1,MS,phloem,NA,58.94128537,NA,157.8151607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.4032597,NA,NA,NA,NA,NA,NA,NA,NA,NA,4734.45482,NA
9,1,MS,roots,14.13571951,117.4747005,634.6416388,115.7458676,8.540663452,NA,0.022156796,0.003410233,0.009178614,49.90830961,1.398818561,0.009964486,0.638235,NA,NA,2.845597498,3.064059335,NA,NA,1.794828,5.380162435,3.700062511,2.861896591,NA,0.831010272,NA,NA,2.573732577,70.67859753,7.718033591,69.02152506,4.288900307,0.502174138,14.29646,0.000633,318.7006179,NA,0.002972341,NA,NA,697.4949755,780.7705031
10,1,MS,grains,NA,NA,NA,NA,NA,0.087011726,NA,NA,NA,NA,NA,NA,NA,0.001567166,1.30E-06,NA,NA,0,4.792896967,NA,NA,NA,NA,0.426932566,NA,0,11.73433395,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.9404318,NA,0,2516.28154,NA,NA
10,1,MS,phloem,NA,59.0584236,NA,158.2652713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.745889,NA,NA,NA,NA,NA,NA,NA,NA,NA,4747.958138,NA
10,1,MS,roots,14.14962584,117.9123952,647.0361938,115.541709,8.390910808,NA,0.048528502,0.007586804,0.019677477,48.42363213,1.407894934,0.009957195,0.638235,NA,NA,2.842720674,2.969015376,NA,NA,1.794828,5.376150124,3.695003976,2.861137011,NA,0.830645796,NA,NA,2.574043015,70.74812921,7.478628151,69.22702456,4.210555993,0.501799637,14.29646,0.000633,324.6825269,NA,0.006490789,NA,NA,695.7454511,780.4552199
11,1,MS,grains,NA,NA,NA,NA,NA,0.087264306,NA,NA,NA,NA,NA,NA,NA,0.001573152,1.30E-06,NA,NA,0,4.80799843,NA,NA,NA,NA,0.428139407,NA,0,11.7713065,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.3679893,NA,0,2523.233775,NA,NA
11,1,MS,phloem,NA,59.2071768,NA,158.7151679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.1809921,NA,NA,NA,NA,NA,NA,NA,NA,NA,4761.455038,NA
11,1,MS,roots,14.16347389,116.5805296,658.183787,115.2771329,7.548966898,NA,0.047980354,0.007717515,0.017703039,47.15597422,1.396552477,0.009957195,0.636411,NA,NA,2.841628373,2.886371605,NA,NA,1.788363,5.376150124,3.686678799,2.860037633,NA,0.828640107,NA,NA,2.57572994,70.81736944,7.270457444,68.44507884,3.788068845,0.501799637,14.255598,0.000633,330.2763851,NA,0.006490789,NA,NA,694.1522804,779.6732742
12,1,MS,grains,NA,NA,NA,NA,NA,0.087517678,NA,NA,NA,NA,NA,NA,NA,0.001579153,1.30E-06,NA,NA,0,4.824217195,NA,NA,NA,NA,0.429073881,NA,0,11.81101451,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.7966186,NA,0,2530.208699,NA,NA
12,1,MS,phloem,NA,59.40187011,NA,159.42626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.7504701,NA,NA,NA,NA,NA,NA,NA,NA,NA,4782.787801,NA
12,1,MS,roots,14.18525698,115.3856909,669.4210747,115.1197818,6.852663013,NA,0.139679356,0.023087267,0.047267488,45.87722232,1.386257219,0.009949878,0.636411,NA,NA,2.83893319,2.805251382,NA,NA,1.788363,5.372124238,3.677901102,2.859466278,NA,0.828572351,NA,NA,2.576630169,70.92628491,7.066124388,67.69285314,3.436088794,0.501423868,14.255598,0.000633,335.6637046,NA,0.019105819,NA,NA,692.6856752,778.39842
13,1,MS,grains,NA,NA,NA,NA,NA,0.087771852,NA,NA,NA,NA,NA,NA,NA,0.001585156,1.30E-06,NA,NA,0,4.845347894,NA,NA,NA,NA,0.427878568,NA,0,11.86274829,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.2254307,NA,0,2537.209749,NA,NA
13,1,MS,phloem,NA,59.68522858,NA,161.3378477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.5792936,NA,NA,NA,NA,NA,NA,NA,NA,NA,4840.13543,NA
13,1,MS,roots,14.24318751,111.0400317,679.1425349,114.9070208,5.289940638,NA,0.134418748,0.023422545,0.036488327,44.82607265,1.341976219,0.009949878,0.634832,NA,NA,2.838052254,2.737209635,NA,NA,1.78259,5.372124238,3.662144035,2.85857897,NA,0.826925935,NA,NA,2.568694255,71.21593755,6.894734596,65.14340297,2.652502496,0.501423868,14.220226,0.000632,340.5382768,NA,0.019105819,NA,NA,691.4054737,775.8489698
14,1,MS,grains,NA,NA,NA,NA,NA,0.088026802,NA,NA,NA,NA,NA,NA,NA,0.001591116,1.30E-06,NA,NA,0,4.874328798,NA,NA,NA,NA,0.42301333,NA,0,11.93370154,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.6511388,NA,0,2544.247324,NA,NA
14,1,MS,phloem,NA,60.08359899,NA,165.2652991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.744527,NA,NA,NA,NA,NA,NA,NA,NA,NA,4957.958973,NA
14,1,MS,roots,14.35941311,107.0453824,689.0330276,114.8236689,4.230764571,NA,0.135311447,0.024814157,0.030472518,43.74858305,1.305202281,0.009942545,0.634832,NA,NA,2.835683162,2.669973688,NA,NA,1.78259,5.368089711,3.646936993,2.858339389,NA,0.827773128,NA,NA,2.544987039,71.79706553,6.72537453,62.7527149,2.119813135,0.501047293,14.220226,0.000632,345.2381332,NA,0.019965411,NA,NA,690.3850613,772.9344652
15,1,MS,grains,NA,NA,NA,NA,NA,0.088282508,NA,NA,NA,NA,NA,NA,NA,0.001596993,1.31E-06,NA,NA,0,4.907079519,NA,NA,NA,NA,0.416625432,NA,0,12.01388434,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.0709641,NA,0,2551.330291,NA,NA
15,1,MS,phloem,NA,60.58361049,NA,170.3324671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.2070607,NA,NA,NA,NA,NA,NA,NA,NA,NA,5109.974012,NA
15,1,MS,roots,14.50404936,103.084072,698.0430575,114.7146527,3.501726783,NA,0.130304125,0.025138635,0.025221548,42.81770298,1.270768836,0.009942545,0.633579,NA,NA,2.835296054,2.611316347,NA,NA,1.777737,5.368089711,3.63408778,2.857949188,NA,0.827832675,NA,NA,2.514905113,72.52024678,6.577623041,60.43049442,1.754530725,0.501047293,14.192172,0.000632,349.7525843,NA,0.019965411,NA,NA,689.7295945,770.6122448
16,1,MS,grains,NA,NA,NA,NA,NA,0.088538998,NA,NA,NA,NA,NA,NA,NA,0.001602782,1.31E-06,NA,NA,0,4.940253402,NA,NA,NA,NA,0.410415968,NA,0,12.09510316,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.4844532,NA,0,2558.461126,NA,NA
16,1,MS,phloem,NA,61.16218952,NA,175.7409488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.8994043,NA,NA,NA,NA,NA,NA,NA,NA,NA,5272.228465,NA
16,1,MS,roots,14.65218571,99.43413877,707.2825071,114.7524043,3.010768542,NA,0.125893123,0.025512457,0.021720346,41.8524184,1.23788629,0.009935211,0.633579,NA,NA,2.833512585,2.553071563,NA,NA,1.777737,5.364055406,3.621973674,2.858299581,NA,0.830823508,NA,NA,2.485919676,73.26092855,6.430910739,58.24700353,1.50740371,0.500670739,14.192172,0.000632,354.1156552,NA,0.020012653,NA,NA,689.438052,767.9049313
17,1,MS,grains,NA,NA,NA,NA,NA,0.088796313,NA,NA,NA,NA,NA,NA,NA,0.001608489,1.32E-06,NA,NA,0,4.97245858,NA,NA,NA,NA,0.405077549,NA,0,12.17395032,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.8920987,NA,0,2565.639506,NA,NA
17,1,MS,phloem,NA,61.80651702,NA,181.1057493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.7840623,NA,NA,NA,NA,NA,NA,NA,NA,NA,5433.172478,NA
17,1,MS,roots,14.7931393,95.92153494,715.6961482,114.7637162,2.690296156,NA,0.121445831,0.025815947,0.019408388,41.0193709,1.205525717,0.009935211,0.632916,NA,NA,2.833709889,2.502437682,NA,NA,1.774543,5.364055406,3.612463613,2.858498611,NA,0.833056373,NA,NA,2.461143859,73.96569648,6.303369475,56.18937372,1.346952563,0.500670739,14.177324,0.000631,358.3281191,NA,0.020012653,NA,NA,689.5060143,765.8473015
18,1,MS,grains,NA,NA,NA,NA,NA,0.0890545,NA,NA,NA,NA,NA,NA,NA,0.001614129,1.32E-06,NA,NA,0,5.003124154,NA,NA,NA,NA,0.400798011,NA,0,12.2490281,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2949603,NA,0,2572.863369,NA,NA
18,1,MS,phloem,NA,62.49488589,NA,186.2195052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.7975412,NA,NA,NA,NA,NA,NA,NA,NA,NA,5586.585157,NA
18,1,MS,roots,14.92227399,92.69452714,724.3901175,114.9156488,2.474610548,NA,0.060619633,0.013496607,0.009221232,40.14612503,1.173584988,0.009927895,0.632916,NA,NA,2.832484398,2.45157538,NA,NA,1.774543,5.360030558,3.603500828,2.859407918,NA,0.838129382,NA,NA,2.44134379,74.61136997,6.175252848,54.25829914,1.23803545,0.500295067,14.177324,0.000631,362.4088023,NA,0.01034483,NA,NA,689.9007865,763.3936297
19,1,MS,grains,NA,NA,NA,NA,NA,0.089313608,NA,NA,NA,NA,NA,NA,NA,0.001619723,1.33E-06,NA,NA,0,5.029732281,NA,NA,NA,NA,0.398882711,NA,0,12.31417214,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.6945178,NA,0,2580.129279,NA,NA
19,1,MS,phloem,NA,63.19182993,NA,190.2065882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.8361025,NA,NA,NA,NA,NA,NA,NA,NA,NA,5706.197645,NA
19,1,MS,roots,15.01960768,91.18744491,732.7107058,115.0267913,2.58825683,NA,0.059634043,0.013651634,0.009644716,39.35556615,1.160911854,0.009927895,0.632869,NA,NA,2.833171218,2.40502694,NA,NA,1.773079,5.360030558,3.601242564,2.860101267,NA,0.842269569,NA,NA,2.432588141,75.09803838,6.058002369,53.37613575,1.294892124,0.500295067,14.176268,0.000631,366.5715515,NA,0.01034483,NA,NA,690.5680351,762.5114663
20,1,MS,grains,NA,NA,NA,NA,NA,0.089573709,NA,NA,NA,NA,NA,NA,NA,0.00162531,1.33E-06,NA,NA,0,5.05176566,NA,NA,NA,NA,0.399487651,NA,0,12.36811593,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.0935528,NA,0,2587.430073,NA,NA
20,1,MS,phloem,NA,63.86054742,NA,192.7691094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.7921012,NA,NA,NA,NA,NA,NA,NA,NA,NA,5783.073282,NA
20,1,MS,roots,15.08068064,89.82148848,741.3458213,115.2574224,2.672703355,NA,0.014200929,0.00333926,0.002407743,38.52305353,1.145874101,0.009920608,0.632869,NA,NA,2.83233334,2.35765929,NA,NA,1.773079,5.356022138,3.598765203,2.861395277,NA,0.848804572,NA,NA,2.435514723,75.40340321,5.938688389,52.53726105,1.336140343,0.499920929,14.176268,0.000631,370.6142914,NA,0.002502797,NA,NA,691.4351718,761.1521496
21,1,MS,grains,NA,NA,NA,NA,NA,0.089834848,NA,NA,NA,NA,NA,NA,NA,0.001630918,1.33E-06,NA,NA,0,5.070033856,NA,NA,NA,NA,0.401984587,NA,0,12.41284151,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.4941339,NA,0,2594.76015,NA,NA
21,1,MS,phloem,NA,64.46640627,NA,194.0885362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.5642383,NA,NA,NA,NA,NA,NA,NA,NA,NA,5822.656086,NA
21,1,MS,roots,15.11168672,90.94564469,749.8801768,115.4203365,3.232042472,NA,0.01437866,0.003377701,0.002911632,37.74528953,1.160959653,0.009920608,0.633288,NA,NA,2.833270893,2.312484557,NA,NA,1.772927,5.356022138,3.604657051,2.86234245,NA,0.853936695,NA,NA,2.446927703,75.55843361,5.824898128,53.19478844,1.615765674,0.499920929,14.185662,0.00063,374.8807943,NA,0.002502797,NA,NA,692.4125017,761.809677
22,1,MS,grains,NA,NA,NA,NA,NA,0.09009704,NA,NA,NA,NA,NA,NA,NA,0.001636572,1.33E-06,NA,NA,0,5.085161258,NA,NA,NA,NA,0.405838044,NA,0,12.44987756,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.8979665,NA,0,2602.114192,NA,NA
22,1,MS,phloem,NA,64.97564644,NA,194.3423945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.0537658,NA,NA,NA,NA,NA,NA,NA,NA,NA,5830.271836,NA
22,1,MS,roots,15.1176185,92.12333459,758.752633,115.6810883,3.737092344,NA,0.020120527,0.004721313,0.004650787,36.92611879,1.173803179,0.009913358,0.633288,NA,NA,2.83258072,2.26609178,NA,NA,1.772927,5.352033268,3.609723869,2.863777979,NA,0.860999012,NA,NA,2.46400203,75.58809252,5.708039747,53.84349852,1.866859304,0.499548615,14.185662,0.00063,379.0338269,NA,0.00346005,NA,NA,693.4599294,761.9405164
23,1,MS,grains,NA,NA,NA,NA,NA,0.090360286,NA,NA,NA,NA,NA,NA,NA,0.001642285,1.33E-06,NA,NA,0,5.09848764,NA,NA,NA,NA,0.410448497,NA,0,12.48250422,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.3060634,NA,0,2609.488728,NA,NA
23,1,MS,phloem,NA,65.41985476,NA,193.9801288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.3530752,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819.403864,NA
23,1,MS,roots,15.10915031,92.79327034,766.7168959,115.8560754,4.091606716,NA,0.020266846,0.00477087,0.005091977,36.22922974,1.179892188,0.009913358,0.633919,NA,NA,2.833558378,2.225820628,NA,NA,1.77337,5.352033268,3.614560134,2.864766405,NA,0.86614455,NA,NA,2.484088098,75.54575154,5.606601078,54.23505713,2.043956468,0.499548615,14.199779,0.00063,383.0123634,NA,0.00346005,NA,NA,694.5089038,762.332075
24,1,MS,grains,NA,NA,NA,NA,NA,0.090624583,NA,NA,NA,NA,NA,NA,NA,0.001648066,1.33E-06,NA,NA,0,5.110687791,NA,NA,NA,NA,0.415483313,NA,0,12.51237356,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.7190033,NA,0,2616.881686,NA,NA
24,1,MS,phloem,NA,65.81109607,NA,193.2368081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.497456,NA,NA,NA,NA,NA,NA,NA,NA,NA,5797.104242,NA
24,1,MS,roots,15.09170525,93.53336616,775.0513092,116.118074,4.39987667,NA,0.010143392,0.002394639,0.002718817,35.48802936,1.1852492,0.009906145,0.633919,NA,NA,2.832861282,2.183940088,NA,NA,1.77337,5.348064361,3.618431188,2.866187109,NA,0.872985819,NA,NA,2.505660366,75.45852624,5.501108533,54.62708246,2.196322362,0.499178165,14.199779,0.00063,386.8886901,NA,0.001719299,NA,NA,695.5632852,762.2088563
