t,PAR
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,19.33277777777778
6,67.66472222222222
7,173.9947222222222
8,314.15722222222223
9,164.32833333333335
10,270.65833333333336
11,91.83055555555555
12,149.82888888888888
13,188.49416666666667
14,217.49333333333334
15,62.83138888888889
16,38.66555555555556
17,43.49861111111111
18,62.83138888888889
19,19.33277777777778
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,9.66638888888889
30,33.83222222222222
31,82.16416666666667
32,62.83138888888889
33,43.49861111111111
34,86.99722222222222
35,72.49777777777778
36,101.49694444444444
37,202.99388888888888
38,169.16166666666666
39,159.49527777777777
40,130.4961111111111
41,43.49861111111111
42,28.999166666666667
43,4.833055555555555
44,4.833055555555555
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,33.83222222222222
54,169.16166666666666
55,91.83055555555555
56,43.49861111111111
57,72.49777777777778
58,183.6611111111111
59,536.4836111111111
60,758.8102777777777
61,705.6452777777778
62,483.3186111111111
63,468.81916666666666
64,376.9886111111111
65,164.32833333333335
66,183.6611111111111
67,72.49777777777778
68,14.499444444444444
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,9.66638888888889
78,106.33
79,241.65944444444443
80,193.3275
81,270.65833333333336
82,444.65305555555557
83,294.82444444444445
84,111.16333333333333
85,420.4872222222222
86,285.15805555555556
87,396.32138888888886
88,289.99111111111114
89,304.49083333333334
90,62.83138888888889
91,72.49777777777778
92,9.66638888888889
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,4.833055555555555
101,9.66638888888889
102,43.49861111111111
103,159.49527777777777
104,405.98777777777775
105,372.15527777777777
106,251.32583333333332
107,444.65305555555557
108,256.1588888888889
109,599.3152777777777
110,343.1563888888889
111,372.15527777777777
112,251.32583333333332
113,343.1563888888889
114,246.4925
115,67.66472222222222
116,4.833055555555555
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,43.49861111111111
126,140.1625
127,280.32472222222225
128,415.65416666666664
129,415.65416666666664
130,159.49527777777777
131,439.82
132,376.9886111111111
133,492.985
134,560.6497222222222
135,468.81916666666666
136,333.49
137,159.49527777777777
138,38.66555555555556
139,4.833055555555555
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,14.499444444444444
150,67.66472222222222
151,96.66361111111111
152,91.83055555555555
153,111.16333333333333
154,144.99555555555557
155,222.32666666666665
156,222.32666666666665
157,183.6611111111111
158,28.999166666666667
159,101.49694444444444
160,236.82611111111112
161,140.1625
162,159.49527777777777
163,33.83222222222222
164,4.833055555555555
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,14.499444444444444
175,43.49861111111111
176,106.33
177,101.49694444444444
178,173.9947222222222
179,140.1625
180,178.82777777777778
181,256.1588888888889
182,270.65833333333336
183,178.82777777777778
184,111.16333333333333
185,82.16416666666667
186,67.66472222222222
187,28.999166666666667
188,4.833055555555555
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,19.33277777777778
198,24.16583333333333
199,62.83138888888889
200,77.33111111111111
201,82.16416666666667
202,111.16333333333333
203,241.65944444444443
204,289.99111111111114
205,202.99388888888888
206,231.99305555555554
207,101.49694444444444
208,96.66361111111111
209,53.165
210,19.33277777777778
211,19.33277777777778
212,9.66638888888889
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,43.49861111111111
222,130.4961111111111
223,246.4925
224,381.82166666666666
225,439.82
226,328.6566666666667
227,405.98777777777775
228,647.6469444444444
229,502.6513888888889
230,333.49
231,217.49333333333334
232,164.32833333333335
233,101.49694444444444
234,57.998333333333335
235,33.83222222222222
236,4.833055555555555
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,24.16583333333333
246,144.99555555555557
247,299.6575
248,265.8252777777778
249,367.3222222222222
250,483.3186111111111
251,463.98583333333335
252,391.48805555555555
253,415.65416666666664
254,488.15194444444444
255,410.8208333333333
256,570.3161111111111
257,198.16055555555556
258,101.49694444444444
259,43.49861111111111
260,4.833055555555555
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,43.49861111111111
270,149.82888888888888
271,294.82444444444445
272,439.82
273,584.8155555555555
274,666.9797222222222
275,666.9797222222222
276,744.3108333333333
277,691.1455555555556
278,686.3125
279,652.4802777777778
280,425.32055555555553
281,367.3222222222222
282,222.32666666666665
283,82.16416666666667
284,14.499444444444444
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,28.999166666666667
294,144.99555555555557
295,154.66194444444446
296,67.66472222222222
297,77.33111111111111
298,82.16416666666667
299,318.9902777777778
300,647.6469444444444
301,246.4925
302,304.49083333333334
303,202.99388888888888
304,77.33111111111111
305,77.33111111111111
306,57.998333333333335
307,14.499444444444444
308,4.833055555555555
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,19.33277777777778
318,67.66472222222222
319,212.66027777777776
320,294.82444444444445
321,526.8172222222222
322,444.65305555555557
323,376.9886111111111
324,352.8225
325,531.6505555555556
326,468.81916666666666
327,541.3169444444444
328,372.15527777777777
329,386.655
330,246.4925
331,67.66472222222222
332,4.833055555555555
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,28.999166666666667
342,72.49777777777778
343,120.82972222222222
344,164.32833333333335
345,309.3238888888889
346,521.9841666666666
347,309.3238888888889
348,285.15805555555556
349,463.98583333333335
350,333.49
351,401.15444444444444
352,381.82166666666666
353,251.32583333333332
354,111.16333333333333
355,53.165
356,9.66638888888889
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,9.66638888888889
366,28.999166666666667
367,77.33111111111111
368,149.82888888888888
369,198.16055555555556
370,294.82444444444445
371,236.82611111111112
372,217.49333333333334
373,159.49527777777777
374,120.82972222222222
375,304.49083333333334
376,256.1588888888889
377,352.8225
378,212.66027777777776
379,106.33
380,19.33277777777778
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,48.331944444444446
390,159.49527777777777
391,265.8252777777778
392,459.15277777777777
393,478.48555555555555
394,691.1455555555556
395,729.8111111111111
396,652.4802777777778
397,666.9797222222222
398,768.4766666666667
399,604.1483333333333
400,512.3177777777778
401,352.8225
402,212.66027777777776
403,106.33
404,14.499444444444444
405,0.0
406,0.0
407,0.0
