t,PAR
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,1.4652777777777777
6,5.128055555555555
7,13.186666666666667
8,23.809166666666666
9,12.453888888888889
10,20.5125
11,6.959444444444444
12,11.355
13,14.285555555555556
14,16.483333333333334
15,4.7619444444444445
16,2.930277777777778
17,3.296666666666667
18,4.7619444444444445
19,1.4652777777777777
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.7325
30,2.5641666666666665
31,6.226944444444444
32,4.7619444444444445
33,3.296666666666667
34,6.593333333333334
35,5.4944444444444445
36,7.692222222222222
37,15.384444444444444
38,12.820277777777777
39,12.087777777777777
40,9.89
41,3.296666666666667
42,2.1977777777777776
43,0.3663888888888889
44,0.3663888888888889
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,2.5641666666666665
54,12.820277777777777
55,6.959444444444444
56,3.296666666666667
57,5.4944444444444445
58,13.919166666666667
59,40.658611111111114
60,57.50805555555556
61,53.47888888888889
62,36.629444444444445
63,35.53055555555556
64,28.570833333333333
65,12.453888888888889
66,13.919166666666667
67,5.4944444444444445
68,1.0988888888888888
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.7325
78,8.058333333333334
79,18.314722222222223
80,14.651666666666667
81,20.5125
82,33.69888888888889
83,22.343888888888888
84,8.424722222222222
85,31.8675
86,21.61138888888889
87,30.03611111111111
88,21.9775
89,23.07638888888889
90,4.7619444444444445
91,5.4944444444444445
92,0.7325
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.3663888888888889
101,0.7325
102,3.296666666666667
103,12.087777777777777
104,30.76861111111111
105,28.204722222222223
106,19.04722222222222
107,33.69888888888889
108,19.413611111111113
109,45.42027777777778
110,26.006944444444443
111,28.204722222222223
112,19.04722222222222
113,26.006944444444443
114,18.680833333333332
115,5.128055555555555
116,0.3663888888888889
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,3.296666666666667
126,10.6225
127,21.245
128,31.50111111111111
129,31.50111111111111
130,12.087777777777777
131,33.33277777777778
132,28.570833333333333
133,37.36194444444445
134,42.49
135,35.53055555555556
136,25.274166666666666
137,12.087777777777777
138,2.930277777777778
139,0.3663888888888889
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,1.0988888888888888
150,5.128055555555555
151,7.325833333333334
152,6.959444444444444
153,8.424722222222222
154,10.988888888888889
155,16.849444444444444
156,16.849444444444444
157,13.919166666666667
158,2.1977777777777776
159,7.692222222222222
160,17.948333333333334
161,10.6225
162,12.087777777777777
163,2.5641666666666665
164,0.3663888888888889
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,1.0988888888888888
175,3.296666666666667
176,8.058333333333334
177,7.692222222222222
178,13.186666666666667
179,10.6225
180,13.552777777777777
181,19.413611111111113
182,20.5125
183,13.552777777777777
184,8.424722222222222
185,6.226944444444444
186,5.128055555555555
187,2.1977777777777776
188,0.3663888888888889
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,1.4652777777777777
198,1.831388888888889
199,4.7619444444444445
200,5.860555555555556
201,6.226944444444444
202,8.424722222222222
203,18.314722222222223
204,21.9775
205,15.384444444444444
206,17.581944444444446
207,7.692222222222222
208,7.325833333333334
209,4.029166666666667
210,1.4652777777777777
211,1.4652777777777777
212,0.7325
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,3.296666666666667
222,9.89
223,18.680833333333332
224,28.93722222222222
225,33.33277777777778
226,24.908055555555556
227,30.76861111111111
228,49.083333333333336
229,38.09444444444444
230,25.274166666666666
231,16.483333333333334
232,12.453888888888889
233,7.692222222222222
234,4.395555555555555
235,2.5641666666666665
236,0.3663888888888889
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,1.831388888888889
246,10.988888888888889
247,22.710277777777776
248,20.14611111111111
249,27.838333333333335
250,36.629444444444445
251,35.16416666666667
252,29.669722222222223
253,31.50111111111111
254,36.995555555555555
255,31.135
256,43.2225
257,15.018055555555556
258,7.692222222222222
259,3.296666666666667
260,0.3663888888888889
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,3.296666666666667
270,11.355
271,22.343888888888888
272,33.33277777777778
273,44.32138888888889
274,50.548611111111114
275,50.548611111111114
276,56.409166666666664
277,52.38
278,52.01361111111111
279,49.44972222222222
280,32.23388888888889
281,27.838333333333335
282,16.849444444444444
283,6.226944444444444
284,1.0988888888888888
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,2.1977777777777776
294,10.988888888888889
295,11.721388888888889
296,5.128055555555555
297,5.860555555555556
298,6.226944444444444
299,24.17527777777778
300,49.083333333333336
301,18.680833333333332
302,23.07638888888889
303,15.384444444444444
304,5.860555555555556
305,5.860555555555556
306,4.395555555555555
307,1.0988888888888888
308,0.3663888888888889
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,1.4652777777777777
318,5.128055555555555
319,16.116944444444446
320,22.343888888888888
321,39.92611111111111
322,33.69888888888889
323,28.570833333333333
324,26.739444444444445
325,40.29222222222222
326,35.53055555555556
327,41.02472222222222
328,28.204722222222223
329,29.303333333333335
330,18.680833333333332
331,5.128055555555555
332,0.3663888888888889
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,2.1977777777777776
342,5.4944444444444445
343,9.157222222222222
344,12.453888888888889
345,23.442777777777778
346,39.55972222222222
347,23.442777777777778
348,21.61138888888889
349,35.16416666666667
350,25.274166666666666
351,30.40222222222222
352,28.93722222222222
353,19.04722222222222
354,8.424722222222222
355,4.029166666666667
356,0.7325
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.7325
366,2.1977777777777776
367,5.860555555555556
368,11.355
369,15.018055555555556
370,22.343888888888888
371,17.948333333333334
372,16.483333333333334
373,12.087777777777777
374,9.157222222222222
375,23.07638888888889
376,19.413611111111113
377,26.739444444444445
378,16.116944444444446
379,8.058333333333334
380,1.4652777777777777
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,3.6630555555555557
390,12.087777777777777
391,20.14611111111111
392,34.797777777777775
393,36.26305555555555
394,52.38
395,55.31027777777778
396,49.44972222222222
397,50.548611111111114
398,58.24055555555555
399,45.78666666666667
400,38.827222222222225
401,26.739444444444445
