t,PAR
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,22.444444444444443
6,78.55555555555556
7,202.0
8,364.72222222222223
9,190.77777777777777
10,314.22222222222223
11,106.61111111111111
12,173.94444444444446
13,218.83333333333334
14,252.5
15,72.94444444444444
16,44.888888888888886
17,50.5
18,72.94444444444444
19,22.444444444444443
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,11.222222222222221
30,39.27777777777778
31,95.38888888888889
32,72.94444444444444
33,50.5
34,101.0
35,84.16666666666667
36,117.83333333333333
37,235.66666666666666
38,196.38888888888889
39,185.16666666666666
40,151.5
41,50.5
42,33.666666666666664
43,5.611111111111111
44,5.611111111111111
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,39.27777777777778
54,196.38888888888889
55,106.61111111111111
56,50.5
57,84.16666666666667
58,213.22222222222223
59,622.8333333333334
60,880.9444444444445
61,819.2222222222222
62,561.1111111111111
63,544.2777777777778
64,437.6666666666667
65,190.77777777777777
66,213.22222222222223
67,84.16666666666667
68,16.833333333333332
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,11.222222222222221
78,123.44444444444444
79,280.55555555555554
80,224.44444444444446
81,314.22222222222223
82,516.2222222222222
83,342.27777777777777
84,129.05555555555554
85,488.1666666666667
86,331.05555555555554
87,460.1111111111111
88,336.6666666666667
89,353.5
90,72.94444444444444
91,84.16666666666667
92,11.222222222222221
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,5.611111111111111
101,11.222222222222221
102,50.5
103,185.16666666666666
104,471.3333333333333
105,432.05555555555554
106,291.77777777777777
107,516.2222222222222
108,297.3888888888889
109,695.7777777777778
110,398.3888888888889
111,432.05555555555554
112,291.77777777777777
113,398.3888888888889
114,286.1666666666667
115,78.55555555555556
116,5.611111111111111
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,50.5
126,162.72222222222223
127,325.44444444444446
128,482.55555555555554
129,482.55555555555554
130,185.16666666666666
131,510.6111111111111
132,437.6666666666667
133,572.3333333333334
134,650.8888888888889
135,544.2777777777778
136,387.1666666666667
137,185.16666666666666
138,44.888888888888886
139,5.611111111111111
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,16.833333333333332
150,78.55555555555556
151,112.22222222222223
152,106.61111111111111
153,129.05555555555554
154,168.33333333333334
155,258.1111111111111
156,258.1111111111111
157,213.22222222222223
158,33.666666666666664
159,117.83333333333333
160,274.94444444444446
161,162.72222222222223
162,185.16666666666666
163,39.27777777777778
164,5.611111111111111
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,16.833333333333332
175,50.5
176,123.44444444444444
177,117.83333333333333
178,202.0
179,162.72222222222223
180,207.61111111111111
181,297.3888888888889
182,314.22222222222223
183,207.61111111111111
184,129.05555555555554
185,95.38888888888889
186,78.55555555555556
187,33.666666666666664
188,5.611111111111111
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,22.444444444444443
198,28.055555555555557
199,72.94444444444444
200,89.77777777777777
201,95.38888888888889
202,129.05555555555554
203,280.55555555555554
204,336.6666666666667
205,235.66666666666666
206,269.3333333333333
207,117.83333333333333
208,112.22222222222223
209,61.72222222222222
210,22.444444444444443
211,22.444444444444443
212,11.222222222222221
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,50.5
222,151.5
223,286.1666666666667
224,443.27777777777777
225,510.6111111111111
226,381.55555555555554
227,471.3333333333333
228,751.8888888888889
229,583.5555555555555
230,387.1666666666667
231,252.5
232,190.77777777777777
233,117.83333333333333
234,67.33333333333333
235,39.27777777777778
236,5.611111111111111
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,28.055555555555557
246,168.33333333333334
247,347.8888888888889
248,308.6111111111111
249,426.44444444444446
250,561.1111111111111
251,538.6666666666666
252,454.5
253,482.55555555555554
254,566.7222222222222
255,476.94444444444446
256,662.1111111111111
257,230.05555555555554
258,117.83333333333333
259,50.5
260,5.611111111111111
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,50.5
270,173.94444444444446
271,342.27777777777777
272,510.6111111111111
273,678.9444444444445
274,774.3333333333334
275,774.3333333333334
276,864.1111111111111
277,802.3888888888889
278,796.7777777777778
279,757.5
280,493.77777777777777
281,426.44444444444446
282,258.1111111111111
283,95.38888888888889
284,16.833333333333332
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,33.666666666666664
294,168.33333333333334
295,179.55555555555554
296,78.55555555555556
297,89.77777777777777
298,95.38888888888889
299,370.3333333333333
300,751.8888888888889
301,286.1666666666667
302,353.5
303,235.66666666666666
304,89.77777777777777
305,89.77777777777777
306,67.33333333333333
307,16.833333333333332
308,5.611111111111111
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,22.444444444444443
318,78.55555555555556
319,246.88888888888889
320,342.27777777777777
321,611.6111111111111
322,516.2222222222222
323,437.6666666666667
324,409.6111111111111
325,617.2222222222222
326,544.2777777777778
327,628.4444444444445
328,432.05555555555554
329,448.8888888888889
330,286.1666666666667
331,78.55555555555556
332,5.611111111111111
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,33.666666666666664
342,84.16666666666667
343,140.27777777777777
344,190.77777777777777
345,359.1111111111111
346,606.0
347,359.1111111111111
348,331.05555555555554
349,538.6666666666666
350,387.1666666666667
351,465.72222222222223
352,443.27777777777777
353,291.77777777777777
354,129.05555555555554
355,61.72222222222222
356,11.222222222222221
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,11.222222222222221
366,33.666666666666664
367,89.77777777777777
368,173.94444444444446
369,230.05555555555554
370,342.27777777777777
371,274.94444444444446
372,252.5
373,185.16666666666666
374,140.27777777777777
375,353.5
376,297.3888888888889
377,409.6111111111111
378,246.88888888888889
379,123.44444444444444
380,22.444444444444443
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,56.111111111111114
390,185.16666666666666
391,308.6111111111111
392,533.0555555555555
393,555.5
394,802.3888888888889
395,847.2777777777778
396,757.5
397,774.3333333333334
398,892.1666666666666
399,701.3888888888889
400,594.7777777777778
401,409.6111111111111
402,246.88888888888889
403,123.44444444444444
404,16.833333333333332
405,0.0
406,0.0
407,0.0
408,0.0
