t,plant,axis,phytomer,organ,element,Ag,An,Rd,Tr,Ts,gs
46,1,MS,4,Peduncle,enclosed,0,-0.213017,0.213017,0,13.370795,0.05
46,1,MS,4,Peduncle,exposed,0.144564,-0.528004,0.672568,0,13.341617,0.053045
46,1,MS,5,Chaff,exposed,0.484919,-0.702292,1.187211,0.000001,13.450359,0.057227
47,1,MS,1,Internode,enclosed,0,-0.199057,0.199057,0.000001,12.115957,0.05
47,1,MS,1,Internode,exposed,0,-0.909675,0.909675,0.000001,12.161865,0.05
47,1,MS,1,Lamina,exposed,0,-0.322869,0.322869,0.000001,12.216399,0.05
47,1,MS,1,Sheath,exposed,0,-0.842559,0.842559,0.000001,12.293353,0.05
47,1,MS,2,Internode,exposed,0,-0.500111,0.500111,0.000001,12.21048,0.05
47,1,MS,2,Lamina,exposed,0,-0.191744,0.191744,0.000001,12.158646,0.05
47,1,MS,2,Sheath,exposed,0,-0.374683,0.374683,0.000001,12.258839,0.05
47,1,MS,3,Internode,exposed,0,-0.594,0.594,0.000001,12.181199,0.05
47,1,MS,3,Lamina,exposed,0,-0.130724,0.130724,0.000001,12.107051,0.05
47,1,MS,3,Sheath,exposed,0,-0.174112,0.174112,0.000001,12.28288,0.05
47,1,MS,4,Peduncle,enclosed,0,-0.198788,0.198788,0.000001,12.215906,0.05
47,1,MS,4,Peduncle,exposed,0,-0.655265,0.655265,0.000001,12.157382,0.05
47,1,MS,5,Chaff,exposed,0,-1.265705,1.265705,0.000001,12.262915,0.05
48,1,MS,1,Internode,enclosed,0,-0.199057,0.199057,0.000001,12.115957,0.05
48,1,MS,1,Internode,exposed,0,-0.909675,0.909675,0.000001,12.161865,0.05
48,1,MS,1,Lamina,exposed,0,-0.322869,0.322869,0.000001,12.216399,0.05
48,1,MS,1,Sheath,exposed,0,-0.842559,0.842559,0.000001,12.293353,0.05
48,1,MS,2,Internode,exposed,0,-0.500111,0.500111,0.000001,12.21048,0.05
48,1,MS,2,Lamina,exposed,0,-0.191744,0.191744,0.000001,12.158646,0.05
48,1,MS,2,Sheath,exposed,0,-0.374683,0.374683,0.000001,12.258839,0.05
48,1,MS,3,Internode,exposed,0,-0.594,0.594,0.000001,12.181199,0.05
48,1,MS,3,Lamina,exposed,0,-0.130724,0.130724,0.000001,12.107051,0.05
48,1,MS,3,Sheath,exposed,0,-0.174112,0.174112,0.000001,12.28288,0.05
48,1,MS,4,Peduncle,enclosed,0,-0.198788,0.198788,0.000001,12.215906,0.05
48,1,MS,4,Peduncle,exposed,0,-0.655265,0.655265,0.000001,12.157382,0.05
48,1,MS,5,Chaff,exposed,0,-1.265705,1.265705,0.000001,12.262915,0.05
