t,plant,axis,phytomer,organ,element,green_area,SLN,relative_delta_green_area,mstruct_growth,Nstruct_N_growth,mstruct_senescence,mstruct,Nstruct
0,1,MS,0,Roots,enclosed,,,,16.009412,0.714706,0.000635,0.503865,0.009997
0,1,MS,1,Internode,enclosed,0.001129,1.596103,0,,,,0.1415,0.00064
0,1,MS,1,Internode,exposed,0.000371,1.584906,0,,,,0.0465,0.00021
0,1,MS,1,Lamina,exposed,0.00346,1.89711,0,,,,0.14,0.00102
0,1,MS,1,Sheath,exposed,0.0006,4.446667,0,,,,0.103,0.00068
0,1,MS,2,Internode,enclosed,0.0004,2.26,0,,,,0.18,0.00033
0,1,MS,2,Lamina,exposed,0.0034,1.15,0,,,,0.09,0.00083
0,1,MS,2,Sheath,exposed,0.0005,1.96,0,,,,0.069,0.00021
0,1,MS,3,Internode,enclosed,0.00025,2.688,0,,,,0.154,0.00014
0,1,MS,3,Lamina,exposed,0.00228,0.791228,0,,,,0.05,0.00053
0,1,MS,3,Sheath,exposed,0.000323,1.054703,0.192,,,,0.034744,0.000089
0,1,MS,4,Peduncle,enclosed,0.00159,1.773585,0,,,,0.17,0.00086
0,1,MS,4,Peduncle,exposed,0.000811,1.768919,-0.001184,,,,0.087103,0.000441
0,1,MS,5,Chaff,exposed,0.00075,6.746667,0,,,,0.21,0.00107
1,1,MS,0,Roots,enclosed,,,,16.009412,0.714706,0.000635,0.503865,0.009997
1,1,MS,1,Internode,enclosed,0.001129,1.615239,0,,,,0.1415,0.00064
1,1,MS,1,Internode,exposed,0.000371,1.620317,0,,,,0.0465,0.00021
1,1,MS,1,Lamina,exposed,0.00346,1.930008,0,,,,0.14,0.00102
1,1,MS,1,Sheath,exposed,0.0006,4.465968,0,,,,0.103,0.00068
1,1,MS,2,Internode,enclosed,0.0004,2.219804,0,,,,0.18,0.00033
1,1,MS,2,Lamina,exposed,0.0034,1.187455,0,,,,0.09,0.00083
1,1,MS,2,Sheath,exposed,0.0005,1.989513,0,,,,0.069,0.00021
1,1,MS,3,Internode,enclosed,0.00025,2.627677,0,,,,0.154,0.00014
1,1,MS,3,Lamina,exposed,0.00228,0.830876,0,,,,0.05,0.00053
1,1,MS,3,Sheath,exposed,0.000323,1.088352,0.192,,,,0.034744,0.000089
1,1,MS,4,Peduncle,enclosed,0.00159,1.794306,0,,,,0.17,0.00086
1,1,MS,4,Peduncle,exposed,0.000811,1.798616,-0.001184,,,,0.087103,0.000441
1,1,MS,5,Chaff,exposed,0.00075,6.72576,0,,,,0.21,0.00107
2,1,MS,0,Roots,enclosed,,,,16.009412,0.714706,0.000635,0.503865,0.009997
2,1,MS,1,Internode,enclosed,0.001129,1.6003,0,,,,0.1415,0.00064
2,1,MS,1,Internode,exposed,0.000371,1.617635,0,,,,0.0465,0.00021
2,1,MS,1,Lamina,exposed,0.00346,1.921366,0,,,,0.14,0.00102
2,1,MS,1,Sheath,exposed,0.0006,4.447904,0,,,,0.103,0.00068
2,1,MS,2,Internode,enclosed,0.0004,2.166293,0,,,,0.18,0.00033
2,1,MS,2,Lamina,exposed,0.0034,1.183512,0,,,,0.09,0.00083
2,1,MS,2,Sheath,exposed,0.0005,1.98101,0,,,,0.069,0.00021
2,1,MS,3,Internode,enclosed,0.00025,2.559451,0,,,,0.154,0.00014
2,1,MS,3,Lamina,exposed,0.00228,0.829933,0,,,,0.05,0.00053
2,1,MS,3,Sheath,exposed,0.000323,1.082892,0.192,,,,0.034744,0.000089
2,1,MS,4,Peduncle,enclosed,0.00159,1.779526,0,,,,0.17,0.00086
2,1,MS,4,Peduncle,exposed,0.000811,1.790727,-0.001184,,,,0.087103,0.000441
2,1,MS,5,Chaff,exposed,0.00075,6.67902,0,,,,0.21,0.00107
3,1,MS,0,Roots,enclosed,,,,15.89791,0.709728,0.000635,0.503727,0.009995
3,1,MS,1,Internode,enclosed,0.001129,1.58585,0,,,,0.1415,0.00064
3,1,MS,1,Internode,exposed,0.000371,1.611502,0,,,,0.0465,0.00021
3,1,MS,1,Lamina,exposed,0.00346,1.909723,0,,,,0.14,0.00102
3,1,MS,1,Sheath,exposed,0.0006,4.428581,0,,,,0.103,0.00068
3,1,MS,2,Internode,enclosed,0.0004,2.126821,0,,,,0.18,0.00033
3,1,MS,2,Lamina,exposed,0.0034,1.175873,0,,,,0.09,0.00083
3,1,MS,2,Sheath,exposed,0.0005,1.97012,0,,,,0.069,0.00021
3,1,MS,3,Internode,enclosed,0.00025,2.508886,0,,,,0.154,0.00014
3,1,MS,3,Lamina,exposed,0.00228,0.824755,0,,,,0.05,0.00053
3,1,MS,3,Sheath,exposed,0.000323,1.074213,0,,,,0.034744,0.000089
3,1,MS,4,Peduncle,enclosed,0.00159,1.765078,0,,,,0.17,0.00086
3,1,MS,4,Peduncle,exposed,0.000811,1.780555,0,,,,0.087103,0.000441
3,1,MS,5,Chaff,exposed,0.00075,6.639106,0,,,,0.21,0.00107
4,1,MS,0,Roots,enclosed,,,,15.89791,0.709728,0.000635,0.503727,0.009995
4,1,MS,1,Internode,enclosed,0.001129,1.574935,0,,,,0.1415,0.00064
4,1,MS,1,Internode,exposed,0.000371,1.60626,0,,,,0.0465,0.00021
4,1,MS,1,Lamina,exposed,0.00346,1.899384,0,,,,0.14,0.00102
4,1,MS,1,Sheath,exposed,0.0006,4.411718,0,,,,0.103,0.00068
4,1,MS,2,Internode,enclosed,0.0004,2.099664,0,,,,0.18,0.00033
4,1,MS,2,Lamina,exposed,0.0034,1.169107,0,,,,0.09,0.00083
4,1,MS,2,Sheath,exposed,0.0005,1.960922,0,,,,0.069,0.00021
4,1,MS,3,Internode,enclosed,0.00025,2.473318,0,,,,0.154,0.00014
4,1,MS,3,Lamina,exposed,0.00228,0.820055,0,,,,0.05,0.00053
4,1,MS,3,Sheath,exposed,0.000323,1.066831,0,,,,0.034744,0.000089
4,1,MS,4,Peduncle,enclosed,0.00159,1.754015,0,,,,0.17,0.00086
4,1,MS,4,Peduncle,exposed,0.000811,1.772126,0,,,,0.087103,0.000441
4,1,MS,5,Chaff,exposed,0.00075,6.606752,0,,,,0.21,0.00107
5,1,MS,0,Roots,enclosed,,,,15.95055,0.712078,0.000635,0.503591,0.009992
5,1,MS,1,Internode,enclosed,0.001129,1.566847,0,,,,0.1415,0.00064
5,1,MS,1,Internode,exposed,0.000371,1.602106,0,,,,0.0465,0.00021
5,1,MS,1,Lamina,exposed,0.00346,1.890258,0,,,,0.14,0.00102
5,1,MS,1,Sheath,exposed,0.0006,4.397012,0,,,,0.103,0.00068
5,1,MS,2,Internode,enclosed,0.0004,2.081319,0,,,,0.18,0.00033
5,1,MS,2,Lamina,exposed,0.0034,1.163306,0,,,,0.09,0.00083
5,1,MS,2,Sheath,exposed,0.0005,1.953388,0,,,,0.069,0.00021
5,1,MS,3,Internode,enclosed,0.00025,2.448588,0,,,,0.154,0.00014
5,1,MS,3,Lamina,exposed,0.00228,0.816091,0,,,,0.05,0.00053
5,1,MS,3,Sheath,exposed,0.000323,1.06087,0,,,,0.034744,0.000089
5,1,MS,4,Peduncle,enclosed,0.00159,1.74562,0,,,,0.17,0.00086
5,1,MS,4,Peduncle,exposed,0.000811,1.765359,0,,,,0.087103,0.000441
5,1,MS,5,Chaff,exposed,0.00075,6.579861,0,,,,0.21,0.00107
6,1,MS,0,Roots,enclosed,,,,15.95055,0.712078,0.000635,0.503591,0.009992
6,1,MS,1,Internode,enclosed,0.001129,1.560849,0,,,,0.1415,0.00064
6,1,MS,1,Internode,exposed,0.000371,1.598865,0,,,,0.0465,0.00021
6,1,MS,1,Lamina,exposed,0.00346,1.881991,0,,,,0.14,0.00102
6,1,MS,1,Sheath,exposed,0.0006,4.383962,0,,,,0.103,0.00068
6,1,MS,2,Internode,enclosed,0.0004,2.069322,0,,,,0.18,0.00033
6,1,MS,2,Lamina,exposed,0.0034,1.15822,0,,,,0.09,0.00083
6,1,MS,2,Sheath,exposed,0.0005,1.947196,0,,,,0.069,0.00021
6,1,MS,3,Internode,enclosed,0.00025,2.431765,0,,,,0.154,0.00014
6,1,MS,3,Lamina,exposed,0.00228,0.812711,0,,,,0.05,0.00053
6,1,MS,3,Sheath,exposed,0.000323,1.056106,0,,,,0.034744,0.000089
6,1,MS,4,Peduncle,enclosed,0.00159,1.739168,0,,,,0.17,0.00086
6,1,MS,4,Peduncle,exposed,0.000811,1.759895,0,,,,0.087103,0.000441
6,1,MS,5,Chaff,exposed,0.00075,6.556839,0,,,,0.21,0.00107
7,1,MS,0,Roots,enclosed,,,,16.012608,0.714849,0.000635,0.503457,0.00999
7,1,MS,1,Internode,enclosed,0.001129,1.555483,0,,,,0.1415,0.00064
7,1,MS,1,Internode,exposed,0.000371,1.595558,0,,,,0.0465,0.00021
7,1,MS,1,Lamina,exposed,0.00346,1.8752,0,,,,0.14,0.00102
7,1,MS,1,Sheath,exposed,0.0006,4.371661,0,,,,0.103,0.00068
7,1,MS,2,Internode,enclosed,0.0004,2.061075,0,,,,0.18,0.00033
7,1,MS,2,Lamina,exposed,0.0034,1.153259,0,,,,0.09,0.00083
7,1,MS,2,Sheath,exposed,0.0005,1.941143,0,,,,0.069,0.00021
7,1,MS,3,Internode,enclosed,0.00025,2.419896,0,,,,0.154,0.00014
7,1,MS,3,Lamina,exposed,0.00228,0.809023,0,,,,0.05,0.00053
7,1,MS,3,Sheath,exposed,0.000323,1.051329,0,,,,0.034744,0.000089
7,1,MS,4,Peduncle,enclosed,0.00159,1.733239,0,,,,0.17,0.00086
7,1,MS,4,Peduncle,exposed,0.000811,1.755586,0,,,,0.087103,0.000441
7,1,MS,5,Chaff,exposed,0.00075,6.537612,0,,,,0.21,0.00107
8,1,MS,0,Roots,enclosed,,,,16.012608,0.714849,0.000635,0.503457,0.00999
8,1,MS,1,Internode,enclosed,0.001129,1.551244,0,,,,0.1415,0.00064
8,1,MS,1,Internode,exposed,0.000371,1.592684,0,,,,0.0465,0.00021
8,1,MS,1,Lamina,exposed,0.00346,1.868251,0,,,,0.14,0.00102
8,1,MS,1,Sheath,exposed,0.0006,4.360125,0,,,,0.103,0.00068
8,1,MS,2,Internode,enclosed,0.0004,2.056278,0,,,,0.18,0.00033
8,1,MS,2,Lamina,exposed,0.0034,1.148502,0,,,,0.09,0.00083
8,1,MS,2,Sheath,exposed,0.0005,1.935787,0,,,,0.069,0.00021
8,1,MS,3,Internode,enclosed,0.00025,2.412471,0,,,,0.154,0.00014
8,1,MS,3,Lamina,exposed,0.00228,0.80558,0,,,,0.05,0.00053
8,1,MS,3,Sheath,exposed,0.000323,1.047203,0,,,,0.034744,0.000089
8,1,MS,4,Peduncle,enclosed,0.00159,1.728273,0,,,,0.17,0.00086
8,1,MS,4,Peduncle,exposed,0.000811,1.751754,0,,,,0.087103,0.000441
8,1,MS,5,Chaff,exposed,0.00075,6.519888,0,,,,0.21,0.00107
9,1,MS,0,Roots,enclosed,,,,16.04624,0.71635,0.000634,0.503324,0.009987
9,1,MS,1,Internode,enclosed,0.001129,1.547197,0,,,,0.1415,0.00064
9,1,MS,1,Internode,exposed,0.000371,1.58981,0,,,,0.0465,0.00021
9,1,MS,1,Lamina,exposed,0.00346,1.861948,0,,,,0.14,0.00102
9,1,MS,1,Sheath,exposed,0.0006,4.349159,0,,,,0.103,0.00068
9,1,MS,2,Internode,enclosed,0.0004,2.053501,0,,,,0.18,0.00033
9,1,MS,2,Lamina,exposed,0.0034,1.144,0,,,,0.09,0.00083
9,1,MS,2,Sheath,exposed,0.0005,1.930466,0,,,,0.069,0.00021
9,1,MS,3,Internode,enclosed,0.00025,2.40783,0,,,,0.154,0.00014
9,1,MS,3,Lamina,exposed,0.00228,0.802011,0,,,,0.05,0.00053
9,1,MS,3,Sheath,exposed,0.000323,1.042964,0,,,,0.034744,0.000089
9,1,MS,4,Peduncle,enclosed,0.00159,1.723571,0,,,,0.17,0.00086
9,1,MS,4,Peduncle,exposed,0.000811,1.748758,0,,,,0.087103,0.000441
9,1,MS,5,Chaff,exposed,0.00075,6.504305,0,,,,0.21,0.00107
10,1,MS,0,Roots,enclosed,,,,16.04624,0.71635,0.000634,0.503324,0.009987
10,1,MS,1,Internode,enclosed,0.001129,1.543879,0,,,,0.1415,0.00064
10,1,MS,1,Internode,exposed,0.000371,1.587272,0,,,,0.0465,0.00021
10,1,MS,1,Lamina,exposed,0.00346,1.855266,0,,,,0.14,0.00102
10,1,MS,1,Sheath,exposed,0.0006,4.338626,0,,,,0.103,0.00068
10,1,MS,2,Internode,enclosed,0.0004,2.052892,0,,,,0.18,0.00033
10,1,MS,2,Lamina,exposed,0.0034,1.139561,0,,,,0.09,0.00083
10,1,MS,2,Sheath,exposed,0.0005,1.925691,0,,,,0.069,0.00021
10,1,MS,3,Internode,enclosed,0.00025,2.406,0,,,,0.154,0.00014
10,1,MS,3,Lamina,exposed,0.00228,0.798663,0,,,,0.05,0.00053
10,1,MS,3,Sheath,exposed,0.000323,1.039265,0,,,,0.034744,0.000089
10,1,MS,4,Peduncle,enclosed,0.00159,1.719528,0,,,,0.17,0.00086
10,1,MS,4,Peduncle,exposed,0.000811,1.745931,0,,,,0.087103,0.000441
10,1,MS,5,Chaff,exposed,0.00075,6.48921,0,,,,0.21,0.00107
11,1,MS,0,Roots,enclosed,,,,16.058602,0.716902,0.000634,0.503192,0.009984
11,1,MS,1,Internode,enclosed,0.001129,1.541312,0,,,,0.1415,0.00064
11,1,MS,1,Internode,exposed,0.000371,1.585213,0,,,,0.0465,0.00021
11,1,MS,1,Lamina,exposed,0.00346,1.84886,0,,,,0.14,0.00102
11,1,MS,1,Sheath,exposed,0.0006,4.328746,0,,,,0.103,0.00068
11,1,MS,2,Internode,enclosed,0.0004,2.054201,0,,,,0.18,0.00033
11,1,MS,2,Lamina,exposed,0.0034,1.135477,0,,,,0.09,0.00083
11,1,MS,2,Sheath,exposed,0.0005,1.921542,0,,,,0.069,0.00021
11,1,MS,3,Internode,enclosed,0.00025,2.406586,0,,,,0.154,0.00014
11,1,MS,3,Lamina,exposed,0.00228,0.795694,0,,,,0.05,0.00053
11,1,MS,3,Sheath,exposed,0.000323,1.036168,0,,,,0.034744,0.000089
11,1,MS,4,Peduncle,enclosed,0.00159,1.716163,0,,,,0.17,0.00086
11,1,MS,4,Peduncle,exposed,0.000811,1.74367,0,,,,0.087103,0.000441
11,1,MS,5,Chaff,exposed,0.00075,6.475095,0,,,,0.21,0.00107
12,1,MS,0,Roots,enclosed,,,,16.058602,0.716902,0.000634,0.503192,0.009984
12,1,MS,1,Internode,enclosed,0.001129,1.539435,0,,,,0.1415,0.00064
12,1,MS,1,Internode,exposed,0.000371,1.583676,0,,,,0.0465,0.00021
12,1,MS,1,Lamina,exposed,0.00346,1.842907,0,,,,0.14,0.00102
12,1,MS,1,Sheath,exposed,0.0006,4.319536,0,,,,0.103,0.00068
12,1,MS,2,Internode,enclosed,0.0004,2.057309,0,,,,0.18,0.00033
12,1,MS,2,Lamina,exposed,0.0034,1.131804,0,,,,0.09,0.00083
12,1,MS,2,Sheath,exposed,0.0005,1.918009,0,,,,0.069,0.00021
12,1,MS,3,Internode,enclosed,0.00025,2.409376,0,,,,0.154,0.00014
12,1,MS,3,Lamina,exposed,0.00228,0.793118,0,,,,0.05,0.00053
12,1,MS,3,Sheath,exposed,0.000323,1.033672,0,,,,0.034744,0.000089
12,1,MS,4,Peduncle,enclosed,0.00159,1.713443,0,,,,0.17,0.00086
12,1,MS,4,Peduncle,exposed,0.000811,1.742095,0,,,,0.087103,0.000441
12,1,MS,5,Chaff,exposed,0.00075,6.462047,0,,,,0.21,0.00107
13,1,MS,0,Roots,enclosed,,,,16.117088,0.719513,0.000634,0.503061,0.009982
13,1,MS,1,Internode,enclosed,0.001129,1.538261,0,,,,0.1415,0.00064
13,1,MS,1,Internode,exposed,0.000371,1.582552,0,,,,0.0465,0.00021
13,1,MS,1,Lamina,exposed,0.00346,1.837012,0,,,,0.14,0.00102
13,1,MS,1,Sheath,exposed,0.0006,4.310635,0,,,,0.103,0.00068
13,1,MS,2,Internode,enclosed,0.0004,2.062221,0,,,,0.18,0.00033
13,1,MS,2,Lamina,exposed,0.0034,1.128218,0,,,,0.09,0.00083
13,1,MS,2,Sheath,exposed,0.0005,1.915054,0,,,,0.069,0.00021
13,1,MS,3,Internode,enclosed,0.00025,2.414401,0,,,,0.154,0.00014
13,1,MS,3,Lamina,exposed,0.00228,0.790812,0,,,,0.05,0.00053
13,1,MS,3,Sheath,exposed,0.000323,1.031785,0,,,,0.034744,0.000089
13,1,MS,4,Peduncle,enclosed,0.00159,1.711277,0,,,,0.17,0.00086
13,1,MS,4,Peduncle,exposed,0.000811,1.740748,0,,,,0.087103,0.000441
13,1,MS,5,Chaff,exposed,0.00075,6.449336,0,,,,0.21,0.00107
14,1,MS,0,Roots,enclosed,,,,16.117088,0.719513,0.000634,0.503061,0.009982
14,1,MS,1,Internode,enclosed,0.001129,1.537538,0,,,,0.1415,0.00064
14,1,MS,1,Internode,exposed,0.000371,1.581766,0,,,,0.0465,0.00021
14,1,MS,1,Lamina,exposed,0.00346,1.831207,0,,,,0.14,0.00102
14,1,MS,1,Sheath,exposed,0.0006,4.30212,0,,,,0.103,0.00068
14,1,MS,2,Internode,enclosed,0.0004,2.068671,0,,,,0.18,0.00033
14,1,MS,2,Lamina,exposed,0.0034,1.124801,0,,,,0.09,0.00083
14,1,MS,2,Sheath,exposed,0.0005,1.912504,0,,,,0.069,0.00021
14,1,MS,3,Internode,enclosed,0.00025,2.421357,0,,,,0.154,0.00014
14,1,MS,3,Lamina,exposed,0.00228,0.788701,0,,,,0.05,0.00053
14,1,MS,3,Sheath,exposed,0.000323,1.030308,0,,,,0.034744,0.000089
14,1,MS,4,Peduncle,enclosed,0.00159,1.709501,0,,,,0.17,0.00086
14,1,MS,4,Peduncle,exposed,0.000811,1.739764,0,,,,0.087103,0.000441
14,1,MS,5,Chaff,exposed,0.00075,6.43715,0,,,,0.21,0.00107
15,1,MS,0,Roots,enclosed,,,,16.206818,0.723519,0.000634,0.502934,0.009979
15,1,MS,1,Internode,enclosed,0.001129,1.53706,0,,,,0.1415,0.00064
15,1,MS,1,Internode,exposed,0.000371,1.581272,0,,,,0.0465,0.00021
15,1,MS,1,Lamina,exposed,0.00346,1.825254,0,,,,0.14,0.00102
15,1,MS,1,Sheath,exposed,0.0006,4.294053,0,,,,0.103,0.00068
15,1,MS,2,Internode,enclosed,0.0004,2.076438,0,,,,0.18,0.00033
15,1,MS,2,Lamina,exposed,0.0034,1.121576,0,,,,0.09,0.00083
15,1,MS,2,Sheath,exposed,0.0005,1.910246,0,,,,0.069,0.00021
15,1,MS,3,Internode,enclosed,0.00025,2.429985,0,,,,0.154,0.00014
15,1,MS,3,Lamina,exposed,0.00228,0.786728,0,,,,0.05,0.00053
15,1,MS,3,Sheath,exposed,0.000323,1.029089,0,,,,0.034744,0.000089
15,1,MS,4,Peduncle,enclosed,0.00159,1.708019,0,,,,0.17,0.00086
15,1,MS,4,Peduncle,exposed,0.000811,1.739141,0,,,,0.087103,0.000441
15,1,MS,5,Chaff,exposed,0.00075,6.425324,0,,,,0.21,0.00107
16,1,MS,0,Roots,enclosed,,,,16.206818,0.723519,0.000634,0.502934,0.009979
16,1,MS,1,Internode,enclosed,0.001129,1.53691,0,,,,0.1415,0.00064
16,1,MS,1,Internode,exposed,0.000371,1.581026,0,,,,0.0465,0.00021
16,1,MS,1,Lamina,exposed,0.00346,1.819335,0,,,,0.14,0.00102
16,1,MS,1,Sheath,exposed,0.0006,4.286224,0,,,,0.103,0.00068
16,1,MS,2,Internode,enclosed,0.0004,2.08552,0,,,,0.18,0.00033
16,1,MS,2,Lamina,exposed,0.0034,1.118413,0,,,,0.09,0.00083
16,1,MS,2,Sheath,exposed,0.0005,1.908284,0,,,,0.069,0.00021
16,1,MS,3,Internode,enclosed,0.00025,2.440299,0,,,,0.154,0.00014
16,1,MS,3,Lamina,exposed,0.00228,0.784867,0,,,,0.05,0.00053
16,1,MS,3,Sheath,exposed,0.000323,1.028178,0,,,,0.034744,0.000089
16,1,MS,4,Peduncle,enclosed,0.00159,1.7068,0,,,,0.17,0.00086
16,1,MS,4,Peduncle,exposed,0.000811,1.738739,0,,,,0.087103,0.000441
16,1,MS,5,Chaff,exposed,0.00075,6.413792,0,,,,0.21,0.00107
17,1,MS,0,Roots,enclosed,,,,16.311247,0.728181,0.000634,0.50281,0.009977
17,1,MS,1,Internode,enclosed,0.001129,1.537886,0,,,,0.1415,0.00064
17,1,MS,1,Internode,exposed,0.000371,1.581492,0,,,,0.0465,0.00021
17,1,MS,1,Lamina,exposed,0.00346,1.812736,0,,,,0.14,0.00102
17,1,MS,1,Sheath,exposed,0.0006,4.278554,0,,,,0.103,0.00068
17,1,MS,2,Internode,enclosed,0.0004,2.096566,0,,,,0.18,0.00033
17,1,MS,2,Lamina,exposed,0.0034,1.115231,0,,,,0.09,0.00083
17,1,MS,2,Sheath,exposed,0.0005,1.907204,0,,,,0.069,0.00021
17,1,MS,3,Internode,enclosed,0.00025,2.453041,0,,,,0.154,0.00014
17,1,MS,3,Lamina,exposed,0.00228,0.783483,0,,,,0.05,0.00053
17,1,MS,3,Sheath,exposed,0.000323,1.028316,0,,,,0.034744,0.000089
17,1,MS,4,Peduncle,enclosed,0.00159,1.706374,0,,,,0.17,0.00086
17,1,MS,4,Peduncle,exposed,0.000811,1.738038,0,,,,0.087103,0.000441
17,1,MS,5,Chaff,exposed,0.00075,6.401446,0,,,,0.21,0.00107
18,1,MS,0,Roots,enclosed,,,,16.311247,0.728181,0.000634,0.50281,0.009977
18,1,MS,1,Internode,enclosed,0.001129,1.539084,0,,,,0.1415,0.00064
18,1,MS,1,Internode,exposed,0.000371,1.582162,0,,,,0.0465,0.00021
18,1,MS,1,Lamina,exposed,0.00346,1.806348,0,,,,0.14,0.00102
18,1,MS,1,Sheath,exposed,0.0006,4.271083,0,,,,0.103,0.00068
18,1,MS,2,Internode,enclosed,0.0004,2.108691,0,,,,0.18,0.00033
18,1,MS,2,Lamina,exposed,0.0034,1.11212,0,,,,0.09,0.00083
18,1,MS,2,Sheath,exposed,0.0005,1.906342,0,,,,0.069,0.00021
18,1,MS,3,Internode,enclosed,0.00025,2.467207,0,,,,0.154,0.00014
18,1,MS,3,Lamina,exposed,0.00228,0.782146,0,,,,0.05,0.00053
18,1,MS,3,Sheath,exposed,0.000323,1.028696,0,,,,0.034744,0.000089
18,1,MS,4,Peduncle,enclosed,0.00159,1.706106,0,,,,0.17,0.00086
18,1,MS,4,Peduncle,exposed,0.000811,1.737561,0,,,,0.087103,0.000441
18,1,MS,5,Chaff,exposed,0.00075,6.389475,0,,,,0.21,0.00107
19,1,MS,0,Roots,enclosed,,,,16.426136,0.73331,0.000634,0.50269,0.009975
19,1,MS,1,Internode,enclosed,0.001129,1.540353,0,,,,0.1415,0.00064
19,1,MS,1,Internode,exposed,0.000371,1.582984,0,,,,0.0465,0.00021
19,1,MS,1,Lamina,exposed,0.00346,1.79994,0,,,,0.14,0.00102
19,1,MS,1,Sheath,exposed,0.0006,4.263914,0,,,,0.103,0.00068
19,1,MS,2,Internode,enclosed,0.0004,2.121751,0,,,,0.18,0.00033
19,1,MS,2,Lamina,exposed,0.0034,1.109091,0,,,,0.09,0.00083
19,1,MS,2,Sheath,exposed,0.0005,1.905663,0,,,,0.069,0.00021
19,1,MS,3,Internode,enclosed,0.00025,2.482567,0,,,,0.154,0.00014
19,1,MS,3,Lamina,exposed,0.00228,0.780799,0,,,,0.05,0.00053
19,1,MS,3,Sheath,exposed,0.000323,1.029318,0,,,,0.034744,0.000089
19,1,MS,4,Peduncle,enclosed,0.00159,1.705996,0,,,,0.17,0.00086
19,1,MS,4,Peduncle,exposed,0.000811,1.737345,0,,,,0.087103,0.000441
19,1,MS,5,Chaff,exposed,0.00075,6.377716,0,,,,0.21,0.00107
20,1,MS,0,Roots,enclosed,,,,16.426136,0.73331,0.000634,0.50269,0.009975
20,1,MS,1,Internode,enclosed,0.001129,1.541771,0,,,,0.1415,0.00064
20,1,MS,1,Internode,exposed,0.000371,1.583944,0,,,,0.0465,0.00021
20,1,MS,1,Lamina,exposed,0.00346,1.793648,0,,,,0.14,0.00102
20,1,MS,1,Sheath,exposed,0.0006,4.256839,0,,,,0.103,0.00068
20,1,MS,2,Internode,enclosed,0.0004,2.135632,0,,,,0.18,0.00033
20,1,MS,2,Lamina,exposed,0.0034,1.10607,0,,,,0.09,0.00083
20,1,MS,2,Sheath,exposed,0.0005,1.905127,0,,,,0.069,0.00021
20,1,MS,3,Internode,enclosed,0.00025,2.499058,0,,,,0.154,0.00014
20,1,MS,3,Lamina,exposed,0.00228,0.779462,0,,,,0.05,0.00053
20,1,MS,3,Sheath,exposed,0.000323,1.030106,0,,,,0.034744,0.000089
20,1,MS,4,Peduncle,enclosed,0.00159,1.705965,0,,,,0.17,0.00086
20,1,MS,4,Peduncle,exposed,0.000811,1.73725,0,,,,0.087103,0.000441
20,1,MS,5,Chaff,exposed,0.00075,6.36616,0,,,,0.21,0.00107
21,1,MS,0,Roots,enclosed,,,,16.539057,0.738351,0.000633,0.502573,0.009973
21,1,MS,1,Internode,enclosed,0.001129,1.54422,0,,,,0.1415,0.00064
21,1,MS,1,Internode,exposed,0.000371,1.585654,0,,,,0.0465,0.00021
21,1,MS,1,Lamina,exposed,0.00346,1.786285,0,,,,0.14,0.00102
21,1,MS,1,Sheath,exposed,0.0006,4.250017,0,,,,0.103,0.00068
21,1,MS,2,Internode,enclosed,0.0004,2.15107,0,,,,0.18,0.00033
21,1,MS,2,Lamina,exposed,0.0034,1.103124,0,,,,0.09,0.00083
21,1,MS,2,Sheath,exposed,0.0005,1.905498,0,,,,0.069,0.00021
21,1,MS,3,Internode,enclosed,0.00025,2.517453,0,,,,0.154,0.00014
21,1,MS,3,Lamina,exposed,0.00228,0.77875,0,,,,0.05,0.00053
21,1,MS,3,Sheath,exposed,0.000323,1.031884,0,,,,0.034744,0.000089
21,1,MS,4,Peduncle,enclosed,0.00159,1.70671,0,,,,0.17,0.00086
21,1,MS,4,Peduncle,exposed,0.000811,1.736775,0,,,,0.087103,0.000441
21,1,MS,5,Chaff,exposed,0.00075,6.353461,0,,,,0.21,0.00107
22,1,MS,0,Roots,enclosed,,,,16.539057,0.738351,0.000633,0.502573,0.009973
22,1,MS,1,Internode,enclosed,0.001129,1.546687,0,,,,0.1415,0.00064
22,1,MS,1,Internode,exposed,0.000371,1.587421,0,,,,0.0465,0.00021
22,1,MS,1,Lamina,exposed,0.00346,1.77924,0,,,,0.14,0.00102
22,1,MS,1,Sheath,exposed,0.0006,4.243209,0,,,,0.103,0.00068
22,1,MS,2,Internode,enclosed,0.0004,2.167028,0,,,,0.18,0.00033
22,1,MS,2,Lamina,exposed,0.0034,1.100151,0,,,,0.09,0.00083
22,1,MS,2,Sheath,exposed,0.0005,1.905903,0,,,,0.069,0.00021
22,1,MS,3,Internode,enclosed,0.00025,2.536625,0,,,,0.154,0.00014
22,1,MS,3,Lamina,exposed,0.00228,0.777936,0,,,,0.05,0.00053
22,1,MS,3,Sheath,exposed,0.000323,1.03374,0,,,,0.034744,0.000089
22,1,MS,4,Peduncle,enclosed,0.00159,1.707405,0,,,,0.17,0.00086
22,1,MS,4,Peduncle,exposed,0.000811,1.7364,0,,,,0.087103,0.000441
22,1,MS,5,Chaff,exposed,0.00075,6.341044,0,,,,0.21,0.00107
23,1,MS,0,Roots,enclosed,,,,16.644893,0.743076,0.000633,0.50246,0.00997
23,1,MS,1,Internode,enclosed,0.001129,1.54915,0,,,,0.1415,0.00064
23,1,MS,1,Internode,exposed,0.000371,1.589236,0,,,,0.0465,0.00021
