t,plant,axis,phytomer,organ,element,green_area,SLN,relative_delta_green_area,mstruct_growth,Nstruct_N_growth,mstruct_senescence,mstruct,Nstruct
132,1,MS,3,Sheath,exposed,0.000323,1.16357,0,,,,0.034744,0.000089
132,1,MS,4,Peduncle,enclosed,0.00159,1.629173,0,,,,0.17,0.00086
132,1,MS,4,Peduncle,exposed,0.000811,1.682422,0,,,,0.087103,0.000441
132,1,MS,5,Chaff,exposed,0.00075,5.212472,0,,,,0.21,0.00107
133,1,MS,0,Roots,enclosed,,,,17.772431,0.793412,0.000626,0.496518,0.009857
133,1,MS,1,Internode,enclosed,0.001129,1.631742,0,,,,0.1415,0.00064
133,1,MS,1,Internode,exposed,0.000371,1.67874,0,,,,0.0465,0.00021
133,1,MS,1,Lamina,exposed,0.00346,1.256874,0,,,,0.14,0.00102
133,1,MS,1,Sheath,exposed,0.0006,3.537534,0,,,,0.103,0.00068
133,1,MS,2,Internode,enclosed,0.0004,3.386589,0,,,,0.18,0.00033
133,1,MS,2,Lamina,exposed,0.0034,0.823989,0,,,,0.09,0.00083
133,1,MS,2,Sheath,exposed,0.0005,1.829895,0,,,,0.069,0.00021
133,1,MS,3,Internode,enclosed,0.00025,4.104351,0,,,,0.154,0.00014
133,1,MS,3,Lamina,exposed,0.00228,0.638569,0,,,,0.05,0.00053
133,1,MS,3,Sheath,exposed,0.000323,1.163634,0,,,,0.034744,0.000089
133,1,MS,4,Peduncle,enclosed,0.00159,1.627745,0,,,,0.17,0.00086
133,1,MS,4,Peduncle,exposed,0.000811,1.681199,0,,,,0.087103,0.000441
133,1,MS,5,Chaff,exposed,0.00075,5.20407,0,,,,0.21,0.00107
134,1,MS,0,Roots,enclosed,,,,17.772431,0.793412,0.000626,0.496518,0.009857
134,1,MS,1,Internode,enclosed,0.001129,1.631272,0,,,,0.1415,0.00064
134,1,MS,1,Internode,exposed,0.000371,1.678331,0,,,,0.0465,0.00021
134,1,MS,1,Lamina,exposed,0.00346,1.252299,0,,,,0.14,0.00102
134,1,MS,1,Sheath,exposed,0.0006,3.531815,0,,,,0.103,0.00068
134,1,MS,2,Internode,enclosed,0.0004,3.393121,0,,,,0.18,0.00033
134,1,MS,2,Lamina,exposed,0.0034,0.821281,0,,,,0.09,0.00083
134,1,MS,2,Sheath,exposed,0.0005,1.828309,0,,,,0.069,0.00021
134,1,MS,3,Internode,enclosed,0.00025,4.113114,0,,,,0.154,0.00014
134,1,MS,3,Lamina,exposed,0.00228,0.636819,0,,,,0.05,0.00053
134,1,MS,3,Sheath,exposed,0.000323,1.163548,0,,,,0.034744,0.000089
134,1,MS,4,Peduncle,enclosed,0.00159,1.626222,0,,,,0.17,0.00086
134,1,MS,4,Peduncle,exposed,0.000811,1.679618,0,,,,0.087103,0.000441
134,1,MS,5,Chaff,exposed,0.00075,5.19527,0,,,,0.21,0.00107
135,1,MS,0,Roots,enclosed,,,,17.797482,0.79453,0.000626,0.496448,0.009856
135,1,MS,1,Internode,enclosed,0.001129,1.630796,0,,,,0.1415,0.00064
135,1,MS,1,Internode,exposed,0.000371,1.677954,0,,,,0.0465,0.00021
135,1,MS,1,Lamina,exposed,0.00346,1.247858,0,,,,0.14,0.00102
135,1,MS,1,Sheath,exposed,0.0006,3.526278,0,,,,0.103,0.00068
135,1,MS,2,Internode,enclosed,0.0004,3.399639,0,,,,0.18,0.00033
135,1,MS,2,Lamina,exposed,0.0034,0.818717,0,,,,0.09,0.00083
135,1,MS,2,Sheath,exposed,0.0005,1.826757,0,,,,0.069,0.00021
135,1,MS,3,Internode,enclosed,0.00025,4.121823,0,,,,0.154,0.00014
135,1,MS,3,Lamina,exposed,0.00228,0.635165,0,,,,0.05,0.00053
135,1,MS,3,Sheath,exposed,0.000323,1.163439,0,,,,0.034744,0.000089
135,1,MS,4,Peduncle,enclosed,0.00159,1.624767,0,,,,0.17,0.00086
135,1,MS,4,Peduncle,exposed,0.000811,1.678111,0,,,,0.087103,0.000441
135,1,MS,5,Chaff,exposed,0.00075,5.186596,0,,,,0.21,0.00107
136,1,MS,0,Roots,enclosed,,,,17.797482,0.79453,0.000626,0.496448,0.009856
136,1,MS,1,Internode,enclosed,0.001129,1.63037,0,,,,0.1415,0.00064
136,1,MS,1,Internode,exposed,0.000371,1.677567,0,,,,0.0465,0.00021
136,1,MS,1,Lamina,exposed,0.00346,1.243563,0,,,,0.14,0.00102
136,1,MS,1,Sheath,exposed,0.0006,3.520784,0,,,,0.103,0.00068
136,1,MS,2,Internode,enclosed,0.0004,3.406184,0,,,,0.18,0.00033
136,1,MS,2,Lamina,exposed,0.0034,0.816228,0,,,,0.09,0.00083
136,1,MS,2,Sheath,exposed,0.0005,1.825229,0,,,,0.069,0.00021
136,1,MS,3,Internode,enclosed,0.00025,4.130544,0,,,,0.154,0.00014
136,1,MS,3,Lamina,exposed,0.00228,0.633559,0,,,,0.05,0.00053
136,1,MS,3,Sheath,exposed,0.000323,1.163327,0,,,,0.034744,0.000089
136,1,MS,4,Peduncle,enclosed,0.00159,1.62337,0,,,,0.17,0.00086
136,1,MS,4,Peduncle,exposed,0.000811,1.676603,0,,,,0.087103,0.000441
136,1,MS,5,Chaff,exposed,0.00075,5.178028,0,,,,0.21,0.00107
137,1,MS,0,Roots,enclosed,,,,17.828528,0.795916,0.000626,0.49638,0.009854
137,1,MS,1,Internode,enclosed,0.001129,1.630058,0,,,,0.1415,0.00064
137,1,MS,1,Internode,exposed,0.000371,1.677208,0,,,,0.0465,0.00021
137,1,MS,1,Lamina,exposed,0.00346,1.239886,0,,,,0.14,0.00102
137,1,MS,1,Sheath,exposed,0.0006,3.515364,0,,,,0.103,0.00068
137,1,MS,2,Internode,enclosed,0.0004,3.412836,0,,,,0.18,0.00033
137,1,Lamina,ina,exposed,0.0034,0.813951,0,,,,0.09,0.00083,
137,1,MS,2,Sheath,exposed,0.0005,1.823757,0,,,,0.069,0.00021
137,1,MS,3,Internode,enclosed,0.00025,4.13938,0,,,,0.154,0.00014
137,1,MS,3,Lamina,exposed,0.00228,0.632049,0,,,,0.05,0.00053
137,1,MS,3,Sheath,exposed,0.000323,1.163267,0,,,,0.034744,0.000089
137,1,MS,4,Peduncle,enclosed,0.00159,1.62207,0,,,,0.17,0.00086
137,1,MS,4,Peduncle,exposed,0.000811,1.675341,0,,,,0.087103,0.000441
137,1,MS,5,Chaff,exposed,0.00075,5.170118,0,,,,0.21,0.00107
138,1,MS,0,Roots,enclosed,,,,17.828528,0.795916,0.000626,0.49638,0.009854
138,1,MS,1,Internode,enclosed,0.001129,1.629916,0,,,,0.1415,0.00064
138,1,MS,1,Internode,exposed,0.000371,1.677043,0,,,,0.0465,0.00021
138,1,MS,1,Lamina,exposed,0.00346,1.236685,0,,,,0.14,0.00102
138,1,MS,1,Sheath,exposed,0.0006,3.510291,0,,,,0.103,0.00068
138,1,MS,2,Internode,enclosed,0.0004,3.41968,0,,,,0.18,0.00033
138,1,MS,2,Lamina,exposed,0.0034,0.811999,0,,,,0.09,0.00083
138,1,MS,2,Sheath,exposed,0.0005,1.822481,0,,,,0.069,0.00021
138,1,MS,3,Internode,enclosed,0.00025,4.148399,0,,,,0.154,0.00014
138,1,MS,3,Lamina,exposed,0.00228,0.630769,0,,,,0.05,0.00053
138,1,MS,3,Sheath,exposed,0.000323,1.163357,0,,,,0.034744,0.000089
138,1,MS,4,Peduncle,enclosed,0.00159,1.620986,0,,,,0.17,0.00086
138,1,MS,4,Peduncle,exposed,0.000811,1.674461,0,,,,0.087103,0.000441
138,1,MS,5,Chaff,exposed,0.00075,5.162793,0,,,,0.21,0.00107
139,1,MS,0,Roots,enclosed,,,,17.880829,0.798251,0.000625,0.496313,0.009853
139,1,MS,1,Internode,enclosed,0.001129,1.630646,0,,,,0.1415,0.00064
139,1,MS,1,Internode,exposed,0.000371,1.677507,0,,,,0.0465,0.00021
139,1,MS,1,Lamina,exposed,0.00346,1.23358,0,,,,0.14,0.00102
139,1,MS,1,Sheath,exposed,0.0006,3.505565,0,,,,0.103,0.00068
139,1,MS,2,Internode,enclosed,0.0004,3.427371,0,,,,0.18,0.00033
139,1,MS,2,Lamina,exposed,0.0034,0.810314,0,,,,0.09,0.00083
139,1,MS,2,Sheath,exposed,0.0005,1.821956,0,,,,0.069,0.00021
139,1,MS,3,Internode,enclosed,0.00025,4.15834,0,,,,0.154,0.00014
139,1,MS,3,Lamina,exposed,0.00228,0.630023,0,,,,0.05,0.00053
139,1,MS,3,Sheath,exposed,0.000323,1.16426,0,,,,0.034744,0.000089
139,1,MS,4,Peduncle,enclosed,0.00159,1.62061,0,,,,0.17,0.00086
139,1,MS,4,Peduncle,exposed,0.000811,1.673618,0,,,,0.087103,0.000441
139,1,MS,5,Chaff,exposed,0.00075,5.15519,0,,,,0.21,0.00107
140,1,MS,0,Roots,enclosed,,,,17.880829,0.798251,0.000625,0.496313,0.009853
140,1,MS,1,Internode,enclosed,0.001129,1.631772,0,,,,0.1415,0.00064
140,1,MS,1,Internode,exposed,0.000371,1.67844,0,,,,0.0465,0.00021
140,1,MS,1,Lamina,exposed,0.00346,1.231265,0,,,,0.14,0.00102
140,1,MS,1,Sheath,exposed,0.0006,3.501424,0,,,,0.103,0.00068
140,1,MS,2,Internode,enclosed,0.0004,3.435494,0,,,,0.18,0.00033
140,1,MS,2,Lamina,exposed,0.0034,0.809155,0,,,,0.09,0.00083
140,1,MS,2,Sheath,exposed,0.0005,1.821881,0,,,,0.069,0.00021
140,1,MS,3,Internode,enclosed,0.00025,4.168725,0,,,,0.154,0.00014
140,1,MS,3,Lamina,exposed,0.00228,0.629697,0,,,,0.05,0.00053
140,1,MS,3,Sheath,exposed,0.000323,1.165605,0,,,,0.034744,0.000089
140,1,MS,4,Peduncle,enclosed,0.00159,1.620648,0,,,,0.17,0.00086
140,1,MS,4,Peduncle,exposed,0.000811,1.673448,0,,,,0.087103,0.000441
140,1,MS,5,Chaff,exposed,0.00075,5.148531,0,,,,0.21,0.00107
141,1,MS,0,Roots,enclosed,,,,17.964685,0.801995,0.000625,0.496249,0.009852
141,1,MS,1,Internode,enclosed,0.001129,1.633721,0,,,,0.1415,0.00064
141,1,MS,1,Internode,exposed,0.000371,1.680083,0,,,,0.0465,0.00021
141,1,MS,1,Lamina,exposed,0.00346,1.227697,0,,,,0.14,0.00102
141,1,MS,1,Sheath,exposed,0.0006,3.497755,0,,,,0.103,0.00068
141,1,MS,2,Internode,enclosed,0.0004,3.444495,0,,,,0.18,0.00033
141,1,MS,2,Lamina,exposed,0.0034,0.808158,0,,,,0.09,0.00083
141,1,MS,2,Sheath,exposed,0.0005,1.822644,0,,,,0.069,0.00021
141,1,MS,3,Internode,enclosed,0.00025,4.180003,0,,,,0.154,0.00014
141,1,MS,3,Lamina,exposed,0.00228,0.630006,0,,,,0.05,0.00053
141,1,MS,3,Sheath,exposed,0.000323,1.167872,0,,,,0.034744,0.000089
141,1,MS,4,Peduncle,enclosed,0.00159,1.621458,0,,,,0.17,0.00086
141,1,MS,4,Peduncle,exposed,0.000811,1.673142,0,,,,0.087103,0.000441
141,1,MS,5,Chaff,exposed,0.00075,5.140945,0,,,,0.21,0.00107
142,1,MS,0,Roots,enclosed,,,,17.964685,0.801995,0.000625,0.496249,0.009852
142,1,MS,1,Internode,enclosed,0.001129,1.635608,0,,,,0.1415,0.00064
142,1,MS,1,Internode,exposed,0.000371,1.681741,0,,,,0.0465,0.00021
142,1,MS,1,Lamina,exposed,0.00346,1.224318,0,,,,0.14,0.00102
142,1,MS,1,Sheath,exposed,0.0006,3.494122,0,,,,0.103,0.00068
142,1,MS,2,Internode,enclosed,0.0004,3.45345,0,,,,0.18,0.00033
142,1,MS,2,Lamina,exposed,0.0034,0.807131,0,,,,0.09,0.00083
142,1,MS,2,Sheath,exposed,0.0005,1.823397,0,,,,0.069,0.00021
142,1,MS,3,Internode,enclosed,0.00025,4.19126,0,,,,0.154,0.00014
142,1,MS,3,Lamina,exposed,0.00228,0.630242,0,,,,0.05,0.00053
142,1,MS,3,Sheath,exposed,0.000323,1.170151,0,,,,0.034744,0.000089
142,1,MS,4,Peduncle,enclosed,0.00159,1.622191,0,,,,0.17,0.00086
142,1,MS,4,Peduncle,exposed,0.000811,1.67291,0,,,,0.087103,0.000441
142,1,MS,5,Chaff,exposed,0.00075,5.133611,0,,,,0.21,0.00107
143,1,MS,0,Roots,enclosed,,,,18.04841,0.805733,0.000625,0.496188,0.009851
143,1,MS,1,Internode,enclosed,0.001129,1.63736,0,,,,0.1415,0.00064
143,1,MS,1,Internode,exposed,0.000371,1.683359,0,,,,0.0465,0.00021
143,1,MS,1,Lamina,exposed,0.00346,1.221055,0,,,,0.14,0.00102
143,1,MS,1,Sheath,exposed,0.0006,3.490536,0,,,,0.103,0.00068
143,1,MS,2,Internode,enclosed,0.0004,3.462323,0,,,,0.18,0.00033
143,1,MS,2,Lamina,exposed,0.0034,0.806013,0,,,,0.09,0.00083
143,1,MS,2,Sheath,exposed,0.0005,1.824134,0,,,,0.069,0.00021
143,1,MS,3,Internode,enclosed,0.00025,4.202435,0,,,,0.154,0.00014
143,1,MS,3,Lamina,exposed,0.00228,0.630316,0,,,,0.05,0.00053
143,1,MS,3,Sheath,exposed,0.000323,1.172451,0,,,,0.034744,0.000089
143,1,MS,4,Peduncle,enclosed,0.00159,1.62283,0,,,,0.17,0.00086
143,1,MS,4,Peduncle,exposed,0.000811,1.67269,0,,,,0.087103,0.000441
143,1,MS,5,Chaff,exposed,0.00075,5.126484,0,,,,0.21,0.00107
144,1,MS,0,Roots,enclosed,,,,18.04841,0.805733,0.000625,0.496188,0.009851
144,1,MS,1,Internode,enclosed,0.001129,1.639018,0,,,,0.1415,0.00064
144,1,MS,1,Internode,exposed,0.000371,1.684947,0,,,,0.0465,0.00021
144,1,MS,1,Lamina,exposed,0.00346,1.217877,0,,,,0.14,0.00102
144,1,MS,1,Sheath,exposed,0.0006,3.48693,0,,,,0.103,0.00068
144,1,MS,2,Internode,enclosed,0.0004,3.471084,0,,,,0.18,0.00033
144,1,MS,2,Lamina,exposed,0.0034,0.804845,0,,,,0.09,0.00083
144,1,MS,2,Sheath,exposed,0.0005,1.824814,0,,,,0.069,0.00021
144,1,MS,3,Internode,enclosed,0.00025,4.213508,0,,,,0.154,0.00014
144,1,MS,3,Lamina,exposed,0.00228,0.630303,0,,,,0.05,0.00053
144,1,MS,3,Sheath,exposed,0.000323,1.174713,0,,,,0.034744,0.000089
144,1,MS,4,Peduncle,enclosed,0.00159,1.623363,0,,,,0.17,0.00086
144,1,MS,4,Peduncle,exposed,0.000811,1.672487,0,,,,0.087103,0.000441
144,1,MS,5,Chaff,exposed,0.00075,5.119481,0,,,,0.21,0.00107
145,1,MS,0,Roots,enclosed,,,,18.127936,0.809283,0.000625,0.496129,0.00985
145,1,MS,1,Internode,enclosed,0.001129,1.637641,0,,,,0.1415,0.00064
145,1,MS,1,Internode,exposed,0.000371,1.683432,0,,,,0.0465,0.00021
145,1,MS,1,Lamina,exposed,0.00346,1.211884,0,,,,0.14,0.00102
145,1,MS,1,Sheath,exposed,0.0006,3.480148,0,,,,0.103,0.00068
145,1,MS,2,Internode,enclosed,0.0004,3.476633,0,,,,0.18,0.00033
145,1,MS,2,Lamina,exposed,0.0034,0.800784,0,,,,0.09,0.00083
145,1,MS,2,Sheath,exposed,0.0005,1.82227,0,,,,0.069,0.00021
145,1,MS,3,Internode,enclosed,0.00025,4.221385,0,,,,0.154,0.00014
145,1,MS,3,Lamina,exposed,0.00228,0.627364,0,,,,0.05,0.00053
145,1,MS,3,Sheath,exposed,0.000323,1.17369,0,,,,0.034744,0.000089
145,1,MS,4,Peduncle,enclosed,0.00159,1.62077,0,,,,0.17,0.00086
145,1,MS,4,Peduncle,exposed,0.000811,1.669294,0,,,,0.087103,0.000441
145,1,MS,5,Chaff,exposed,0.00075,5.10951,0,,,,0.21,0.00107
146,1,MS,0,Roots,enclosed,,,,18.127936,0.809283,0.000625,0.496129,0.00985
146,1,MS,1,Internode,enclosed,0.001129,1.636408,0,,,,0.1415,0.00064
146,1,MS,1,Internode,exposed,0.000371,1.682011,0,,,,0.0465,0.00021
146,1,MS,1,Lamina,exposed,0.00346,1.206458,0,,,,0.14,0.00102
146,1,MS,1,Sheath,exposed,0.0006,3.473614,0,,,,0.103,0.00068
146,1,MS,2,Internode,enclosed,0.0004,3.482161,0,,,,0.18,0.00033
146,1,MS,2,Lamina,exposed,0.0034,0.797137,0,,,,0.09,0.00083
146,1,MS,2,Sheath,exposed,0.0005,1.819853,0,,,,0.069,0.00021
146,1,MS,3,Internode,enclosed,0.00025,4.229163,0,,,,0.154,0.00014
146,1,MS,3,Lamina,exposed,0.00228,0.624702,0,,,,0.05,0.00053
146,1,MS,3,Sheath,exposed,0.000323,1.172739,0,,,,0.034744,0.000089
146,1,MS,4,Peduncle,enclosed,0.00159,1.6184,0,,,,0.17,0.00086
146,1,MS,4,Peduncle,exposed,0.000811,1.666338,0,,,,0.087103,0.000441
146,1,MS,5,Chaff,exposed,0.00075,5.099913,0,,,,0.21,0.00107
147,1,MS,0,Roots,enclosed,,,,18.201127,0.81255,0.000625,0.496073,0.009849
147,1,MS,1,Internode,enclosed,0.001129,1.643266,0,,,,0.1415,0.00064
147,1,MS,1,Internode,exposed,0.000371,1.688971,0,,,,0.0465,0.00021
147,1,MS,1,Lamina,exposed,0.00346,1.209137,0,,,,0.14,0.00102
147,1,MS,1,Sheath,exposed,0.0006,3.47556,0,,,,0.103,0.00068
147,1,MS,2,Internode,enclosed,0.0004,3.495787,0,,,,0.18,0.00033
147,1,MS,2,Lamina,exposed,0.0034,0.801505,0,,,,0.09,0.00083
147,1,MS,2,Sheath,exposed,0.0005,1.82594,0,,,,0.069,0.00021
147,1,MS,3,Internode,enclosed,0.00025,4.244946,0,,,,0.154,0.00014
147,1,MS,3,Lamina,exposed,0.00228,0.630055,0,,,,0.05,0.00053
147,1,MS,3,Sheath,exposed,0.000323,1.180456,0,,,,0.034744,0.000089
147,1,MS,4,Peduncle,enclosed,0.00159,1.624253,0,,,,0.17,0.00086
147,1,MS,4,Peduncle,exposed,0.000811,1.671673,0,,,,0.087103,0.000441
147,1,MS,5,Chaff,exposed,0.00075,5.098605,0,,,,0.21,0.00107
148,1,MS,0,Roots,enclosed,,,,18.201127,0.81255,0.000625,0.496073,0.009849
148,1,MS,1,Internode,enclosed,0.001129,1.645099,0,,,,0.1415,0.00064
148,1,MS,1,Internode,exposed,0.000371,1.691,0,,,,0.0465,0.00021
148,1,MS,1,Lamina,exposed,0.00346,1.206544,0,,,,0.14,0.00102
148,1,MS,1,Sheath,exposed,0.0006,3.472299,0,,,,0.103,0.00068
148,1,MS,2,Internode,enclosed,0.0004,3.504242,0,,,,0.18,0.00033
148,1,MS,2,Lamina,exposed,0.0034,0.800666,0,,,,0.09,0.00083
148,1,MS,2,Sheath,exposed,0.0005,1.826914,0,,,,0.069,0.00021
148,1,MS,3,Internode,enclosed,0.00025,4.255607,0,,,,0.154,0.00014
148,1,MS,3,Lamina,exposed,0.00228,0.63033,0,,,,0.05,0.00053
148,1,MS,3,Sheath,exposed,0.000323,1.183116,0,,,,0.034744,0.000089
148,1,MS,4,Peduncle,enclosed,0.00159,1.624901,0,,,,0.17,0.00086
148,1,MS,4,Peduncle,exposed,0.000811,1.672023,0,,,,0.087103,0.000441
148,1,MS,5,Chaff,exposed,0.00075,5.092116,0,,,,0.21,0.00107
149,1,MS,0,Roots,enclosed,,,,18.26698,0.81549,0.000625,0.496019,0.009848
149,1,MS,1,Internode,enclosed,0.001129,1.643181,0,,,,0.1415,0.00064
149,1,MS,1,Internode,exposed,0.000371,1.689196,0,,,,0.0465,0.00021
149,1,MS,1,Lamina,exposed,0.00346,1.200405,0,,,,0.14,0.00102
149,1,MS,1,Sheath,exposed,0.0006,3.465194,0,,,,0.103,0.00068
149,1,MS,2,Internode,enclosed,0.0004,3.508794,0,,,,0.18,0.00033
149,1,MS,2,Lamina,exposed,0.0034,0.796232,0,,,,0.09,0.00083
149,1,MS,2,Sheath,exposed,0.0005,1.823981,0,,,,0.069,0.00021
149,1,MS,3,Internode,enclosed,0.00025,4.262359,0,,,,0.154,0.00014
149,1,MS,3,Lamina,exposed,0.00228,0.626952,0,,,,0.05,0.00053
149,1,MS,3,Sheath,exposed,0.000323,1.181807,0,,,,0.034744,0.000089
149,1,MS,4,Peduncle,enclosed,0.00159,1.621759,0,,,,0.17,0.00086
149,1,MS,4,Peduncle,exposed,0.000811,1.66864,0,,,,0.087103,0.000441
149,1,MS,5,Chaff,exposed,0.00075,5.081948,0,,,,0.21,0.00107
150,1,MS,0,Roots,enclosed,,,,18.26698,0.81549,0.000625,0.496019,0.009848
150,1,MS,1,Internode,enclosed,0.001129,1.641456,0,,,,0.1415,0.00064
150,1,MS,1,Internode,exposed,0.000371,1.687499,0,,,,0.0465,0.00021
150,1,MS,1,Lamina,exposed,0.00346,1.194873,0,,,,0.14,0.00102
150,1,MS,1,Sheath,exposed,0.0006,3.458365,0,,,,0.103,0.00068
150,1,MS,2,Internode,enclosed,0.0004,3.51334,0,,,,0.18,0.00033
150,1,MS,2,Lamina,exposed,0.0034,0.792294,0,,,,0.09,0.00083
150,1,MS,2,Sheath,exposed,0.0005,1.8212,0,,,,0.069,0.00021
150,1,MS,3,Internode,enclosed,0.00025,4.269004,0,,,,0.154,0.00014
150,1,MS,3,Lamina,exposed,0.00228,0.62393,0,,,,0.05,0.00053
150,1,MS,3,Sheath,exposed,0.000323,1.180583,0,,,,0.034744,0.000089
150,1,MS,4,Peduncle,enclosed,0.00159,1.618908,0,,,,0.17,0.00086
150,1,MS,4,Peduncle,exposed,0.000811,1.665503,0,,,,0.087103,0.000441
150,1,MS,5,Chaff,exposed,0.00075,5.072149,0,,,,0.21,0.00107
151,1,MS,0,Roots,enclosed,,,,18.32484,0.818073,0.000625,0.495966,0.009847
151,1,MS,1,Internode,enclosed,0.001129,1.639854,0,,,,0.1415,0.00064
151,1,MS,1,Internode,exposed,0.000371,1.685869,0,,,,0.0465,0.00021
151,1,MS,1,Lamina,exposed,0.00346,1.189765,0,,,,0.14,0.00102
151,1,MS,1,Sheath,exposed,0.0006,3.451706,0,,,,0.103,0.00068
151,1,MS,2,Internode,enclosed,0.0004,3.517689,0,,,,0.18,0.00033
151,1,MS,2,Lamina,exposed,0.0034,0.788713,0,,,,0.09,0.00083
151,1,MS,2,Sheath,exposed,0.0005,1.818512,0,,,,0.069,0.00021
151,1,MS,3,Internode,enclosed,0.00025,4.275329,0,,,,0.154,0.00014
151,1,MS,3,Lamina,exposed,0.00228,0.621176,0,,,,0.05,0.00053
151,1,MS,3,Sheath,exposed,0.000323,1.179412,0,,,,0.034744,0.000089
151,1,MS,4,Peduncle,enclosed,0.00159,1.616239,0,,,,0.17,0.00086
151,1,MS,4,Peduncle,exposed,0.000811,1.662539,0,,,,0.087103,0.000441
151,1,MS,5,Chaff,exposed,0.00075,5.06251,0,,,,0.21,0.00107
152,1,MS,0,Roots,enclosed,,,,18.32484,0.818073,0.000625,0.495966,0.009847
152,1,MS,1,Internode,enclosed,0.001129,1.638327,0,,,,0.1415,0.00064
152,1,MS,1,Internode,exposed,0.000371,1.684289,0,,,,0.0465,0.00021
152,1,MS,1,Lamina,exposed,0.00346,1.184999,0,,,,0.14,0.00102
152,1,MS,1,Sheath,exposed,0.0006,3.445168,0,,,,0.103,0.00068
152,1,MS,2,Internode,enclosed,0.0004,3.52172,0,,,,0.18,0.00033
152,1,MS,2,Lamina,exposed,0.0034,0.785429,0,,,,0.09,0.00083
152,1,MS,2,Sheath,exposed,0.0005,1.815888,0,,,,0.069,0.00021
152,1,MS,3,Internode,enclosed,0.00025,4.281192,0,,,,0.154,0.00014
152,1,MS,3,Lamina,exposed,0.00228,0.618656,0,,,,0.05,0.00053
152,1,MS,3,Sheath,exposed,0.000323,1.178279,0,,,,0.034744,0.000089
152,1,MS,4,Peduncle,enclosed,0.00159,1.613704,0,,,,0.17,0.00086
152,1,MS,4,Peduncle,exposed,0.000811,1.659714,0,,,,0.087103,0.000441
152,1,MS,5,Chaff,exposed,0.00075,5.052927,0,,,,0.21,0.00107
153,1,MS,0,Roots,enclosed,,,,18.373088,0.820227,0.000625,0.495916,0.009846
153,1,MS,1,Internode,enclosed,0.001129,1.644411,0,,,,0.1415,0.00064
153,1,MS,1,Internode,exposed,0.000371,1.692136,0,,,,0.0465,0.00021
153,1,MS,1,Lamina,exposed,0.00346,1.200079,0,,,,0.14,0.00102
153,1,MS,1,Sheath,exposed,0.0006,3.450773,0,,,,0.103,0.00068
153,1,MS,2,Internode,enclosed,0.0004,3.533519,0,,,,0.18,0.00033
153,1,MS,2,Lamina,exposed,0.0034,0.794522,0,,,,0.09,0.00083
153,1,MS,2,Sheath,exposed,0.0005,1.822243,0,,,,0.069,0.00021
153,1,MS,3,Internode,enclosed,0.00025,4.294493,0,,,,0.154,0.00014
153,1,MS,3,Lamina,exposed,0.00228,0.625339,0,,,,0.05,0.00053
153,1,MS,3,Sheath,exposed,0.000323,1.185682,0,,,,0.034744,0.000089
153,1,MS,4,Peduncle,enclosed,0.00159,1.61982,0,,,,0.17,0.00086
153,1,MS,4,Peduncle,exposed,0.000811,1.672276,0,,,,0.087103,0.000441
153,1,MS,5,Chaff,exposed,0.00075,5.063623,0,,,,0.21,0.00107
154,1,MS,0,Roots,enclosed,,,,18.373088,0.820227,0.000625,0.495916,0.009846
154,1,MS,1,Internode,enclosed,0.001129,1.644801,0,,,,0.1415,0.00064
154,1,MS,1,Internode,exposed,0.000371,1.693171,0,,,,0.0465,0.00021
154,1,MS,1,Lamina,exposed,0.00346,1.198239,0,,,,0.14,0.00102
154,1,MS,1,Sheath,exposed,0.0006,3.447142,0,,,,0.103,0.00068
154,1,MS,2,Internode,enclosed,0.0004,3.53938,0,,,,0.18,0.00033
154,1,MS,2,Lamina,exposed,0.0034,0.793557,0,,,,0.09,0.00083
154,1,MS,2,Sheath,exposed,0.0005,1.822011,0,,,,0.069,0.00021
154,1,MS,3,Internode,enclosed,0.00025,4.30209,0,,,,0.154,0.00014
154,1,MS,3,Lamina,exposed,0.00228,0.624919,0,,,,0.05,0.00053
154,1,MS,3,Sheath,exposed,0.000323,1.186981,0,,,,0.034744,0.000089
154,1,MS,4,Peduncle,enclosed,0.00159,1.619315,0,,,,0.17,0.00086
154,1,MS,4,Peduncle,exposed,0.000811,1.673206,0,,,,0.087103,0.000441
154,1,MS,5,Chaff,exposed,0.00075,5.058035,0,,,,0.21,0.00107
155,1,MS,0,Roots,enclosed,,,,18.411705,0.821951,0.000625,0.495866,0.009845
155,1,MS,1,Internode,enclosed,0.001129,1.644447,0,,,,0.1415,0.00064
155,1,MS,1,Internode,exposed,0.000371,1.693352,0,,,,0.0465,0.00021
155,1,MS,1,Lamina,exposed,0.00346,1.194271,0,,,,0.14,0.00102
155,1,MS,1,Sheath,exposed,0.0006,3.442513,0,,,,0.103,0.00068
155,1,MS,2,Internode,enclosed,0.0004,3.544572,0,,,,0.18,0.00033
155,1,MS,2,Lamina,exposed,0.0034,0.791491,0,,,,0.09,0.00083
155,1,MS,2,Sheath,exposed,0.0005,1.820913,0,,,,0.069,0.00021
155,1,MS,3,Internode,enclosed,0.00025,4.308995,0,,,,0.154,0.00014
155,1,MS,3,Lamina,exposed,0.00228,0.623659,0,,,,0.05,0.00053
155,1,MS,3,Sheath,exposed,0.000323,1.187432,0,,,,0.034744,0.000089
155,1,MS,4,Peduncle,enclosed,0.00159,1.618046,0,,,,0.17,0.00086
155,1,MS,4,Peduncle,exposed,0.000811,1.672714,0,,,,0.087103,0.000441
155,1,MS,5,Chaff,exposed,0.00075,5.050438,0,,,,0.21,0.00107
