t,plant,axis,volume,Tsoil,nitrates,Conc_Nitrates_Soil
89.000000,1,MS,1.000000,15.000000,998223.546370,998223.546370
90.000000,1,MS,1.000000,15.000000,996909.935826,996909.935826
91.000000,1,MS,1.000000,15.000000,995603.722417,995603.722417
92.000000,1,MS,1.000000,15.000000,994303.570472,994303.570472
93.000000,1,MS,1.000000,15.000000,993011.741295,993011.741295
94.000000,1,MS,1.000000,15.000000,991726.450325,991726.450325
95.000000,1,MS,1.000000,15.000000,990449.917283,990449.917283
96.000000,1,MS,1.000000,15.000000,989180.367515,989180.367515
97.000000,1,MS,1.000000,15.000000,987919.790222,987919.790222
98.000000,1,MS,1.000000,15.000000,986666.241354,986666.241354
99.000000,1,MS,1.000000,15.000000,985421.353989,985421.353989
100.000000,1,MS,1.000000,15.000000,984182.893701,984182.893701
101.000000,1,MS,1.000000,15.000000,982952.758367,982952.758367
102.000000,1,MS,1.000000,15.000000,981729.022920,981729.022920
103.000000,1,MS,1.000000,15.000000,980512.116534,980512.116534
104.000000,1,MS,1.000000,15.000000,979298.718033,979298.718033
105.000000,1,MS,1.000000,15.000000,978089.157473,978089.157473
106.000000,1,MS,1.000000,15.000000,976880.018488,976880.018488
107.000000,1,MS,1.000000,15.000000,975672.819059,975672.819059
108.000000,1,MS,1.000000,15.000000,974465.340426,974465.340426
109.000000,1,MS,1.000000,15.000000,973259.814848,973259.814848
110.000000,1,MS,1.000000,15.000000,972054.807777,972054.807777
111.000000,1,MS,1.000000,15.000000,970852.096925,970852.096925
112.000000,1,MS,1.000000,15.000000,969649.821254,969649.821254
113.000000,1,MS,1.000000,15.000000,968450.437272,968450.437272
114.000000,1,MS,1.000000,15.000000,967252.796425,967252.796425
115.000000,1,MS,1.000000,15.000000,966058.997004,966058.997004
116.000000,1,MS,1.000000,15.000000,964867.572717,964867.572717
117.000000,1,MS,1.000000,15.000000,963681.070028,963681.070028
118.000000,1,MS,1.000000,15.000000,962498.486812,962498.486812
119.000000,1,MS,1.000000,15.000000,961322.010921,961322.010921
120.000000,1,MS,1.000000,15.000000,960150.328450,960150.328450
121.000000,1,MS,1.000000,15.000000,958985.555517,958985.555517
122.000000,1,MS,1.000000,15.000000,957826.352259,957826.352259
123.000000,1,MS,1.000000,15.000000,956674.131634,956674.131634
124.000000,1,MS,1.000000,15.000000,955526.916081,955526.916081
125.000000,1,MS,1.000000,15.000000,954386.536554,954386.536554
126.000000,1,MS,1.000000,15.000000,953251.465737,953251.465737
127.000000,1,MS,1.000000,15.000000,952122.912692,952122.912692
128.000000,1,MS,1.000000,15.000000,950998.781877,950998.781877
129.000000,1,MS,1.000000,15.000000,949879.265534,949879.265534
130.000000,1,MS,1.000000,15.000000,948761.301888,948761.301888
131.000000,1,MS,1.000000,15.000000,947648.028343,947648.028343
132.000000,1,MS,1.000000,15.000000,946539.293663,946539.293663
133.000000,1,MS,1.000000,15.000000,945435.699976,945435.699976
134.000000,1,MS,1.000000,15.000000,944334.665011,944334.665011
135.000000,1,MS,1.000000,15.000000,943237.160820,943237.160820
136.000000,1,MS,1.000000,15.000000,942140.994981,942140.994981
137.000000,1,MS,1.000000,15.000000,941047.645619,941047.645619
138.000000,1,MS,1.000000,15.000000,939955.451303,939955.451303
139.000000,1,MS,1.000000,15.000000,938866.380328,938866.380328
140.000000,1,MS,1.000000,15.000000,937779.282979,937779.282979
141.000000,1,MS,1.000000,15.000000,936696.252847,936696.252847
142.000000,1,MS,1.000000,15.000000,935616.290971,935616.290971
143.000000,1,MS,1.000000,15.000000,934541.301860,934541.301860
144.000000,1,MS,1.000000,15.000000,933470.128863,933470.128863
145.000000,1,MS,1.000000,15.000000,932404.659207,932404.659207
146.000000,1,MS,1.000000,15.000000,931343.749519,931343.749519
147.000000,1,MS,1.000000,15.000000,930288.902397,930288.902397
148.000000,1,MS,1.000000,15.000000,929238.633395,929238.633395
149.000000,1,MS,1.000000,15.000000,928194.397849,928194.397849
150.000000,1,MS,1.000000,15.000000,927154.698981,927154.698981
151.000000,1,MS,1.000000,15.000000,926119.836442,926119.836442
152.000000,1,MS,1.000000,15.000000,925087.205720,925087.205720
153.000000,1,MS,1.000000,15.000000,924057.731980,924057.731980
154.000000,1,MS,1.000000,15.000000,923029.441733,923029.441733
155.000000,1,MS,1.000000,15.000000,922003.413776,922003.413776
156.000000,1,MS,1.000000,15.000000,920977.836090,920977.836090
157.000000,1,MS,1.000000,15.000000,919953.349552,919953.349552
158.000000,1,MS,1.000000,15.000000,918927.724763,918927.724763
159.000000,1,MS,1.000000,15.000000,917902.071670,917902.071670
160.000000,1,MS,1.000000,15.000000,916874.653218,916874.653218
161.000000,1,MS,1.000000,15.000000,915846.853172,915846.853172
162.000000,1,MS,1.000000,15.000000,914817.236920,914817.236920
163.000000,1,MS,1.000000,15.000000,913787.641497,913787.641497
164.000000,1,MS,1.000000,15.000000,912757.099800,912757.099800
165.000000,1,MS,1.000000,15.000000,911728.693040,911728.693040
166.000000,1,MS,1.000000,15.000000,910702.690746,910702.690746
167.000000,1,MS,1.000000,15.000000,909680.853508,909680.853508
168.000000,1,MS,1.000000,15.000000,908662.172839,908662.172839
169.000000,1,MS,1.000000,15.000000,907647.402657,907647.402657
170.000000,1,MS,1.000000,15.000000,906634.574849,906634.574849
171.000000,1,MS,1.000000,15.000000,905625.078887,905625.078887
172.000000,1,MS,1.000000,15.000000,904617.595256,904617.595256
173.000000,1,MS,1.000000,15.000000,903613.386610,903613.386610
174.000000,1,MS,1.000000,15.000000,902611.034291,902611.034291
175.000000,1,MS,1.000000,15.000000,901610.109757,901610.109757
176.000000,1,MS,1.000000,15.000000,900607.542414,900607.542414
177.000000,1,MS,1.000000,15.000000,899604.148920,899604.148920
178.000000,1,MS,1.000000,15.000000,898598.088648,898598.088648
179.000000,1,MS,1.000000,15.000000,897590.112573,897590.112573
180.000000,1,MS,1.000000,15.000000,896578.322773,896578.322773
181.000000,1,MS,1.000000,15.000000,895563.878246,895563.878246
182.000000,1,MS,1.000000,15.000000,894545.300598,894545.300598
183.000000,1,MS,1.000000,15.000000,893523.893975,893523.893975
184.000000,1,MS,1.000000,15.000000,892498.341483,892498.341483
185.000000,1,MS,1.000000,15.000000,891470.237271,891470.237271
186.000000,1,MS,1.000000,15.000000,890438.565699,890438.565699
187.000000,1,MS,1.000000,15.000000,889405.498398,889405.498398
188.000000,1,MS,1.000000,15.000000,888370.606239,888370.606239
189.000000,1,MS,1.000000,15.000000,887335.816428,887335.816428
190.000000,1,MS,1.000000,15.000000,886300.467586,886300.467586
191.000000,1,MS,1.000000,15.000000,885266.001960,885266.001960
192.000000,1,MS,1.000000,15.000000,884231.294184,884231.294184
193.000000,1,MS,1.000000,15.000000,883199.488108,883199.488108
194.000000,1,MS,1.000000,15.000000,882171.143922,882171.143922
195.000000,1,MS,1.000000,15.000000,881147.600342,881147.600342
196.000000,1,MS,1.000000,15.000000,880127.679621,880127.679621
197.000000,1,MS,1.000000,15.000000,879112.727473,879112.727473
198.000000,1,MS,1.000000,15.000000,878101.604155,878101.604155
199.000000,1,MS,1.000000,15.000000,877093.395807,877093.395807
200.000000,1,MS,1.000000,15.000000,876084.767834,876084.767834
201.000000,1,MS,1.000000,15.000000,875076.101648,875076.101648
202.000000,1,MS,1.000000,15.000000,874065.335273,874065.335273
203.000000,1,MS,1.000000,15.000000,873053.444561,873053.444561
204.000000,1,MS,1.000000,15.000000,872038.974721,872038.974721
205.000000,1,MS,1.000000,15.000000,871022.762975,871022.762975
206.000000,1,MS,1.000000,15.000000,870003.233073,870003.233073
207.000000,1,MS,1.000000,15.000000,868981.719794,868981.719794
208.000000,1,MS,1.000000,15.000000,867957.160903,867957.160903
209.000000,1,MS,1.000000,15.000000,866931.411577,866931.411577
210.000000,1,MS,1.000000,15.000000,865903.946659,865903.946659
211.000000,1,MS,1.000000,15.000000,864877.076214,864877.076214
212.000000,1,MS,1.000000,15.000000,863850.733044,863850.733044
213.000000,1,MS,1.000000,15.000000,862827.367601,862827.367601
214.000000,1,MS,1.000000,15.000000,861807.064799,861807.064799
215.000000,1,MS,1.000000,15.000000,860790.884989,860790.884989
216.000000,1,MS,1.000000,15.000000,859777.578780,859777.578780
217.000000,1,MS,1.000000,15.000000,858768.075450,858768.075450
218.000000,1,MS,1.000000,15.000000,857761.025241,857761.025241
219.000000,1,MS,1.000000,15.000000,856757.648326,856757.648326
220.000000,1,MS,1.000000,15.000000,855756.906963,855756.906963
221.000000,1,MS,1.000000,15.000000,854759.755008,854759.755008
222.000000,1,MS,1.000000,15.000000,853764.920606,853764.920606
223.000000,1,MS,1.000000,15.000000,852772.373948,852772.373948
224.000000,1,MS,1.000000,15.000000,851779.895170,851779.895170
225.000000,1,MS,1.000000,15.000000,850788.025957,850788.025957
226.000000,1,MS,1.000000,15.000000,849795.118819,849795.118819
227.000000,1,MS,1.000000,15.000000,848802.050369,848802.050369
228.000000,1,MS,1.000000,15.000000,847807.522726,847807.522726
229.000000,1,MS,1.000000,15.000000,846811.895792,846811.895792
230.000000,1,MS,1.000000,15.000000,845813.372986,845813.372986
231.000000,1,MS,1.000000,15.000000,844812.981074,844812.981074
232.000000,1,MS,1.000000,15.000000,843809.598812,843809.598812
233.000000,1,MS,1.000000,15.000000,842804.494259,842804.494259
234.000000,1,MS,1.000000,15.000000,841796.804780,841796.804780
235.000000,1,MS,1.000000,15.000000,840788.315421,840788.315421
236.000000,1,MS,1.000000,15.000000,839778.691817,839778.691817
237.000000,1,MS,1.000000,15.000000,838770.239810,838770.239810
238.000000,1,MS,1.000000,15.000000,837763.150085,837763.150085
239.000000,1,MS,1.000000,15.000000,836758.693419,836758.693419
240.000000,1,MS,1.000000,15.000000,835756.061425,835756.061425
241.000000,1,MS,1.000000,15.000000,834756.837125,834756.837125
242.000000,1,MS,1.000000,15.000000,833760.540317,833760.540317
243.000000,1,MS,1.000000,15.000000,832768.112792,832768.112792
244.000000,1,MS,1.000000,15.000000,831778.473312,831778.473312
245.000000,1,MS,1.000000,15.000000,830792.558577,830792.558577
246.000000,1,MS,1.000000,15.000000,829809.307848,829809.307848
247.000000,1,MS,1.000000,15.000000,828828.219598,828828.219598
248.000000,1,MS,1.000000,15.000000,827846.837758,827846.837758
249.000000,1,MS,1.000000,15.000000,826865.140351,826865.140351
250.000000,1,MS,1.000000,15.000000,825881.150513,825881.150513
251.000000,1,MS,1.000000,15.000000,824895.472650,824895.472650
252.000000,1,MS,1.000000,15.000000,823906.764951,823906.764951
253.000000,1,MS,1.000000,15.000000,822917.093692,822917.093692
254.000000,1,MS,1.000000,15.000000,821926.579017,821926.579017
255.000000,1,MS,1.000000,15.000000,820935.732131,820935.732131
256.000000,1,MS,1.000000,15.000000,819943.153780,819943.153780
257.000000,1,MS,1.000000,15.000000,818949.403390,818949.403390
258.000000,1,MS,1.000000,15.000000,817953.137232,817953.137232
259.000000,1,MS,1.000000,15.000000,816956.377752,816956.377752
260.000000,1,MS,1.000000,15.000000,815959.244366,815959.244366
261.000000,1,MS,1.000000,15.000000,814963.682612,814963.682612
262.000000,1,MS,1.000000,15.000000,813969.751597,813969.751597
263.000000,1,MS,1.000000,15.000000,812978.763083,812978.763083
264.000000,1,MS,1.000000,15.000000,811990.171010,811990.171010
265.000000,1,MS,1.000000,15.000000,811005.003157,811005.003157
266.000000,1,MS,1.000000,15.000000,810022.456908,810022.456908
267.000000,1,MS,1.000000,15.000000,809043.382879,809043.382879
268.000000,1,MS,1.000000,15.000000,808066.828170,808066.828170
269.000000,1,MS,1.000000,15.000000,807093.490059,807093.490059
270.000000,1,MS,1.000000,15.000000,806122.286962,806122.286962
271.000000,1,MS,1.000000,15.000000,805153.127308,805153.127308
272.000000,1,MS,1.000000,15.000000,804184.170468,804184.170468
273.000000,1,MS,1.000000,15.000000,803215.092808,803215.092808
274.000000,1,MS,1.000000,15.000000,802243.834655,802243.834655
275.000000,1,MS,1.000000,15.000000,801271.177237,801271.177237
276.000000,1,MS,1.000000,15.000000,800296.165125,800296.165125
277.000000,1,MS,1.000000,15.000000,799319.365333,799319.365333
278.000000,1,MS,1.000000,15.000000,798339.621175,798339.621175
279.000000,1,MS,1.000000,15.000000,797357.922528,797357.922528
280.000000,1,MS,1.000000,15.000000,796373.540910,796373.540910
281.000000,1,MS,1.000000,15.000000,795387.067447,795387.067447
282.000000,1,MS,1.000000,15.000000,794397.384264,794397.384264
283.000000,1,MS,1.000000,15.000000,793406.476663,793406.476663
284.000000,1,MS,1.000000,15.000000,792414.618075,792414.618075
285.000000,1,MS,1.000000,15.000000,791423.548375,791423.548375
286.000000,1,MS,1.000000,15.000000,790433.311253,790433.311253
287.000000,1,MS,1.000000,15.000000,789445.402468,789445.402468
288.000000,1,MS,1.000000,15.000000,788459.637455,788459.637455
289.000000,1,MS,1.000000,15.000000,787476.572665,787476.572665
290.000000,1,MS,1.000000,15.000000,786495.120476,786495.120476
291.000000,1,MS,1.000000,15.000000,785516.662314,785516.662314
292.000000,1,MS,1.000000,15.000000,784540.936132,784540.936132
293.000000,1,MS,1.000000,15.000000,783568.560772,783568.560772
294.000000,1,MS,1.000000,15.000000,782598.546875,782598.546875
295.000000,1,MS,1.000000,15.000000,781768.573157,781768.573157
296.000000,1,MS,1.000000,15.000000,780799.769075,780799.769075
297.000000,1,MS,1.000000,15.000000,779830.619903,779830.619903
298.000000,1,MS,1.000000,15.000000,778859.756697,778859.756697
299.000000,1,MS,1.000000,15.000000,777888.055409,777888.055409
300.000000,1,MS,1.000000,15.000000,776914.815677,776914.815677
301.000000,1,MS,1.000000,15.000000,775940.167084,775940.167084
302.000000,1,MS,1.000000,15.000000,774962.675294,774962.675294
303.000000,1,MS,1.000000,15.000000,773984.936445,773984.936445
304.000000,1,MS,1.000000,15.000000,773007.963408,773007.963408
305.000000,1,MS,1.000000,15.000000,772033.504879,772033.504879
306.000000,1,MS,1.000000,15.000000,771061.750339,771061.750339
307.000000,1,MS,1.000000,15.000000,770093.028631,770093.028631
308.000000,1,MS,1.000000,15.000000,769126.151242,769126.151242
309.000000,1,MS,1.000000,15.000000,768162.449824,768162.449824
310.000000,1,MS,1.000000,15.000000,767201.733588,767201.733588
311.000000,1,MS,1.000000,15.000000,766244.906086,766244.906086
312.000000,1,MS,1.000000,15.000000,765291.374449,765291.374449
313.000000,1,MS,1.000000,15.000000,764341.314604,764341.314604
314.000000,1,MS,1.000000,15.000000,763393.438348,763393.438348
315.000000,1,MS,1.000000,15.000000,762448.320925,762448.320925
316.000000,1,MS,1.000000,15.000000,761505.079298,761505.079298
317.000000,1,MS,1.000000,15.000000,760564.442096,760564.442096
318.000000,1,MS,1.000000,15.000000,759625.689771,759625.689771
319.000000,1,MS,1.000000,15.000000,758688.724330,758688.724330
320.000000,1,MS,1.000000,15.000000,757752.022532,757752.022532
321.000000,1,MS,1.000000,15.000000,756816.576680,756816.576680
322.000000,1,MS,1.000000,15.000000,755881.945445,755881.945445
323.000000,1,MS,1.000000,15.000000,754947.693054,754947.693054
324.000000,1,MS,1.000000,15.000000,754011.977108,754011.977108
325.000000,1,MS,1.000000,15.000000,753075.396457,753075.396457
326.000000,1,MS,1.000000,15.000000,752137.135420,752137.135420
327.000000,1,MS,1.000000,15.000000,751197.692340,751197.692340
328.000000,1,MS,1.000000,15.000000,750256.160267,750256.160267
329.000000,1,MS,1.000000,15.000000,749313.363737,749313.363737
330.000000,1,MS,1.000000,15.000000,748368.725990,748368.725990
331.000000,1,MS,1.000000,15.000000,747424.041305,747424.041305
332.000000,1,MS,1.000000,15.000000,746479.697819,746479.697819
333.000000,1,MS,1.000000,15.000000,745536.979562,745536.979562
334.000000,1,MS,1.000000,15.000000,744595.780137,744595.780137
335.000000,1,MS,1.000000,15.000000,743656.711323,743656.711323
336.000000,1,MS,1.000000,15.000000,742719.016046,742719.016046
337.000000,1,MS,1.000000,15.000000,741784.131378,741784.131378
338.000000,1,MS,1.000000,15.000000,740852.119600,740852.119600
339.000000,1,MS,1.000000,15.000000,739923.714449,739923.714449
340.000000,1,MS,1.000000,15.000000,738998.302625,738998.302625
341.000000,1,MS,1.000000,15.000000,738076.471854,738076.471854
342.000000,1,MS,1.000000,15.000000,737157.479421,737157.479421
343.000000,1,MS,1.000000,15.000000,736240.637989,736240.637989
344.000000,1,MS,1.000000,15.000000,735323.960948,735323.960948
345.000000,1,MS,1.000000,15.000000,734406.672593,734406.672593
346.000000,1,MS,1.000000,15.000000,733486.694199,733486.694199
347.000000,1,MS,1.000000,15.000000,732564.273043,732564.273043
348.000000,1,MS,1.000000,15.000000,731638.344833,731638.344833
349.000000,1,MS,1.000000,15.000000,730709.411465,730709.411465
350.000000,1,MS,1.000000,15.000000,729776.664292,729776.664292
351.000000,1,MS,1.000000,15.000000,728840.780898,728840.780898
352.000000,1,MS,1.000000,15.000000,727901.135742,727901.135742
353.000000,1,MS,1.000000,15.000000,726959.407513,726959.407513
354.000000,1,MS,1.000000,15.000000,726015.967132,726015.967132
355.000000,1,MS,1.000000,15.000000,725072.870479,725072.870479
356.000000,1,MS,1.000000,15.000000,724130.858757,724130.858757
357.000000,1,MS,1.000000,15.000000,723191.056943,723191.056943
358.000000,1,MS,1.000000,15.000000,722253.297558,722253.297558
359.000000,1,MS,1.000000,15.000000,721318.338801,721318.338801
360.000000,1,MS,1.000000,15.000000,720385.665094,720385.665094
361.000000,1,MS,1.000000,15.000000,719456.249089,719456.249089
362.000000,1,MS,1.000000,15.000000,718529.822001,718529.822001
363.000000,1,MS,1.000000,15.000000,717606.948609,717606.948609
364.000000,1,MS,1.000000,15.000000,716686.946664,716686.946664
365.000000,1,MS,1.000000,15.000000,715770.416564,715770.416564
366.000000,1,MS,1.000000,15.000000,714856.724931,714856.724931
367.000000,1,MS,1.000000,15.000000,713945.356326,713945.356326
368.000000,1,MS,1.000000,15.000000,713034.587685,713034.587685
369.000000,1,MS,1.000000,15.000000,712124.258390,712124.258390
370.000000,1,MS,1.000000,15.000000,711212.991162,711212.991162
371.000000,1,MS,1.000000,15.000000,710300.980608,710300.980608
372.000000,1,MS,1.000000,15.000000,709387.201733,709387.201733
373.000000,1,MS,1.000000,15.000000,708471.817700,708471.817700
374.000000,1,MS,1.000000,15.000000,707553.771821,707553.771821
375.000000,1,MS,1.000000,15.000000,706633.633619,706633.633619
376.000000,1,MS,1.000000,15.000000,705710.752325,705710.752325
377.000000,1,MS,1.000000,15.000000,704786.083383,704786.083383
378.000000,1,MS,1.000000,15.000000,703859.364108,703859.364108
379.000000,1,MS,1.000000,15.000000,702931.916870,702931.916870
380.000000,1,MS,1.000000,15.000000,702003.841462,702003.841462
381.000000,1,MS,1.000000,15.000000,701077.269974,701077.269974
382.000000,1,MS,1.000000,15.000000,700153.094241,700153.094241
383.000000,1,MS,1.000000,15.000000,699232.020186,699232.020186
384.000000,1,MS,1.000000,15.000000,698313.540779,698313.540779
385.000000,1,MS,1.000000,15.000000,697396.880992,697396.880992
386.000000,1,MS,1.000000,15.000000,696480.084698,696480.084698
387.000000,1,MS,1.000000,15.000000,695563.792327,695563.792327
388.000000,1,MS,1.000000,15.000000,694647.436046,694647.436046
389.000000,1,MS,1.000000,15.000000,693731.603275,693731.603275
390.000000,1,MS,1.000000,15.000000,692815.671423,692815.671423
391.000000,1,MS,1.000000,15.000000,691899.462331,691899.462331
392.000000,1,MS,1.000000,15.000000,690981.588093,690981.588093
393.000000,1,MS,1.000000,15.000000,690062.078585,690062.078585
394.000000,1,MS,1.000000,15.000000,689139.732955,689139.732955
395.000000,1,MS,1.000000,15.000000,688214.991610,688214.991610
396.000000,1,MS,1.000000,15.000000,687287.050729,687287.050729
397.000000,1,MS,1.000000,15.000000,686356.460658,686356.460658
398.000000,1,MS,1.000000,15.000000,685422.519524,685422.519524
399.000000,1,MS,1.000000,15.000000,684485.876573,684485.876573
400.000000,1,MS,1.000000,15.000000,683545.919474,683545.919474
401.000000,1,MS,1.000000,15.000000,682603.558535,682603.558535
402.000000,1,MS,1.000000,15.000000,681658.434226,681658.434226
403.000000,1,MS,1.000000,15.000000,680711.857926,680711.857926
404.000000,1,MS,1.000000,15.000000,679763.857052,679763.857052
405.000000,1,MS,1.000000,15.000000,678815.671894,678815.671894
406.000000,1,MS,1.000000,15.000000,677867.246133,677867.246133
407.000000,1,MS,1.000000,15.000000,676919.741868,676919.741868
408.000000,1,MS,1.000000,15.000000,675973.011539,675973.011539
409.000000,1,MS,1.000000,15.000000,675028.538025,675028.538025
410.000000,1,MS,1.000000,15.000000,674086.475111,674086.475111
411.000000,1,MS,1.000000,15.000000,673147.469619,673147.469619
412.000000,1,MS,1.000000,15.000000,672210.848450,672210.848450
413.000000,1,MS,1.000000,15.000000,671277.039674,671277.039674
414.000000,1,MS,1.000000,15.000000,670345.146193,670345.146193
415.000000,1,MS,1.000000,15.000000,669719.644859,669719.644859
416.000000,1,MS,1.000000,15.000000,668788.976747,668788.976747
417.000000,1,MS,1.000000,15.000000,667858.067419,667858.067419
418.000000,1,MS,1.000000,15.000000,666925.655201,666925.655201
419.000000,1,MS,1.000000,15.000000,665992.115788,665992.115788
420.000000,1,MS,1.000000,15.000000,665056.414118,665056.414118
421.000000,1,MS,1.000000,15.000000,664119.149440,664119.149440
422.000000,1,MS,1.000000,15.000000,663179.496321,663179.496321
423.000000,1,MS,1.000000,15.000000,662238.299891,662238.299891
424.000000,1,MS,1.000000,15.000000,661294.965193,661294.965193
425.000000,1,MS,1.000000,15.000000,660351.399480,660351.399480
426.000000,1,MS,1.000000,15.000000,659408.040960,659408.040960
427.000000,1,MS,1.000000,15.000000,658466.829270,658466.829270
428.000000,1,MS,1.000000,15.000000,657528.223601,657528.223601
