t,plant,axis,metamer,organ,element,Ag,Nstruct,Tr,Ts,green_area,is_growing,mstruct,amino_acids,cytokinins,fructan,nitrates,proteins,starch,sucrose,triosesP,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Transpiration,sum_respi,Amino_Acids_import,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,Nitrates_import,Regul_S_Fructan,S_Fructan,S_Starch,S_Sucrose,S_Amino_Acids,S_Proteins,cytokinins_import,k_proteins,Total_Organic_Nitrogen
0,1,MS,1,blade,LeafElement1,0.0,0.00054000000000000001,0.18726384300000001,18.789502330000001,0.00029428400000000002,False,0.018000000000000002,0.40000000000000002,2.7000000000000002,0,0,0.80000000000000004,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.771428571428572
0,1,MS,1,sheath,StemElement,0.0,0.00029999999999999997,0.1803941,18.599999069999999,0.000174251,False,0.01,0.20000000000000001,1.5,0,0,0.40000000000000002,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.028571428571428
0,1,MS,2,blade,LeafElement1,0.0,0.00059999999999999995,0.188262663,18.817068819999999,0.00028853,False,0.02,0.5,3.0,0,0,1.0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.357142857142854
0,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,0.25,1.8,0,0,0.5,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.464285714285715
0,1,MS,3,blade,LeafElement1,0.0,0.00066,0.18921264500000001,18.843290840000002,0.00022900700000000001,False,0.022000000000000002,0.59999999999999998,3.2999999999999998,0,0,1.2,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.942857142857143
0,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,0.29999999999999999,2.1000000000000001,0,0,0.59999999999999998,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.899999999999999
0,1,MS,4,blade,LeafElement1,0.0,5.2600000000000001e-08,0.0,18.0,5.9200000000000001e-08,True,1.6300000000000001e-06,0.0,0.0,0,0,0.0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037571428571428569
4,1,MS,1,blade,LeafElement1,0.0,0.00054000000000000001,0.18726384300000001,18.789502330000001,0.00029428400000000002,False,0.018000000000000002,3.4912581551398527,2.8229440294403716,0.63750614281920281,0.0066242429839273977,1.0179298085461241,0.0,19.468003859480248,0.0,0.0,0.0,0,0.2121722277596079,5.5108752773412007e-05,0.2121722277596079,0.10723702085860215,0.63750614281920281,0.04230886713738867,0,1.6937664176642229,-0.11014779750896987,-0.4377250010197653,0.0021350209242096451,0.015,9.6034655912919558,0.0,0.0,0,3.5630077922850667,0.048002430224491445,2.0781819523399675e-07,43.080616535114544
4,1,MS,1,sheath,StemElement,0.0,0.00029999999999999997,0.1803941,18.599999069999999,0.000174251,False,0.01,2.0581255019782696,1.5718210880076335,0.35116385205348294,0.0037784465298780906,0.52556376218520318,0.0,10.816986968038465,0.0,0.0,0.0,0,0.11599356384679269,3.1433852319099998e-05,0.11599356384679269,0.061167645921318528,0.35116385205348294,0.039150471692686845,0,1.6975667750482444,-0.031910247663171271,-0.29552186112988288,0.0012178089514334549,0.015,9.6045089603181424,0.0,0.0,0,3.6342124296380915,0.027380429182250646,2.0692315201735817e-07,24.012260692734898
4,1,MS,2,blade,LeafElement1,0.0,0.00059999999999999995,0.188262663,18.817068819999999,0.00028853,False,0.02,3.8174865652795686,3.1068639714277708,0.54407368727787431,0.0065293634766201303,1.2408955612611781,0.0,17.981177757236264,0.0,0.0,0.0,0,0.21108346985997592,5.4319426155390002e-05,0.21108346985997592,0.1057010573184889,0.54407368727787431,0.047277135872675888,0,1.6777065445709962,-0.13572912841104948,-1.0630303797767113,0.0021044408664021006,0.015,8.2299873365283815,0.0,0.0,0,3.5435281579406643,0.047314887973957782,2.1166225671824919e-07,47.915524983683603
