t,plant,axis,metamer,Nstruct,mstruct,amino_acids,fructan,proteins,sucrose,D_Fructan,D_Proteins,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose
32,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016759471289530322,3.5607566631499513e-05,1.7938135690380044e-05,0.0011311711965275868,3.5607566631499513e-05,0.18666872452801733,3.3577484782007332,3.90773795446602,-6.9963122260376361e-07,3.395269427410471e-06
36,1,MS,4,4.6399999999999996e-06,0.000144,0.037101192538236911,0.012370479395461738,0.45838761924339938,0.26364583653900686,0.012370479395461738,21.200427390007221,14.4735784407926,3.8901320500051075,-0.084157094552064771,-1.9171851341056299
36,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.00080075415785647885,0.00016947202285924875,0.0019935274915554436,0.0056819303572726012,0.00016947202285924875,4.2690974578004033,0.00039102139045959236,3.8894142395311819,-8.8711188315775315e-06,0.00037292846116955916
36,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016478523657774226,3.5904447064035389e-05,2.0304092643054162e-05,0.0011692743910593911,3.5904447064035389e-05,0.21128946406678237,0.00039098959012242213,3.8894130182103615,7.7146192680267055e-07,7.6746242081105257e-05
40,1,MS,4,4.6399999999999996e-06,0.000144,0.036744565539203251,0.014473139750457628,0.45590196503185393,0.28763498865543596,0.014473139750457628,21.085465882723241,15.414599098151061,3.8796038605431984,-0.10899811958307405,-2.6353902329159458
40,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.00079289536142226869,0.00016982471984200215,0.0019923253062943324,0.0061954892522229858,0.00016982471984200215,4.2665230031897927,7.4665620666255334e-05,3.8786601532266198,-3.6990945318185888e-06,0.00066128502616478286
40,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016316802847456189,3.5992656750372879e-05,2.2645065097541823e-05,0.0012749605077377847,3.5992656750372879e-05,0.23565020867129463,7.4663503313867634e-05,3.8786591567452904,1.8185534541064176e-06,0.00013608577975965039
44,1,MS,4,4.6399999999999996e-06,0.000144,0.036544933676780959,0.016711052979997327,0.45343161165569279,0.31534454350798558,0.016711052979997327,20.971212039075795,16.447283618006409,3.8736460647226152,-0.12131785021872349,-2.3509168344662279
44,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.00078850617936853274,0.00017008637757753647,0.0019911051456394033,0.0067957323241906349,0.00017008637757753647,4.2639100546490116,0.0001043898188251682,3.8725870290565245,-1.1102484034905334e-06,0.00060439528212333986
44,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016226480695433283,3.6107302146167357e-05,2.4965157281142865e-05,0.0013984828089952156,3.6107302146167357e-05,0.25979366795689296,0.00010439048377400579,3.8725861496005751,2.3341681754167587e-06,0.00012437698530777191
48,1,MS,4,4.6399999999999996e-06,0.000144,0.036229624692391105,0.016708649742119903,0.4509765498105538,0.32929698314801609,0.016708649742119903,20.857665428738112,7.6831060483243354e-07,3.8641403037758204,-0.049467014940784766,0.14538303790629878
48,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.00078214860187249139,0.00017047398331771906,0.0019898714299523305,0.0071127987872884038,0.00017047398331771906,4.2612680782902004,0.0033119393215536321,3.8637038394200949,-5.4623966623158666e-06,0.00019292154019433691
48,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016095646625334642,3.6192280191726098e-05,2.7265392738969998e-05,0.0014637284004104852,3.6192280191726098e-05,0.28373049318990656,0.003312297677784739,3.8637027521103366,1.4215102029813408e-06,3.969947184053494e-05
