t,plant,axis,organ,mstruct,Nstruct,age_from_flowering,amino_acids,cytokinins,nitrates,proteins,starch,structure,sucrose,C_exudation,HATS_LATS,N_exudation,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,regul_transpiration,sum_respi,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,S_Amino_Acids,S_cytokinins,S_grain_starch,S_grain_structure,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,Total_Organic_Nitrogen
20,1,MS,phloem,NA,NA,NA,68.52193959203079,NA,NA,NA,NA,NA,428.8532715221708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,MS,roots,0.15079676,0.004515935,NA,19.80226744666765,0.021402766418177253,14.014114669820442,NA,NA,NA,48.813855390541505,13.697464300102183,NA,5.556636517269709,NA,0.5003135493206282,0.8404400523366772,NA,NA,0.5811372504240353,0.7425421902686695,1.9218908520813407,1.5880340565505338,0.03746185704577715,0.011442569078852688,1.675656763235457,8.108749851830172e-07,NA,NA,NA,10.942866519406715,68.48732150051092,2.116977461805232,342.36905316095334
24,1,MS,phloem,NA,NA,NA,67.03131644282637,NA,NA,NA,NA,NA,441.5602860489925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,MS,roots,0.151090336,0.004521807,NA,20.561382529907725,0.007774062271945318,15.944060233740624,NA,NA,NA,54.320889338219956,13.832818872367511,NA,5.2359577276205815,NA,0.530630323438126,0.9028740813110134,NA,NA,0.6337721723551029,0.1387016339537893,2.0672765771042423,0.3080049141506867,0.007961281942598855,0.0007763581004956725,1.7737409283909356,2.4474696154889763e-06,NA,NA,NA,10.49949563429588,69.16409436183756,2.274242018415651,343.547596815622
28,1,MS,phloem,NA,NA,NA,65.63386742559244,NA,NA,NA,NA,NA,444.54571561509897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,MS,roots,0.151412787,0.004528256,NA,21.40600563828127,0.005923459218742599,18.007315574017657,NA,NA,NA,59.70215623074116,13.854716502689662,NA,4.967561614142419,NA,0.557686391771391,0.9565168069966525,NA,NA,0.6857956469173414,0.09952515489486882,2.1999988456853847,0.2300870908976809,0.006451851138281607,0.00042446390130633304,1.8602114088550186,6.4788399537095935e-06,NA,NA,NA,10.227729052550735,69.2735825134483,2.409362234248495,344.85286278113836
32,1,MS,phloem,NA,NA,NA,64.29401461629004,NA,NA,NA,NA,NA,444.60429403560914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,MS,roots,0.15174368400000002,0.004534874,NA,22.233472556236265,0.005306675142183253,20.180560085638096,NA,NA,NA,64.9344936089765,13.84295684688861,NA,4.739807520573533,NA,0.5818607551152717,1.0016290318327465,NA,NA,0.7351493173401592,0.10989026678449193,2.3186391042881773,0.26387016092105214,0.007983529674016462,0.0004198694019214676,1.936614826354395,1.5366933779827253e-05,NA,NA,NA,10.009116890976825,69.21478423444304,2.5229950423998653,346.1530439848077
36,1,MS,phloem,NA,NA,NA,63.433488996325096,NA,NA,NA,NA,NA,463.35994811130564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,MS,roots,0.152066438,0.004541329,NA,21.598521267329957,0.0014187527816329664,22.398420222262892,NA,NA,NA,70.07396746378647,14.034206398694488,NA,4.325687788820427,NA,0.6037371168236904,1.0402725163270252,NA,NA,0.7823406580814072,0.7359654149236099,2.4263502912321226,1.7167425839546657,0.059344065477039895,0.000751790145318143,2.005161295154034,3.354422628315392e-05,NA,NA,NA,9.606340392522382,70.17103199347244,2.6203337942746225,345.97916412447285
40,1,MS,phloem,NA,NA,NA,63.075401380426,NA,NA,NA,NA,NA,509.5710147371407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,MS,roots,0.152405851,0.004548117,NA,20.822163420823117,0.00029267414351177233,24.684700939183127,NA,NA,NA,75.29826822013878,14.481236616682555,NA,4.0044835358846465,NA,0.6243191792071192,1.0748165957294953,NA,NA,0.8255487369370209,0.8158898434798014,2.5246845118736356,1.8347678986672316,0.07250398842821698,0.00017192870002109153,2.0689016511004703,6.981267265683715e-05,NA,NA,NA,8.962536973902957,72.40618308341277,2.7073465887392825,345.6876634208231
44,1,MS,phloem,NA,NA,NA,63.007830213075685,NA,NA,NA,NA,NA,561.9148165489516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,MS,roots,0.152774344,0.004555487,NA,20.141298869802654,0.0005520656565856537,27.040652331975057,NA,NA,NA,80.7002837561575,14.92571298043468,NA,3.725182019089121,NA,0.6440716623582289,1.1064751839655973,NA,NA,0.8682948531224092,0.7830392572295047,2.6188416994462353,1.7033141923179551,0.07622601234131168,0.0003112481388058194,2.1292103755506346,0.0001407937045221126,NA,NA,NA,8.368143725557031,74.6285649021734,2.7870911434901693,345.53322744123125
48,1,MS,phloem,NA,NA,NA,62.629803021064355,NA,NA,NA,NA,NA,586.7461382432135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,MS,roots,0.15317045199999998,0.004563409,NA,20.597480587985412,0.0032034107653188134,29.508257787374035,NA,NA,NA,86.20240806274352,15.108507500640272,NA,3.610075367399959,NA,0.6628367561079858,1.133608580590905,NA,NA,0.9104766909850989,0.2571665337950127,2.70692202768399,0.572074130274005,0.027318730944631216,0.0005931432308438412,2.1855784458896594,0.00027349634523687763,NA,NA,NA,8.0634774311471,75.54253750320136,2.8554372307075693,346.5552663022711
