t,plant,axis,metamer,Nstruct,mstruct,amino_acids,fructan,proteins,sucrose,D_Fructan,D_Proteins,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose
36,1,MS,4,4.6399999999999996e-06,0.000144,0.036593545744675451,0.013254462566235874,0.45728570970992866,0.264408936709915,0.013254462566235874,21.1494640740842,14.504218775233312,3.8751011355565637,-0.084132315868375995,-1.8948106262687741
36,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.00079639129175016247,0.00028775605967740718,0.0019927056039103041,0.0058539179798903669,0.00028775605967740718,4.2673374025860538,14.768864803681096,3.8834628802744029,-0.081406467599013724,-1.9155375441988041
36,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016642616339617399,5.9742451842632569e-05,2.1256561165381644e-05,0.0012644247557541785,5.9742451842632569e-05,0.22120108962725277,15.294005509381966,3.9001703152701173,-0.081398596676198046,-1.9158983974861146
40,1,MS,4,4.6399999999999996e-06,0.000144,0.036286160522957668,0.015365209377096586,0.45480509402050118,0.29031329851096638,0.015365209377096586,21.034735598448179,15.516887823507172,3.8658534164413663,-0.10864655178368256,-2.5987963841150621
40,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.0007916086241867784,0.00033448990001604492,0.0019914349143159574,0.0064671621231049727,0.00033448990001604492,4.2646162473775817,15.861569837885121,3.8768847593237084,-0.10619504165177977,-2.6333498516478371
40,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016621528258079776,6.9803490146369315e-05,2.3578177980120364e-05,0.0014130220471306315,6.9803490146369315e-05,0.24536041460562755,16.540825030852783,3.8987964477175567,-0.10619168280330898,-2.6339544947947253
44,1,MS,4,4.6399999999999996e-06,0.000144,0.03613573467520511,0.017618788190337204,0.45233991722524164,0.31930963462887441,0.017618788190337204,20.920721171667427,16.590551742663671,3.861286839901187,-0.12047863185682554,-2.3129049735162179
44,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.00078925649765932749,0.0003841158621404424,0.0019901475886760474,0.0070717952156953579,0.0003841158621404424,4.2618594664252338,16.880930006058804,3.8736286460723153,-0.11816982275351337,-2.3447267317178331
44,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016610482763679672,8.0379115984210325e-05,2.5878755723738175e-05,0.0015284442920468991,8.0379115984210325e-05,0.26930080175015036,17.455210778174038,3.8980758398276469,-0.11816873744497144,-2.3452865910288914
48,1,MS,4,4.6399999999999996e-06,0.000144,0.035777129615370135,0.017616255028733787,0.44988997143458803,0.33176597304447619,0.017616255028733787,20.807411178849698,8.6580548721661018e-07,3.8502899907574477,-0.048705157702099308,0.13994596113195884
48,1,MS,5,9.9999999999999995e-08,3.1099999999999999e-06,0.0007761219117438388,0.00038411468512357166,0.0019888146347330615,0.0071554440368880911,0.00038411468512357166,4.2590049734154958,1.0515220079783974e-11,3.8551870568903399,-0.046139852066405057,0.13144887819125509
48,1,MS,6,2.0599999999999999e-08,6.4000000000000001e-07,0.00016115516896692485,8.0379048668079546e-05,2.814064790729567e-05,0.0014684106025150997,8.0379048668079546e-05,0.29283861728529559,9.1784483057009875e-14,3.8650585567912574,-0.046134239227963787,0.13129558651375878
