t,plant,axis,phytomer,organ,element,exposed,An,Tr,Ts,gs
0,1,MS,1,Internode,1,False,-0.583026,0.000005,14.288647,0.05
0,1,MS,1,Internode,2,True,-0.586644,0.000005,14.370849,0.05
0,1,MS,1,Lamina,1,True,-0.598313,0.000005,14.467316,0.05
0,1,MS,1,Sheath,1,True,-0.589802,0.000005,14.608839,0.05
0,1,MS,2,Internode,1,True,-0.57766,0.000005,14.458397,0.05
0,1,MS,2,Lamina,1,True,-0.595627,0.000005,14.36289,0.05
0,1,MS,2,Sheath,1,True,-0.582734,0.000005,14.546,0.05
0,1,MS,3,Internode,1,True,-0.573972,0.000005,14.405605,0.05
0,1,MS,3,Lamina,1,True,-0.593251,0.000005,14.270216,0.05
0,1,MS,3,Sheath,1,True,-0.578701,0.000005,14.589742,0.05
0,1,MS,4,Peduncle,1,False,-0.595955,0.000005,14.468201,0.05
0,1,MS,4,Peduncle,2,True,-0.59248,0.000005,14.362802,0.05
0,1,MS,5,Chaff,1,True,-0.59941,0.000005,14.553406,0.05
1,1,MS,1,Internode,1,False,-0.583026,0.000005,14.288647,0.05
1,1,MS,1,Internode,2,True,-0.586644,0.000005,14.370849,0.05
1,1,MS,1,Lamina,1,True,-0.598313,0.000005,14.467316,0.05
1,1,MS,1,Sheath,1,True,-0.589802,0.000005,14.608839,0.05
1,1,MS,2,Internode,1,True,-0.57766,0.000005,14.458397,0.05
1,1,MS,2,Lamina,1,True,-0.595627,0.000005,14.36289,0.05
1,1,MS,2,Sheath,1,True,-0.582734,0.000005,14.546,0.05
1,1,MS,3,Internode,1,True,-0.573972,0.000005,14.405605,0.05
1,1,MS,3,Lamina,1,True,-0.593251,0.000005,14.270216,0.05
1,1,MS,3,Sheath,1,True,-0.578701,0.000005,14.589742,0.05
1,1,MS,4,Peduncle,1,False,-0.595955,0.000005,14.468201,0.05
1,1,MS,4,Peduncle,2,True,-0.59248,0.000005,14.362802,0.05
1,1,MS,5,Chaff,1,True,-0.59941,0.000005,14.553406,0.05
2,1,MS,1,Internode,1,False,-0.583026,0.000005,14.288647,0.05
2,1,MS,1,Internode,2,True,-0.586644,0.000005,14.370849,0.05
2,1,MS,1,Lamina,1,True,-0.598313,0.000005,14.467316,0.05
2,1,MS,1,Sheath,1,True,-0.589802,0.000005,14.608839,0.05
2,1,MS,2,Internode,1,True,-0.57766,0.000005,14.458397,0.05
2,1,MS,2,Lamina,1,True,-0.595627,0.000005,14.36289,0.05
2,1,MS,2,Sheath,1,True,-0.582734,0.000005,14.546,0.05
2,1,MS,3,Internode,1,True,-0.573972,0.000005,14.405605,0.05
2,1,MS,3,Lamina,1,True,-0.593251,0.000005,14.270216,0.05
2,1,MS,3,Sheath,1,True,-0.578701,0.000005,14.589742,0.05
2,1,MS,4,Peduncle,1,False,-0.595955,0.000005,14.468201,0.05
2,1,MS,4,Peduncle,2,True,-0.59248,0.000005,14.362802,0.05
2,1,MS,5,Chaff,1,True,-0.59941,0.000005,14.553406,0.05
3,1,MS,1,Internode,1,False,-0.435644,0.000001,10.132857,0.05
3,1,MS,1,Internode,2,True,-0.442436,0.000002,10.24063,0.05
3,1,MS,1,Lamina,1,True,-0.45442,0.000002,10.33775,0.05
3,1,MS,1,Sheath,1,True,-0.445677,0.000002,10.552217,0.05
3,1,MS,2,Internode,1,True,-0.429628,0.000001,10.355318,0.05
3,1,MS,2,Lamina,1,True,-0.451658,0.000002,10.194253,0.05
3,1,MS,2,Sheath,1,True,-0.435317,0.000001,10.469996,0.05
3,1,MS,3,Internode,1,True,-0.425479,0.000001,10.28617,0.05
3,1,MS,3,Lamina,1,True,-0.449218,0.000002,10.066841,0.05
3,1,MS,3,Sheath,1,True,-0.430797,0.000001,10.527234,0.05
3,1,MS,4,Peduncle,1,False,-0.451996,0.000002,10.368155,0.05
3,1,MS,4,Peduncle,2,True,-0.448425,0.000002,10.230083,0.05
3,1,MS,5,Chaff,1,True,-0.455549,0.000002,10.479688,0.05
4,1,MS,1,Internode,1,False,-0.435644,0.000001,10.132857,0.05
4,1,MS,1,Internode,2,True,-0.442436,0.000002,10.24063,0.05
4,1,MS,1,Lamina,1,True,-0.45442,0.000002,10.33775,0.05
4,1,MS,1,Sheath,1,True,-0.445677,0.000002,10.552217,0.05
4,1,MS,2,Internode,1,True,-0.429628,0.000001,10.355318,0.05
4,1,MS,2,Lamina,1,True,-0.451658,0.000002,10.194253,0.05
4,1,MS,2,Sheath,1,True,-0.435317,0.000001,10.469996,0.05
4,1,MS,3,Internode,1,True,-0.425479,0.000001,10.28617,0.05
4,1,MS,3,Lamina,1,True,-0.449218,0.000002,10.066841,0.05
4,1,MS,3,Sheath,1,True,-0.430797,0.000001,10.527234,0.05
4,1,MS,4,Peduncle,1,False,-0.451996,0.000002,10.368155,0.05
4,1,MS,4,Peduncle,2,True,-0.448425,0.000002,10.230083,0.05
4,1,MS,5,Chaff,1,True,-0.455549,0.000002,10.479688,0.05
5,1,MS,1,Internode,1,False,-0.495673,0.000001,11.893701,0.05
5,1,MS,1,Internode,2,True,-0.499017,0.000001,11.981506,0.05
5,1,MS,1,Lamina,1,True,-0.509752,0.000001,12.064613,0.05
5,1,MS,1,Sheath,1,True,-0.501929,0.000001,12.234443,0.05
5,1,MS,2,Internode,1,True,-0.490696,0.000001,12.074766,0.05
5,1,MS,2,Lamina,1,True,-0.507286,0.000001,11.948816,0.05
5,1,MS,2,Sheath,1,True,-0.495403,0.000001,12.167834,0.05
5,1,MS,3,Internode,1,True,-0.487261,0.000001,12.01856,0.05
5,1,MS,3,Lamina,1,True,-0.505103,0.000001,11.845759,0.05
5,1,MS,3,Sheath,1,True,-0.491663,0.000001,12.214214,0.05
5,1,MS,4,Peduncle,1,False,-0.507587,0.000001,12.085194,0.05
5,1,MS,4,Peduncle,2,True,-0.504394,0.000001,11.97292,0.05
5,1,MS,5,Chaff,1,True,-0.510758,0.000001,12.175691,0.05
6,1,MS,1,Internode,1,False,-0.495673,0.000001,11.893701,0.05
6,1,MS,1,Internode,2,True,-0.499017,0.000001,11.981506,0.05
6,1,MS,1,Lamina,1,True,-0.509752,0.000001,12.064613,0.05
6,1,MS,1,Sheath,1,True,-0.501929,0.000001,12.234443,0.05
6,1,MS,2,Internode,1,True,-0.490696,0.000001,12.074766,0.05
6,1,MS,2,Lamina,1,True,-0.507286,0.000001,11.948816,0.05
6,1,MS,2,Sheath,1,True,-0.495403,0.000001,12.167834,0.05
6,1,MS,3,Internode,1,True,-0.487261,0.000001,12.01856,0.05
6,1,MS,3,Lamina,1,True,-0.505103,0.000001,11.845759,0.05
6,1,MS,3,Sheath,1,True,-0.491663,0.000001,12.214214,0.05
6,1,MS,4,Peduncle,1,False,-0.507587,0.000001,12.085194,0.05
6,1,MS,4,Peduncle,2,True,-0.504394,0.000001,11.97292,0.05
6,1,MS,5,Chaff,1,True,-0.510758,0.000001,12.175691,0.05
7,1,MS,1,Internode,1,False,-0.637663,0.000007,15.613175,0.05
7,1,MS,1,Internode,2,True,-0.234882,0.000008,15.756653,0.05579
7,1,MS,1,Lamina,1,True,3.742328,0.000016,16.134224,0.122275
7,1,MS,1,Sheath,1,True,0.655086,0.00001,16.17585,0.069261
7,1,MS,2,Internode,1,True,-0.537609,0.000007,15.916692,0.051165
7,1,MS,2,Lamina,1,True,0.575348,0.00001,15.730478,0.068214
7,1,MS,2,Sheath,1,True,-0.388683,0.000008,16.072083,0.053477
7,1,MS,3,Internode,1,True,-0.613838,0.000007,15.822991,0.05
7,1,MS,3,Lamina,1,True,-0.24636,0.000008,15.54812,0.0558
7,1,MS,3,Sheath,1,True,-0.545897,0.000007,16.155354,0.051162
7,1,MS,4,Peduncle,1,False,-0.412479,0.000008,15.931616,0.053481
7,1,MS,4,Peduncle,2,True,1.785802,0.000012,15.820032,0.087877
7,1,MS,5,Chaff,1,True,4.356861,0.000018,16.3068,0.133293
8,1,MS,1,Internode,1,False,-0.637663,0.000007,15.613175,0.05
8,1,MS,1,Internode,2,True,-0.234882,0.000008,15.756653,0.05579
8,1,MS,1,Lamina,1,True,3.742328,0.000016,16.134224,0.122275
8,1,MS,1,Sheath,1,True,0.655086,0.00001,16.17585,0.069261
8,1,MS,2,Internode,1,True,-0.537609,0.000007,15.916692,0.051165
8,1,MS,2,Lamina,1,True,0.575348,0.00001,15.730478,0.068214
8,1,MS,2,Sheath,1,True,-0.388683,0.000008,16.072083,0.053477
8,1,MS,3,Internode,1,True,-0.613838,0.000007,15.822991,0.05
8,1,MS,3,Lamina,1,True,-0.24636,0.000008,15.54812,0.0558
8,1,MS,3,Sheath,1,True,-0.545897,0.000007,16.155354,0.051162
8,1,MS,4,Peduncle,1,False,-0.412479,0.000008,15.931616,0.053481
8,1,MS,4,Peduncle,2,True,1.785802,0.000012,15.820032,0.087877
8,1,MS,5,Chaff,1,True,4.356861,0.000018,16.3068,0.133293
9,1,MS,1,Internode,1,False,-0.506803,0.000008,16.476349,0.052314
9,1,MS,1,Internode,2,True,1.24621,0.000012,16.552928,0.079037
9,1,MS,1,Lamina,1,True,15.055366,0.000041,17.846132,0.330652
9,1,MS,1,Sheath,1,True,4.398037,0.000019,16.861127,0.133934
9,1,MS,2,Internode,1,True,-0.17626,0.000009,16.688921,0.056879
9,1,MS,2,Lamina,1,True,4.224212,0.000019,16.599264,0.131093
9,1,MS,2,Sheath,1,True,0.421294,0.00001,16.790151,0.065839
9,1,MS,3,Internode,1,True,-0.494166,0.000008,16.628625,0.05231
9,1,MS,3,Lamina,1,True,1.037699,0.000012,16.425797,0.075806
9,1,MS,3,Sheath,1,True,-0.256889,0.000009,16.863404,0.055733
9,1,MS,4,Peduncle,1,False,0.548911,0.000011,16.6857,0.06807
9,1,MS,4,Peduncle,2,True,8.567302,0.000028,16.937554,0.210268
9,1,MS,5,Chaff,1,True,16.794901,0.000044,18.022224,0.363333
10,1,MS,1,Internode,1,False,-0.506803,0.000008,16.476349,0.052314
10,1,MS,1,Internode,2,True,1.24621,0.000012,16.552928,0.079037
10,1,MS,1,Lamina,1,True,15.055366,0.000041,17.846132,0.330652
10,1,MS,1,Sheath,1,True,4.398037,0.000019,16.861127,0.133934
10,1,MS,2,Internode,1,True,-0.17626,0.000009,16.688921,0.056879
10,1,MS,2,Lamina,1,True,4.224212,0.000019,16.599264,0.131093
10,1,MS,2,Sheath,1,True,0.421294,0.00001,16.790151,0.065839
10,1,MS,3,Internode,1,True,-0.494166,0.000008,16.628625,0.05231
10,1,MS,3,Lamina,1,True,1.037699,0.000012,16.425797,0.075806
10,1,MS,3,Sheath,1,True,-0.256889,0.000009,16.863404,0.055733
10,1,MS,4,Peduncle,1,False,0.548911,0.000011,16.6857,0.06807
10,1,MS,4,Peduncle,2,True,8.567302,0.000028,16.937554,0.210268
10,1,MS,5,Chaff,1,True,16.794901,0.000044,18.022224,0.363333
11,1,MS,1,Internode,1,False,-0.447055,0.000004,15.02999,0.052728
11,1,MS,1,Internode,2,True,1.02893,0.000006,15.205945,0.079118
11,1,MS,1,Lamina,1,True,13.493255,0.00002,17.220342,0.342607
11,1,MS,1,Sheath,1,True,3.852393,0.000009,15.580264,0.136056
11,1,MS,2,Internode,1,True,-0.201608,0.000004,15.19654,0.056774
11,1,MS,2,Lamina,1,True,3.678649,0.000009,15.48524,0.132508
11,1,MS,2,Sheath,1,True,0.326242,0.000005,15.299362,0.066071
11,1,MS,3,Internode,1,True,-0.520857,0.000004,15.132674,0.051365
11,1,MS,3,Lamina,1,True,0.887586,0.000006,15.115349,0.076553
11,1,MS,3,Sheath,1,True,-0.281743,0.000004,15.310941,0.055423
11,1,MS,4,Peduncle,1,False,0.389594,0.000005,15.238138,0.067396
11,1,MS,4,Peduncle,2,True,7.58824,0.000014,16.108372,0.215291
11,1,MS,5,Chaff,1,True,15.16167,0.000022,17.371419,0.379027
12,1,MS,1,Internode,1,False,-0.447055,0.000004,15.02999,0.052728
12,1,MS,1,Internode,2,True,1.02893,0.000006,15.205945,0.079118
12,1,MS,1,Lamina,1,True,13.493255,0.00002,17.220342,0.342607
12,1,MS,1,Sheath,1,True,3.852393,0.000009,15.580264,0.136056
12,1,MS,2,Internode,1,True,-0.201608,0.000004,15.19654,0.056774
12,1,MS,2,Lamina,1,True,3.678649,0.000009,15.48524,0.132508
12,1,MS,2,Sheath,1,True,0.326242,0.000005,15.299362,0.066071
12,1,MS,3,Internode,1,True,-0.520857,0.000004,15.132674,0.051365
12,1,MS,3,Lamina,1,True,0.887586,0.000006,15.115349,0.076553
12,1,MS,3,Sheath,1,True,-0.281743,0.000004,15.310941,0.055423
12,1,MS,4,Peduncle,1,False,0.389594,0.000005,15.238138,0.067396
12,1,MS,4,Peduncle,2,True,7.58824,0.000014,16.108372,0.215291
12,1,MS,5,Chaff,1,True,15.16167,0.000022,17.371419,0.379027
13,1,MS,1,Internode,1,False,-0.543916,0.000003,15.373118,0.051426
13,1,MS,1,Internode,2,True,0.310852,0.000004,15.489908,0.066799
13,1,MS,1,Lamina,1,True,8.139479,0.000012,16.391641,0.235424
13,1,MS,1,Sheath,1,True,2.055528,0.000006,15.738494,0.10159
13,1,MS,2,Internode,1,True,-0.376229,0.000003,15.501253,0.054259
13,1,MS,2,Lamina,1,True,1.927762,0.000006,15.630778,0.099008
13,1,MS,2,Sheath,1,True,-0.06356,0.000003,15.577077,0.059864
13,1,MS,3,Internode,1,True,-0.537234,0.000003,15.455257,0.051425
13,1,MS,3,Lamina,1,True,0.23317,0.000004,15.422711,0.06543
13,1,MS,3,Sheath,1,True,-0.45832,0.000003,15.587623,0.052842
13,1,MS,4,Peduncle,1,False,-0.071827,0.000004,15.526138,0.059869
13,1,MS,4,Peduncle,2,True,4.293886,0.000008,15.905913,0.149934
13,1,MS,5,Chaff,1,True,9.302714,0.000013,16.471078,0.261563
14,1,MS,1,Internode,1,False,-0.543916,0.000003,15.373118,0.051426
14,1,MS,1,Internode,2,True,0.310852,0.000004,15.489908,0.066799
14,1,MS,1,Lamina,1,True,8.139479,0.000012,16.391641,0.235424
14,1,MS,1,Sheath,1,True,2.055528,0.000006,15.738494,0.10159
14,1,MS,2,Internode,1,True,-0.376229,0.000003,15.501253,0.054259
14,1,MS,2,Lamina,1,True,1.927762,0.000006,15.630778,0.099008
14,1,MS,2,Sheath,1,True,-0.06356,0.000003,15.577077,0.059864
14,1,MS,3,Internode,1,True,-0.537234,0.000003,15.455257,0.051425
14,1,MS,3,Lamina,1,True,0.23317,0.000004,15.422711,0.06543
14,1,MS,3,Sheath,1,True,-0.45832,0.000003,15.587623,0.052842
14,1,MS,4,Peduncle,1,False,-0.071827,0.000004,15.526138,0.059869
14,1,MS,4,Peduncle,2,True,4.293886,0.000008,15.905913,0.149934
14,1,MS,5,Chaff,1,True,9.302714,0.000013,16.471078,0.261563
15,1,MS,1,Internode,1,False,-0.466571,0.000002,13.395044,0.051499
15,1,MS,1,Internode,2,True,0.805909,0.000003,13.660772,0.07626
15,1,MS,1,Lamina,1,True,11.338565,0.000008,16.257758,0.315852
15,1,MS,1,Sheath,1,True,3.158008,0.000004,14.127485,0.127113
15,1,MS,2,Internode,1,True,-0.222464,0.000002,13.561558,0.055956
15,1,MS,2,Lamina,1,True,2.979365,0.000004,14.094102,0.12311
15,1,MS,2,Sheath,1,True,0.232715,0.000002,13.682726,0.06474
15,1,MS,3,Internode,1,True,-0.459758,0.000002,13.488843,0.051498
15,1,MS,3,Lamina,1,True,0.662264,0.000003,13.57233,0.073416
15,1,MS,3,Sheath,1,True,-0.302316,0.000002,13.652595,0.054472
15,1,MS,4,Peduncle,1,False,0.299428,0.000002,13.640754,0.066197
15,1,MS,4,Peduncle,2,True,6.273379,0.000006,14.924759,0.198163
15,1,MS,5,Chaff,1,True,12.808894,0.000009,16.415909,0.350483
16,1,MS,1,Internode,1,False,-0.466571,0.000002,13.395044,0.051499
16,1,MS,1,Internode,2,True,0.805909,0.000003,13.660772,0.07626
16,1,MS,1,Lamina,1,True,11.338565,0.000008,16.257758,0.315852
16,1,MS,1,Sheath,1,True,3.158008,0.000004,14.127485,0.127113
16,1,MS,2,Internode,1,True,-0.222464,0.000002,13.561558,0.055956
16,1,MS,2,Lamina,1,True,2.979365,0.000004,14.094102,0.12311
16,1,MS,2,Sheath,1,True,0.232715,0.000002,13.682726,0.06474
16,1,MS,3,Internode,1,True,-0.459758,0.000002,13.488843,0.051498
16,1,MS,3,Lamina,1,True,0.662264,0.000003,13.57233,0.073416
16,1,MS,3,Sheath,1,True,-0.302316,0.000002,13.652595,0.054472
16,1,MS,4,Peduncle,1,False,0.299428,0.000002,13.640754,0.066197
16,1,MS,4,Peduncle,2,True,6.273379,0.000006,14.924759,0.198163
16,1,MS,5,Chaff,1,True,12.808894,0.000009,16.415909,0.350483
17,1,MS,1,Internode,1,False,-0.517521,0.000001,12.521935,0.05
17,1,MS,1,Internode,2,True,-0.277151,0.000001,12.602959,0.054607
17,1,MS,1,Lamina,1,True,2.156047,0.000003,12.968749,0.105774
17,1,MS,1,Sheath,1,True,0.184021,0.000002,12.784515,0.063673
17,1,MS,2,Internode,1,True,-0.514407,0.000001,12.629169,0.05
17,1,MS,2,Lamina,1,True,0.181591,0.000002,12.656248,0.063687
17,1,MS,2,Sheath,1,True,-0.435685,0.000001,12.691565,0.05154
17,1,MS,3,Internode,1,True,-0.512245,0.000001,12.595935,0.05
17,1,MS,3,Lamina,1,True,-0.360542,0.000001,12.530333,0.053079
17,1,MS,3,Sheath,1,True,-0.515014,0.000001,12.711399,0.05
17,1,MS,4,Peduncle,1,False,-0.442937,0.000001,12.64375,0.051541
17,1,MS,4,Peduncle,2,True,0.903301,0.000002,12.758189,0.078498
17,1,MS,5,Chaff,1,True,2.530864,0.000003,13.02913,0.114188
18,1,MS,1,Internode,1,False,-0.517521,0.000001,12.521935,0.05
18,1,MS,1,Internode,2,True,-0.277151,0.000001,12.602959,0.054607
18,1,MS,1,Lamina,1,True,2.156047,0.000003,12.968749,0.105774
18,1,MS,1,Sheath,1,True,0.184021,0.000002,12.784515,0.063673
18,1,MS,2,Internode,1,True,-0.514407,0.000001,12.629169,0.05
18,1,MS,2,Lamina,1,True,0.181591,0.000002,12.656248,0.063687
18,1,MS,2,Sheath,1,True,-0.435685,0.000001,12.691565,0.05154
18,1,MS,3,Internode,1,True,-0.512245,0.000001,12.595935,0.05
18,1,MS,3,Lamina,1,True,-0.360542,0.000001,12.530333,0.053079
18,1,MS,3,Sheath,1,True,-0.515014,0.000001,12.711399,0.05
18,1,MS,4,Peduncle,1,False,-0.442937,0.000001,12.64375,0.051541
18,1,MS,4,Peduncle,2,True,0.903301,0.000002,12.758189,0.078498
18,1,MS,5,Chaff,1,True,2.530864,0.000003,13.02913,0.114188
19,1,MS,1,Internode,1,False,-0.474101,0,11.355297,0.05
19,1,MS,1,Internode,2,True,-0.090219,0.000001,11.671979,0.057952
19,1,MS,1,Lamina,1,True,3.584436,0.000001,14.196938,0.14123
19,1,MS,1,Sheath,1,True,0.639758,0.000001,12.28003,0.073414
19,1,MS,2,Internode,1,True,-0.388418,0,11.599879,0.051602
19,1,MS,2,Lamina,1,True,0.636785,0.000001,12.087941,0.073446
19,1,MS,2,Sheath,1,True,-0.315102,0.000001,11.740615,0.053196
19,1,MS,3,Internode,1,True,-0.463685,0,11.495116,0.05
19,1,MS,3,Lamina,1,True,-0.172628,0.000001,11.48152,0.056382
19,1,MS,3,Sheath,1,True,-0.389569,0,11.754182,0.0516
19,1,MS,4,Peduncle,1,False,-0.252815,0.000001,11.692264,0.054787
19,1,MS,4,Peduncle,2,True,1.774153,0.000001,12.882772,0.098791
19,1,MS,5,Chaff,1,True,4.144287,0.000001,14.482808,0.154736
20,1,MS,1,Internode,1,False,-0.474101,0,11.355297,0.05
20,1,MS,1,Internode,2,True,-0.090219,0.000001,11.671979,0.057952
20,1,MS,1,Lamina,1,True,3.584436,0.000001,14.196938,0.14123
20,1,MS,1,Sheath,1,True,0.639758,0.000001,12.28003,0.073414
20,1,MS,2,Internode,1,True,-0.388418,0,11.599879,0.051602
20,1,MS,2,Lamina,1,True,0.636785,0.000001,12.087941,0.073446
20,1,MS,2,Sheath,1,True,-0.315102,0.000001,11.740615,0.053196
20,1,MS,3,Internode,1,True,-0.463685,0,11.495116,0.05
20,1,MS,3,Lamina,1,True,-0.172628,0.000001,11.48152,0.056382
20,1,MS,3,Sheath,1,True,-0.389569,0,11.754182,0.0516
20,1,MS,4,Peduncle,1,False,-0.252815,0.000001,11.692264,0.054787
20,1,MS,4,Peduncle,2,True,1.774153,0.000001,12.882772,0.098791
20,1,MS,5,Chaff,1,True,4.144287,0.000001,14.482808,0.154736
21,1,MS,1,Internode,1,False,-0.495495,0.000001,11.891092,0.05
21,1,MS,1,Internode,2,True,-0.498113,0.000001,11.959326,0.05
21,1,MS,1,Lamina,1,True,-0.506435,0.000001,12.027618,0.05
21,1,MS,1,Sheath,1,True,-0.500384,0.000001,12.154792,0.05
21,1,MS,2,Internode,1,True,-0.491576,0.000001,12.031589,0.05
21,1,MS,2,Lamina,1,True,-0.504535,0.000001,11.93875,0.05
21,1,MS,2,Sheath,1,True,-0.495283,0.000001,12.103479,0.05
21,1,MS,3,Internode,1,True,-0.488857,0.000001,11.988063,0.05
21,1,MS,3,Lamina,1,True,-0.502847,0.000001,11.859378,0.05
21,1,MS,3,Sheath,1,True,-0.49234,0.000001,12.139221,0.05
21,1,MS,4,Peduncle,1,False,-0.504768,0.000001,12.039655,0.05
21,1,MS,4,Peduncle,2,True,-0.502298,0.000001,11.952662,0.05
21,1,MS,5,Chaff,1,True,-0.507208,0.000001,12.109538,0.05
22,1,MS,1,Internode,1,False,-0.495495,0.000001,11.891092,0.05
22,1,MS,1,Internode,2,True,-0.498113,0.000001,11.959326,0.05
22,1,MS,1,Lamina,1,True,-0.506435,0.000001,12.027618,0.05
22,1,MS,1,Sheath,1,True,-0.500384,0.000001,12.154792,0.05
22,1,MS,2,Internode,1,True,-0.491576,0.000001,12.031589,0.05
22,1,MS,2,Lamina,1,True,-0.504535,0.000001,11.93875,0.05
22,1,MS,2,Sheath,1,True,-0.495283,0.000001,12.103479,0.05
22,1,MS,3,Internode,1,True,-0.488857,0.000001,11.988063,0.05
22,1,MS,3,Lamina,1,True,-0.502847,0.000001,11.859378,0.05
22,1,MS,3,Sheath,1,True,-0.49234,0.000001,12.139221,0.05
22,1,MS,4,Peduncle,1,False,-0.504768,0.000001,12.039655,0.05
22,1,MS,4,Peduncle,2,True,-0.502298,0.000001,11.952662,0.05
22,1,MS,5,Chaff,1,True,-0.507208,0.000001,12.109538,0.05
23,1,MS,1,Internode,1,False,-0.487036,0,11.658833,0.05
23,1,MS,1,Internode,2,True,-0.489825,0,11.727138,0.05
23,1,MS,1,Lamina,1,True,-0.498498,0,11.793432,0.05
23,1,MS,1,Sheath,1,True,-0.492223,0,11.922299,0.05
23,1,MS,2,Internode,1,True,-0.482811,0,11.799377,0.05
23,1,MS,2,Lamina,1,True,-0.496553,0,11.704098,0.05
23,1,MS,2,Sheath,1,True,-0.486808,0,11.871141,0.05
23,1,MS,3,Internode,1,True,-0.479847,0,11.755878,0.05
23,1,MS,3,Lamina,1,True,-0.494801,0,11.624184,0.05
23,1,MS,3,Sheath,1,True,-0.483639,0,11.906779,0.05
23,1,MS,4,Peduncle,1,False,-0.496794,0,11.807434,0.05
23,1,MS,4,Peduncle,2,True,-0.494228,0,11.720471,0.05
23,1,MS,5,Chaff,1,True,-0.499257,0,11.877184,0.05
24,1,MS,1,Internode,1,False,-0.487036,0,11.658833,0.05
24,1,MS,1,Internode,2,True,-0.489825,0,11.727138,0.05
24,1,MS,1,Lamina,1,True,-0.498498,0,11.793432,0.05
24,1,MS,1,Sheath,1,True,-0.492223,0,11.922299,0.05
24,1,MS,2,Internode,1,True,-0.482811,0,11.799377,0.05
24,1,MS,2,Lamina,1,True,-0.496553,0,11.704098,0.05
24,1,MS,2,Sheath,1,True,-0.486808,0,11.871141,0.05
24,1,MS,3,Internode,1,True,-0.479847,0,11.755878,0.05
24,1,MS,3,Lamina,1,True,-0.494801,0,11.624184,0.05
24,1,MS,3,Sheath,1,True,-0.483639,0,11.906779,0.05
24,1,MS,4,Peduncle,1,False,-0.496794,0,11.807434,0.05
24,1,MS,4,Peduncle,2,True,-0.494228,0,11.720471,0.05
24,1,MS,5,Chaff,1,True,-0.499257,0,11.877184,0.05
25,1,MS,1,Internode,1,False,-0.495981,0.000001,11.904288,0.05
25,1,MS,1,Internode,2,True,-0.498191,0.000001,11.961655,0.05
25,1,MS,1,Lamina,1,True,-0.505193,0.000001,12.02274,0.05
25,1,MS,1,Sheath,1,True,-0.500105,0.000001,12.125808,0.05
25,1,MS,2,Internode,1,True,-0.492665,0.000001,12.022374,0.05
25,1,MS,2,Lamina,1,True,-0.503598,0.000001,11.94894,0.05
25,1,MS,2,Sheath,1,True,-0.495801,0.000001,12.082742,0.05
25,1,MS,3,Internode,1,True,-0.490361,0.000001,11.985806,0.05
25,1,MS,3,Lamina,1,True,-0.502179,0.000001,11.882977,0.05
25,1,MS,3,Sheath,1,True,-0.493312,0.000001,12.112742,0.05
25,1,MS,4,Peduncle,1,False,-0.503793,0.000001,12.029149,0.05
25,1,MS,4,Peduncle,2,True,-0.501717,0.000001,11.956054,0.05
25,1,MS,5,Chaff,1,True,-0.505841,0.000001,12.087828,0.05
26,1,MS,1,Internode,1,False,-0.495981,0.000001,11.904288,0.05
26,1,MS,1,Internode,2,True,-0.498191,0.000001,11.961655,0.05
26,1,MS,1,Lamina,1,True,-0.505193,0.000001,12.02274,0.05
26,1,MS,1,Sheath,1,True,-0.500105,0.000001,12.125808,0.05
26,1,MS,2,Internode,1,True,-0.492665,0.000001,12.022374,0.05
26,1,MS,2,Lamina,1,True,-0.503598,0.000001,11.94894,0.05
26,1,MS,2,Sheath,1,True,-0.495801,0.000001,12.082742,0.05
26,1,MS,3,Internode,1,True,-0.490361,0.000001,11.985806,0.05
26,1,MS,3,Lamina,1,True,-0.502179,0.000001,11.882977,0.05
26,1,MS,3,Sheath,1,True,-0.493312,0.000001,12.112742,0.05
26,1,MS,4,Peduncle,1,False,-0.503793,0.000001,12.029149,0.05
26,1,MS,4,Peduncle,2,True,-0.501717,0.000001,11.956054,0.05
26,1,MS,5,Chaff,1,True,-0.505841,0.000001,12.087828,0.05
27,1,MS,1,Internode,1,False,-0.487343,0,11.641689,0.05
27,1,MS,1,Internode,2,True,-0.488959,0,11.684221,0.05
27,1,MS,1,Lamina,1,True,-0.494042,0,11.733376,0.05
27,1,MS,1,Sheath,1,True,-0.490354,0,11.805595,0.05
27,1,MS,2,Internode,1,True,-0.48491,0,11.729174,0.05
27,1,MS,2,Lamina,1,True,-0.492889,0,11.679672,0.05
27,1,MS,2,Sheath,1,True,-0.487212,0,11.773801,0.05
27,1,MS,3,Internode,1,True,-0.483212,0,11.70211,0.05
27,1,MS,3,Lamina,1,True,-0.491861,0,11.631589,0.05
27,1,MS,3,Sheath,1,True,-0.485385,0,11.795952,0.05
27,1,MS,4,Peduncle,1,False,-0.49303,0,11.734186,0.05
27,1,MS,4,Peduncle,2,True,-0.491526,0,11.680071,0.05
27,1,MS,5,Chaff,1,True,-0.494509,0,11.777558,0.05
28,1,MS,1,Internode,1,False,-0.487343,0,11.641689,0.05
28,1,MS,1,Internode,2,True,-0.488959,0,11.684221,0.05
28,1,MS,1,Lamina,1,True,-0.494042,0,11.733376,0.05
28,1,MS,1,Sheath,1,True,-0.490354,0,11.805595,0.05
28,1,MS,2,Internode,1,True,-0.48491,0,11.729174,0.05
28,1,MS,2,Lamina,1,True,-0.492889,0,11.679672,0.05
28,1,MS,2,Sheath,1,True,-0.487212,0,11.773801,0.05
