t,plant,axis,metamer,organ,element,Ag,Nstruct,Tr,Ts,green_area,is_growing,mstruct,amino_acids,cytokinins,fructan,nitrates,proteins,starch,sucrose,triosesP,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,R_maintenance,Transpiration,sum_respi,Amino_Acids_import,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,Nitrates_import,Regul_S_Fructan,S_Fructan,S_Starch,S_Sucrose,S_Amino_Acids,S_Proteins,cytokinins_import,k_proteins,Total_Organic_Nitrogen
24,1,MS,1,sheath,StemElement,0.0,0.00029999999999999997,0.15640557399999999,11.166488409999999,0.000174251,False,0.01,2.6287895225212399,1.4074691982863581,0.33208372829811111,1.6026374613116839e-05,0.61763754772307233,0.062184103246234287,22.839865278550374,-1.4326108854347668e-06,0.0,0.0,9.4412309025674343e-05,0.11403580966034525,0.082137380311010935,2.7253827675073997e-05,0.11413022196937092,0.00069587233555065209,0.33208372829811111,0.056791986377943672,8.9545108674577385,1.5200667341492669,0.0050419800227629761,1.5735384837612389,1.678196641195424e-05,1.7962279677169018e-07,0.00020276283692616603,0.0,0.0,0,3.9119004652967186,1.6659743161516431e-06,2.5541762850733035e-07,24.674998498815739
24,1,MS,2,blade,LeafElement1,0.0,0.00059999999999999995,0.16304086100000001,11.354973490000001,0.00028853,False,0.02,5.1014556043940642,2.8154219785527985,0.5289364882954628,2.7577078839648108e-05,1.4230901494329362,0.26382795011693333,57.201010578615858,-5.2368068212951652e-06,0.0,0.0,0.00089976326133393164,0.25238501623685217,0.16643505708297263,4.7042179624330005e-05,0.25328477949818612,0.0012011285825555855,0.5289364882954628,0.065405628867991852,18.995612408419198,1.5203278684185111,-0.046225067351028652,7.4980271777827641,2.8966950544075488e-05,1.3281506313002005e-08,1.7397954943986675e-05,0.0,0.0,0,3.879185028866837,2.8755983916931824e-06,2.5533491674225147e-07,49.381688610969853
24,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,3.12570497133443,1.6870595490272222,0.80608696542658698,0.0,0.75917936219457427,0.0,20.673846671996113,0.0,0.0,0.0,0,0.055428943336127259,0.045454543200000003,0.0,0.055428943336127259,0.0,0.80608696542658698,0.058296136235200351,0.0,1.5183535941244999,-0.0062015750082418195,-0.52575237524807317,0.0,0.015,13.838285470963118,0.0,0.0,0,3.9019782803169321,0.0,2.5596119151027589e-07,29.59917004781472
24,1,MS,3,blade,LeafElement1,0.0,0.00066,0.163841282,11.377712750000001,0.00022900700000000001,False,0.022000000000000002,5.5776252008593818,3.0959224406779113,0.72342398554843357,2.2048329648029779e-05,1.6636646874390104,0.24656696729614358,61.750063084500063,-5.1053795129971099e-06,0.0,0.0,0.00097929668907237245,0.27640405865730755,0.18336735241695706,3.7520800466974002e-05,0.27738335534637992,0.00095801908502425809,0.72342398554843357,0.069555473105425938,16.138928768474852,1.5198164708782473,-0.060682514807542352,7.4189143111543361,2.310401389094734e-05,1.8249257974982524e-08,2.3620452414773336e-05,0.0,0.0,0,3.8725414643678979,2.293574709749813e-06,2.5549693261055121e-07,54.384147031155536
24,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.6223997863672324,1.9682361405317603,0.90965638909199453,0.0,0.90043942793528398,0.0,21.83413050872236,0.0,0.0,0.0,0,0.06146272537753579,0.053030300399999994,0.0,0.06146272537753579,0.0,0.90965638909199453,0.059265655420409021,0.0,1.518353594124501,-0.016355548900907908,-1.2215766760875137,0.0,0.015,12.838832805838159,0.0,0.0,0,3.8947434848733442,0.0,2.5596119151027557e-07,34.522839214302515
24,1,MS,4,blade,LeafElement1,0.0,2.2500000000000001e-05,0.165061973,11.41239245,2.5400000000000001e-05,True,0.00069971699999999998,0.18314159291845852,6.4220812035358285e-05,0.010255550496153936,2.4419545072959244e-06,0.0065004752866272761,0.0061332717640221728,1.3095228468485944,-1.5291457424100169e-07,0.0,0.0,0,0.0074805828562877017,0.005846093029099015,4.1925741141999999e-06,0.0074805828562877017,0.00010704904924183787,0.010255550496153936,0.083611192229888859,12.622119142727602,0.00099123612829453834,0.0020757138082723825,-0.041577406574542952,2.5816424321374579e-06,0.015,14.707289433237802,0.0,0.0,0,3.9072013577662044,2.5628403012203534e-07,2.4999955137415294e-06,1.7967849253479431
28,1,MS,1,blade,LeafElement1,0.0,0.00054000000000000001,0.111285922,10.24526352,0.00029428400000000002,False,0.018000000000000002,4.5652899266455993,2.5069825201602796,0.55143274879166326,4.9486892634464493e-05,1.2509624806476263,0.05857557191759883,46.583503695213757,-4.8537061262517155e-06,0.0,0.0,0.00048144375921514682,0.20243701243927881,0.13870167954363777,3.2749666269848003e-05,0.20291845619849394,0.00086666288735449894,0.55143274879166326,0.065179832649528438,4.6860457534079059,1.5041895120961677,-0.0067552301713435219,4.4578125853254331,2.2830113360834317e-05,4.6073321752287427e-08,5.6569967131581146e-05,0.0,0.0,0,3.8729682210842706,1.4888054256130271e-06,2.6051873520533039e-07,44.387680978721797
28,1,MS,1,sheath,StemElement,0.0,0.00029999999999999997,0.107704624,10.142548550000001,0.000174251,False,0.01,2.579086560718717,1.392351792818556,0.32878425223717633,2.8364786785883069e-05,0.65606256203360724,0.014710449800783161,21.550768790441712,-1.4326108854347668e-06,0.0,0.0,5.6986793340839006e-05,0.10361609833866145,0.076509821050862487,1.8767638436624e-05,0.10367308513200228,0.00049665286914037674,0.32878425223717633,0.061564580805780554,2.1183047713127752,1.5037399362440407,0.013828505585760882,0.94977988901398336,1.3083104709917577e-05,8.1678208617155687e-07,0.00088563988731024646,0.0,0.0,0,3.891235149418788,8.5318005075717312e-07,2.6066526937676609e-07,24.663720551323753
28,1,MS,2,blade,LeafElement1,0.0,0.00059999999999999995,0.111797433,10.259934510000001,0.00028853,False,0.02,5.052036029092295,2.7851817345687815,0.5184644086464798,4.8783747627368864e-05,1.4992179970101582,0.062411896507869935,51.293333795999047,-5.2368068212951652e-06,0.0,0.0,0.00054966962633380939,0.22472883752548917,0.15426977686396875,3.2256913343490002e-05,0.22527850715182299,0.00085362303924151279,0.5184644086464798,0.070320216819385689,4.4936565485666353,1.5039981366671418,-0.014174415292799917,4.5805802194484109,2.2486610466027925e-05,5.8253977236228379e-08,7.1099937106713942e-05,0.0,0.0,0,3.8685273933023105,1.4664047933682975e-06,2.6058109761082487e-07,49.40839688324531
28,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,3.0760728688640313,1.6689380903193634,0.96244293457700547,0.0,0.80517307627862167,0.0,20.979602104053789,0.0,0.0,0.0,0,0.055861385585232681,0.045454543200000003,0.0,0.055861385585232681,0.0,0.96244293457700547,0.063097951698020155,0.0,1.5020442812874273,0.0079303389719799517,-0.51043827609929071,0.0,0.015,13.989924427675009,0.0,0.0,0,3.8845908386679446,0.0,2.6121899981077599e-07,29.595531659428367
28,1,MS,3,blade,LeafElement1,0.0,0.00066,0.11228329500000001,10.27386993,0.00022900700000000001,False,0.022000000000000002,5.5320650572253678,3.0626689203080373,0.70768486396730435,3.8953266476422286e-05,1.7471861667399167,0.058328588909271006,55.813502528235432,-5.1053795129971099e-06,0.0,0.0,0.00061113674101464989,0.24667174619701382,0.16986074887773212,2.5713660538065003e-05,0.24728288293802847,0.00068046724820797027,0.70768486396730435,0.074548149520898693,3.8178712740613747,1.5034920154239455,-0.023342238576634245,4.629823795565529,1.7925244800021605e-05,7.5088121857395898e-08,9.0989887161284952e-05,0.0,0.0,0,3.8635411223165383,1.1689474025782321e-06,2.6074612626998448e-07,54.422108366822428
28,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.5725279924875983,1.9470944387059255,1.0783885015012695,0.0,0.95400078524724508,0.0,22.73823148901019,0.0,0.0,0.0,0,0.062808281439197727,0.053030300399999994,0.0,0.062808281439197727,0.0,1.0783885015012695,0.064080805099109128,0.0,1.5020442812874284,0.0025651123031423992,-1.0566707200761358,0.0,0.015,13.240111232356814,0.0,0.0,0,3.8796465678179182,0.0,2.6121899981077562e-07,34.526528777734846
28,1,MS,4,blade,LeafElement1,0.0,3.0799999999999996e-05,0.11300105000000001,10.29445666,3.4700000000000003e-05,True,0.00095646399999999997,0.24361651010571053,6.3708294905242093e-05,0.024348397758541956,5.0198279932998505e-06,0.010145223480130998,0.0014509043580148862,1.808865737875917,-1.5291457424100169e-07,0.0,0.0,0,0.009558603678618903,0.0073953495179334833,3.9211364350000006e-06,0.009558603678618903,0.00010376604746036085,0.024348397758541956,0.095463005138308021,2.1844024192666285,0.00071936798977966193,0.0021066412931035642,-0.030647922151900611,2.733462642847359e-06,0.015,14.819602076147467,0.0,0.0,0,3.8776097103008778,1.7825553246543105e-07,2.4999977117153677e-06,2.453761733585841
32,1,MS,1,blade,LeafElement1,2.669526914,0.00054000000000000001,0.13075582699999999,9.5250902960000001,0.00029428400000000002,False,0.018000000000000002,4.4936268234289223,2.4800546732517468,0.54159723369618418,1.8934562135965721e-07,1.31930518107446,0.10761963246690921,45.06765593813217,0.00012277475856757629,2.8281566100944739,2.9673754805709196e-05,0.00040979485779005361,0.19014624033107425,0.13194785840393133,3.8479347792868e-05,0.19058570894367,0.0010505152356853193,0.54159723369618418,0.070149808999112842,8.6095705973527359,1.4880328039510478,0.0088625200105204409,3.7943968313893848,2.999406344027332e-05,7.4711226593631102e-08,8.9743287489697546e-05,9.8186321293251524,147.2956511252643,0.0016651938723742533,3.8555804987013338,1.5783280639783316e-06,2.6585891575890685e-07,44.38436057593195
32,1,MS,1,sheath,StemElement,0.92953846099999993,0.00029999999999999997,0.088879736999999986,9.3682277230000004,0.000174251,False,0.01,2.5236312850980354,1.3773961091774969,0.32552425641569283,2.0592000356625859e-07,0.69421620849920462,0.022694246118013,21.155880070112715,2.5158937528158824e-05,0.58310282292375948,1.2156405316933667e-05,4.7669225208399225e-05,0.09736311533497162,0.072511653185245453,1.5487383051986996e-05,0.09742294096549696,0.00042281724587916412,0.32552425641569283,0.066480189404047568,3.2679714409938718,1.4875877979116965,0.017512663086111987,0.7944870868066537,1.2072178361380923e-05,1.3953971454191885e-06,0.0014935529806739862,3.6224313214382904,54.683774958711652,0.0012279197289831987,3.867490051289586,6.3525430420793401e-07,2.6600818380234149e-07,24.646418922168667
32,1,MS,2,blade,LeafElement1,2.9166598779999999,0.00059999999999999995,0.13340731,9.5124808260000009,0.00028853,False,0.02,4.9784331012987906,2.7552655376932371,0.50820009345632211,1.9629073705074492e-07,1.5749746418130868,0.11517131409492383,49.806483505361875,0.00013147240479904253,3.0295579485576241,2.9682779601766628e-05,0.00047518990934579917,0.21101340590481929,0.14648064830591898,3.8492011154300001e-05,0.21151827859376685,0.0010508609550096415,0.50820009345632211,0.075387796849996178,8.2923346148345161,1.487843390354348,0.0046976597457680409,3.9599159112149933,3.0003934336947638e-05,9.0162977768512775e-08,0.00010791604432460786,9.4629028690396311,142.0100174699908,0.0014991302829175065,3.8523746458227195,1.5788474838718292e-06,2.6592243614090789e-07,49.41055060025473
32,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,3.0164631364524661,1.6510107501589628,1.1185941364769316,0.0,0.8508739223610845,0.0,21.228171449878786,0.0,0.0,0.0,0,0.056175878483375068,0.045454543200000003,0.0,0.056175878483375068,0.0,1.1185941364769316,0.068045785317894389,0.0,1.4859096751430665,0.014996898609170372,-0.4346789500777079,0.0,0.015,14.112360746674975,0.0,0.0,0,3.8631669268068194,0.0,2.6657214239635168e-07,29.581622773099266
32,1,MS,3,blade,LeafElement1,3.3092538330000001,0.00066,0.13111824599999999,9.4842047279999999,0.00022900700000000001,False,0.022000000000000002,5.4578807178201911,3.0297716761714106,0.69228870928271602,1.8623711950249873e-07,1.8303294570564634,0.10406927218630743,54.015722810027022,0.00011819595378607303,2.7282322531217917,2.3151492810224228e-05,0.00051703649442806122,0.23064864718828507,0.16081321823185091,3.0026996161722e-05,0.23118883517552336,0.00081975965703868006,0.69228870928271602,0.079696363435405829,6.8118069067401228,1.4873424592114197,-0.00087476786063493098,3.916943139606524,2.3405584539623143e-05,1.2399992206367613e-07,0.00014701397581920862,7.7343847637609144,116.27264315171534,0.001062970285134262,3.848656953828653,1.2316334199354462e-06,2.6609052825304202e-07,54.431067317733799
32,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.5088736110702539,1.9261792085187923,1.2497008038071136,0.0,1.007248011763304,0.0,23.443110312955834,0.0,0.0,0.0,0,0.063787305294124116,0.053030300399999994,0.0,0.063787305294124116,0.0,1.2497008038071136,0.069043952679482282,0.0,1.4859096751430687,0.012702766752083655,-0.85541010995990197,0.0,0.015,13.547579405906129,0.0,0.0,0,3.8599318297885992,0.0,2.6657214239635093e-07,34.516121622833559
32,1,MS,4,blade,LeafElement1,1.4196222440000001,4.0200000000000001e-05,0.121433365,9.3058269750000004,4.5200000000000001e-05,True,0.0012471520000000001,0.30956321800102421,6.3247800298809047e-05,0.025027521784057625,2.3010502013246778e-08,0.014846644881383816,0.0080178330305367921,2.3592363320151177,1.0045283858560034e-05,0.23100093154368001,4.2331670101513529e-06,1.5940851786417587e-06,0.0116743032955269,0.0090042748787852681,5.4887880980000005e-06,0.011680130547715693,0.00014984805754597437,0.025027521784057625,0.10713989549030677,9.2576362496094955,0.00054770889452700037,0.0022391964521197246,0.21303005817010257,4.2784264252041943e-06,1.4042039824950859e-07,0.00013875813473709391,11.593924031256831,173.6174499923558,0.0034285526326222897,3.8492388935652522,2.2513656777491752e-07,2.49999870917474e-06,3.1958384343109798
36,1,MS,1,blade,LeafElement1,25.793533329999999,0.00054000000000000001,2.8741637180000001,23.91669607,0.00029428400000000002,False,0.018000000000000002,4.4267294046220353,2.4534263477067291,0.53193599855035445,4.8772521510804466e-07,1.3872508872666245,1.0093917324773376,62.443200364986907,0.0012944122211324329,27.326246984948593,0.00061294256160561401,0.0014029555979740054,0.58016165370989048,0.35779383085854588,0.00084582039558791209,0.58217755186947007,0.02009873121937324,0.53193599855035445,0.075270338354081603,80.751338598187004,1.4720558086240374,0.023032006860126616,12.990329610870418,0.00061918313509969167,1.8618972493496978e-09,2.7455876142620768e-06,103.18197765482512,1414.828659635248,0.034396327811762849,3.8389878910130655,1.2162185569405579e-05,2.7129317070537553e-07,44.385408863317231
36,1,MS,1,sheath,StemElement,12.124856469999999,0.00029999999999999997,1.8220886549999999,21.239042699999999,0.000174251,False,0.01,2.4720679915231809,1.3626048315667407,0.32228751895962332,3.3079385922256371e-07,0.7320874570145226,0.26651770922828322,26.335816833713501,0.00034291454295905775,7.6059661131142908,0.00023006922938387101,0.00017927448714156726,0.24258046709636594,0.16510299243713142,0.00031750077022240497,0.24298981081289137,0.0075445835498073426,0.32228751895962332,0.071539979113022456,38.378550128872781,1.47161321809208,0.020922459759724881,2.987908119026121,0.00023242655690068709,2.6235919313261462e-08,3.2584962327864312e-05,49.295174025748672,711.22428312445822,0.023239316099380909,3.8447309173715101,4.5653939134324609e-06,2.7144593490678814e-07,24.632726877109132
36,1,MS,2,blade,LeafElement1,28.713013870000001,0.00059999999999999995,3.0540320780000001,23.666475600000002,0.00028853,False,0.02,4.9077677461456988,2.7256814349924845,0.49813745350933619,5.1553655224868645e-07,1.6503079259513167,1.0992868566604528,69.097754461148924,0.0014102269575736956,29.824437210879964,0.00063856585348132078,0.0016498425583234577,0.63390991890629844,0.39071308137144023,0.00088117987546534003,0.63619832731810322,0.020938957685677922,0.49813745350933619,0.080608363028541186,79.148653679552609,1.4718679748959416,0.021132108395804677,13.748687986028814,0.00064506805549201934,2.1542937302646919e-09,3.1690822558072605e-06,101.1796253572162,1389.9351630902811,0.032250800680874783,3.8365426868866526,1.2670625136659124e-05,2.7135798841255864e-07,49.415218529239866
36,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,2.9522185795648297,1.6332757722772642,1.2742562190846349,0.0,0.89624230584131959,0.0,21.488155409422259,0.0,0.0,0.0,0,0.056481322351615307,0.045454543200000003,0.0,0.056481322351615307,0.0,1.2742562190846349,0.07313921273785351,0.0,1.4699481950495377,0.017995301829446635,-0.60461366579930365,0.0,0.015,14.239620301610515,0.0,0.0,0,3.839388515842745,0.0,2.7202172247826198e-07,29.562746599691863
36,1,MS,3,blade,LeafElement1,35.07166677,0.00066,3.229657328,22.942333810000001,0.00022900700000000001,False,0.022000000000000002,5.3810839035801381,2.9972368245045047,0.67722530505667888,4.8005284671589776e-07,1.9130199394306162,1.0523089352335517,72.937035725488826,0.001351277278950382,28.91396589119061,0.00053597247965193396,0.0016831221548365492,0.65514689340122589,0.40874438257481532,0.00073961413571329605,0.65736598803571433,0.017575014503425419,0.67722530505667888,0.084999542587076482,68.878403033468828,1.4713708047567566,0.016958590367151992,12.7509254154284,0.00054143480306678032,3.5945256209185108e-09,5.1592973140830305e-06,88.176442750326828,1226.0130344198953,0.024608470140125526,3.8329417598993052,1.0635028920115088e-05,2.7152965760401313e-07,54.436960985867898
36,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.4381236543823772,1.9054884009901436,1.4224561897738939,0.0,1.0601277614671449,0.0,24.059483230266707,0.0,0.0,0.0,0,0.064594375264557552,0.053030300399999994,0.0,0.064594375264557552,0.0,1.4224561897738939,0.07415428621405272,0.0,1.4699481950495397,0.017658385630651172,-0.96493953670212274,0.0,0.015,13.812664601333237,0.0,0.0,0,3.8374107525854275,0.0,2.7202172247826135e-07,34.498251415849523
36,1,MS,4,blade,LeafElement1,11.191565130000001,5.0900000000000004e-05,2.4256663719999998,20.087959309999999,5.7299999999999997e-05,True,0.0015816060000000002,0.38300174220362082,6.4565290570542199e-05,0.025498909660757709,8.2751722253406525e-08,0.020746662452469967,0.084705267319236804,3.1044027440495241,0.00010892269502991024,2.3085960550164,0.00010072242884449637,1.9357898243527662e-05,0.03177453923332995,0.02411027621609655,0.00013899068311559997,0.031894619560417975,0.0033027536300963673,0.025498909660757709,0.11805715263062429,77.1213468712821,0.00044088422664168925,0.005313373663232159,2.0398989216791517,0.00010174818125702203,3.261878035254473e-10,3.3102821230789022e-07,98.83020060184127,1360.6093061749016,0.064326910188538033,3.8217910719318979,1.9985690689042685e-06,2.499999181545483e-06,4.0394626903703772
40,1,MS,1,blade,LeafElement1,28.447890510000001,0.00054000000000000001,4.5190566570000001,29.297760010000001,0.00029428400000000002,False,0.018000000000000002,4.3578450005413147,2.4270781093812031,0.52244824116818722,7.1152755818646996e-07,1.4547913849066247,1.3361010827787656,74.27374134627847,0.0014425626216201489,30.138332439041424,0.00096726574910604708,0.0021985999910471453,0.88843890374084333,0.51954002816403633,0.0013298860692485882,0.89160476948099654,0.029485197100889465,0.52244824116818722,0.080544810268383574,106.88808662230123,1.4562468656287217,0.033020471237899439,20.3574073245106,0.00097710299792090551,4.8378106197297199e-10,7.8744189433219394e-07,114.94441385463763,1559.2271803338658,0.054279783900451573,3.82152571246182,3.9524608216556043e-06,2.7682598035715382e-07,44.384064956876507
40,1,MS,1,sheath,StemElement,14.833186489999999,0.00029999999999999997,3.0575666250000002,25.23644457,0.000174251,False,0.01,2.4224875411260554,1.3479707299428769,0.31908111804934675,4.6610612195679226e-07,0.76967800175921819,0.38627758024733327,31.048995368172779,0.00042408989365218085,9.3049112846483624,0.00038749285029821663,0.00030316214053446091,0.33987158091679043,0.21781547498627721,0.00053278404197287506,0.34056223590762308,0.011812472401229691,0.31908111804934675,0.07674721975610467,55.623971555615988,1.4558083883383073,0.02292074560650903,5.0527023422410151,0.00039145073904733397,5.4253462565560964e-09,7.4822097435163949e-06,60.939725078275849,869.42145687946481,0.039140691949314806,3.8222002461334572,1.5834499668764309e-06,2.769817002141986e-07,24.620736971456701
40,1,MS,2,blade,LeafElement1,31.81484665,0.00059999999999999995,4.8088685280000005,29.16507957,0.00028853,False,0.02,4.8336861045388648,2.6964090912433525,0.48827532268526191,7.5021297764470461e-07,1.7252016740537379,1.4615488001964072,82.557171469386262,0.0015794239835338053,33.046335734128199,0.0010091714088711783,0.0026236487953618663,0.98016830729381454,0.57198208288695984,0.0013875028363838401,0.9838011274980476,0.030762631141730893,0.48827532268526191,0.085985019224372655,105.23151361414133,1.4560609092714103,0.032681135914088236,21.863739961348887,0.00101943558354621,5.3569226147899984e-10,8.7211504816386259e-07,113.27126841946648,1538.8763045316402,0.050968252973291842,3.8195937836789495,4.1236995616036114e-06,2.768920053990367e-07,49.416030635735453
40,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,2.8868608150003334,1.6157328808215479,1.4305044446059043,0.0,0.94125221676793103,0.0,22.121471879645988,0.0,0.0,0.0,0,0.057236016861469188,0.045454543200000003,0.0,0.057236016861469188,0.0,1.4305044446059043,0.078378549468732878,0.0,1.4541595927393931,0.018091203832870183,-1.1563038723938244,0.0,0.015,14.546250257808127,0.0,0.0,0,3.8144309548747204,0.0,2.7756835724601319e-07,29.54239874605398
40,1,MS,3,blade,LeafElement1,39.2898219,0.00066,5.1322077239999997,28.141354490000001,0.00022900700000000001,False,0.022000000000000002,5.2986047398582983,2.9650471140268952,0.662491752764369,6.973389966182578e-07,1.9952230373950495,1.4131385425690306,87.021757062040209,0.0015296609653216956,32.391519277871886,0.00085483268111165723,0.0026926399645822172,0.99334658201981563,0.58608136718075632,0.001175311494250068,0.99689405466550951,0.02605809013585993,0.662491752764369,0.090459866355836485,92.496340968154726,1.4555685832495666,0.028995212222667797,20.398787610471341,0.00086353290787646907,8.7791750763284543e-10,1.395950024770357e-06,99.776390344758511,1372.4350905745694,0.039248516120829066,3.8157052662273685,3.4930606024692225e-06,2.7706691634762006e-07,54.436684920110494
40,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.3647797183200554,1.8850216942918083,1.5973253789582653,0.0,1.1126041543163026,0.0,25.026499059494949,0.0,0.0,0.0,0,0.065814240789987197,0.053030300399999994,0.0,0.065814240789987197,0.0,1.5973253789582653,0.079411810468799596,0.0,1.4541595927393949,0.018872475921902016,-1.5303340583955889,0.0,0.015,14.221621995845734,0.0,0.0,0,3.813357920633218,0.0,2.775683572460125e-07,34.477383872636359
40,1,MS,4,blade,LeafElement1,13.15606185,6.2600000000000004e-05,3.975562381,24.16463396,7.0400000000000004e-05,True,0.0019440310000000001,0.45998519071704563,6.467749848741567e-05,0.026424514611452295,1.4692908254427289e-07,0.027923065606550789,0.14176950322243248,4.1647588067729284,0.00016001504491640773,3.3342723152640001,0.00020356502401501996,3.2844224125737046e-05,0.053968547752580871,0.039312186839917822,0.00027987959162240002,0.054204957000721629,0.0062052721013655179,0.026424514611452295,0.12927136291527716,105.01277224504278,0.00035931370624444221,0.0076867679554023594,2.8158179341221961,0.00020563504976455797,2.3030035147463303e-10,2.486816662513569e-07,118.041965462153,1596.7401836882723,0.10577055426523961,3.7957892357002478,8.3181044320100166e-07,2.4999994673916554e-06,4.9593368277521686
44,1,MS,1,blade,LeafElement1,19.871335640000002,0.00054000000000000001,3.7861694130000001,23.165700910000002,0.00029428400000000002,False,0.018000000000000002,4.2794913444896441,2.4010169889662016,0.51313074275428416,9.1445670601575244e-07,1.5218898994344872,1.0584661220596709,75.311479267672041,0.00097447922099233044,21.052138094934339,0.00092568483807219755,0.0020683366281829089,0.58310749907360571,0.33964532496757893,0.0011142090795352921,0.58610152053986087,0.026319778300845809,0.51313074275428416,0.085973513409848185,84.677289764773676,1.4406101933797208,0.036891175857700208,19.151265075767672,0.00093510539092952029,5.8106385021404202e-10,9.5298161923669017e-07,77.747882967087634,1091.6428850243444,0.051946399442884254,3.801182031649728,6.4153079044533211e-06,2.8245641633404208e-07,44.372809815352703
44,1,MS,1,sheath,StemElement,8.8484449070000011,0.00029999999999999997,2.4274488180000002,21.236138919999998,0.000174251,False,0.01,2.3708197365731385,1.3334956021306261,0.31590676267478002,6.7584458135826157e-07,0.80697920542484314,0.27987147177607641,31.716431533105279,0.00024697963000360872,5.5506613445627657,0.00035300063345391613,0.00026675382935875089,0.25935249862694687,0.16506976472724161,0.00042298538398531801,0.25997225308975952,0.0099917347071296018,0.31590676267478002,0.082103289972168064,40.301491935755003,1.4401752503010761,0.022216533792416143,4.4458971559791811,0.00035499254144835359,7.9637990705650425e-09,1.1127502995594735e-05,35.521201654310332,519.42708526067156,0.035656629641809705,3.7980157878481582,2.4354329247442489e-06,2.8261532990440108e-07,24.606370370569408
44,1,MS,2,blade,LeafElement1,22.29030994,0.00059999999999999995,3.993902098,23.3512056,0.00028853,False,0.02,4.7485499368771062,2.6674555138887928,0.47860962939365248,9.539990893075516e-07,1.7996114992971919,1.1616216290335155,84.032693580131536,0.0010709088989225531,23.153123257157521,0.0009573796810255264,0.0024994102427924052,0.65840757362761415,0.38226750263901055,0.00115236057233594,0.66186436355143208,0.027220990515682691,0.47860962939365248,0.091517924227539821,83.636757290413115,1.4404259774999482,0.037493972375055015,20.828418689936708,0.0009671242168798294,6.1961201801133786e-10,1.0185342452295988e-06,76.899559665501286,1080.5960751139717,0.048352509142703351,3.7996562074788907,6.6349736546487615e-06,2.8252370724113574e-07,49.405304293317151
44,1,MS,2,sheath,StemElement,0.0,0.00036000000000000002,0.0,0.0,1.26e-06,False,0.012,2.8226042915711758,1.5983795859263541,1.5902389664254621,0.0,0.98589363220006487,0.0,23.339190947013257,0.0,0.0,0.0,0,0.058651141790814189,0.045454543200000003,0.0,0.058651141790814189,0.0,1.5902389664254621,0.08376546485815077,0.0,1.4385416273337188,0.016613150935933699,-1.7070805009401211,0.0,0.015,15.122732736150754,0.0,0.0,0,3.789103294704387,0.0,2.8321332755821558e-07,29.522783638056957
44,1,MS,3,blade,LeafElement1,25.667466749999999,0.00066,3.9908965260000002,23.234221479999999,0.00022900700000000001,False,0.022000000000000002,5.2038882048343105,2.9332069870595516,0.64808068339105762,8.8744533296414433e-07,2.0768851906430199,1.0710335448867974,88.177720171186124,0.00096642323229974682,21.1609064088621,0.00075944205453887031,0.0025053049988793745,0.70969641516531312,0.41709836894530461,0.00091394324072968213,0.7129611622187314,0.021589110982289262,0.64808068339105762,0.09607741420948035,70.104013847135818,1.4399379754655981,0.033873206118806842,18.979583324843745,0.00076703131136426168,1.0899504399112795e-09,1.7458755772777041e-06,63.118159623619164,898.62548222826399,0.034868781200131788,3.795437684723137,5.2622325595481737e-06,2.8270207527484797e-07,54.423630538334479
44,1,MS,3,sheath,StemElement,0.0,0.00042000000000000002,0.0,0.0,4.0600000000000001e-06,False,0.013999999999999999,3.2917602298983186,1.8647761835807484,1.7772091797287446,0.0,1.1646610921738405,0.0,26.602520418496038,0.0,0.0,0.0,0,0.067711947293502509,0.053030300399999994,0.0,0.067711947293502509,0.0,1.7772091797287446,0.084817939729406974,0.0,1.4385416273337204,0.017955223130559254,-2.1101536788363515,0.0,0.015,14.870586154227702,0.0,0.0,0,3.7886644607659665,0.0,2.8321332755821489e-07,34.45642132207216
