t,PAR
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,4.916111111111111
6,17.206944444444446
7,44.24611111111111
8,79.88888888888889
9,41.78805555555556
10,68.82722222222222
11,23.352222222222224
12,38.100833333333334
13,47.93333333333333
14,55.3075
15,15.977777777777778
16,9.8325
17,11.061388888888889
18,15.977777777777778
19,4.916111111111111
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,2.4580555555555557
30,8.603333333333333
31,20.89388888888889
32,15.977777777777778
33,11.061388888888889
34,22.123055555555556
35,18.435833333333335
36,25.810277777777777
37,51.620555555555555
38,43.01694444444445
39,40.55888888888889
40,33.184444444444445
41,11.061388888888889
42,7.374444444444444
43,1.2291666666666667
44,1.2291666666666667
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,8.603333333333333
54,43.01694444444445
55,23.352222222222224
56,11.061388888888889
57,18.435833333333335
58,46.704166666666666
59,136.42527777777778
60,192.96194444444444
61,179.4425
62,122.90583333333333
63,119.21861111111112
64,95.86638888888889
65,41.78805555555556
66,46.704166666666666
67,18.435833333333335
68,3.687222222222222
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,2.4580555555555557
78,27.039166666666667
79,61.452777777777776
80,49.16222222222222
81,68.82722222222222
82,113.07333333333334
83,74.9725
84,28.268333333333334
85,106.92805555555556
86,72.51444444444445
87,100.78277777777778
88,73.74333333333334
89,77.43055555555556
90,15.977777777777778
91,18.435833333333335
92,2.4580555555555557
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,1.2291666666666667
101,2.4580555555555557
102,11.061388888888889
103,40.55888888888889
104,103.24083333333333
105,94.6375
106,63.91111111111111
107,113.07333333333334
108,65.14
109,152.40305555555557
110,87.26305555555555
111,94.6375
112,63.91111111111111
113,87.26305555555555
114,62.68194444444445
115,17.206944444444446
116,1.2291666666666667
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,11.061388888888889
126,35.64277777777778
127,71.28527777777778
128,105.69888888888889
129,105.69888888888889
130,40.55888888888889
131,111.84416666666667
132,95.86638888888889
133,125.3638888888889
134,142.57083333333333
135,119.21861111111112
136,84.805
137,40.55888888888889
138,9.8325
139,1.2291666666666667
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,3.687222222222222
150,17.206944444444446
151,24.58111111111111
152,23.352222222222224
153,28.268333333333334
154,36.87166666666667
155,56.53666666666667
156,56.53666666666667
157,46.704166666666666
158,7.374444444444444
159,25.810277777777777
160,60.22388888888889
161,35.64277777777778
162,40.55888888888889
163,8.603333333333333
164,1.2291666666666667
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,3.687222222222222
175,11.061388888888889
176,27.039166666666667
177,25.810277777777777
178,44.24611111111111
179,35.64277777777778
180,45.475
181,65.14
182,68.82722222222222
183,45.475
184,28.268333333333334
185,20.89388888888889
186,17.206944444444446
187,7.374444444444444
188,1.2291666666666667
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,4.916111111111111
198,6.145277777777777
199,15.977777777777778
200,19.665
201,20.89388888888889
202,28.268333333333334
203,61.452777777777776
204,73.74333333333334
205,51.620555555555555
206,58.99472222222222
207,25.810277777777777
208,24.58111111111111
209,13.519722222222223
210,4.916111111111111
211,4.916111111111111
212,2.4580555555555557
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,11.061388888888889
222,33.184444444444445
223,62.68194444444445
224,97.09555555555555
225,111.84416666666667
226,83.57583333333334
227,103.24083333333333
228,164.69361111111112
229,127.82194444444444
230,84.805
231,55.3075
232,41.78805555555556
233,25.810277777777777
234,14.748611111111112
235,8.603333333333333
236,1.2291666666666667
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,6.145277777777777
246,36.87166666666667
247,76.20166666666667
248,67.59805555555556
249,93.40833333333333
250,122.90583333333333
251,117.98944444444444
252,99.55361111111111
253,105.69888888888889
254,124.13472222222222
255,104.47
256,145.0288888888889
257,50.39138888888889
258,25.810277777777777
259,11.061388888888889
260,1.2291666666666667
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,11.061388888888889
270,38.100833333333334
271,74.9725
272,111.84416666666667
273,148.7161111111111
274,169.61
275,169.61
276,189.275
277,175.7552777777778
278,174.5261111111111
279,165.92277777777778
280,108.15722222222222
281,93.40833333333333
282,56.53666666666667
283,20.89388888888889
284,3.687222222222222
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,7.374444444444444
294,36.87166666666667
295,39.32972222222222
296,17.206944444444446
297,19.665
298,20.89388888888889
299,81.11777777777777
300,164.69361111111112
301,62.68194444444445
302,77.43055555555556
303,51.620555555555555
304,19.665
305,19.665
306,14.748611111111112
307,3.687222222222222
308,1.2291666666666667
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,4.916111111111111
318,17.206944444444446
319,54.07861111111111
320,74.9725
321,133.96722222222223
322,113.07333333333334
323,95.86638888888889
324,89.72111111111111
325,135.1963888888889
326,119.21861111111112
327,137.65444444444444
328,94.6375
329,98.32472222222222
330,62.68194444444445
331,17.206944444444446
332,1.2291666666666667
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,7.374444444444444
342,18.435833333333335
343,30.726388888888888
344,41.78805555555556
345,78.65972222222223
346,132.73833333333334
347,78.65972222222223
348,72.51444444444445
349,117.98944444444444
350,84.805
351,102.01166666666667
352,97.09555555555555
353,63.91111111111111
354,28.268333333333334
355,13.519722222222223
356,2.4580555555555557
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,2.4580555555555557
366,7.374444444444444
367,19.665
368,38.100833333333334
369,50.39138888888889
370,74.9725
371,60.22388888888889
372,55.3075
373,40.55888888888889
374,30.726388888888888
375,77.43055555555556
376,65.14
377,89.72111111111111
378,54.07861111111111
379,27.039166666666667
380,4.916111111111111
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,12.290555555555555
390,40.55888888888889
391,67.59805555555556
392,116.76055555555556
393,121.67666666666666
394,175.7552777777778
395,185.58777777777777
396,165.92277777777778
397,169.61
398,195.42027777777778
399,153.63222222222223
400,130.28
401,89.72111111111111
402,54.07861111111111
403,27.039166666666667
404,3.687222222222222
405,0.0
406,0.0
407,0.0
